@relation 'Sax dominant'

@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atLkk numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute destClass {2,1}

@data
89,40,94,3,3,90,17,85,38,71,2,90,5,3,88,18,71,47,46,90,1,95,0,3,92,7,48,20,4,2,91,20,46,4,87,90,4,18,72,46,46,2,90,2,90,94,0,94,0,2,90,2,90,94,0,2,92,3,90,2,90,4,74,47,1,3,75,3,48,94,0,94,0,2,92,94,0,95,0,2,87,3,88,3,89,2,91,95,0,3,74,21,5,46,4,47,5,91,1,21,46,4,48,3,47,90,0,3,90,90,1,3,4,47,1,4,48,94,0,3,47,2,91,4,5,2,90,7,5,47,1,20,0,46,0,3,4,4,73,94,0,0,4,49,2,74,7,1,2,87,4,1,94,0,6,47,90,0,3,0,2,88,4,5,3,4,3,88,3,74,4,5,2,73,2,73,7,1,94,0,7,1,46,0,20,0,21,1,4,1,4,1,94,0,4,1,6,0,6,4,90,0,21,1,3,0,4,1,4,1,3,0,21,1,4,1,20,0,3,0,4,1,6,0,6,0,3,0,2.0
68,28,73,22,30,79,52,60,62,38,0,69,23,33,61,54,41,63,30,70,18,87,3,1,83,33,31,53,24,0,82,53,30,32,62,69,23,53,40,63,29,0,94,1,94,75,18,75,18,0,94,9,94,83,17,0,95,11,83,12,82,33,41,64,19,1,41,0,30,90,5,85,8,1,95,85,8,92,2,0,62,13,63,1,63,0,94,76,3,13,41,54,25,63,23,63,24,71,3,54,31,1,31,0,30,70,18,1,83,70,8,0,24,65,3,13,31,91,2,12,30,0,94,1,25,0,82,33,25,64,8,54,19,64,18,12,24,32,40,75,8,2,1,31,0,40,33,4,12,62,13,20,75,8,32,30,70,8,0,19,0,62,13,25,0,24,1,63,1,41,1,25,0,40,12,40,33,20,86,3,33,9,64,8,54,8,54,9,1,20,1,4,75,3,13,4,32,19,32,24,70,3,54,20,0,19,1,9,1,20,12,19,55,4,13,9,54,3,0,8,1,4,32,8,32,3,12,8,1.0
63,37,68,29,29,72,45,59,53,45,0,64,30,31,61,48,46,55,40,64,25,88,0,1,74,33,40,47,30,0,73,47,39,32,62,63,30,46,47,55,38,0,94,1,94,69,25,68,24,0,94,20,94,86,24,0,95,20,74,21,73,33,46,55,26,1,48,0,39,94,6,87,7,1,95,87,6,95,0,0,62,20,63,1,63,0,94,70,0,22,48,48,31,55,30,55,31,65,0,48,40,1,40,0,39,63,25,1,74,64,7,0,30,56,1,22,40,94,0,21,39,0,94,1,31,0,73,33,31,55,8,47,25,55,25,21,30,32,47,69,6,0,1,40,0,47,33,1,21,62,22,26,69,7,32,39,64,7,0,25,0,62,22,31,0,30,1,63,1,48,1,31,0,47,21,47,33,26,87,0,33,8,55,7,47,7,48,8,1,26,1,1,69,0,22,1,32,25,32,30,64,0,48,26,0,25,1,8,1,26,21,25,48,1,22,8,47,0,0,7,1,1,32,7,32,0,21,7,2.0
61,36,70,27,33,71,44,59,54,46,0,64,29,33,60,45,47,55,37,64,21,84,1,1,74,33,38,46,30,0,73,46,38,34,60,62,30,46,48,56,38,1,94,1,94,72,21,73,19,1,93,19,93,80,18,1,95,21,73,21,73,33,48,56,21,1,49,0,38,94,8,84,10,1,94,83,11,95,1,1,60,21,61,1,61,0,94,74,1,21,49,46,29,56,30,56,29,65,1,45,37,2,39,1,38,64,21,2,74,65,11,0,30,57,1,21,39,94,0,21,38,0,93,1,31,1,73,34,30,57,11,46,21,56,21,21,30,34,48,73,11,0,1,39,0,48,35,1,21,60,22,22,74,11,34,38,64,11,0,21,0,60,22,31,1,30,2,61,2,49,2,31,1,48,21,48,34,22,83,0,35,12,56,11,46,11,47,11,1,22,1,1,73,0,22,1,34,21,34,30,64,0,46,21,1,21,1,12,2,22,21,21,47,1,22,12,46,0,0,11,2,1,34,11,34,0,21,11,1.0
55,38,67,37,40,74,54,48,54,38,0,56,38,43,51,54,39,55,38,56,27,89,0,1,77,44,40,54,38,0,76,54,39,43,51,55,37,54,39,54,38,0,94,1,94,68,26,68,25,0,94,16,94,87,25,0,95,18,77,18,76,43,40,56,27,1,40,0,39,94,5,88,6,1,95,88,6,95,0,0,51,19,52,1,52,0,94,69,0,19,40,56,39,54,37,56,38,57,1,55,39,1,40,0,39,56,25,1,77,56,7,0,38,56,1,19,40,94,0,18,39,0,94,1,39,0,76,44,39,56,7,55,26,55,25,18,38,43,39,68,6,0,1,40,0,39,44,1,18,51,19,27,68,6,43,39,56,6,0,26,0,51,19,39,0,38,1,52,1,40,1,39,0,39,18,39,44,27,88,0,44,7,55,6,55,6,56,7,1,27,1,1,68,0,19,1,43,26,43,38,56,0,56,27,0,26,1,7,1,27,18,26,56,1,19,7,55,0,0,6,1,1,43,6,43,0,18,6,2.0
67,36,76,25,33,81,46,59,56,46,0,69,27,35,61,48,48,58,38,69,18,83,1,1,82,35,38,47,26,0,81,47,37,34,60,68,26,47,47,57,37,1,94,2,94,77,18,77,17,1,93,13,93,81,16,1,95,14,82,13,81,35,48,58,18,1,48,0,37,94,11,83,12,1,94,82,12,95,1,1,60,14,61,1,61,0,94,78,1,14,48,48,27,57,26,58,27,69,1,48,38,2,38,1,37,68,17,2,82,69,13,0,26,58,1,14,38,94,0,13,37,0,93,1,27,1,81,35,27,58,13,47,17,57,17,13,26,34,47,77,12,0,1,38,0,47,35,1,13,60,14,18,78,13,34,37,68,12,0,17,0,60,14,27,1,26,2,61,2,48,2,27,1,47,13,47,35,18,82,0,35,13,57,12,47,12,48,13,1,18,1,1,77,0,14,1,34,17,34,26,68,0,48,18,1,17,1,13,2,18,13,17,48,1,14,13,47,0,0,12,2,1,34,12,34,0,13,12,1.0
60,44,83,28,30,79,36,60,46,54,0,64,30,30,62,36,54,47,44,64,11,92,1,2,82,31,46,37,30,0,81,37,45,31,61,62,30,37,55,47,45,2,92,2,92,85,11,84,9,2,90,11,90,90,9,2,94,13,80,12,80,30,56,49,11,2,57,0,46,94,2,92,4,2,92,91,3,95,1,2,61,13,62,2,63,0,93,85,1,13,56,39,30,47,30,49,30,64,1,37,44,3,47,2,45,63,9,3,82,64,4,0,31,49,1,13,46,94,0,12,45,0,91,2,32,2,80,33,31,49,4,38,9,48,9,12,30,31,55,84,3,0,2,47,0,56,33,1,12,61,14,11,85,4,31,45,63,3,1,10,0,62,14,31,2,30,3,63,3,57,4,32,2,55,12,55,33,11,91,0,33,4,48,3,38,3,39,4,2,11,2,1,84,0,14,1,32,9,31,30,63,0,39,11,3,9,2,4,4,11,13,9,39,1,14,4,38,0,1,3,4,1,32,3,32,0,13,3,1.0
61,54,77,25,26,71,28,64,34,62,1,66,29,27,66,30,63,37,57,66,17,94,1,2,74,29,58,30,29,2,73,30,57,27,66,65,29,30,63,37,57,9,91,11,83,78,17,78,16,11,83,19,81,93,15,2,93,21,73,21,73,28,64,38,17,3,65,2,57,94,1,94,1,2,84,93,1,95,1,11,66,21,66,2,67,2,92,79,1,22,64,31,30,37,29,38,30,66,1,31,57,12,58,11,57,65,16,11,73,66,2,2,29,38,1,22,58,94,0,21,57,2,83,3,30,11,73,29,30,38,2,30,16,37,16,21,29,28,64,78,1,0,3,58,2,64,29,1,21,66,22,17,79,2,28,57,65,1,2,16,2,66,22,30,11,29,11,66,12,64,12,30,11,64,21,64,29,17,93,0,29,2,37,1,30,1,31,2,3,17,3,1,78,0,22,1,28,16,28,29,65,0,31,17,11,16,3,2,12,17,21,16,31,1,22,2,30,0,2,1,12,1,28,1,28,0,21,1,2.0
54,48,84,38,23,76,33,69,44,59,1,56,39,25,71,35,61,45,50,56,9,95,0,3,78,25,50,34,39,2,77,34,49,24,70,55,39,34,60,45,49,13,91,14,81,86,9,86,8,14,80,16,79,94,6,3,93,18,77,17,77,25,61,46,9,3,61,2,49,94,0,94,0,3,81,94,0,95,0,14,70,18,71,3,71,2,92,87,1,18,61,35,40,45,39,46,40,56,1,35,50,15,50,14,49,55,8,15,78,56,1,2,39,46,1,18,50,94,0,17,49,2,80,3,40,14,77,25,40,46,1,34,8,45,8,17,39,24,60,86,0,0,3,50,2,60,25,1,17,70,18,9,86,1,24,49,55,0,2,8,2,70,18,40,14,39,15,71,15,61,15,40,14,60,17,60,25,9,94,0,25,1,45,0,34,0,35,1,3,9,3,1,86,0,18,1,24,8,24,39,55,0,35,9,14,8,3,1,15,9,17,8,35,1,18,1,34,0,2,0,15,1,24,0,24,0,17,0,2.0
60,41,79,30,31,70,42,61,51,50,0,63,32,31,62,43,50,52,42,63,14,87,1,1,72,32,43,43,32,0,71,43,42,32,62,61,32,43,51,52,42,1,94,2,94,81,14,81,12,1,93,22,93,84,11,1,95,23,72,23,71,32,51,53,14,1,52,0,42,93,6,86,8,1,94,86,8,94,1,1,62,23,63,1,63,0,94,82,2,24,52,44,32,52,32,53,32,63,2,43,42,2,43,1,42,62,13,2,72,63,9,0,32,53,2,24,43,93,1,23,42,0,93,1,33,1,71,33,33,53,9,43,13,52,13,23,32,32,51,81,8,1,1,43,0,51,33,2,23,62,24,14,81,9,32,42,62,8,0,13,0,62,24,33,1,32,2,63,2,52,2,33,1,51,23,51,33,14,86,1,33,9,52,8,43,8,44,9,1,14,1,2,81,1,24,2,32,13,32,32,62,1,44,14,1,13,1,9,2,14,23,13,44,2,24,9,43,1,0,8,2,2,32,8,32,1,23,8,1.0
66,37,83,24,13,90,36,77,47,52,1,67,26,15,78,38,55,52,41,69,10,95,1,1,92,16,42,39,25,2,91,38,41,14,78,68,25,37,54,51,40,1,91,1,91,86,8,85,9,2,91,2,91,94,7,1,93,2,90,2,91,15,55,53,10,2,56,2,42,94,0,94,1,1,93,94,0,95,0,2,79,3,78,2,80,1,92,86,1,3,55,40,27,52,25,53,26,69,1,39,42,3,42,2,42,68,9,1,90,69,1,2,26,53,1,4,42,94,0,2,42,2,92,3,27,2,91,16,27,53,1,39,9,52,9,3,26,14,54,85,0,0,3,43,2,55,16,1,2,79,4,10,86,1,14,41,68,0,2,9,2,79,4,27,2,26,2,78,2,55,3,27,2,55,2,55,16,10,94,0,16,1,52,0,39,0,40,1,3,10,3,1,85,0,4,1,15,9,15,25,68,0,40,10,2,9,3,1,3,10,3,9,40,1,4,1,39,0,2,0,3,1,15,0,15,0,3,0,2.0
66,32,73,24,27,72,35,61,56,53,0,67,26,29,64,37,55,59,34,67,19,87,0,1,77,30,35,38,25,0,76,37,34,29,63,67,25,37,55,58,34,1,94,2,92,74,18,75,18,2,91,14,89,83,17,1,95,18,75,17,75,29,56,59,19,1,57,0,35,94,5,86,7,1,92,86,8,95,0,3,64,18,65,1,65,0,94,76,0,18,57,38,26,59,25,59,26,69,0,38,34,4,36,3,35,68,19,4,77,68,8,0,26,60,0,19,36,94,0,17,35,0,91,1,27,3,76,30,27,59,8,38,19,59,19,18,26,29,55,75,8,0,1,36,0,56,31,1,17,64,19,20,75,7,29,34,68,8,0,19,0,64,19,27,3,26,4,65,4,57,4,27,3,56,17,56,30,20,86,0,30,9,59,8,38,8,38,8,1,20,1,1,75,0,19,1,30,19,30,25,68,0,38,19,3,19,1,9,4,20,18,19,39,0,19,9,38,0,0,8,4,1,30,8,30,0,18,8,2.0
56,50,77,30,29,62,31,61,40,59,0,59,34,30,62,32,60,42,51,60,13,95,0,1,65,32,53,32,33,0,64,31,51,30,61,59,32,31,60,40,50,0,94,1,93,82,11,82,11,0,93,28,92,94,7,0,95,29,64,28,63,31,61,43,13,1,62,0,52,94,0,94,0,1,94,94,0,95,0,0,63,30,63,1,64,0,94,83,0,31,62,34,35,41,32,43,34,61,1,33,52,2,53,0,52,60,11,1,65,60,1,0,34,43,1,31,53,94,0,29,51,0,93,1,35,0,64,32,35,43,1,33,11,42,11,29,33,30,60,82,0,0,1,53,0,61,32,1,29,62,31,13,82,0,30,51,60,0,0,12,0,63,31,35,0,34,2,64,2,62,2,35,0,61,29,60,32,13,94,0,32,1,42,0,33,0,34,1,1,13,1,1,82,0,31,1,31,11,30,33,60,0,34,13,1,12,1,1,2,13,30,11,34,1,31,1,33,0,0,0,2,1,31,0,31,0,30,0,2.0
63,35,70,27,35,69,46,57,57,46,0,65,30,36,58,48,47,59,37,66,22,87,2,1,72,37,37,47,29,0,71,47,36,36,58,64,29,47,47,58,36,1,94,1,94,74,21,73,20,1,93,21,93,85,18,1,95,23,71,23,71,37,47,59,22,1,48,0,36,93,7,87,9,1,94,86,8,94,2,1,58,23,59,1,59,0,94,74,2,24,48,48,30,58,29,59,30,66,2,48,37,2,37,1,36,65,21,2,72,66,9,0,29,59,2,24,37,93,1,23,36,0,93,1,30,1,71,37,30,59,9,47,21,58,21,23,29,36,47,73,8,1,1,37,0,47,37,2,23,58,24,22,74,9,36,36,65,8,0,21,0,58,24,30,1,29,2,59,2,48,2,30,1,47,23,47,37,22,86,1,37,9,58,8,47,8,48,9,1,22,1,2,73,1,24,2,36,21,36,29,65,1,48,22,1,21,1,9,2,22,23,21,48,2,24,9,47,1,0,8,2,2,36,8,36,1,23,8,1.0
64,36,71,28,31,74,42,57,54,46,0,66,28,32,59,44,47,55,37,66,21,88,2,1,78,34,39,45,29,0,77,45,38,34,60,65,28,45,49,55,38,0,94,1,93,74,21,73,20,1,93,14,92,85,17,0,95,16,77,17,77,34,49,57,21,1,50,0,38,92,5,87,7,0,94,87,6,94,1,1,60,17,61,1,61,0,94,75,2,18,50,46,29,56,29,57,28,66,2,44,38,2,39,1,38,65,20,2,77,66,8,0,29,57,2,18,39,93,1,17,38,0,93,1,30,1,77,35,30,57,8,45,20,56,20,17,29,34,49,74,7,0,1,39,0,49,35,2,17,60,18,21,75,8,34,38,65,7,0,20,0,60,18,30,1,29,2,61,2,50,2,30,1,49,17,49,35,21,87,1,35,8,56,7,45,7,46,8,1,21,1,2,74,1,18,2,34,20,34,29,65,1,46,21,1,20,1,8,2,21,17,20,46,2,18,8,45,1,0,7,2,2,34,7,34,1,17,7,1.0
63,31,70,29,39,80,56,53,61,36,0,65,30,41,55,57,38,62,32,65,24,81,1,1,82,41,33,57,30,0,81,57,32,40,54,64,29,57,37,61,32,1,94,1,94,71,24,71,23,1,93,12,93,79,22,1,95,14,81,13,81,41,38,63,24,1,38,0,32,94,13,81,14,1,94,80,14,95,1,1,54,14,55,1,55,0,94,72,1,14,38,58,31,62,30,63,30,65,1,57,33,2,33,1,32,64,23,2,82,65,15,0,30,63,1,14,33,94,0,13,32,0,93,1,31,1,81,41,31,63,15,57,23,62,23,13,30,40,37,71,14,0,1,33,0,37,41,1,13,54,14,24,72,15,40,32,64,14,0,23,0,54,14,31,1,30,2,55,2,38,2,31,1,37,13,37,41,24,80,0,41,15,62,14,57,14,58,15,1,24,1,1,71,0,14,1,40,23,40,30,64,0,58,24,1,23,1,15,2,24,13,23,58,1,14,15,57,0,0,14,2,1,40,14,40,0,13,14,1.0
64,35,70,28,39,76,50,53,57,42,0,66,30,41,55,52,44,59,37,66,24,83,1,1,79,41,37,51,29,0,78,51,36,40,54,65,29,51,43,58,36,1,94,1,94,72,24,71,23,1,93,14,93,81,22,1,95,17,78,16,78,41,44,59,24,1,44,0,36,94,11,83,13,1,94,82,12,95,1,1,54,17,55,1,55,0,94,72,1,17,44,52,30,58,29,59,30,66,1,52,37,2,37,1,36,65,23,2,79,66,13,0,29,59,1,17,37,94,0,16,36,0,93,1,30,1,78,41,30,59,13,51,23,58,23,16,29,40,43,71,12,0,1,37,0,43,41,1,16,54,17,24,72,13,40,36,65,12,0,23,0,54,17,30,1,29,2,55,2,44,2,30,1,43,16,43,41,24,82,0,41,13,58,12,51,12,52,13,1,24,1,1,71,0,17,1,40,23,40,29,65,0,52,24,1,23,1,13,2,24,16,23,52,1,17,13,51,0,0,12,2,1,40,12,40,0,16,12,1.0
61,39,73,29,25,75,30,65,49,58,0,62,31,25,67,32,59,52,41,63,19,95,0,2,78,27,42,33,31,1,77,32,42,26,66,63,29,32,60,50,41,7,92,8,84,75,18,75,19,8,85,15,83,94,17,0,94,17,76,16,76,26,61,52,19,2,62,1,42,94,0,94,0,1,86,94,0,95,0,8,67,17,68,2,68,1,93,76,0,17,62,33,31,52,30,52,31,64,0,33,41,10,43,9,42,63,19,10,77,63,0,1,31,53,0,17,43,94,0,17,42,1,85,2,32,8,77,27,31,52,0,33,19,52,19,17,31,27,60,75,0,0,2,43,1,61,28,0,16,66,17,20,75,0,27,42,63,0,1,19,1,67,17,32,9,31,10,68,10,62,10,32,9,61,17,60,27,19,94,0,27,0,52,0,33,0,33,0,2,20,2,1,75,0,18,1,27,19,27,31,63,0,33,19,9,19,2,1,10,20,17,19,34,0,17,1,33,0,1,0,10,1,27,0,27,0,17,0,2.0
54,41,75,38,30,74,47,60,51,43,0,55,40,33,63,48,46,53,41,55,18,85,0,1,77,33,43,49,39,0,76,49,42,32,62,55,39,49,45,52,42,1,94,3,93,77,17,77,17,2,92,16,91,83,15,1,95,19,77,18,76,33,46,53,18,1,46,0,42,94,9,84,10,1,93,84,10,95,0,2,62,19,63,1,63,0,94,78,0,19,46,50,40,52,39,53,40,56,1,50,43,3,43,2,42,55,17,3,77,55,11,0,39,53,1,19,43,94,0,18,42,0,92,1,40,2,76,33,40,53,11,49,17,52,17,18,39,32,45,77,10,0,1,43,0,45,33,1,18,62,19,18,77,10,32,42,55,10,0,17,0,62,19,40,2,39,3,63,3,46,3,40,2,45,18,45,33,18,84,0,33,11,52,10,49,10,50,11,1,18,1,1,77,0,19,1,32,17,32,39,55,0,50,18,2,17,1,11,3,18,18,17,50,1,19,11,49,0,0,10,3,1,32,10,32,0,18,10,2.0
62,48,74,28,26,71,39,62,42,51,0,64,30,29,64,41,53,44,50,65,20,92,1,1,74,30,51,40,29,0,73,39,49,28,65,63,28,39,52,42,48,6,94,6,87,76,19,75,18,8,86,19,84,90,18,1,95,20,71,21,73,30,54,45,20,1,54,0,50,94,2,91,4,1,87,91,3,95,0,8,65,22,64,1,66,0,94,76,1,22,54,42,31,43,28,45,30,65,1,41,51,9,51,8,50,64,18,7,74,65,4,0,30,45,1,22,51,94,0,21,50,0,86,1,31,8,73,30,31,45,4,41,19,44,18,21,30,28,53,75,3,0,1,51,0,53,30,1,21,65,22,20,76,4,28,50,64,3,0,19,0,65,22,31,8,30,9,66,9,54,9,31,8,53,21,53,30,20,91,0,30,4,44,3,41,3,42,4,1,20,1,1,75,0,22,1,29,19,29,30,64,0,42,20,8,19,1,4,9,20,21,19,42,1,22,4,41,0,0,3,9,1,29,3,29,0,21,3,2.0
64,36,71,28,36,72,48,56,56,44,0,66,30,38,58,50,46,58,38,66,23,84,1,1,75,38,38,49,29,0,74,49,37,37,57,65,29,49,45,57,37,1,94,1,94,73,23,72,22,1,93,18,93,82,21,1,95,21,74,20,74,38,46,58,23,1,46,0,37,94,10,84,12,1,94,83,11,95,1,1,57,21,58,1,58,0,94,73,1,21,46,50,30,57,29,58,30,66,1,50,38,2,38,1,37,65,22,2,75,66,12,0,29,58,1,21,38,94,0,20,37,0,93,1,30,1,74,38,30,58,12,49,22,57,22,20,29,37,45,72,11,0,1,38,0,45,38,1,20,57,21,23,73,12,37,37,65,11,0,22,0,57,21,30,1,29,2,58,2,46,2,30,1,45,20,45,38,23,83,0,38,12,57,11,49,11,50,12,1,23,1,1,72,0,21,1,37,22,37,29,65,0,50,23,1,22,1,12,2,23,20,22,50,1,21,12,49,0,0,11,2,1,37,11,37,0,20,11,1.0
56,40,73,34,21,76,45,67,50,45,0,59,35,25,70,46,48,51,41,59,20,95,0,1,79,25,43,47,36,0,78,46,42,24,69,58,35,46,47,51,41,7,94,9,86,75,20,75,19,9,85,14,83,94,17,1,95,16,78,15,78,25,48,53,20,1,48,0,42,94,0,94,0,1,86,94,0,95,0,9,70,17,71,1,71,0,94,76,1,17,48,48,37,52,35,53,35,59,1,46,43,10,43,9,42,58,19,10,79,59,1,0,36,53,1,17,43,94,0,16,42,0,85,1,37,9,78,25,37,53,1,47,19,52,19,16,36,24,47,75,0,0,1,43,0,47,25,1,16,70,17,20,75,1,24,42,58,0,0,19,0,70,17,37,9,36,10,71,10,48,10,37,9,47,16,47,25,20,94,0,25,1,52,0,47,0,48,1,1,20,1,1,75,0,17,1,24,19,24,36,58,0,48,20,9,19,1,1,10,20,16,19,48,1,17,1,47,0,0,0,10,1,24,0,24,0,16,0,2.0
60,38,84,28,22,89,32,68,50,54,1,63,31,23,69,35,57,53,40,63,9,95,0,3,91,25,42,36,31,1,90,36,40,23,69,62,31,35,57,53,40,2,91,3,91,86,8,86,7,2,90,3,90,94,6,2,93,3,90,3,89,25,57,54,9,3,59,2,41,94,0,94,0,3,92,94,0,95,0,2,69,3,70,3,71,1,92,87,0,5,58,37,32,53,31,54,32,64,1,37,42,4,42,3,40,63,8,3,91,63,1,2,31,54,1,5,42,94,0,4,40,1,91,3,32,2,89,25,32,54,1,36,8,53,8,4,31,23,57,86,0,0,3,42,1,58,25,1,3,69,5,9,86,0,24,40,63,0,2,8,1,70,5,32,3,31,3,71,4,59,4,32,2,57,3,57,25,9,94,0,25,1,53,0,36,0,37,1,3,9,3,1,86,0,5,1,24,8,24,31,63,0,37,9,3,8,3,1,4,9,4,8,37,1,5,1,36,0,2,0,4,1,24,0,24,0,4,0,2.0
