@relation 'Sax dominant'

@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute destClass {-1,1}

@data
23,59,22,68,20,22,69,27,58,25,63,26,62,31,59,33,59,28,60,27,61,24,66,21,70,21,71,85,6,3,84,5,82,57,87,4,86,4,32,5,32,59,25,63,29,60,82,5,35,5,33,4,23,6,24,8,23,61,32,57,23,60,31,57,30,7,20,71,31,57,22,64,28,60,23,59,34,7,24,5,33,6,22,63,33,6,28,59,22,61,24,7,31,59,87,3,22,67,33,7,29,5,22,64,23,7,28,6,32,5,29,3,29,59,28,59,28,6,28,57,30,7,26,7,25,58,29,5,23,62,31,5,23,63,22,59,21,64,22,58,34,3,27,58,28,6,28,57,26,6,26,60,22,8,21,8,27,60,29,5,20,65,23,57,23,6,29,6,28,7,22,65,30,5,22,61,23,6,33,5,21,59,21,65,22,58,23,57,23,7,1.0
15,33,15,76,12,15,77,36,38,33,56,32,55,41,48,52,32,35,50,36,51,30,75,13,78,13,79,82,6,3,82,7,78,29,86,3,86,4,54,7,46,37,32,55,36,38,81,7,54,3,54,4,15,8,15,7,15,39,53,30,15,50,47,37,37,6,13,79,53,32,15,56,35,50,15,38,53,6,16,4,52,7,15,56,54,6,35,37,15,40,15,7,44,37,86,3,15,76,47,6,38,4,15,56,15,8,36,8,47,7,38,3,36,32,35,37,38,8,37,30,37,6,33,7,33,40,37,7,15,51,53,7,15,55,15,40,13,56,15,38,54,3,37,33,38,6,37,39,33,8,32,39,15,8,13,8,37,39,37,7,13,56,15,39,15,8,36,7,36,6,15,56,38,3,15,51,15,8,53,7,13,40,13,56,15,40,15,30,15,7,1.0
18,35,18,74,16,18,75,27,40,24,65,24,65,45,57,52,34,26,61,27,61,23,73,17,75,17,76,83,6,2,82,5,79,31,87,3,86,2,53,6,48,37,23,65,26,38,82,6,54,3,54,3,18,7,18,8,18,39,52,32,18,60,48,39,27,7,16,76,52,35,18,65,27,60,18,40,54,6,19,3,52,6,18,65,53,6,27,39,18,40,19,7,46,38,87,3,18,73,49,6,28,3,18,66,18,7,28,7,49,6,28,3,27,34,28,38,28,6,28,32,29,6,24,7,24,40,27,6,18,62,52,7,18,65,18,40,17,65,18,40,54,3,27,35,28,6,27,39,24,7,24,39,18,8,17,8,27,38,28,5,16,66,18,39,18,6,27,6,28,6,18,66,29,3,18,61,18,6,53,5,17,40,17,66,18,40,18,32,18,7,1.0
16,34,16,76,14,16,77,34,39,30,60,29,59,45,54,53,33,32,55,34,56,26,75,15,77,15,78,85,5,4,85,5,83,30,87,4,87,4,54,6,49,37,28,59,32,37,84,5,55,4,55,5,16,7,16,6,16,38,53,30,16,54,49,39,33,5,14,78,53,34,16,60,33,54,16,39,54,5,17,5,53,5,16,60,54,5,32,38,16,39,16,6,46,38,87,4,16,75,50,5,34,5,16,60,16,7,34,7,50,7,34,4,32,33,33,37,34,6,33,30,33,5,30,6,30,39,33,7,16,56,53,6,16,59,16,39,15,60,16,39,55,4,34,34,34,5,33,39,30,7,29,38,16,7,15,7,34,38,33,5,14,60,16,39,16,6,32,5,34,5,16,60,34,4,16,56,16,6,54,5,15,39,15,60,16,39,16,30,16,6,1.0
18,39,18,73,15,18,74,26,43,23,66,23,66,41,58,48,38,25,62,26,62,22,72,16,75,16,76,82,7,2,81,7,78,35,86,4,85,4,50,7,44,41,22,66,27,43,80,8,50,4,50,4,18,8,18,9,18,44,49,36,18,61,45,42,27,8,16,76,49,38,18,66,26,61,18,43,50,7,19,4,48,8,18,66,50,7,25,42,18,44,19,8,42,42,86,3,18,73,45,8,27,4,18,67,18,8,26,8,45,7,27,3,27,38,26,41,27,8,27,36,28,7,23,8,23,44,27,7,18,63,49,8,18,66,18,44,16,66,18,43,50,3,26,39,27,7,27,43,23,8,23,43,18,9,16,9,26,43,27,7,16,67,18,43,18,8,27,8,26,8,18,67,28,4,18,62,18,8,49,7,16,44,16,67,18,44,18,36,18,8,1.0
19,35,19,73,17,19,74,25,39,24,68,24,68,48,66,52,34,24,67,24,67,23,72,18,74,18,75,87,2,2,87,3,85,31,89,2,89,2,54,4,50,37,23,68,25,38,86,3,55,2,55,3,19,5,19,5,19,39,53,32,19,66,51,38,25,4,17,75,54,35,19,68,25,66,19,39,54,3,20,3,52,3,19,68,54,2,24,38,19,39,19,4,48,38,89,2,19,72,51,4,25,3,19,69,19,5,25,5,51,5,25,2,25,34,25,37,25,4,25,32,25,3,24,4,24,39,25,5,19,68,54,4,19,68,19,39,18,68,19,39,55,2,25,35,25,2,25,38,24,5,24,38,19,5,18,5,24,38,25,4,17,69,19,38,19,4,25,3,25,4,19,69,26,2,19,67,19,4,54,4,18,39,18,69,19,39,19,32,19,4,1.0
17,32,17,75,15,17,76,37,35,35,56,35,56,53,52,57,31,37,54,36,54,33,74,16,76,16,77,83,7,5,83,8,82,29,85,6,85,7,59,9,55,34,33,56,37,34,82,8,59,6,59,7,17,9,17,9,17,35,58,29,17,52,56,34,37,8,15,77,58,32,17,56,37,52,17,35,58,7,18,7,57,8,17,56,59,7,37,34,17,35,17,8,53,34,85,6,17,74,56,8,37,7,17,57,17,9,37,9,56,9,37,6,37,31,37,34,37,9,37,29,37,7,35,8,35,35,37,9,17,55,58,8,17,56,17,35,16,56,17,35,59,6,37,32,37,7,37,34,35,9,35,34,17,9,16,9,36,34,37,8,15,57,17,34,17,9,37,8,37,8,17,57,38,6,17,54,17,9,58,8,16,35,16,57,17,35,17,29,17,8,1.0
23,40,22,69,21,23,70,26,41,25,64,26,65,44,61,49,40,28,63,25,63,24,68,22,70,22,71,87,3,2,86,3,84,37,89,2,88,2,49,3,47,43,24,65,28,43,85,3,52,3,50,2,23,4,24,6,23,44,49,37,23,61,46,39,29,5,21,71,48,38,23,65,27,61,23,42,51,5,24,3,49,4,23,64,50,3,28,42,23,44,24,5,45,42,89,2,23,68,48,5,28,3,23,66,23,5,27,4,47,3,28,2,28,40,27,43,27,4,27,37,29,5,26,5,25,42,28,3,23,64,48,3,23,65,23,42,22,65,23,41,51,2,26,39,27,3,27,39,26,5,26,43,23,6,22,6,25,43,28,3,21,66,23,39,23,4,28,4,27,5,23,66,29,3,23,63,23,4,50,3,22,42,22,66,23,42,23,37,23,5,1.0
21,35,21,71,19,21,72,26,39,25,67,25,67,47,65,53,34,26,66,25,66,24,70,20,72,20,73,84,7,4,83,8,82,32,86,6,85,6,55,8,50,38,24,67,26,38,82,8,55,6,55,6,21,8,21,9,21,39,54,32,21,65,51,38,26,8,19,73,55,35,21,67,26,65,21,39,55,7,22,6,53,8,21,67,55,7,26,38,21,39,22,8,48,38,86,5,21,70,51,8,26,6,21,68,21,8,26,8,51,8,26,5,26,34,26,38,26,8,26,32,27,7,25,8,25,39,26,8,21,67,55,8,21,67,21,39,20,67,21,39,55,5,26,35,26,7,26,38,25,8,25,38,21,9,20,9,25,38,26,8,19,68,21,38,21,8,26,8,26,8,21,68,27,6,21,66,21,8,54,8,20,39,20,68,21,39,21,32,21,8,-1.0
19,40,19,73,17,18,74,24,42,24,68,24,67,45,66,50,39,25,67,24,67,23,72,18,74,18,75,85,6,3,84,5,82,36,87,5,86,4,50,6,48,42,23,68,25,42,82,6,52,5,51,5,19,7,19,8,19,43,50,36,19,66,47,41,25,7,17,75,49,39,19,68,25,66,19,43,52,7,20,5,50,6,19,68,50,6,25,42,19,43,20,8,45,42,87,3,19,72,48,7,25,5,19,69,19,7,25,7,48,6,25,3,25,39,25,42,25,6,25,36,26,7,24,7,24,42,25,6,19,68,49,7,19,67,19,42,18,68,19,42,51,3,24,39,25,6,25,41,24,7,24,42,19,8,18,8,24,42,25,5,17,69,19,41,19,6,25,6,25,7,18,69,26,5,19,67,19,6,51,5,18,42,18,69,19,42,19,36,19,7,1.0
20,41,19,73,17,19,74,28,45,27,65,27,65,40,63,49,40,28,64,28,64,26,72,18,74,18,75,79,14,9,78,12,76,35,81,11,80,11,48,13,43,45,26,65,28,45,76,13,49,11,48,11,19,13,19,14,19,46,48,37,19,63,43,45,28,14,17,75,47,40,19,65,28,63,19,46,49,14,20,11,49,13,19,65,48,14,28,45,19,46,20,14,40,45,81,9,19,72,43,14,28,11,19,66,19,13,28,13,43,13,28,9,29,40,28,45,28,13,28,37,29,14,27,14,27,45,28,13,19,65,47,13,19,65,19,45,18,65,19,45,48,9,28,40,28,14,28,45,27,13,27,45,19,14,18,14,28,45,28,12,17,66,19,45,19,13,29,13,28,14,19,66,29,11,19,64,20,13,48,12,18,45,18,66,19,45,19,37,19,14,1.0
20,38,19,71,17,19,72,26,39,24,64,25,65,47,62,51,37,26,64,25,63,23,69,18,73,18,74,80,10,6,79,10,77,35,83,8,82,8,53,10,49,39,23,65,27,40,78,11,53,8,53,8,19,11,20,12,20,41,52,35,19,62,50,39,27,11,17,74,52,37,19,65,26,62,20,40,53,10,21,8,51,11,19,65,53,10,26,39,20,41,21,11,47,39,83,7,19,70,50,11,27,8,20,67,19,11,26,10,50,10,27,7,27,37,26,39,27,10,27,35,28,10,25,11,25,39,27,10,20,65,52,11,19,65,19,40,18,66,19,40,53,7,26,37,27,10,27,39,25,10,25,40,20,12,18,12,25,39,27,10,17,67,20,39,20,11,27,11,26,11,19,66,28,8,19,64,20,11,52,10,18,41,18,67,20,40,20,35,19,11,1.0
19,36,19,73,17,19,74,34,40,31,58,31,58,45,52,51,35,32,55,33,55,29,72,18,74,18,75,84,6,2,83,6,80,32,87,4,86,4,53,6,47,38,29,58,33,39,81,7,53,4,53,4,19,7,19,8,19,40,52,34,19,52,48,39,34,7,17,75,52,35,19,58,33,52,19,40,53,6,20,4,51,7,19,58,53,6,33,39,19,41,20,7,46,38,87,2,19,72,48,6,35,4,19,59,19,7,34,7,48,6,35,2,34,35,34,38,35,7,35,34,36,6,32,7,32,41,34,6,19,56,52,7,19,58,19,41,18,58,19,40,53,2,34,36,35,6,34,39,32,7,32,40,19,8,18,8,33,39,35,6,17,59,19,39,19,7,34,7,34,6,19,59,36,4,19,55,19,7,52,6,18,41,18,59,19,41,19,34,19,7,1.0
18,39,18,74,16,18,75,28,42,25,65,25,65,46,59,50,38,27,62,27,62,24,73,17,75,17,76,85,6,3,84,7,82,36,87,5,86,5,52,7,48,40,24,65,28,41,82,7,52,5,52,5,18,7,18,8,18,42,51,36,18,61,49,41,28,7,16,76,52,39,18,65,28,61,18,42,52,6,19,5,50,7,18,65,52,6,27,41,18,42,19,7,46,41,87,3,18,73,49,7,28,5,18,66,18,7,28,7,49,7,28,3,28,38,28,40,28,7,28,36,29,6,25,7,25,42,28,7,18,63,52,7,18,65,18,42,17,65,18,42,52,3,28,39,28,6,28,41,25,7,25,41,18,8,17,8,27,41,28,7,16,66,18,41,18,7,28,7,28,7,18,66,29,5,18,62,18,7,51,7,17,42,17,66,18,42,18,36,18,7,1.0
22,56,21,71,19,21,72,29,56,27,64,27,64,35,60,38,55,29,62,29,62,26,70,20,72,20,73,88,6,3,87,4,86,54,89,4,88,4,37,5,36,56,26,64,29,56,86,5,38,4,37,4,21,5,21,6,21,57,37,54,21,61,36,56,29,6,19,73,36,55,21,64,29,61,21,57,38,6,22,4,38,5,21,64,37,6,29,56,21,57,22,6,35,56,89,3,21,70,36,6,29,4,21,65,21,5,29,5,36,5,29,3,30,55,29,56,29,5,29,54,30,6,27,6,27,56,29,5,21,63,36,5,21,64,21,56,20,64,21,56,37,3,29,55,29,6,29,56,27,5,27,56,21,6,20,6,29,56,29,4,19,65,21,56,21,5,30,5,29,6,21,65,30,4,21,62,22,5,37,4,20,56,20,65,21,56,21,54,21,6,-1.0
21,54,20,71,17,19,72,25,57,24,68,24,67,30,66,37,54,26,67,24,67,23,69,18,73,18,74,88,6,3,87,5,86,52,89,4,88,4,35,5,32,59,23,68,26,59,86,5,37,4,35,4,20,5,21,6,21,59,36,55,20,66,31,56,26,6,17,74,35,53,20,68,25,66,21,58,37,6,21,4,37,5,20,68,36,6,26,58,20,59,21,6,33,58,89,3,20,70,32,6,25,4,20,69,20,5,25,5,31,5,25,3,26,54,25,59,25,5,25,55,26,6,24,6,24,57,25,5,21,68,35,5,20,67,20,57,18,68,20,57,36,3,25,53,25,6,25,56,24,5,24,59,20,6,18,6,24,58,25,5,17,69,20,56,20,5,26,5,25,6,19,69,26,4,20,67,21,5,36,5,18,57,18,69,20,57,20,55,20,6,1.0
19,35,17,73,15,16,74,24,40,23,66,23,65,43,64,50,35,25,65,23,65,22,71,16,75,16,76,83,7,5,82,7,80,31,85,6,84,6,51,8,45,41,22,66,26,41,80,7,53,7,52,7,18,9,19,10,19,42,50,34,18,65,45,39,26,10,15,76,50,35,17,67,25,64,18,41,52,8,19,7,50,8,17,67,52,7,25,41,17,42,19,8,45,41,85,5,17,72,47,10,25,7,17,68,17,9,25,8,46,8,25,5,26,35,25,41,25,8,25,34,26,8,23,10,23,40,25,8,18,67,50,8,17,66,17,41,16,68,17,41,53,5,24,35,25,7,25,39,23,8,23,41,17,10,16,10,23,41,25,7,15,69,18,39,18,8,26,8,25,10,16,68,26,7,17,66,19,8,51,7,16,41,16,69,17,40,18,34,17,10,1.0
19,38,19,73,17,19,74,35,39,33,58,33,58,51,54,54,37,35,56,35,56,31,72,18,74,18,75,84,9,7,83,8,82,35,85,8,84,8,54,9,52,39,31,58,35,39,82,9,55,8,54,8,19,9,19,10,19,40,54,36,19,54,52,39,35,9,17,75,53,37,19,58,35,54,19,40,55,9,20,8,54,9,19,58,54,9,35,39,19,40,20,10,51,39,85,7,19,72,52,9,35,8,19,59,19,9,35,9,52,9,35,7,35,37,35,39,35,9,35,36,36,9,33,9,33,39,35,9,19,57,53,9,19,58,19,39,18,58,19,39,54,7,35,37,35,9,35,39,33,9,33,39,19,10,18,10,35,39,35,8,17,59,19,39,19,9,35,9,35,9,19,59,36,8,19,56,19,9,54,8,18,39,18,59,19,39,19,36,19,9,-1.0
23,50,22,70,20,21,71,31,52,29,62,29,61,36,59,42,49,31,60,30,60,27,69,21,71,21,72,86,7,2,85,5,83,46,88,4,87,4,41,6,38,52,28,62,31,52,83,6,42,4,41,4,22,6,22,7,22,53,41,47,22,59,38,51,31,7,20,72,40,49,22,62,31,59,22,53,42,7,23,4,42,6,22,62,41,7,31,52,22,53,23,7,36,52,88,2,22,69,38,7,31,4,22,63,22,6,31,6,38,6,31,2,32,49,31,52,31,6,31,47,32,7,29,7,29,52,31,6,22,61,40,6,22,61,22,52,21,62,22,52,41,2,31,49,31,7,31,51,29,6,29,52,22,7,21,7,30,52,31,5,20,63,22,51,22,6,32,6,31,7,21,63,32,4,22,60,23,6,41,5,21,52,21,63,22,52,22,47,22,7,-1.0
21,41,21,71,19,21,72,29,43,28,64,28,64,47,62,49,40,29,63,29,63,27,70,20,72,20,73,86,5,5,86,6,85,39,87,5,87,6,51,7,48,42,27,64,29,42,85,6,51,5,51,6,21,7,21,7,21,43,50,39,21,62,49,43,29,6,19,73,50,41,21,64,29,62,21,43,50,5,22,6,49,6,21,64,51,5,29,42,21,43,21,6,47,42,87,5,21,70,49,6,29,6,21,65,21,7,29,7,49,7,29,5,29,40,29,42,29,7,29,39,29,5,28,6,28,43,29,7,21,64,50,6,21,64,21,43,20,64,21,43,51,5,29,41,29,5,29,43,28,7,28,42,21,7,20,7,29,42,29,6,19,65,21,43,21,7,29,6,29,6,21,65,30,5,21,63,21,7,50,6,20,43,20,65,21,43,21,39,21,6,-1.0
23,46,22,70,20,22,71,36,48,35,57,35,57,43,55,46,45,36,56,36,56,34,69,21,71,21,72,75,15,8,74,13,70,44,79,11,78,11,46,15,44,47,34,57,36,47,71,15,46,11,46,11,22,15,22,16,22,48,45,45,22,55,44,48,36,16,20,72,44,46,22,57,36,55,22,48,46,15,23,11,46,15,22,57,46,16,36,47,22,48,23,15,43,47,79,8,22,69,44,16,36,11,22,58,22,15,36,15,44,15,36,8,37,45,36,47,36,15,36,45,37,15,35,16,35,48,36,15,22,57,44,15,22,57,22,48,21,57,22,48,46,8,36,46,36,16,36,48,35,15,35,47,22,16,21,16,36,47,36,13,20,58,22,48,22,15,37,15,36,16,22,58,37,11,22,56,23,15,45,13,21,48,21,58,22,48,22,45,22,16,-1.0
20,49,20,71,17,20,72,26,54,25,67,25,67,28,65,39,48,26,66,25,66,24,69,18,73,18,74,89,4,2,88,3,87,43,90,3,89,3,39,4,33,54,24,67,26,54,87,4,40,3,39,3,20,4,20,5,20,55,39,44,20,65,33,53,26,4,17,74,38,48,20,67,26,65,20,55,40,4,21,3,39,4,20,67,39,4,26,54,20,55,21,5,29,54,90,2,20,70,33,4,26,3,20,68,20,4,26,4,33,4,26,2,26,48,26,54,26,4,26,44,27,4,25,4,25,54,26,4,20,67,38,4,20,67,20,54,18,67,20,54,39,2,26,48,26,4,26,53,25,4,25,54,20,5,18,5,25,54,26,3,17,68,20,53,20,4,26,4,26,4,20,68,27,3,20,66,20,4,39,3,18,54,18,68,20,54,20,44,20,4,1.0
23,41,22,68,20,21,69,25,43,24,65,24,64,43,63,47,41,25,64,25,64,23,66,21,70,21,71,84,5,2,83,5,80,39,87,3,86,3,48,6,45,43,23,65,26,43,81,5,50,4,49,4,23,7,24,8,23,45,47,39,23,64,45,43,27,7,20,71,47,41,22,66,26,63,22,44,49,6,24,4,47,6,22,66,49,5,25,44,22,45,24,6,44,44,87,2,22,67,47,7,26,4,22,67,22,7,26,6,46,6,26,2,26,41,26,43,26,6,26,39,27,6,24,7,24,43,26,6,22,66,47,6,22,65,22,44,21,67,22,44,50,2,25,41,26,5,26,43,24,6,24,43,22,8,21,8,25,44,26,5,20,68,23,43,23,6,26,6,26,7,21,67,27,4,22,65,23,6,48,5,21,44,21,68,22,43,23,39,22,7,1.0
16,47,16,76,14,16,77,23,50,22,70,22,70,38,68,42,46,23,69,22,69,21,75,15,77,15,78,85,4,2,85,5,83,44,88,2,88,3,44,6,40,49,21,70,23,49,85,5,44,2,44,3,16,6,16,6,16,50,43,44,16,68,41,49,23,5,14,78,43,47,16,70,23,68,16,50,43,4,17,3,42,5,16,70,44,4,23,49,16,50,16,5,38,49,88,3,16,75,41,5,23,3,16,71,16,6,23,6,41,6,23,3,23,46,23,49,23,6,23,44,23,4,22,5,22,50,23,6,16,70,43,5,16,70,16,50,15,70,16,50,44,3,23,47,23,4,23,49,22,6,22,49,16,6,15,6,22,49,23,5,14,71,16,49,16,6,23,5,23,5,16,71,24,2,16,69,16,6,43,5,15,50,15,71,16,50,16,44,16,5,1.0
13,23,13,79,11,12,80,15,27,14,77,14,76,57,75,64,21,14,76,14,76,14,78,12,80,12,81,84,4,2,84,4,82,19,87,3,87,3,65,5,61,25,14,77,15,26,83,5,66,3,66,4,13,7,13,7,13,27,65,20,13,75,61,26,15,6,11,81,64,22,13,77,14,75,12,27,65,5,14,4,64,5,13,77,65,5,14,26,13,28,13,6,58,25,87,2,13,78,61,6,16,4,12,78,13,7,15,7,61,6,16,3,16,22,15,25,16,6,16,20,16,5,15,6,15,28,15,6,12,77,64,6,13,76,13,28,12,77,13,27,66,3,15,23,16,5,15,26,15,7,15,26,13,7,12,7,14,26,16,5,11,78,13,26,13,6,16,5,15,6,12,78,17,3,13,76,13,6,65,5,12,28,12,78,13,28,13,20,13,6,-1.0
21,43,21,71,19,21,72,35,44,34,58,34,58,45,56,49,42,35,57,35,57,33,70,20,72,20,73,84,8,7,84,8,83,41,85,7,85,8,49,9,47,44,33,58,35,44,83,8,50,7,49,8,21,9,21,9,21,45,49,41,21,56,47,44,35,8,19,73,48,42,21,58,35,56,21,45,49,8,22,8,49,8,21,58,49,8,35,44,21,45,21,9,46,44,85,7,21,70,47,8,35,8,21,59,21,9,35,9,47,9,35,7,35,42,35,44,35,9,35,41,35,8,34,8,34,44,35,9,21,58,48,8,21,58,21,44,20,58,21,44,49,7,35,42,35,8,35,44,34,9,34,44,21,9,20,9,35,44,35,8,19,59,21,44,21,9,35,8,35,8,21,59,36,7,21,57,21,9,49,8,20,44,20,59,21,44,21,41,21,8,1.0
15,35,15,77,13,15,78,36,39,30,57,30,56,45,48,52,33,34,50,35,51,27,76,14,78,14,79,76,10,2,75,10,70,30,83,4,82,4,54,10,48,36,30,56,35,37,75,11,54,4,54,4,15,11,15,11,15,38,53,31,15,50,49,38,35,10,13,79,53,34,15,57,34,50,15,39,54,10,16,4,52,11,15,57,54,10,34,38,15,40,16,11,45,37,83,4,15,76,49,10,37,4,15,57,15,11,36,11,49,10,37,4,36,34,35,37,37,11,36,31,37,10,31,11,31,40,35,10,15,51,53,11,15,56,15,40,14,57,15,39,54,4,36,35,37,10,35,38,31,11,31,39,15,12,14,12,35,38,36,10,13,57,15,38,15,11,36,11,36,11,15,57,37,4,15,51,15,11,53,10,14,40,14,57,15,40,15,31,15,11,1.0
23,43,23,66,19,23,67,37,44,34,55,34,54,45,50,47,42,36,52,35,53,33,63,21,69,21,70,82,8,6,82,9,80,41,84,7,84,8,49,10,46,43,33,55,36,43,80,9,49,7,49,8,24,10,24,9,23,44,48,41,24,51,47,42,37,8,19,70,48,42,23,56,36,51,23,44,48,8,25,8,47,9,24,55,49,8,36,43,23,45,24,9,45,43,84,6,24,64,47,8,38,8,23,56,24,10,37,10,47,10,38,6,36,42,36,43,38,10,37,41,37,8,35,8,35,44,37,10,23,53,48,9,24,54,24,45,21,56,24,44,49,6,38,43,38,8,37,42,35,10,34,43,24,10,21,10,35,44,37,9,19,56,24,42,24,10,36,9,37,8,23,56,38,7,23,53,23,10,48,9,21,45,21,56,24,44,24,41,24,8,1.0
16,39,16,76,14,16,77,24,42,21,69,21,69,46,63,50,38,23,66,24,66,20,75,15,77,15,78,87,4,2,86,5,84,36,89,3,88,3,52,5,48,40,20,69,24,41,85,5,52,3,52,3,16,5,16,6,16,42,51,36,16,65,49,42,24,5,14,78,52,39,16,69,24,65,16,42,52,4,17,3,50,5,16,69,52,4,23,41,16,42,17,5,46,41,89,2,16,75,49,5,24,3,16,70,16,5,24,5,49,5,24,2,24,38,24,40,24,5,24,36,25,4,21,5,21,42,24,5,16,67,52,5,16,69,16,42,15,69,16,42,52,2,24,39,24,4,24,42,21,5,21,41,16,6,15,6,24,41,24,5,14,70,16,42,16,5,24,5,24,5,16,70,25,3,16,66,16,5,51,5,15,42,15,70,16,42,16,36,16,5,1.0
