@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMaa numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute destClass {1,2}

@data
31,66,21,87,40,61,91,13,67,30,23,72,69,24,31,63,32,63,42,33,69,14,22,72,69,25,42,52,31,62,5,28,71,79,23,31,61,3,29,67,80,14,60,32,32,52,7,67,33,3,42,33,28,66,80,14,61,33,32,61,58,50,7,73,61,25,92,3,70,3,23,15,91,3,6,89,32,61,32,62,22,66,32,53,33,4,32,52,41,52,23,53,28,62,29,63,81,3,61,14,23,63,80,3,61,25,29,63,32,33,62,3,6,88,23,67,23,63,42,25,32,34,23,26,42,25,6,72,43,3,69,14,7,63,29,53,42,14,7,63,29,4,23,34,32,25,32,14,32,33,29,34,32,26,32,52,6,66,61,14,32,15,28,62,28,33,32,25,23,4,22,62,29,26,42,14,29,15,69,3,22,52,1.0
32,67,23,91,37,58,91,13,67,38,24,70,68,25,32,63,32,60,39,39,69,14,24,70,69,25,39,55,32,62,3,25,69,79,23,34,62,3,27,68,80,13,55,39,35,55,4,69,36,4,39,39,26,68,80,14,55,39,35,59,54,53,3,71,55,25,92,3,70,3,25,15,91,3,3,92,34,59,32,59,24,68,33,56,33,4,35,55,39,54,25,56,26,62,27,63,81,3,55,14,25,60,80,3,55,25,27,60,35,40,56,3,3,91,25,68,25,63,39,25,33,40,25,26,39,25,3,70,40,3,69,14,4,63,27,56,39,14,4,60,27,4,25,40,35,26,35,15,35,39,27,40,33,26,32,55,3,68,55,14,33,15,26,59,26,39,35,25,25,4,24,62,27,26,39,14,27,15,69,3,24,55,2.0
30,71,17,92,55,48,86,16,75,25,18,77,76,17,31,63,32,50,56,29,76,17,17,76,75,18,56,37,31,63,2,21,75,76,17,42,62,6,22,72,77,17,65,27,45,38,3,73,45,8,57,28,22,71,77,16,66,27,44,50,63,35,3,77,66,17,88,7,77,7,19,18,87,7,3,93,44,50,31,50,18,72,32,38,32,8,44,37,56,37,19,38,22,63,22,63,78,7,66,17,19,51,77,7,66,18,23,50,45,29,67,7,2,92,18,73,18,64,57,19,32,29,19,19,57,18,2,76,58,8,76,17,3,64,23,38,57,18,3,51,23,8,19,29,45,19,45,18,44,28,23,29,32,19,31,37,2,72,66,17,32,18,22,50,22,28,44,18,19,8,18,63,23,19,57,17,23,18,76,7,18,37,1.0
31,65,14,91,54,45,86,17,72,28,15,79,72,20,34,61,34,47,55,31,73,17,15,79,73,21,55,39,33,61,3,27,78,75,20,47,59,6,28,66,76,17,63,30,49,40,3,67,49,8,55,30,28,66,76,18,64,30,48,46,62,38,3,80,63,21,88,7,74,7,16,19,87,7,3,92,48,47,33,46,15,66,34,40,34,8,48,39,55,39,16,40,28,61,29,61,77,7,64,18,16,47,76,7,64,21,29,47,49,31,65,8,3,91,15,66,16,61,55,22,34,31,16,22,55,21,3,79,56,8,73,18,4,62,29,40,56,19,4,47,29,8,16,31,49,22,49,19,48,30,29,31,34,22,33,39,3,66,64,18,34,19,28,46,28,30,48,21,16,8,15,61,29,22,55,18,29,19,73,7,15,39,1.0
37,66,8,92,61,38,79,16,75,22,10,85,75,17,38,53,40,41,62,23,76,16,9,84,76,18,62,30,40,53,2,22,82,76,17,48,51,11,24,69,77,16,69,22,51,31,3,70,53,13,63,23,24,68,76,17,70,23,51,42,68,29,3,85,69,17,82,13,77,13,10,18,81,12,3,93,51,40,40,42,9,69,40,31,41,13,51,31,61,30,10,32,25,53,24,54,78,13,70,16,10,43,77,13,70,18,25,42,51,24,71,13,2,92,10,70,10,55,62,17,40,24,10,19,63,18,2,84,64,13,76,17,3,55,25,31,63,16,3,43,26,13,10,25,51,18,52,17,52,24,25,24,40,18,40,31,2,69,70,17,40,17,25,42,25,24,52,18,11,14,10,54,25,18,63,17,25,17,76,13,10,31,2.0
31,66,20,91,48,47,91,10,61,37,22,73,63,30,32,63,32,50,50,38,63,12,21,73,63,31,50,44,31,62,3,28,72,80,29,43,61,3,29,67,82,12,54,38,44,44,4,67,46,3,50,39,28,66,82,12,55,39,45,48,53,42,4,74,55,31,92,3,64,3,22,13,91,3,3,92,43,49,32,49,21,66,32,45,33,4,45,44,49,42,22,45,28,62,29,63,83,3,55,12,22,50,82,3,55,31,29,50,45,39,56,3,3,91,22,67,22,63,50,31,32,40,22,32,50,31,3,73,51,3,63,12,4,63,29,45,50,12,4,50,29,4,22,40,45,31,45,12,45,39,29,40,32,32,32,44,3,66,55,12,32,13,28,49,28,39,45,31,22,4,21,62,29,32,50,12,29,13,63,3,21,44,1.0
32,65,24,83,35,58,91,13,71,41,26,69,72,21,32,63,32,60,36,43,73,14,25,69,73,21,36,58,32,62,9,29,68,79,19,34,62,3,30,66,80,13,51,43,35,58,11,66,36,4,36,43,29,65,80,14,51,43,35,59,49,57,11,70,51,21,92,3,74,3,26,15,91,3,10,85,34,59,32,59,25,65,33,59,33,4,35,58,36,57,26,59,29,62,30,63,81,3,51,14,26,60,80,3,51,21,30,60,35,44,52,3,10,84,26,66,26,63,36,21,33,44,26,22,36,21,10,69,37,3,73,14,11,63,30,59,36,14,11,60,30,4,26,44,35,22,35,15,35,43,30,44,33,22,32,58,10,65,51,14,33,15,29,59,29,43,35,21,26,4,25,62,30,22,36,14,30,15,73,3,25,58,2.0
31,66,21,91,38,57,91,9,66,34,23,72,68,25,31,63,32,59,39,36,68,10,22,72,68,26,39,54,32,62,3,28,71,83,24,35,61,3,29,67,84,10,57,36,36,55,4,67,37,3,39,36,28,66,84,10,58,36,35,58,56,54,4,73,58,26,92,3,69,3,23,11,91,3,3,92,36,57,32,58,22,66,32,56,33,4,36,55,39,55,23,56,28,62,29,63,85,3,58,10,23,59,84,3,58,26,29,59,36,36,59,3,3,91,23,67,23,63,39,26,32,37,23,27,39,26,3,72,40,3,68,10,4,63,29,56,39,10,4,59,29,4,23,37,36,26,36,10,36,36,29,37,32,27,32,55,3,66,58,10,32,11,28,58,28,36,36,26,23,4,22,62,29,27,39,10,29,11,68,3,22,55,1.0
32,66,19,87,54,47,91,16,68,31,20,74,70,23,34,60,34,49,55,34,70,17,20,74,70,24,55,39,33,61,5,24,73,76,22,45,60,3,25,68,77,17,60,32,47,40,6,69,47,4,55,33,26,68,77,17,61,33,46,48,59,38,6,75,61,24,92,3,71,3,21,18,91,3,6,89,47,49,33,48,20,68,34,40,34,4,46,39,54,40,21,40,26,61,27,61,78,3,61,18,21,49,77,3,61,24,27,49,47,34,62,4,6,88,20,68,21,61,56,25,34,34,21,25,55,24,6,74,56,4,70,17,7,62,27,40,56,18,7,49,27,4,21,34,47,25,47,18,46,33,27,34,34,25,33,39,6,68,61,17,34,18,26,48,26,33,46,24,21,4,20,61,27,25,55,17,27,18,70,3,20,39,1.0
29,65,28,91,39,54,91,3,61,50,29,67,63,31,30,65,30,56,40,50,63,3,28,66,63,31,40,54,29,65,3,29,66,91,29,38,65,3,29,66,91,3,43,50,38,55,4,66,40,4,40,51,29,65,91,3,43,51,39,55,42,53,4,67,43,31,92,3,64,3,29,4,91,3,4,92,38,56,29,55,28,65,30,55,30,4,39,54,39,53,29,55,29,65,30,66,92,3,43,3,29,56,91,3,43,31,30,56,39,52,44,3,3,91,29,66,29,66,40,31,30,52,29,32,40,31,3,66,41,3,63,3,4,66,30,55,40,3,4,56,30,4,29,52,39,32,39,4,39,51,30,52,30,32,29,54,3,65,43,3,30,4,29,55,29,51,39,31,29,4,28,65,30,32,40,3,30,4,63,3,28,54,1.0
28,65,17,91,59,42,91,19,64,27,18,76,64,26,29,64,30,44,61,29,66,19,18,76,66,27,59,33,29,65,3,27,75,71,26,48,64,3,27,66,73,19,63,29,50,34,3,67,51,4,60,29,28,66,73,21,64,27,50,44,63,31,3,77,63,28,92,3,67,3,19,22,91,3,3,92,50,44,29,44,18,66,30,34,30,4,50,33,61,33,19,34,28,65,28,65,74,3,65,21,19,45,73,3,65,27,29,45,50,30,66,3,3,91,18,66,19,65,61,28,30,30,19,29,61,28,3,76,62,3,66,21,4,66,29,34,61,21,4,45,29,4,19,30,50,29,50,22,50,29,29,30,30,29,29,33,3,66,65,21,30,22,28,44,28,29,50,28,19,4,18,65,29,29,61,21,29,22,66,3,18,33,1.0
31,66,21,91,38,54,91,9,66,37,23,72,68,26,32,63,32,56,39,39,68,10,22,72,68,26,39,54,32,62,3,28,71,83,24,38,61,3,29,67,84,10,55,39,39,55,4,67,40,3,39,39,28,66,84,10,55,39,38,55,53,54,4,73,55,26,92,3,69,3,23,11,91,3,3,92,38,55,32,55,22,66,32,56,33,4,39,55,39,54,23,56,28,62,29,63,85,3,55,10,23,56,84,3,55,26,29,56,39,39,56,3,3,91,23,67,23,63,39,26,32,40,23,27,39,26,3,72,40,3,68,10,4,63,29,56,39,10,4,56,29,4,23,40,39,26,39,10,39,39,29,40,32,27,32,55,3,66,55,10,32,11,28,55,28,39,39,26,23,4,22,62,29,27,39,10,29,11,68,3,22,55,1.0
35,68,17,91,47,47,91,17,75,28,18,76,75,17,36,60,36,49,49,31,76,17,17,76,75,18,48,46,35,59,3,24,75,75,17,45,59,3,26,69,76,17,63,31,47,47,4,70,47,4,48,30,25,68,76,17,64,30,46,48,62,45,3,77,63,19,92,3,77,3,19,19,91,3,3,92,46,49,35,48,18,69,36,47,36,4,46,46,49,46,19,47,25,59,26,60,77,3,64,19,19,49,76,3,64,18,26,49,47,31,65,4,3,91,19,69,19,60,49,19,36,31,19,19,48,18,3,76,49,4,76,18,4,60,26,47,49,19,4,49,26,4,19,31,47,19,47,19,46,30,26,31,36,19,35,46,3,69,64,18,36,19,25,48,25,30,46,18,19,4,18,59,26,19,48,18,26,19,76,3,18,46,1.0
31,66,21,83,37,58,91,13,75,37,23,72,75,18,32,63,32,60,39,39,76,14,22,72,76,18,39,55,31,62,9,28,71,79,17,34,61,3,29,67,80,13,55,39,35,55,11,67,36,3,39,39,28,66,80,14,55,39,35,58,53,53,11,73,55,18,92,3,77,3,23,15,91,3,10,85,34,59,32,59,22,66,32,56,33,4,35,55,39,54,23,56,28,62,29,63,81,3,55,14,23,60,80,3,55,18,29,60,35,39,56,3,10,84,23,67,23,63,39,18,32,40,23,19,39,18,10,72,40,3,76,14,11,63,29,56,39,14,11,60,29,4,23,40,35,18,35,14,35,39,29,40,32,19,32,55,10,66,55,14,32,15,28,59,28,39,35,18,23,4,22,62,29,19,39,14,29,15,76,3,22,55,2.0
31,66,20,91,38,54,91,11,64,34,22,73,65,28,32,63,32,56,39,35,66,13,21,73,66,27,39,54,32,62,3,28,72,79,26,38,61,3,29,67,81,12,58,35,38,55,4,67,40,3,39,36,28,66,81,13,57,36,38,55,56,54,4,74,58,28,92,3,67,3,22,14,91,3,3,92,38,55,32,55,21,66,32,56,33,4,39,55,38,54,22,56,28,62,29,63,82,3,58,13,22,56,81,3,58,28,29,56,39,36,59,3,3,91,22,67,22,63,39,28,32,37,22,29,39,28,3,73,40,3,66,13,4,63,29,56,39,13,4,56,29,4,22,37,39,28,39,13,39,36,29,37,32,29,32,55,3,66,58,13,32,14,28,55,28,36,39,28,22,4,21,62,29,29,39,13,29,14,66,3,21,55,1.0
28,68,17,91,49,58,91,19,67,28,18,76,67,24,29,65,29,60,51,30,69,20,18,76,69,25,51,43,29,65,3,24,75,71,23,34,64,3,25,69,73,19,63,30,35,43,3,70,36,4,51,30,25,69,73,21,64,30,35,59,62,41,3,77,63,25,92,3,70,3,19,22,91,3,3,92,34,59,29,59,18,69,30,44,30,4,35,43,51,42,19,44,25,65,26,65,74,3,64,21,19,60,73,3,64,25,26,60,35,31,65,3,3,91,18,69,19,65,51,25,30,31,19,26,51,25,3,76,52,3,69,21,4,66,26,44,51,21,4,60,26,4,19,31,35,26,35,22,35,30,26,31,30,26,29,43,3,69,64,21,30,22,25,59,25,30,35,25,19,4,18,65,26,26,51,21,26,22,69,3,18,43,1.0
32,65,24,91,49,50,91,13,67,38,25,69,68,25,32,63,32,53,50,39,69,14,25,69,69,25,50,44,32,62,3,29,68,79,23,40,62,3,30,65,80,13,55,39,42,44,4,66,43,4,50,39,29,65,80,14,55,39,42,52,54,43,4,70,55,25,92,3,70,3,26,15,91,3,3,92,41,52,32,52,25,65,33,45,33,4,42,44,50,43,26,45,29,62,30,63,81,3,55,14,26,53,80,3,55,25,30,53,42,40,56,3,3,91,26,66,26,63,50,25,33,40,26,26,50,25,3,69,51,3,69,14,4,63,30,45,50,14,4,53,30,4,26,40,42,26,42,15,42,39,30,40,33,26,32,44,3,65,55,14,33,15,29,52,29,39,42,25,26,4,25,62,30,26,50,14,30,15,69,3,25,44,2.0
32,67,23,91,35,58,91,10,71,38,24,70,72,21,32,63,32,60,36,40,73,11,24,70,73,20,36,58,32,62,3,25,69,82,19,34,62,3,27,68,83,10,54,40,35,58,4,69,36,4,36,40,26,68,83,11,53,40,35,59,52,57,3,71,54,21,92,3,74,3,25,12,91,3,3,92,34,59,32,59,24,68,33,59,33,4,35,58,36,57,25,59,26,62,27,63,84,3,54,11,25,60,83,3,54,21,27,60,35,41,55,3,3,91,25,68,25,63,36,21,33,41,25,22,36,21,3,70,37,3,73,11,4,63,27,59,36,11,4,60,27,4,25,41,35,22,35,12,35,40,27,41,33,22,32,58,3,68,54,11,33,12,26,59,26,40,35,21,25,4,24,62,27,22,36,11,27,12,73,3,24,58,2.0
32,62,24,91,40,62,91,13,75,38,26,69,75,18,32,62,32,62,42,41,76,14,25,69,76,18,42,52,32,62,3,32,68,79,17,32,62,3,32,63,80,13,54,40,33,52,4,63,33,4,42,40,32,62,80,14,54,40,32,62,52,50,4,70,54,18,92,3,77,3,26,15,91,3,3,92,32,62,32,62,25,62,33,52,33,4,32,52,42,52,26,53,32,62,32,63,81,3,54,14,26,63,80,3,54,18,32,63,33,41,55,3,3,91,26,63,26,63,42,19,33,41,26,19,42,18,3,69,43,4,76,14,4,63,33,53,42,15,4,63,33,4,26,41,33,19,33,15,32,40,33,41,33,19,32,52,3,62,54,14,33,15,32,62,32,40,32,18,26,4,25,62,33,19,42,14,33,15,76,3,25,52,2.0
31,66,25,91,38,57,91,6,66,38,26,70,68,26,31,63,32,59,39,40,68,7,25,69,68,26,39,54,32,62,3,28,69,86,24,35,61,3,29,67,87,7,54,39,36,55,4,67,37,3,39,40,28,66,87,7,54,40,35,58,52,54,4,70,54,26,92,3,69,3,26,8,91,3,4,92,36,57,32,58,25,66,32,56,33,4,36,55,38,55,26,56,28,62,29,63,88,3,54,7,26,59,87,3,54,26,29,59,36,40,55,3,3,91,26,67,26,63,39,26,32,41,26,27,39,26,3,69,40,3,68,7,4,63,29,56,39,7,4,59,29,4,26,41,36,26,36,7,36,40,29,41,32,27,32,55,3,66,54,7,32,8,28,58,28,40,36,26,26,4,25,62,29,27,39,7,29,8,68,3,25,55,1.0
29,66,28,91,38,57,91,5,71,45,28,67,72,21,30,66,30,59,39,47,73,6,28,66,73,20,39,55,29,65,3,28,66,87,19,35,65,3,29,66,88,5,47,47,36,56,4,67,37,4,39,47,28,66,88,6,46,47,36,58,45,54,4,67,47,21,92,3,74,3,29,7,91,3,4,92,35,59,29,58,28,66,30,56,30,4,36,55,39,54,29,56,28,65,29,66,89,3,47,6,29,59,88,3,47,21,29,59,36,48,48,3,3,91,29,67,29,66,39,21,30,48,29,22,39,21,3,66,40,3,73,6,4,66,29,56,39,6,4,59,29,4,29,48,36,22,36,7,36,47,29,48,30,22,29,55,3,66,47,6,30,7,28,58,28,47,36,21,29,4,28,65,29,22,39,6,29,7,73,3,28,55,1.0
41,62,7,92,53,48,80,14,72,28,8,86,74,20,41,50,43,49,55,30,74,15,9,85,74,19,55,39,42,50,2,26,83,80,18,42,49,14,28,64,80,14,64,29,44,39,3,66,45,15,55,30,28,65,80,14,63,30,44,49,62,37,3,86,65,20,81,14,75,15,10,15,80,14,3,93,44,48,43,49,9,65,43,39,44,15,44,39,54,39,9,40,28,51,28,51,81,14,65,15,9,51,80,14,64,20,29,50,44,30,65,15,2,92,9,66,9,52,56,20,43,30,10,21,55,20,2,85,56,15,74,14,3,52,29,39,56,15,3,51,30,15,9,31,45,20,45,15,44,30,29,30,44,20,43,39,2,65,64,14,44,15,29,50,29,30,44,20,10,15,9,51,30,20,55,14,30,15,74,14,9,39,2.0
31,66,23,83,38,57,91,11,71,39,24,70,71,21,31,63,32,59,39,42,73,13,24,70,73,21,39,54,32,62,9,28,69,79,19,35,61,3,29,66,81,11,52,42,36,55,11,67,37,3,39,42,28,66,81,13,52,42,35,58,49,54,11,71,52,21,92,3,74,3,25,14,91,3,10,85,36,57,32,58,24,66,32,56,33,4,36,55,39,55,25,56,28,62,29,63,82,3,52,13,25,59,81,3,52,21,29,59,36,42,53,3,10,84,25,67,25,63,39,21,32,43,25,22,39,21,10,70,40,3,73,13,11,63,29,56,39,13,11,59,29,4,25,43,36,21,36,13,36,42,29,43,32,22,32,55,10,66,52,13,32,14,28,58,28,42,36,21,25,4,24,62,29,22,39,13,29,14,73,3,24,55,1.0
27,68,20,91,49,42,91,13,63,31,21,73,65,27,29,64,29,45,50,32,65,15,21,73,65,29,51,42,28,65,3,24,72,77,27,48,63,3,24,69,79,15,59,32,49,43,3,70,51,3,51,33,25,69,79,15,61,33,49,43,59,41,3,74,61,28,92,3,66,3,22,16,91,3,3,92,48,44,29,44,21,69,29,44,30,4,50,43,50,41,22,44,25,65,26,65,80,3,61,15,22,45,79,3,61,29,26,45,49,33,62,3,3,91,21,69,22,65,51,28,29,34,22,30,51,29,3,73,52,3,65,15,4,66,26,44,51,15,4,45,26,4,22,34,50,29,50,15,50,33,26,34,29,30,29,43,3,69,61,15,29,16,25,44,25,33,50,29,22,4,21,65,26,30,51,15,26,16,65,3,21,43,1.0
34,65,24,91,39,57,91,6,64,41,26,69,66,28,34,60,34,59,40,43,66,7,25,69,66,28,40,54,35,59,3,29,68,86,26,35,58,3,30,66,87,7,51,43,36,53,4,66,37,3,40,43,29,65,87,7,51,43,36,58,49,53,4,70,51,28,92,3,67,3,26,8,91,3,3,92,35,57,35,58,25,65,35,55,36,4,36,54,40,53,26,55,29,59,30,60,88,3,51,7,26,59,87,3,51,28,30,59,36,43,52,3,3,91,26,66,26,60,40,28,35,44,26,29,40,28,3,69,41,3,66,7,4,60,30,55,40,7,4,59,30,4,26,44,36,28,36,7,36,43,30,44,35,29,35,54,3,65,51,7,35,8,29,58,29,43,36,28,26,4,25,59,30,29,40,7,30,8,66,3,25,54,1.0
32,65,20,91,54,54,87,15,68,27,21,73,69,23,32,62,33,55,56,30,70,16,21,73,70,24,55,39,32,62,3,27,72,75,22,38,62,5,28,66,77,16,64,30,40,40,4,67,40,7,55,29,28,66,77,17,65,29,39,55,63,38,3,74,64,25,89,6,71,6,22,18,88,6,3,92,40,55,32,55,21,66,33,40,33,7,39,39,56,40,22,40,28,62,28,63,78,6,65,18,22,56,77,6,65,24,29,56,40,30,66,7,3,91,22,66,22,63,56,25,33,30,22,25,55,24,3,73,56,7,70,17,4,63,29,40,56,18,4,56,29,7,22,30,40,25,40,18,39,29,29,30,33,25,32,39,3,66,65,17,33,18,28,55,28,29,39,24,22,7,21,62,29,25,55,17,29,18,70,6,21,39,2.0
31,66,24,87,38,60,91,5,67,42,25,69,68,24,31,63,32,62,39,44,69,6,25,69,69,24,39,55,32,62,5,28,68,87,23,32,61,3,29,66,88,5,49,43,33,55,7,67,34,3,39,44,28,66,88,6,49,44,33,61,48,54,7,70,50,25,92,3,70,3,26,7,91,3,6,89,33,60,32,61,25,66,32,56,33,4,33,55,38,55,26,56,28,62,29,63,89,3,50,6,26,62,88,3,50,25,29,62,33,44,51,3,6,88,26,67,26,63,39,25,32,45,26,26,39,25,6,69,40,3,69,6,7,63,29,56,39,6,7,62,29,4,26,45,33,25,33,6,33,44,29,45,32,26,32,55,6,66,50,6,32,7,28,61,28,44,33,25,26,4,25,62,29,26,39,6,29,7,69,3,25,55,1.0
28,68,17,91,51,44,87,17,65,34,18,76,66,27,30,65,30,46,53,37,67,18,18,76,67,27,51,42,29,65,3,24,75,75,25,48,64,5,25,69,76,17,58,36,50,43,3,70,50,7,52,36,25,69,76,18,58,35,49,45,56,41,3,77,58,28,89,6,68,6,19,19,88,6,3,92,50,46,29,45,18,69,30,43,30,7,49,42,52,43,19,43,25,65,26,65,77,6,58,19,19,46,76,6,58,27,26,46,50,37,59,7,3,91,18,69,19,65,53,28,30,37,19,28,52,27,3,76,53,7,67,18,4,66,26,43,53,19,4,46,26,7,19,37,50,28,50,19,49,36,26,37,30,28,29,42,3,69,58,18,30,19,25,45,25,36,49,27,19,7,18,65,26,28,52,18,26,19,67,6,18,42,1.0
39,64,20,91,53,54,91,17,69,31,21,73,70,24,40,56,40,55,55,34,70,18,21,73,70,24,54,40,39,55,3,28,72,75,23,40,55,3,30,65,76,18,61,33,41,41,4,66,41,4,54,33,29,65,76,18,61,33,40,54,59,39,3,74,61,25,92,3,71,3,22,19,91,3,3,92,41,55,39,54,21,65,40,41,40,4,40,40,54,41,22,41,29,55,30,56,77,3,61,19,22,55,76,3,61,24,30,55,41,34,62,4,3,91,22,65,22,56,55,25,40,34,22,25,54,24,3,73,55,4,70,18,4,56,30,41,55,19,4,55,30,4,22,34,41,25,41,19,40,33,30,34,40,25,39,40,3,65,61,18,40,19,29,54,29,33,40,24,22,4,21,55,30,25,54,18,30,19,70,3,21,40,1.0
31,66,21,91,38,60,91,9,71,34,23,72,72,21,31,63,32,62,39,37,73,11,22,72,73,21,39,55,32,62,3,28,71,81,19,32,61,3,29,67,83,10,57,36,33,55,4,67,34,3,39,37,28,66,83,11,57,37,33,61,54,54,4,73,57,21,92,3,74,3,23,12,91,3,3,92,33,60,32,61,22,66,32,56,33,4,33,55,38,55,23,56,28,62,29,63,84,3,57,11,23,62,83,3,57,21,29,62,33,37,58,3,3,91,23,67,23,63,39,21,32,38,23,22,39,21,3,72,40,3,73,11,4,63,29,56,39,11,4,62,29,4,23,38,33,21,33,11,33,37,29,38,32,22,32,55,3,66,57,11,32,12,28,61,28,37,33,21,23,4,22,62,29,22,39,11,29,12,73,3,22,55,1.0
27,68,20,83,43,61,91,12,71,27,21,72,73,20,29,66,29,62,46,30,73,13,21,72,73,20,46,48,28,65,9,24,70,80,19,33,65,3,25,68,81,13,64,28,34,49,11,70,34,4,46,29,24,68,81,13,64,29,33,61,63,45,10,73,65,21,92,3,74,3,23,14,91,3,10,85,33,62,28,61,21,69,29,49,29,4,33,48,45,48,23,49,25,65,26,66,82,3,65,13,23,62,81,3,65,21,26,62,34,30,66,3,10,84,22,69,23,67,46,22,29,30,23,22,46,21,10,72,47,4,73,13,11,67,26,49,46,14,11,62,26,4,23,30,34,22,34,14,33,29,26,30,29,22,28,48,10,69,65,13,29,14,25,61,25,29,33,21,23,4,22,66,26,22,46,13,26,14,73,3,22,48,2.0
