@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,2}

@data
20,17,12,10,13,18,20,10,13,18,21,11,8,22,16,13,14,17,22,8,14,17,23,9,14,9,18,19,11,19,12,19,12,10,11,20,11,20,11,12,11,12,1.0
19,21,9,9,9,21,20,10,10,22,21,11,18,11,23,7,8,24,12,19,7,23,12,19,8,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
19,20,9,11,10,21,20,12,10,21,19,11,3,25,10,20,20,10,27,5,21,11,26,4,20,4,17,31,11,19,13,18,12,0,0,31,0,31,0,13,0,12,1.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
13,27,1,14,2,28,15,16,3,29,15,16,15,15,17,13,14,18,15,15,13,17,16,16,14,16,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
18,28,2,9,2,28,20,11,3,29,20,11,10,20,14,16,17,15,20,10,16,14,21,11,17,11,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,28,2,3,29,13,18,2,28,13,18,3,18,24,11,6,25,7,24,6,19,20,12,19,11,20,7,19,6,1.0
20,16,14,10,14,16,20,10,15,17,21,11,18,11,28,2,3,29,12,19,2,28,12,19,3,19,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,1.0
19,20,10,9,10,20,20,10,11,21,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
15,25,4,13,5,26,16,14,5,26,17,15,6,24,9,21,21,9,25,7,22,10,24,6,21,6,15,26,13,17,15,16,14,3,4,27,4,27,4,15,4,14,2.0
17,26,4,10,4,26,19,12,5,27,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
15,23,5,12,6,24,17,14,7,25,17,14,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,19,6,24,7,24,7,8,10,21,10,21,10,7,10,7,1.0
16,25,3,11,4,26,18,13,5,27,18,13,14,16,17,13,14,18,16,14,13,17,17,15,14,15,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
17,23,5,10,6,24,19,12,7,25,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,17,7,23,8,23,8,10,12,19,12,19,12,8,12,8,1.0
20,16,14,10,14,16,20,10,15,17,21,11,18,11,28,2,3,29,12,19,2,28,12,19,3,19,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,2.0
15,30,0,13,1,31,17,15,0,30,16,14,0,30,8,21,22,9,31,1,22,9,30,0,22,0,14,20,16,14,16,15,17,9,10,21,10,21,10,16,10,17,2.0
17,20,9,11,10,21,19,13,10,21,18,12,1,29,10,20,20,10,30,2,21,11,29,1,20,1,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
22,17,13,8,13,17,22,8,14,18,23,9,18,11,26,4,5,27,12,19,4,26,12,19,5,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,2.0
18,21,8,12,9,22,19,13,9,22,18,12,2,26,9,20,21,10,28,4,21,10,27,3,21,3,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
16,26,2,14,3,27,16,14,4,28,17,15,16,14,18,12,13,19,14,16,12,18,15,17,13,17,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,1.0
19,30,0,9,1,31,21,11,0,30,20,10,4,26,9,20,21,10,27,5,21,10,26,4,21,4,13,22,16,14,17,14,17,5,7,24,7,24,7,17,7,17,2.0
18,19,9,12,10,20,18,12,11,21,19,13,19,10,23,7,8,24,11,20,7,23,11,20,8,20,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
23,18,12,7,12,18,23,7,13,19,24,8,17,12,27,3,4,28,13,18,3,27,13,18,4,18,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
21,18,12,9,12,18,21,9,13,19,22,10,18,11,24,6,7,25,12,19,6,24,12,19,7,19,24,14,6,25,7,24,6,15,16,15,16,15,16,7,16,6,2.0
14,21,9,16,9,21,14,16,10,22,15,17,15,15,20,10,11,21,15,15,10,20,16,16,11,16,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
14,27,2,14,3,28,15,15,3,28,16,16,13,17,16,13,14,17,17,13,14,17,18,14,14,14,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
24,17,13,6,13,17,24,6,14,18,25,7,18,11,27,3,4,28,12,19,3,27,12,19,4,19,22,13,8,23,9,22,8,16,17,14,17,14,17,9,17,8,1.0
15,27,1,13,2,28,16,14,3,29,17,15,14,16,17,13,14,18,16,14,13,17,17,15,14,15,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
19,20,9,11,10,21,20,12,10,21,19,11,3,27,9,21,21,9,28,4,22,10,27,3,21,3,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,1.0
18,24,4,12,5,25,18,12,6,26,19,13,18,12,22,8,9,23,12,18,8,22,13,19,9,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,2.0
15,19,11,14,11,19,16,15,12,20,16,15,16,14,21,7,9,23,14,16,8,22,15,17,9,17,27,12,3,28,4,27,3,17,18,13,18,13,18,4,18,3,2.0
11,31,0,16,0,31,13,18,0,31,13,18,4,26,10,19,20,11,26,4,20,11,27,5,20,5,17,23,12,18,13,18,13,6,7,24,7,24,7,13,7,13,1.0
14,23,7,13,7,23,16,15,8,24,16,15,1,29,9,19,21,11,29,1,20,10,30,2,21,2,15,21,14,16,15,16,15,8,9,22,9,22,9,15,9,15,1.0
16,22,8,11,8,22,18,13,9,23,18,13,18,12,23,7,8,24,12,18,7,23,13,19,8,19,26,13,4,27,5,26,4,16,17,14,17,14,17,5,17,4,1.0
18,18,12,12,12,18,18,12,13,19,19,13,19,10,27,3,4,28,11,20,3,27,11,20,4,20,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
21,15,15,9,15,15,21,9,16,16,22,10,18,11,27,2,3,28,12,19,3,28,12,19,3,19,24,15,6,25,7,24,6,15,16,16,15,15,16,7,15,6,1.0
21,22,7,9,8,23,22,10,8,23,21,9,4,26,10,20,20,10,27,5,21,11,26,4,20,4,11,31,15,14,18,13,17,0,0,31,0,31,0,18,0,17,2.0
13,25,4,14,5,26,15,16,5,26,15,16,12,18,15,14,15,16,18,12,15,16,19,13,15,13,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
18,23,7,9,7,23,20,11,8,24,20,11,18,12,22,8,9,23,12,18,8,22,13,19,9,19,26,13,4,27,5,26,4,16,17,14,17,14,17,5,17,4,1.0
22,15,14,8,15,16,22,8,15,16,23,9,17,12,25,5,5,25,13,18,6,26,13,18,5,18,24,17,6,25,7,24,6,13,14,18,13,17,14,7,13,6,1.0
15,27,3,12,3,27,17,14,4,28,17,14,9,21,14,16,17,15,21,9,16,14,22,10,17,10,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
11,30,0,18,1,31,12,19,0,30,12,19,6,24,12,16,18,14,24,6,17,13,25,7,18,7,21,14,9,21,9,22,10,15,16,15,16,15,16,9,16,10,2.0
18,23,6,11,7,24,19,12,7,24,19,12,6,22,15,14,15,16,24,8,15,16,23,7,15,7,16,20,12,18,14,17,13,9,10,21,10,21,10,14,10,13,2.0
15,30,0,12,1,31,17,14,0,30,17,14,6,24,12,17,18,13,24,6,18,13,25,7,18,7,19,15,11,19,11,20,12,14,15,16,15,16,15,11,15,12,2.0
20,22,6,8,8,24,22,10,7,23,21,9,5,25,9,20,21,10,26,6,21,10,25,5,21,5,10,31,16,13,19,12,18,0,0,31,0,31,0,19,0,18,2.0
15,25,3,12,4,26,17,14,5,27,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,24,17,5,25,6,25,6,10,12,19,12,19,12,6,12,6,1.0
20,25,3,10,4,26,20,10,5,27,21,11,17,12,21,9,10,22,13,18,9,21,13,18,10,18,20,14,9,21,10,21,10,15,16,15,16,15,16,10,16,10,2.0
20,23,7,8,8,24,22,10,7,23,21,9,5,25,9,20,21,10,26,6,21,10,25,5,21,5,11,24,18,12,19,12,19,5,6,25,6,25,6,19,6,19,2.0
16,28,2,11,2,28,18,13,3,29,18,13,9,21,13,17,18,14,21,9,17,13,22,10,18,10,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,1.0
24,22,6,6,8,24,25,7,7,23,24,6,6,24,9,20,21,10,25,7,21,10,24,6,21,6,11,31,15,14,18,13,17,0,0,31,0,31,0,18,0,17,2.0
19,22,6,11,8,24,20,12,7,23,19,11,3,27,8,21,22,9,28,4,22,9,27,3,22,3,17,31,11,19,13,18,12,0,0,31,0,31,0,13,0,12,2.0
13,27,1,14,2,28,15,16,3,29,15,16,15,15,17,13,14,18,15,15,13,17,16,16,14,16,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
16,28,2,11,2,28,18,13,3,29,18,13,10,20,15,15,16,16,20,10,15,15,21,11,16,11,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,1.0
15,29,1,12,1,29,17,14,2,30,17,14,8,22,12,18,19,13,22,8,18,12,23,9,19,9,21,17,8,22,9,22,9,12,13,18,13,18,13,9,13,9,2.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
16,24,4,11,5,25,18,13,6,26,18,13,11,19,14,16,17,15,19,11,16,14,20,12,17,12,24,18,5,25,6,25,6,9,11,20,11,20,11,6,11,6,1.0
14,27,1,14,2,28,15,15,3,29,16,16,9,19,18,12,13,19,20,10,12,18,21,11,13,11,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,1.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,26,4,5,27,12,19,4,26,12,19,5,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
19,21,8,10,9,22,20,11,9,22,20,11,5,22,17,12,13,18,24,7,13,18,24,7,13,7,15,19,14,16,15,16,15,10,11,20,11,20,11,15,11,15,2.0
11,29,0,18,1,30,12,19,1,30,12,19,7,23,13,17,18,14,23,7,17,13,24,8,18,8,21,14,9,21,9,22,10,15,16,15,16,15,16,9,16,10,2.0
16,24,4,11,5,25,18,13,6,26,18,13,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
17,25,4,12,5,26,18,13,5,26,18,13,2,28,9,21,21,9,29,3,22,10,28,2,21,2,18,24,10,20,12,19,11,5,6,25,6,25,6,12,6,11,2.0
16,21,9,14,9,21,16,14,10,22,17,15,16,13,20,10,11,21,14,17,10,20,14,17,11,17,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
14,30,0,13,1,31,16,15,0,30,16,15,1,29,8,21,22,9,29,1,22,9,30,2,22,2,15,18,15,15,15,16,16,11,12,19,12,19,12,15,12,16,2.0
19,27,3,11,3,27,19,11,4,28,20,12,15,15,20,10,11,21,15,15,10,20,16,16,11,16,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,2.0
18,21,8,12,9,22,19,13,9,22,18,12,2,28,8,21,22,9,29,3,22,9,28,2,22,2,17,31,11,19,13,18,12,0,0,31,0,31,0,13,0,12,1.0
11,24,5,18,6,25,12,19,6,25,12,19,7,23,11,19,20,12,23,7,19,11,24,8,20,8,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,1.0
13,28,2,14,2,28,15,16,3,29,15,16,11,19,14,16,17,15,19,11,16,14,20,12,17,12,26,19,3,27,4,27,4,8,10,21,10,21,10,4,10,4,2.0
20,22,7,10,8,23,21,11,8,23,20,10,5,25,9,20,21,10,26,6,21,10,25,5,21,5,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,2.0
20,21,8,9,9,22,21,10,9,22,21,10,7,22,14,15,16,15,23,8,16,15,23,8,16,8,16,19,13,17,14,17,14,10,11,20,11,20,11,14,11,14,2.0
18,26,4,10,4,26,19,11,5,27,20,12,12,18,15,15,16,16,18,12,15,15,19,13,16,13,22,17,7,23,8,23,8,12,13,18,13,18,13,8,13,8,2.0
21,19,10,8,11,20,22,9,11,20,22,9,9,20,17,12,13,18,21,10,13,18,21,10,13,10,17,19,12,18,13,18,13,10,11,20,11,20,11,13,11,13,2.0
9,28,2,18,2,28,11,20,3,29,11,20,1,29,6,24,25,7,29,1,24,6,30,2,25,2,13,29,16,14,17,14,17,0,1,30,1,30,1,17,1,17,1.0
15,27,3,12,3,27,17,14,4,28,17,14,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
17,19,11,10,11,19,19,12,12,20,19,12,19,10,25,5,6,26,11,20,5,25,11,20,6,20,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
17,21,9,12,9,21,18,13,10,22,18,13,16,13,23,7,8,24,14,17,7,23,14,17,8,17,28,11,2,29,3,28,2,18,19,12,19,12,19,3,19,2,2.0
21,18,11,8,12,19,22,9,12,19,22,9,9,20,17,12,13,18,21,10,13,18,21,10,13,10,16,20,13,17,14,17,14,9,10,21,10,21,10,14,10,14,2.0
20,21,7,10,9,23,21,11,8,22,20,10,4,26,10,19,20,11,27,5,20,11,26,4,20,4,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,2.0
20,19,11,10,11,19,20,10,12,20,21,11,17,12,25,5,6,26,13,18,5,25,13,18,6,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,1.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,25,11,5,26,6,25,5,18,19,12,19,12,19,6,19,5,2.0
17,27,3,10,3,27,19,12,4,28,19,12,9,21,14,16,17,15,21,9,16,14,22,10,17,10,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,1.0
20,14,15,10,16,15,20,10,16,15,21,11,16,13,22,8,8,22,14,17,9,23,14,17,8,17,28,29,2,29,3,28,2,1,2,30,1,29,2,3,1,2,1.0
20,22,7,9,8,23,21,10,8,23,21,10,7,22,15,14,15,16,23,8,15,16,23,8,15,8,16,20,13,17,14,17,14,9,10,21,10,21,10,14,10,14,2.0
15,28,2,12,2,28,17,14,3,29,17,14,16,14,18,12,13,19,14,16,12,18,15,17,13,17,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
20,30,0,8,1,31,22,10,0,30,21,9,2,28,9,20,21,10,29,3,21,10,28,2,21,2,14,24,14,16,16,15,15,5,6,25,6,25,6,16,6,15,2.0
18,25,3,12,4,26,18,12,5,27,19,13,5,21,19,11,12,20,23,7,11,19,24,8,12,8,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
12,28,1,15,2,29,14,17,2,29,14,17,0,30,4,26,27,5,30,0,26,4,31,1,27,1,14,21,16,14,16,15,17,8,9,22,9,22,9,16,9,17,1.0
16,23,7,11,7,23,18,13,8,24,18,13,14,16,20,10,11,21,16,14,10,20,17,15,11,15,24,13,5,25,6,25,6,16,17,14,17,14,17,6,17,6,2.0
13,26,2,14,3,27,15,16,4,28,15,16,12,18,15,15,16,16,18,12,15,15,19,13,16,13,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
17,22,6,13,7,23,17,13,8,24,18,14,14,14,20,10,11,21,15,15,10,20,16,16,11,16,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
15,27,3,12,3,27,17,14,4,28,17,14,12,18,15,15,16,16,18,12,15,15,19,13,16,13,26,20,3,27,4,27,4,7,9,22,9,22,9,4,9,4,2.0
19,30,0,9,1,31,21,11,0,30,20,10,4,26,8,21,22,9,27,5,22,9,26,4,22,4,13,22,16,14,17,14,17,7,8,23,8,23,8,17,8,17,2.0
15,25,3,12,4,26,17,14,5,27,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,21,5,25,6,25,6,6,8,23,8,23,8,6,8,6,2.0
21,20,9,8,10,21,22,9,10,21,22,9,11,18,18,11,12,19,19,12,12,19,19,12,12,12,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
22,20,10,8,10,20,22,8,11,21,23,9,19,10,24,6,7,25,11,20,6,24,11,20,7,20,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
20,14,16,9,16,14,21,10,17,15,21,10,16,13,24,6,6,24,14,17,7,25,14,17,6,17,21,25,7,23,9,22,8,5,6,26,5,25,6,9,5,8,2.0
15,30,0,12,1,31,17,14,0,30,17,14,1,29,8,21,22,9,29,1,22,9,30,2,22,2,15,18,15,15,15,16,16,11,12,19,12,19,12,15,12,16,1.0
19,17,13,11,13,17,19,11,14,18,20,12,16,13,23,7,8,24,14,17,7,23,14,17,8,17,21,12,9,22,10,21,9,17,18,13,18,13,18,10,18,9,2.0
14,30,0,13,0,30,16,15,1,31,16,15,11,19,16,14,15,17,19,11,14,16,20,12,15,12,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
14,24,4,13,5,25,16,15,6,26,16,15,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,17,7,23,8,23,8,10,12,19,12,19,12,8,12,8,1.0
17,21,9,10,9,21,19,12,10,22,19,12,10,20,16,12,14,18,20,10,13,17,21,11,14,11,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
14,25,3,13,4,26,16,15,5,27,16,15,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,17,6,24,7,24,7,10,12,19,12,19,12,7,12,7,1.0
17,23,5,10,6,24,19,12,7,25,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,23,6,24,7,24,7,6,7,24,7,24,7,7,7,7,1.0
16,26,4,12,4,26,17,13,5,27,18,14,11,19,15,13,15,17,19,11,14,16,20,12,15,12,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
16,19,11,13,11,19,17,14,12,20,17,14,16,13,23,7,8,24,14,17,7,23,14,17,8,17,27,12,3,28,4,27,3,17,18,13,18,13,18,4,18,3,2.0
9,24,6,19,6,24,10,20,7,25,11,21,3,26,9,21,21,9,27,4,22,10,27,4,21,4,15,26,13,17,15,16,14,3,4,27,4,27,4,15,4,14,2.0
21,20,9,8,10,21,22,9,10,21,22,9,9,20,18,11,12,19,21,10,12,19,21,10,12,10,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,1.0
13,24,5,16,6,25,14,17,6,25,14,17,11,19,15,14,15,16,19,11,15,16,20,12,15,12,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,2.0
15,25,3,13,4,26,16,14,5,27,17,15,8,20,19,11,12,20,21,9,11,19,22,10,12,10,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
18,27,3,10,3,27,19,11,4,28,20,12,11,19,14,16,17,15,19,11,16,14,20,12,17,12,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
16,30,0,12,1,31,18,14,0,30,17,13,0,29,8,21,22,9,30,1,22,9,30,1,22,1,13,20,17,13,17,14,18,9,10,21,10,21,10,17,10,18,2.0
14,27,3,13,3,27,16,15,4,28,16,15,9,21,14,14,16,16,21,9,15,15,22,10,16,10,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
20,19,9,7,10,20,22,9,11,21,22,9,12,18,14,16,17,15,18,12,16,14,19,13,17,13,15,26,10,18,13,18,13,3,4,27,4,27,4,13,4,13,1.0
16,28,1,14,2,29,16,14,2,29,17,15,11,19,15,15,16,16,19,11,15,15,20,12,16,12,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
19,21,8,11,9,22,20,12,9,22,19,11,2,28,9,21,21,9,29,3,22,10,28,2,21,2,15,30,13,17,15,16,14,0,1,31,0,30,1,15,0,14,1.0
21,20,10,9,10,20,21,9,11,21,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
17,24,4,10,5,25,19,12,6,26,19,12,10,20,13,17,18,14,20,10,17,13,21,11,18,11,22,18,7,23,8,23,8,9,11,20,11,20,11,8,11,8,1.0
17,26,4,10,4,26,19,12,5,27,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,2.0
16,31,0,11,0,31,18,13,0,31,18,13,13,17,17,13,14,18,17,13,13,17,18,14,14,14,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
18,21,8,10,9,22,20,12,9,22,19,11,3,27,10,20,20,10,28,4,21,11,27,3,20,3,17,30,11,19,13,18,12,0,1,31,0,30,1,13,0,12,1.0
9,24,6,20,6,24,10,21,7,25,10,21,5,25,13,15,17,15,25,5,16,14,26,6,17,6,15,20,14,16,15,16,15,9,10,21,10,21,10,15,10,15,2.0
23,17,13,7,13,17,23,7,14,18,24,8,18,11,28,2,3,29,12,19,2,28,12,19,3,19,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,1.0
15,24,4,15,5,25,15,15,6,26,16,16,16,14,19,11,12,20,14,16,11,19,15,17,12,17,22,13,7,23,8,23,8,16,17,14,17,14,17,8,17,8,1.0
13,26,2,14,3,27,15,16,4,28,15,16,9,21,12,18,19,13,21,9,18,12,22,10,19,10,24,20,5,25,6,25,6,7,9,22,9,22,9,6,9,6,2.0
19,22,7,10,8,23,20,11,8,23,20,11,8,21,17,12,13,18,22,9,13,18,22,9,13,9,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
17,24,6,10,6,24,19,12,7,25,19,12,17,13,21,9,10,22,13,17,9,21,14,18,10,18,25,14,4,26,5,26,5,15,16,15,16,15,16,5,16,5,1.0
17,29,1,10,1,29,19,12,2,30,19,12,10,20,14,16,17,15,20,10,16,14,21,11,17,11,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
21,16,13,8,14,17,22,9,14,17,22,9,18,11,26,4,4,26,12,19,5,27,12,19,4,19,26,15,4,27,5,26,4,15,16,16,15,15,16,5,15,4,1.0
22,21,9,8,9,21,22,8,10,22,23,9,18,11,23,7,8,24,12,19,7,23,12,19,8,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
14,25,4,13,5,26,16,15,5,26,16,15,12,18,14,15,16,15,18,12,16,15,19,13,16,13,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
17,24,4,10,5,25,19,12,6,26,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,16,7,23,8,23,8,11,13,18,13,18,13,8,13,8,1.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
12,27,2,16,3,28,13,17,3,28,14,18,13,17,15,15,16,16,17,13,15,15,18,14,16,14,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
21,15,15,9,15,15,21,9,16,16,22,10,18,11,28,2,3,29,12,19,2,28,12,19,3,19,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,2.0
17,18,12,13,12,18,17,13,13,19,18,14,12,16,23,7,8,24,17,13,7,23,18,14,8,14,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,1.0
18,21,8,12,9,22,19,13,9,22,18,12,1,29,9,20,21,10,30,2,21,10,29,1,21,1,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
18,20,9,12,10,21,19,13,10,21,18,12,0,30,10,20,20,10,31,1,21,11,30,0,20,0,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
23,18,12,7,12,18,23,7,13,19,24,8,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
16,25,3,11,4,26,18,13,5,27,18,13,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,20,7,23,8,23,8,7,9,22,9,22,9,8,9,8,1.0
12,27,2,13,3,28,15,16,3,28,15,16,6,23,12,17,18,13,24,7,18,13,24,7,18,7,15,25,13,17,15,16,14,4,5,26,5,26,5,15,5,14,2.0
16,26,4,11,4,26,18,13,5,27,18,13,3,27,12,16,18,14,27,3,17,13,28,4,18,4,16,21,13,17,14,17,14,8,9,22,9,22,9,14,9,14,1.0
12,29,0,17,1,30,13,18,1,30,13,18,7,23,15,15,16,16,23,7,15,15,24,8,16,8,22,13,8,22,8,23,9,16,17,14,17,14,17,8,17,9,2.0
16,24,4,11,5,25,18,13,6,26,18,13,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,19,6,24,7,24,7,8,10,21,10,21,10,7,10,7,1.0
14,29,1,13,1,29,16,15,2,30,16,15,12,18,17,13,14,18,18,12,13,17,19,13,14,13,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,1.0
14,30,0,13,1,31,16,15,0,30,16,15,2,28,8,21,22,9,28,2,22,9,29,3,22,3,16,19,14,16,14,17,15,10,11,20,11,20,11,14,11,15,1.0
21,14,15,9,16,15,21,9,16,15,22,10,19,10,27,3,3,27,11,20,4,28,11,20,3,20,25,16,5,26,6,25,5,14,15,17,14,16,15,6,14,5,1.0
22,21,8,7,9,22,23,8,9,22,23,8,8,21,15,14,15,16,22,9,15,16,22,9,15,9,16,20,13,17,14,17,14,9,10,21,10,21,10,14,10,14,2.0
15,24,4,12,5,25,17,14,6,26,17,14,11,19,14,16,17,15,19,11,16,14,20,12,17,12,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,1.0
