@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atLddd numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMcbd numeric
@attribute o2atLcbd numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMddb numeric
@attribute o3atLddb numeric
@attribute o3atMdbd numeric
@attribute o3atLdbd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMcbd numeric
@attribute o3atLcbd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaad numeric
@attribute o3atLaad numeric
@attribute o3atMaaa numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMdbc numeric
@attribute o3atLdbc numeric
@attribute o3atMdbb numeric
@attribute o3atLdbb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMbad numeric
@attribute o3atLbad numeric
@attribute destClass {-1.0,1.0}

@data
23,3,22,5,18,30,0,30,0,26,0,26,2,26,3,20,7,30,0,0,22,6,18,8,22,3,23,0,30,0,26,2,20,8,30,0,30,2,23,0,28,0,27,0,26,3,27,3,22,0,23,4,22,2,22,2,22,0,26,0,30,0,28,3,27,2,26,0,27,0,20,2,28,0,27,0,22,2,23,0,22,3,28,0,22,3,20,4,23,0,22,0,20,0,22,0,0,0,30,0,30,20,30,0,30,0,30,0,30,26,1,26,1,0,4,22,4,26,0,23,4,0,0,30,23,4,0,30,0,30,0,30,0,30,0,30,0,30,0,4,0,4,0,30,0,1,0,4,18,21,23,5,22,5,21,7,3,20,6,0,25,0,27,4,6,1,25,0,25,0,27,3,7,1,7,18,7,0,27,1,26,2,7,23,3,1,25,3,23,2,23,3,23,4,5,4,3,1,7,4,7,0,28,0,29,1,8,0,3,5,3,6,1,6,0,28,1,27,1,7,-1.0
15,11,17,13,15,24,5,24,5,19,6,18,12,17,12,16,14,23,5,4,15,13,15,14,16,12,16,6,22,6,19,11,15,13,23,6,22,10,16,5,18,5,18,5,17,11,17,10,17,6,15,11,17,12,16,12,17,6,19,5,24,4,17,10,18,10,18,6,17,5,16,12,18,5,18,6,16,10,15,6,16,10,17,6,15,12,15,11,15,6,17,5,16,6,16,6,3,5,26,6,25,20,23,4,27,5,25,7,24,23,5,23,5,5,7,21,7,23,5,21,7,4,6,23,21,7,5,24,5,23,5,23,5,25,3,25,3,25,7,7,6,7,4,25,7,5,7,7,29,16,30,0,29,0,30,0,0,29,0,11,17,0,30,13,0,12,18,11,17,0,30,12,0,0,1,29,0,11,30,0,18,0,0,30,0,0,18,13,17,11,16,12,16,13,0,13,0,12,1,13,0,0,30,0,30,0,1,0,12,0,12,0,12,0,0,30,0,18,0,1,-1.0
15,11,16,12,14,22,6,22,6,19,8,18,11,17,11,15,14,20,7,4,15,12,15,14,16,12,16,8,18,8,18,11,14,13,20,7,18,10,16,6,18,6,18,7,17,11,17,10,17,8,15,11,17,12,16,11,17,8,19,6,22,4,17,10,18,10,18,8,17,7,15,12,18,7,18,7,16,10,15,8,16,10,17,8,15,12,14,11,15,8,17,6,15,8,16,8,4,5,25,6,24,15,23,5,26,5,24,7,24,21,6,21,6,5,9,17,9,21,5,18,9,5,6,23,18,9,5,24,5,23,5,23,6,25,4,24,4,24,7,9,6,9,5,24,7,6,7,9,26,14,29,0,28,0,28,1,0,27,1,11,16,0,30,14,1,12,17,11,16,0,30,13,1,0,2,27,1,10,30,0,17,0,1,29,0,0,17,14,15,12,14,13,14,14,0,14,0,12,2,14,1,0,30,0,30,0,2,0,13,0,13,1,12,1,0,30,0,17,0,2,1.0
5,9,7,23,5,22,7,22,7,20,8,18,11,16,22,6,24,21,7,6,5,23,5,24,6,22,6,8,20,8,19,9,5,23,21,7,20,8,6,7,19,7,19,7,17,10,17,9,7,8,5,10,7,11,6,11,7,8,20,7,22,6,18,8,19,8,18,8,17,7,6,11,19,7,19,7,6,8,5,8,6,9,18,8,5,11,5,10,5,8,7,7,6,8,6,8,17,19,12,22,9,30,7,18,13,21,11,23,8,30,0,30,0,21,0,30,0,30,0,30,0,0,22,7,30,0,21,8,21,7,21,7,19,9,17,11,17,11,23,0,22,0,18,11,23,0,23,0,11,30,15,13,14,13,13,16,11,12,15,0,30,0,30,0,15,0,30,0,30,0,30,0,16,0,16,11,15,0,30,0,30,0,15,15,12,0,30,0,30,0,30,0,30,0,13,0,12,0,16,0,16,0,30,0,30,0,16,0,0,13,0,15,0,15,0,30,0,30,0,16,-1.0
29,0,28,0,26,30,0,30,0,30,0,30,0,30,0,27,1,30,0,0,29,0,27,1,29,0,29,0,30,0,30,0,28,2,30,0,30,0,29,0,30,0,30,0,30,0,30,0,28,0,29,0,28,0,29,0,28,0,30,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,30,0,29,0,29,0,29,0,30,0,29,0,28,0,29,0,28,0,27,0,29,0,0,0,30,1,30,20,28,0,30,0,30,2,29,22,9,20,8,0,8,20,9,21,8,21,10,8,1,28,20,8,0,29,0,28,0,28,0,30,0,30,0,30,2,9,1,10,0,30,2,9,2,10,18,27,21,6,22,7,20,7,5,20,8,0,28,0,30,2,9,1,29,0,28,0,30,1,7,0,8,18,8,0,30,0,29,0,9,22,5,0,29,1,28,0,27,1,27,2,7,2,5,1,8,2,7,0,30,0,30,0,8,0,1,6,1,8,1,9,0,30,0,29,0,8,-1.0
3,14,4,26,2,21,8,21,8,15,9,13,16,11,25,3,27,20,9,7,2,26,2,27,3,25,3,9,19,9,15,14,2,26,20,9,19,13,3,8,14,8,14,9,12,15,12,14,4,9,2,15,4,16,3,16,4,9,15,8,21,7,14,13,14,13,13,9,12,9,3,16,14,9,14,9,3,13,2,9,3,14,14,9,2,16,2,15,3,9,4,8,3,9,3,9,15,17,14,21,10,30,8,16,15,20,13,22,9,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,8,20,8,17,10,15,13,15,13,22,0,21,0,16,13,22,0,22,0,29,30,30,0,29,0,30,1,0,29,0,0,30,0,30,0,0,0,30,0,30,0,30,0,1,0,1,29,0,0,30,0,30,0,0,30,0,0,30,0,30,0,30,0,30,0,0,0,0,0,1,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0,30,0,30,0,1,-1.0
14,12,14,14,12,25,2,26,2,16,4,15,12,15,13,13,15,23,3,1,13,15,12,16,14,13,14,4,22,3,15,11,13,16,24,3,22,10,15,3,18,2,16,3,15,12,16,11,14,4,14,13,14,12,14,12,14,5,17,3,25,1,17,11,16,10,16,5,16,3,13,12,17,3,17,3,14,10,14,4,14,11,17,3,13,13,13,13,14,4,14,3,13,5,14,5,0,0,30,7,20,30,15,0,30,6,30,10,17,30,0,30,0,10,0,30,0,30,0,30,0,0,10,17,30,0,7,20,10,17,7,20,0,20,0,30,0,30,10,0,10,0,0,30,10,0,10,0,20,28,25,3,24,3,23,5,1,22,4,0,29,0,30,1,5,0,30,0,29,0,30,0,5,0,6,20,5,0,30,0,30,0,5,25,1,0,30,0,29,0,28,0,29,1,3,1,1,0,6,1,6,0,30,0,30,0,6,0,0,3,0,4,0,5,0,30,0,30,0,6,-1.0
19,4,20,7,16,26,3,26,2,25,3,24,4,24,4,18,10,25,3,2,19,7,16,10,20,5,20,4,24,3,24,4,17,9,25,2,24,3,20,3,25,3,24,3,24,4,24,3,21,3,19,4,20,5,20,4,21,4,26,3,26,2,24,3,24,3,25,3,24,3,18,5,25,3,25,2,20,3,19,4,20,3,24,3,19,5,17,4,19,3,21,3,18,4,20,3,3,5,26,6,25,9,23,4,27,5,25,7,24,12,16,12,16,5,18,9,18,12,15,10,18,14,6,23,10,18,5,24,5,23,5,23,5,25,3,25,3,25,7,18,6,18,4,25,7,16,7,18,29,14,30,0,29,0,30,0,0,29,0,13,15,0,30,15,0,14,16,13,15,0,30,14,0,0,1,29,0,13,30,0,16,0,0,30,0,0,16,15,15,13,14,14,14,15,0,15,0,14,1,15,0,0,30,0,30,0,1,0,14,0,14,0,14,0,0,30,0,16,0,1,1.0
19,3,19,9,16,27,2,27,1,25,2,24,3,24,7,18,11,26,2,1,18,9,16,11,19,7,19,3,25,2,24,3,17,10,26,1,25,2,19,2,26,2,25,2,24,4,25,3,20,2,19,4,19,4,19,3,20,3,26,2,27,1,25,3,25,2,25,2,25,3,18,4,26,3,26,1,19,2,19,3,19,3,25,2,18,4,17,4,19,2,20,2,18,3,19,2,3,5,26,6,25,6,23,4,27,5,25,6,24,10,18,9,18,5,20,7,21,9,18,7,20,16,6,23,6,20,5,24,5,23,5,23,5,25,3,25,3,25,6,21,6,20,4,25,7,18,7,21,29,15,30,0,29,0,30,0,0,29,0,9,18,0,30,12,0,10,18,10,18,0,30,12,1,0,1,29,0,8,30,0,18,0,0,30,0,0,18,12,16,11,16,12,15,12,0,12,0,10,1,12,0,0,30,0,30,0,1,0,12,0,12,0,10,0,0,30,0,18,0,1,1.0
12,13,14,16,12,20,6,21,7,17,10,16,14,15,15,13,17,17,8,4,12,16,12,17,13,15,12,9,16,9,16,13,12,16,18,9,16,12,13,7,16,6,16,8,15,13,15,12,14,10,12,13,14,14,13,14,14,10,17,7,20,5,15,12,16,12,16,10,15,8,13,14,15,8,16,9,13,12,12,9,13,12,15,9,12,14,12,13,12,10,14,7,13,10,13,10,12,14,17,16,15,30,13,13,18,15,16,17,14,30,0,30,0,15,0,30,0,30,0,30,0,0,16,13,30,0,15,14,15,13,15,13,14,15,12,16,12,16,17,0,16,0,13,16,17,0,17,0,21,22,23,6,22,6,22,8,5,21,7,1,26,0,30,4,7,2,26,2,26,0,30,4,8,0,8,21,7,1,30,0,26,0,7,23,6,0,26,4,24,4,24,4,23,4,6,4,6,2,8,4,8,0,30,0,30,0,8,0,4,6,4,7,2,7,0,30,0,26,0,8,-1.0
2,19,3,27,1,21,8,21,8,10,9,8,21,7,26,2,28,20,9,7,1,27,1,28,2,26,2,9,19,9,10,19,1,27,20,9,19,17,2,8,9,8,9,9,7,20,7,19,3,9,1,20,3,21,2,21,3,9,10,8,21,7,9,18,9,18,8,9,7,9,2,21,9,9,9,9,2,18,1,9,2,19,9,9,1,21,1,20,2,9,3,8,2,9,2,9,23,25,6,28,3,30,1,24,7,27,5,29,2,30,0,30,0,27,0,30,0,30,0,30,0,0,28,1,30,0,27,2,27,1,27,1,25,3,23,5,23,5,29,0,28,0,24,5,29,0,29,0,14,30,20,7,19,7,17,11,4,16,10,0,30,0,30,0,10,0,30,0,30,0,30,0,11,0,11,14,10,0,30,0,30,0,10,20,5,0,30,0,30,0,30,0,30,0,7,0,5,0,11,0,11,0,30,0,30,0,11,0,0,7,0,10,0,10,0,30,0,30,0,11,-1.0
5,10,7,22,3,20,8,21,9,19,10,17,12,15,21,5,24,19,8,8,5,22,4,24,6,21,5,9,19,9,18,10,4,23,20,9,19,9,6,9,18,8,18,8,16,11,16,10,7,10,5,11,7,12,6,12,7,10,19,9,20,8,17,9,18,9,17,10,16,8,5,12,17,8,18,9,6,9,5,9,6,10,17,9,5,12,4,11,5,10,7,9,5,10,6,10,18,20,11,23,7,30,4,19,12,22,10,25,5,30,0,30,0,23,0,30,0,30,0,30,0,0,24,5,30,0,23,6,23,4,22,5,20,7,18,10,18,10,25,0,24,0,19,10,25,0,25,0,9,30,18,7,18,7,13,12,4,13,12,0,30,0,30,0,12,0,30,0,30,0,30,0,12,0,12,11,12,0,30,0,30,0,12,18,5,0,30,0,30,0,30,0,30,0,7,0,5,0,12,0,12,0,30,0,30,0,12,0,0,7,0,12,0,12,0,30,0,30,0,12,-1.0
17,5,18,10,16,26,3,26,3,25,3,24,4,23,8,17,12,25,3,2,17,10,16,12,17,9,18,4,24,4,24,4,16,11,25,3,24,4,18,3,24,3,24,3,23,4,23,4,19,4,17,5,18,5,18,5,18,4,25,3,26,2,23,4,24,4,24,3,23,3,17,6,24,3,24,3,18,4,17,4,17,4,23,4,17,5,16,5,17,4,19,3,17,4,18,3,2,4,27,6,25,17,23,3,28,5,26,7,24,19,10,19,10,5,11,17,11,19,9,18,11,9,6,23,18,11,5,24,5,23,5,23,4,25,2,26,2,26,7,11,6,11,3,26,7,10,7,11,26,15,29,0,28,0,28,1,0,27,1,12,16,0,30,14,1,13,17,12,16,0,30,13,1,0,2,27,1,12,30,0,17,0,1,29,0,0,17,14,16,12,15,13,15,14,0,14,0,13,2,14,1,0,30,0,30,0,2,0,13,0,13,1,13,1,0,30,0,17,0,2,1.0
17,4,18,10,16,26,3,26,2,25,3,24,4,24,8,17,12,25,3,2,17,10,16,12,18,9,18,4,24,3,24,4,16,11,25,2,24,3,18,3,25,3,24,3,24,4,24,3,19,3,17,4,18,5,18,4,19,4,26,3,26,2,24,3,24,3,25,3,24,3,17,5,25,3,25,2,18,3,17,4,18,3,24,3,17,5,16,4,17,3,19,3,17,4,18,3,3,5,26,6,25,22,23,4,27,5,25,7,24,26,2,26,2,5,4,23,4,26,1,24,4,1,6,23,24,4,5,24,5,23,5,23,5,25,3,25,3,25,7,4,6,4,4,25,7,2,7,4,22,30,26,4,24,3,24,6,2,23,4,0,30,0,30,0,4,0,30,0,30,0,30,0,6,0,6,22,5,0,30,0,30,0,4,25,2,0,30,0,30,0,30,0,30,0,3,0,2,0,6,0,6,0,30,0,30,0,6,0,0,4,0,4,0,4,0,30,0,30,0,6,1.0
14,10,15,12,11,25,3,26,4,19,4,17,10,16,10,13,15,24,3,3,13,12,12,15,14,11,14,4,24,4,18,9,12,14,25,4,24,8,15,4,18,3,18,3,16,9,16,8,16,5,13,10,15,11,14,11,15,5,19,4,25,3,17,8,18,8,17,4,16,3,13,12,17,3,18,4,15,9,13,4,14,9,17,4,13,11,12,11,14,5,16,4,13,5,14,4,2,4,27,5,25,10,22,3,28,4,26,7,23,18,6,18,6,5,12,13,12,18,7,12,12,3,6,23,12,12,5,24,5,22,4,23,4,25,2,26,2,26,7,12,6,12,3,26,7,6,7,12,29,12,30,0,29,0,30,0,0,29,0,15,13,4,22,17,0,16,14,15,12,5,21,16,0,5,0,29,0,15,21,6,14,6,0,30,0,5,14,17,13,15,12,16,12,17,0,17,0,16,0,17,0,6,23,4,25,4,1,2,16,0,16,0,16,0,3,24,4,14,6,0,1.0
15,5,16,12,14,26,3,26,2,23,3,21,6,20,10,15,14,25,3,2,14,12,14,14,15,11,16,4,24,3,22,5,14,13,25,2,24,3,16,3,23,3,22,3,20,5,21,3,17,3,14,5,16,7,15,6,17,4,24,3,26,2,22,3,22,3,22,3,21,3,15,7,23,3,23,2,16,3,14,4,16,4,22,3,14,7,14,6,15,3,17,3,15,4,15,3,3,5,26,6,25,19,23,4,27,5,25,7,24,23,5,23,5,5,7,20,7,23,4,21,7,4,6,23,21,7,5,24,5,23,5,23,5,25,3,25,3,25,7,7,6,7,4,25,7,5,7,7,26,15,29,0,28,0,28,1,0,27,1,4,21,0,30,9,1,5,21,5,21,0,30,9,2,0,2,27,1,2,30,0,21,0,1,29,0,0,21,9,17,8,17,9,16,9,0,9,0,5,2,9,1,0,30,0,30,0,2,0,9,0,9,1,5,1,0,30,0,21,0,2,1.0
11,10,13,17,11,23,4,24,4,18,6,16,12,15,16,12,18,21,4,4,11,17,11,18,12,16,11,6,21,5,17,10,11,17,22,5,20,8,12,5,18,4,17,4,15,11,16,10,13,6,11,11,13,12,12,12,13,7,19,5,23,4,16,9,17,8,17,7,16,5,12,12,17,5,18,5,12,8,11,6,12,10,16,5,11,12,11,11,11,6,13,5,12,7,12,7,4,6,25,7,24,21,22,5,26,6,24,8,23,24,4,24,4,6,6,22,6,24,4,22,6,3,7,22,22,6,6,23,6,22,6,22,6,24,4,24,4,24,8,6,7,6,5,24,8,4,8,6,29,10,30,0,29,0,30,0,0,29,0,14,13,0,30,17,0,15,14,14,13,0,30,16,0,0,1,29,0,14,30,0,14,0,0,30,0,0,14,17,12,15,11,16,11,17,0,17,0,15,1,17,0,0,30,0,30,0,1,0,16,0,16,0,15,0,0,30,0,14,0,1,1.0
15,8,16,12,14,26,3,26,3,21,3,19,8,17,10,15,14,25,3,2,14,12,14,14,15,11,16,4,24,4,20,7,14,13,25,3,24,6,16,3,20,3,20,3,17,8,18,7,17,4,15,9,16,9,16,9,16,4,21,3,26,2,19,7,20,6,19,3,18,3,15,10,20,3,20,3,16,6,15,4,15,7,19,4,14,9,14,9,15,4,17,3,15,4,16,3,2,4,27,6,25,17,23,3,28,5,26,7,24,22,5,22,5,5,8,18,8,22,4,19,8,3,6,23,19,8,5,24,5,23,5,23,4,25,2,26,2,26,7,8,6,8,3,26,7,5,7,8,25,13,28,1,27,1,27,2,0,26,2,12,16,0,30,14,2,12,16,12,16,0,30,14,3,0,3,25,2,11,30,0,16,0,2,28,0,0,16,14,14,13,14,14,14,14,1,14,0,12,3,14,2,0,30,0,30,0,3,0,14,1,14,2,12,2,0,30,0,16,0,3,1.0
17,9,19,11,17,25,2,26,3,21,5,20,10,19,10,18,12,23,3,2,17,11,17,12,18,10,17,4,23,4,21,9,17,11,24,5,22,8,18,3,20,2,20,3,19,9,19,8,19,5,17,9,19,10,18,10,19,5,21,3,25,2,19,8,20,8,20,5,19,3,18,10,19,3,20,5,18,8,17,4,18,8,19,4,17,10,17,9,17,5,19,3,18,5,18,5,1,2,28,3,27,24,26,2,29,2,27,4,27,26,3,26,3,2,4,24,4,26,2,25,4,2,3,26,25,4,2,27,2,26,2,26,3,28,1,27,1,27,4,4,3,4,2,27,4,3,4,4,29,20,30,0,29,0,30,1,0,29,0,1,25,0,30,5,0,2,25,2,25,0,30,5,1,0,1,29,0,0,30,0,25,0,0,30,0,0,25,5,22,5,22,5,21,5,0,5,0,2,1,5,1,0,30,0,30,0,1,0,5,0,5,0,2,0,0,30,0,25,0,1,1.0
13,10,15,15,13,20,7,21,7,19,9,18,11,18,14,14,16,18,8,6,13,15,13,16,14,14,13,9,18,8,18,10,13,15,19,8,18,9,14,8,19,7,18,8,18,10,18,9,15,9,13,10,15,11,14,11,15,10,20,8,20,7,18,9,18,9,19,10,18,8,14,11,18,8,19,8,14,9,13,9,14,9,18,8,13,11,13,10,13,9,15,8,14,10,14,10,3,5,26,6,25,24,23,4,27,5,25,7,24,28,0,28,0,5,2,26,2,28,0,26,2,0,6,23,26,2,5,24,5,23,5,23,5,25,3,25,3,25,7,2,6,2,4,25,7,0,7,2,29,9,30,0,29,0,30,0,0,29,0,14,13,0,30,17,0,15,13,15,13,0,30,17,1,0,1,29,0,14,30,0,13,0,0,30,0,0,13,17,11,16,11,17,10,17,0,17,0,15,1,17,0,0,30,0,30,0,1,0,17,0,17,0,15,0,0,30,0,13,0,1,1.0
17,7,18,10,16,26,3,26,2,21,3,19,8,18,8,17,12,25,3,2,16,10,16,12,17,9,18,4,24,3,20,7,16,11,25,2,24,5,18,3,21,3,20,3,18,7,19,5,19,3,16,7,18,9,17,8,19,4,22,3,26,2,20,5,20,5,20,3,19,3,17,9,21,3,21,2,18,5,16,4,18,6,20,3,16,9,16,8,17,3,19,3,17,4,17,3,4,6,25,7,24,9,22,5,26,6,24,8,23,11,18,11,18,6,19,9,19,11,17,10,19,17,7,22,10,19,6,23,6,22,6,22,6,24,4,24,4,24,8,19,7,19,5,24,8,18,8,19,25,24,28,1,27,1,27,3,0,26,2,0,28,0,30,2,2,0,28,0,28,0,30,2,3,0,3,25,2,0,30,0,28,0,2,28,0,0,28,2,26,2,26,2,26,2,1,2,0,0,3,2,3,0,30,0,30,0,3,0,2,1,2,2,0,2,0,30,0,28,0,3,1.0
14,12,16,14,14,19,10,19,10,18,11,17,13,16,13,15,15,18,10,9,14,14,14,15,15,13,15,11,17,11,17,12,14,14,18,10,17,11,15,10,17,10,17,10,16,12,16,11,16,11,14,12,16,13,15,13,16,11,18,10,19,9,16,11,17,11,17,11,16,10,15,13,17,10,17,10,15,11,14,11,15,11,16,11,14,13,14,12,14,11,16,10,15,11,15,11,4,6,25,9,22,30,20,5,26,8,24,10,21,30,0,30,0,8,0,30,0,30,0,30,0,0,9,20,30,0,8,21,8,20,8,20,6,22,4,24,4,24,10,0,9,0,5,24,10,0,10,0,29,30,30,0,29,0,30,1,0,29,0,0,30,0,30,0,0,0,30,0,30,0,30,0,1,0,1,29,0,0,30,0,30,0,0,30,0,0,30,0,30,0,30,0,30,0,0,0,0,0,1,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0,30,0,30,0,1,-1.0
16,10,18,12,16,22,6,22,6,20,8,19,11,18,11,17,13,20,7,4,16,12,16,13,17,11,17,8,19,8,19,10,16,12,20,7,19,9,17,6,19,6,19,7,18,10,18,9,18,8,16,10,18,11,17,11,18,8,20,6,22,5,18,9,19,9,19,8,18,7,17,11,19,7,19,7,17,9,16,8,17,9,18,8,16,11,16,10,16,8,18,6,17,8,17,8,2,4,27,5,26,18,24,3,28,4,26,6,25,25,1,25,1,4,5,21,5,25,1,21,5,0,5,24,21,5,4,25,4,24,4,24,4,26,2,26,2,26,6,5,5,5,3,26,6,1,6,5,29,22,30,0,29,0,30,1,0,29,0,1,27,0,30,3,0,0,27,0,27,0,30,3,1,0,1,29,0,0,30,0,27,0,0,30,0,0,27,3,24,3,24,3,25,3,0,3,0,0,1,3,1,0,30,0,30,0,1,0,3,0,3,0,0,0,0,30,0,27,0,1,1.0
13,8,15,15,13,24,5,24,5,20,6,17,11,16,14,14,16,23,5,4,13,15,13,16,14,14,14,6,22,6,19,8,13,15,23,5,22,6,14,5,19,5,19,5,17,10,16,9,15,6,13,10,15,11,14,11,15,6,20,5,24,4,18,7,19,8,17,6,16,5,14,11,19,5,19,5,14,8,13,6,14,9,18,6,13,11,13,10,13,6,15,5,14,6,14,6,8,10,21,14,17,30,15,9,22,13,20,15,16,30,0,30,0,13,0,30,0,30,0,30,0,0,14,15,30,0,13,16,13,15,13,15,10,17,8,20,8,20,15,0,14,0,9,20,15,0,15,0,11,30,16,12,15,12,14,15,10,13,14,0,30,0,30,0,14,0,30,0,30,0,30,0,15,0,15,11,14,0,30,0,30,0,14,16,10,0,30,0,30,0,30,0,30,0,12,0,10,0,15,0,15,0,30,0,30,0,15,0,0,12,0,14,0,14,0,30,0,30,0,15,1.0
