@relation 'Sax dominant'

@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMaaa numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o2atMcca numeric
@attribute o2atLcca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcaa numeric
@attribute o2atLcaa numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdca numeric
@attribute o2atLdca numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atLeee numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdba numeric
@attribute o2atLdba numeric
@attribute o2atMcdb numeric
@attribute o2atLcdb numeric
@attribute o2atMded numeric
@attribute o2atLded numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atLeee numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMabe numeric
@attribute o3atLabe numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute destClass {2,1}

@data
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,11,14,10,12,18,17,14,11,14,15,16,16,13,19,12,11,19,14,17,30,11,16,15,14,14,11,14,11,18,18,13,30,0,17,12,11,11,11,17,14,14,0,30,0,14,11,15,14,11,11,14,12,30,0,14,15,17,11,14,14,9,20,7,30,15,13,15,15,14,19,8,21,8,21,9,14,13,15,13,16,14,8,14,9,19,0,30,0,30,0,30,0,14,0,30,0,30,16,13,0,30,8,20,0,30,0,0,30,0,30,0,14,7,21,0,14,2.0
25,4,25,4,23,28,1,5,23,5,25,3,30,3,24,5,24,5,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,5,1,4,1,0,25,0,1,5,2,5,1,5,30,0,0,30,0,30,0,30,0,0,0,0,5,2,4,0,5,0,0,1,0,0,1,0,1,29,14,13,12,14,15,25,12,13,14,15,14,16,5,27,4,13,16,14,14,30,3,16,13,16,12,13,13,12,16,26,5,30,0,25,4,14,3,12,15,15,12,0,30,0,16,3,16,12,13,3,16,4,30,0,14,13,25,3,14,13,1,28,0,30,15,13,14,13,13,27,0,29,0,29,1,14,10,17,11,16,11,0,14,1,28,0,30,0,30,0,30,0,14,0,30,0,30,17,11,0,30,0,28,0,30,0,0,30,0,30,0,14,0,29,0,14,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,22,12,11,14,15,14,16,8,24,7,11,18,14,16,30,6,16,13,16,13,12,14,11,18,23,8,30,0,22,7,12,6,11,17,15,13,0,30,0,16,6,16,12,12,6,16,7,30,0,14,14,22,6,11,16,6,23,4,30,13,16,12,16,11,22,5,24,5,24,6,17,14,14,15,13,15,5,17,6,22,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,5,23,0,30,0,0,30,0,30,0,17,4,24,0,17,2.0
25,1,26,2,23,29,0,3,23,3,26,0,28,0,25,4,24,2,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,2,0,2,1,1,27,1,0,4,0,3,0,3,28,0,0,29,0,29,0,30,0,0,1,0,4,0,1,0,4,0,1,0,1,0,1,0,0,30,12,13,10,12,17,26,12,11,14,15,14,16,4,28,3,11,18,14,16,30,2,16,13,16,13,12,14,11,18,27,4,30,0,26,3,12,2,11,17,15,13,0,30,0,16,2,16,12,12,2,16,3,30,0,14,14,26,2,12,15,5,25,3,30,14,15,13,15,12,24,4,26,3,25,4,15,13,15,14,14,14,4,16,4,24,0,30,0,30,0,30,0,16,0,30,0,30,15,13,0,30,3,24,0,30,0,0,30,0,30,0,16,3,25,0,16,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,11,11,13,16,21,10,12,12,17,12,18,9,23,8,12,17,16,15,30,7,18,11,18,11,13,12,12,17,22,9,30,0,21,8,13,7,12,16,17,11,0,30,0,18,7,18,10,13,7,18,8,30,0,16,12,21,7,12,15,2,27,0,30,14,15,13,15,12,26,1,28,1,28,2,16,13,15,14,14,14,1,16,2,26,0,30,0,30,0,30,0,16,0,30,0,30,15,13,0,30,1,27,0,30,0,0,30,0,30,0,16,0,28,0,16,2.0
18,10,18,10,15,28,1,12,16,12,18,10,30,9,16,12,16,11,1,30,1,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,12,1,10,1,0,18,0,1,12,1,12,1,12,30,0,0,30,0,30,0,30,0,0,0,0,12,2,10,0,12,0,0,1,0,0,1,0,1,29,14,11,12,14,15,23,10,13,12,17,12,18,7,25,6,13,16,16,14,30,5,18,11,18,11,14,12,13,16,24,7,30,0,23,6,14,5,13,15,17,11,0,30,0,18,5,18,10,14,5,18,6,30,0,16,12,23,5,13,15,9,21,7,27,14,14,14,15,13,20,8,22,7,20,8,14,13,15,14,15,14,8,14,8,20,0,29,0,29,1,28,1,15,0,30,0,28,15,13,1,28,7,20,0,30,0,0,30,0,30,0,15,7,21,0,15,1.0
25,4,25,4,23,24,1,5,23,5,25,3,30,3,24,5,24,5,1,26,4,25,4,25,4,24,0,30,2,26,3,25,3,26,0,30,2,29,4,5,1,4,1,0,25,0,1,5,4,5,1,5,30,0,0,30,0,30,0,30,0,4,0,3,5,4,4,4,5,4,0,1,0,0,1,0,1,25,14,7,12,14,15,24,6,13,8,20,10,22,6,26,5,13,16,18,14,30,4,22,8,20,7,14,8,13,16,25,6,30,0,24,5,14,4,13,15,19,7,0,30,0,20,4,21,6,14,4,20,5,30,0,18,9,24,4,10,17,4,25,2,30,12,17,11,17,10,24,3,26,3,26,4,18,15,13,16,12,16,3,18,4,24,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,3,25,0,30,0,0,30,0,30,0,18,2,26,0,18,1.0
24,5,24,5,22,28,1,6,22,6,24,4,30,4,23,6,23,6,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,6,1,5,1,0,24,0,1,6,2,6,1,6,30,0,0,30,0,30,0,30,0,0,0,0,6,2,5,0,6,0,0,1,0,0,1,0,1,29,15,11,13,15,14,21,10,14,12,17,12,18,9,23,8,14,15,16,13,30,7,18,11,18,10,14,11,13,15,22,9,30,0,21,8,15,7,13,14,17,10,0,30,0,18,7,18,10,14,7,18,8,30,0,16,11,21,7,11,16,7,23,5,30,13,16,12,16,11,22,6,24,5,23,6,16,14,14,15,13,15,6,17,6,22,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,5,22,0,30,0,0,30,0,30,0,17,5,23,0,17,1.0
28,1,28,1,26,28,1,2,26,2,28,0,30,0,27,2,27,2,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,2,1,1,1,0,28,0,1,2,2,2,1,2,30,0,0,30,0,30,0,30,0,0,0,0,2,2,1,0,2,0,0,1,0,0,1,0,1,29,15,8,13,15,14,24,7,14,10,18,11,20,6,26,5,14,15,17,13,30,4,20,9,19,8,15,10,14,15,25,6,30,0,24,5,15,4,14,14,18,9,0,30,0,19,4,20,8,15,4,19,5,30,0,17,10,24,4,10,17,3,26,1,30,12,17,11,17,10,25,2,27,2,27,3,18,15,13,16,12,16,2,18,3,25,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,2,26,0,30,0,0,30,0,30,0,18,1,27,0,18,1.0
28,1,28,1,26,19,1,2,26,2,28,0,30,0,27,2,27,2,1,22,9,20,8,20,9,19,0,30,6,21,8,21,7,21,0,30,6,29,9,2,1,1,1,0,28,0,1,2,9,2,1,2,30,0,0,30,0,30,0,30,0,8,0,7,2,9,1,8,2,8,0,1,0,0,1,0,1,20,14,11,12,14,15,20,10,13,12,17,12,18,10,22,9,13,16,16,14,28,8,18,11,18,11,14,12,13,16,21,10,29,2,20,9,14,8,13,15,17,11,0,30,1,18,8,18,10,14,8,18,9,28,1,16,12,20,8,12,16,9,21,7,30,13,15,13,17,12,20,8,22,7,21,8,15,15,13,15,14,16,8,16,8,20,0,30,0,30,0,30,0,16,0,30,0,30,14,15,0,30,7,20,0,30,0,0,30,0,30,0,16,7,21,0,16,1.0
26,3,26,3,24,28,1,4,24,4,26,2,30,2,25,4,25,4,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,4,1,3,1,0,26,0,1,4,2,4,1,4,30,0,0,30,0,30,0,30,0,0,0,0,4,2,3,0,4,0,0,1,0,0,1,0,1,29,12,14,11,13,17,18,14,12,14,15,16,16,12,20,11,12,18,14,16,28,10,16,15,14,14,12,14,12,17,19,12,29,2,18,11,12,10,12,16,14,14,0,30,1,14,10,15,14,12,10,14,11,28,1,14,15,18,10,16,12,12,18,10,30,17,11,17,13,16,17,11,19,10,18,11,11,11,17,11,18,12,11,12,11,17,0,30,0,30,0,30,0,12,0,30,0,30,18,11,0,30,10,17,0,30,0,0,30,0,30,0,12,10,18,0,12,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,10,11,13,16,23,9,12,12,16,13,18,7,25,6,12,17,15,15,30,5,18,11,17,10,13,12,12,17,24,7,30,0,23,6,13,5,12,16,16,11,0,30,0,17,5,18,10,13,5,17,6,30,0,15,12,23,5,10,18,4,25,2,30,11,17,11,18,10,24,3,26,3,26,4,18,16,12,17,12,17,3,18,4,24,0,30,0,30,0,30,0,18,0,30,0,30,12,16,0,30,3,25,0,30,0,0,30,0,30,0,18,2,26,0,18,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,10,11,13,16,26,9,12,11,18,11,19,4,28,3,12,17,17,15,30,2,19,10,19,10,13,11,12,17,27,4,30,0,26,3,13,2,13,16,18,11,0,30,0,19,2,19,9,13,2,19,3,30,0,17,11,26,2,8,19,0,30,0,30,9,20,8,19,7,30,0,30,0,30,0,20,16,11,17,10,17,0,20,0,30,0,30,0,30,0,30,0,20,0,30,0,30,11,17,0,30,0,30,0,30,0,0,30,0,30,0,20,0,30,0,20,2.0
4,23,6,24,4,29,0,24,4,24,5,23,27,23,5,25,4,23,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,23,0,24,0,2,6,2,0,25,0,24,0,24,27,0,0,28,2,28,0,29,1,0,2,0,25,0,23,0,25,0,2,0,2,0,1,1,0,30,14,11,12,14,15,27,10,13,12,17,12,18,3,29,2,13,16,16,14,30,1,18,11,18,10,13,11,12,16,28,3,30,0,27,2,14,1,12,15,17,10,0,30,0,18,1,18,10,13,1,18,2,30,0,16,11,27,1,29,0,6,24,4,30,30,0,29,0,29,23,5,25,4,24,5,0,0,30,0,29,0,5,1,5,23,0,30,0,30,0,30,0,1,0,30,0,30,30,0,0,30,4,23,0,30,0,0,30,0,30,0,1,4,24,0,1,2.0
30,0,30,0,30,18,1,0,30,0,30,0,30,0,30,0,30,0,1,20,10,19,10,19,10,18,0,30,8,20,9,19,9,20,0,30,8,29,10,0,1,0,1,0,30,0,1,0,10,0,1,0,30,0,0,30,0,30,0,30,0,10,0,9,0,10,0,10,0,10,0,1,0,0,1,0,1,19,15,11,13,15,14,21,10,14,12,17,12,18,9,23,8,14,15,16,13,28,7,18,11,18,11,15,12,14,15,22,9,29,2,21,8,15,7,14,14,17,11,0,30,1,18,7,18,10,15,7,18,8,28,1,16,12,21,7,11,17,5,24,3,30,12,16,12,18,11,23,4,25,4,25,5,17,16,12,16,13,17,4,17,5,23,0,30,0,30,0,30,0,17,0,30,0,30,13,16,0,30,4,24,0,30,0,0,30,0,30,0,17,3,25,0,17,1.0
13,16,13,16,11,29,1,17,11,17,13,15,30,15,12,17,12,16,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,16,1,16,1,0,13,0,0,17,0,17,0,17,30,0,0,30,0,30,0,30,0,0,0,0,17,1,16,0,17,0,0,0,0,0,1,0,0,30,13,13,11,13,16,23,12,12,14,15,14,16,7,25,6,12,17,14,15,30,5,16,13,16,13,13,14,12,17,24,7,30,0,23,6,13,5,12,16,15,13,0,30,0,16,5,16,12,13,5,16,6,30,0,14,14,23,5,16,11,10,20,8,25,18,11,17,11,16,19,9,21,8,19,9,11,9,19,10,18,10,9,11,9,19,2,27,2,27,3,26,3,12,1,30,2,26,19,9,3,25,8,19,0,30,0,0,30,0,30,0,12,8,20,2,12,2.0
27,0,28,1,27,29,0,1,27,1,28,0,28,0,28,2,27,0,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,0,0,1,1,1,29,1,0,2,0,1,0,1,28,0,0,29,0,29,0,30,0,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,30,13,12,11,13,16,27,11,12,13,16,13,17,3,29,2,12,17,15,15,30,1,17,12,17,12,13,13,12,17,28,3,30,0,27,2,13,1,12,16,16,12,0,30,0,17,1,17,11,13,1,17,2,30,0,15,13,27,1,13,14,0,30,0,30,15,15,14,14,13,30,0,30,0,30,0,15,12,16,13,15,13,0,15,0,30,0,30,0,30,0,30,0,15,0,30,0,30,16,12,0,30,0,30,0,30,0,0,30,0,30,0,15,0,30,0,15,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,13,11,13,16,19,13,12,14,15,15,16,11,21,10,12,17,14,15,28,9,16,14,15,13,13,14,12,17,20,11,29,2,19,10,13,9,12,16,15,13,0,30,1,15,9,16,13,13,9,15,10,28,1,14,14,19,9,13,15,5,24,3,30,14,14,14,16,13,23,4,25,4,25,5,15,14,14,14,15,15,4,15,5,23,0,30,0,30,0,30,0,15,0,30,0,30,15,14,0,30,4,24,0,30,0,0,30,0,30,0,15,3,25,0,15,2.0
8,21,8,21,6,29,1,22,6,22,8,20,30,20,7,22,7,21,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,21,1,21,1,0,8,0,0,22,0,22,0,22,30,0,0,30,0,30,0,30,0,0,0,0,22,1,21,0,22,0,0,0,0,0,1,0,0,30,13,12,11,13,16,19,11,12,13,16,13,17,9,23,7,12,17,15,15,30,6,17,12,16,12,13,13,12,17,21,9,30,0,20,8,13,7,12,16,16,12,0,30,0,17,7,17,11,13,7,16,8,30,0,15,13,21,6,29,0,8,22,6,27,30,0,29,0,29,21,7,23,6,21,7,0,0,30,0,29,0,7,0,7,21,0,29,0,29,1,28,1,1,0,30,0,28,30,0,1,28,6,21,0,30,0,0,30,0,30,0,1,6,22,0,1,2.0
26,3,26,3,24,28,1,4,24,4,26,2,30,2,25,4,25,4,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,4,1,3,1,0,26,0,1,4,2,4,1,4,30,0,0,30,0,30,0,30,0,0,0,0,4,2,3,0,4,0,0,1,0,0,1,0,1,29,13,13,11,13,16,20,12,12,14,15,14,16,10,22,9,12,17,14,15,30,8,16,13,16,13,13,14,12,17,21,10,30,0,20,9,13,8,12,16,15,13,0,30,0,16,8,16,12,13,8,16,9,30,0,14,14,20,8,14,14,10,20,8,30,15,13,15,15,14,19,9,21,8,20,9,13,13,15,13,16,14,9,14,9,19,0,30,0,30,0,30,0,14,0,30,0,30,16,13,0,30,8,19,0,30,0,0,30,0,30,0,14,8,20,0,14,2.0
28,1,28,1,26,28,1,2,26,2,28,0,30,0,27,2,27,2,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,2,1,1,1,0,28,0,1,2,2,2,1,2,30,0,0,30,0,30,0,30,0,0,0,0,2,2,1,0,2,0,0,1,0,0,1,0,1,29,13,12,11,13,16,21,11,12,13,16,13,17,9,23,8,12,17,15,15,30,7,17,12,17,12,13,13,12,17,22,9,30,0,21,8,13,7,12,16,16,12,0,30,0,17,7,17,11,13,7,17,8,30,0,15,13,21,7,12,15,4,25,2,30,14,15,13,15,12,24,3,26,3,26,4,16,13,15,14,14,14,3,16,4,24,0,30,0,30,0,30,0,16,0,30,0,30,15,13,0,30,3,25,0,30,0,0,30,0,30,0,16,2,26,0,16,2.0
24,5,24,5,22,28,1,6,22,6,24,4,30,4,23,6,23,6,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,6,1,5,1,0,24,0,1,6,2,6,1,6,30,0,0,30,0,30,0,30,0,0,0,0,6,2,5,0,6,0,0,1,0,0,1,0,1,29,13,12,11,13,16,22,11,12,13,16,13,17,8,24,7,12,17,15,15,30,6,17,12,17,12,13,13,12,17,23,8,30,0,22,7,13,6,12,16,16,12,0,30,0,17,6,17,11,13,6,17,7,30,0,15,13,22,6,11,17,6,24,4,30,12,16,12,18,11,23,5,25,4,24,5,16,16,12,16,13,17,5,17,5,23,0,30,0,30,0,30,0,17,0,30,0,30,13,16,0,30,4,23,0,30,0,0,30,0,30,0,17,4,24,0,17,1.0
27,0,28,1,27,29,0,1,27,1,28,0,28,0,28,2,27,0,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,0,0,1,1,1,29,1,0,2,0,1,0,1,28,0,0,29,0,29,0,30,0,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,30,13,13,11,13,16,26,12,12,14,15,14,16,4,28,3,12,17,14,15,30,2,16,13,16,13,13,14,12,17,27,4,30,0,26,3,13,2,12,16,15,13,0,30,0,16,2,16,12,13,2,16,3,30,0,14,14,26,2,11,16,2,27,0,30,13,16,12,16,11,26,1,28,1,28,2,17,14,14,15,13,15,1,17,2,26,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,1,27,0,30,0,0,30,0,30,0,17,0,28,0,17,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,11,11,13,16,24,10,12,12,17,12,18,6,26,5,12,17,16,15,30,4,18,11,18,11,13,12,12,17,25,6,30,0,24,5,13,4,12,16,17,11,0,30,0,18,4,18,10,13,4,18,5,30,0,16,12,24,4,11,16,0,30,0,30,13,17,12,16,11,30,0,30,0,30,0,17,14,14,15,13,15,0,17,0,30,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,0,30,0,30,0,0,30,0,30,0,17,0,30,0,17,2.0
21,8,21,8,19,29,1,9,19,9,21,7,30,7,20,9,20,8,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,8,1,8,1,0,21,0,0,9,0,9,0,9,30,0,0,30,0,30,0,30,0,0,0,0,9,1,8,0,9,0,0,0,0,0,1,0,0,30,13,12,11,13,16,21,11,12,13,16,13,17,9,23,8,12,17,15,15,30,7,17,12,17,12,13,13,12,17,22,9,30,0,21,8,13,7,12,16,16,12,0,30,0,17,7,17,11,13,7,17,8,30,0,15,13,21,7,13,14,9,21,7,30,15,14,14,14,13,20,8,22,7,21,8,14,12,16,13,15,13,8,15,8,20,0,30,0,30,0,30,0,15,0,30,0,30,16,12,0,30,7,20,0,30,0,0,30,0,30,0,15,7,21,0,15,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,26,10,13,12,17,12,18,4,28,3,13,16,16,14,30,2,18,11,18,11,14,12,13,16,27,4,30,0,26,3,14,2,13,15,17,11,0,30,0,18,2,18,10,14,2,18,3,30,0,16,12,26,2,8,19,0,30,0,30,10,20,9,19,8,30,0,30,0,30,0,20,17,11,18,10,18,0,20,0,30,0,30,0,30,0,30,0,20,0,30,0,30,11,17,0,30,0,30,0,30,0,0,30,0,30,0,20,0,30,0,20,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,22,10,13,12,17,12,18,8,24,7,13,16,16,14,30,6,18,11,18,11,14,12,13,16,23,8,30,0,22,7,14,6,13,15,17,11,0,30,0,18,6,18,10,14,6,18,7,30,0,16,12,22,6,8,19,2,27,0,30,10,19,9,19,8,26,1,28,1,28,2,20,17,11,18,10,18,1,20,2,26,0,30,0,30,0,30,0,20,0,30,0,30,11,17,0,30,1,27,0,30,0,0,30,0,30,0,20,0,28,0,20,1.0
26,3,26,3,24,28,1,4,24,4,26,2,30,2,25,4,25,4,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,4,1,3,1,0,26,0,1,4,2,4,1,4,30,0,0,30,0,30,0,30,0,0,0,0,4,2,3,0,4,0,0,1,0,0,1,0,1,29,13,12,11,13,16,22,11,12,13,16,13,17,8,24,7,12,17,15,15,30,6,17,12,17,12,13,13,12,17,23,8,30,0,22,7,13,6,12,16,16,12,0,30,0,17,6,17,11,13,6,17,7,30,0,15,13,22,6,14,13,5,25,3,30,16,13,15,13,14,24,4,26,3,25,4,13,11,17,12,16,12,4,14,4,24,0,30,0,30,0,30,0,14,0,30,0,30,17,11,0,30,3,24,0,30,0,0,30,0,30,0,14,3,25,0,14,2.0
