@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2.0,1.0}

@data
63,34,79,27,58,40,50,64,10,12,82,26,76,64,29,52,42,11,84,13,81,15,79,17,77,28,66,59,35,52,29,66,1,11,67,13,77,28,42,64,29,59,34,51,42,10,83,94,11,17,66,52,35,81,12,11,80,60,1,28,66,81,12,16,78,95,0,17,76,94,0,0,11,82,82,0,13,79,15,77,17,66,11,81,14,80,28,42,15,66,53,1,11,78,13,79,15,77,17,42,11,43,17,42,28,35,12,14,65,13,11,79,59,29,52,35,29,1,59,29,15,42,15,66,13,80,59,13,28,35,13,66,14,79,16,1,11,77,2.0
63,35,80,29,57,45,47,61,9,12,83,29,75,64,31,49,47,10,85,13,81,16,79,18,77,32,63,59,37,49,31,65,1,11,64,13,76,31,46,64,30,58,36,48,46,10,84,94,12,19,64,49,37,81,13,11,80,59,1,31,62,81,13,17,78,95,0,17,76,94,0,0,10,82,82,0,13,79,16,77,18,63,10,81,14,80,32,47,15,63,49,1,11,77,14,79,15,76,18,46,11,47,19,47,32,37,11,14,64,13,10,79,58,30,48,36,32,1,59,31,15,46,16,64,12,81,58,13,31,36,13,63,15,78,16,1,10,76,2.0
63,34,79,29,58,44,48,61,9,12,83,27,76,64,31,50,46,10,85,13,81,16,79,17,78,31,64,60,36,50,31,65,1,11,65,13,77,30,45,64,30,59,35,49,45,10,84,94,13,18,65,50,36,80,14,11,80,60,1,30,64,80,14,16,78,95,0,17,76,94,0,0,10,82,81,0,12,79,16,78,17,64,10,81,14,80,31,46,15,64,50,1,11,78,14,79,15,76,17,45,11,46,18,46,31,36,11,15,64,14,10,79,59,30,49,35,31,1,60,31,15,45,16,65,12,81,59,14,30,35,13,64,14,78,16,1,10,77,2.0
69,28,79,23,62,42,46,59,11,14,81,31,75,70,24,50,46,12,83,15,79,17,78,18,77,34,61,64,31,50,25,71,5,13,62,15,76,33,45,70,24,64,30,49,45,12,82,88,13,19,62,50,31,80,14,13,79,65,6,33,61,80,14,17,77,90,5,18,75,89,5,4,12,80,81,5,14,78,17,77,18,61,12,79,15,78,34,46,16,61,50,6,13,77,16,78,16,75,18,45,13,46,19,46,34,31,13,15,70,14,12,78,64,24,49,30,34,6,64,25,16,45,17,62,14,79,64,14,33,30,15,61,15,77,17,6,12,76,1.0
67,28,78,25,64,41,49,63,8,11,84,27,77,68,26,52,44,9,86,12,82,14,81,16,79,30,65,65,30,52,27,69,0,10,66,12,78,29,43,68,26,65,29,51,43,8,85,94,14,17,66,52,30,79,15,10,82,66,1,29,65,79,15,15,80,95,0,16,78,94,0,0,9,83,80,0,12,80,14,79,16,65,8,82,12,81,30,44,13,65,52,1,10,79,13,81,13,78,16,43,10,44,17,44,30,30,10,16,68,15,9,81,65,26,51,29,30,1,65,27,13,43,14,66,11,81,65,15,29,29,12,65,13,80,14,1,9,78,2.0
65,30,77,27,62,42,48,57,10,12,82,33,75,66,28,51,45,11,84,13,81,16,79,19,77,36,60,63,32,51,29,67,2,12,60,13,76,35,44,66,28,63,31,50,44,10,83,90,15,19,60,51,32,78,16,12,80,64,3,35,58,78,16,17,78,93,2,17,75,92,2,0,11,82,79,2,13,79,16,77,18,58,11,81,14,80,36,45,15,59,51,3,12,77,14,79,14,76,18,44,12,45,19,45,36,32,12,17,66,16,11,79,63,28,50,31,36,3,63,29,15,44,16,60,13,80,63,16,35,31,13,59,14,79,16,3,11,76,1.0
61,35,76,31,59,40,52,57,11,14,81,31,75,63,33,54,42,12,83,15,79,17,78,18,77,35,60,60,36,54,33,63,1,13,61,15,76,34,41,62,32,59,35,53,41,12,82,94,16,19,61,54,36,77,18,13,79,60,1,34,60,77,17,17,77,95,0,18,75,94,0,0,12,80,78,1,14,78,17,77,18,60,12,79,15,78,35,42,16,60,54,1,13,77,16,78,16,75,18,41,13,42,19,42,35,36,13,18,62,17,12,78,59,32,53,35,35,1,60,33,16,41,17,61,14,79,59,17,34,35,15,60,15,77,17,1,12,76,1.0
68,30,77,24,62,40,52,51,10,12,82,39,75,69,25,54,42,11,84,13,81,17,78,19,77,42,54,63,32,54,26,70,8,12,54,13,76,41,41,69,25,63,31,53,41,10,83,85,15,19,54,54,32,78,16,12,79,64,9,41,52,78,16,17,77,87,8,17,75,86,8,7,11,82,79,8,13,78,17,77,18,52,11,81,15,80,42,42,16,53,54,9,12,77,14,78,15,76,18,41,12,42,19,42,42,32,12,17,69,16,11,78,63,25,53,31,42,9,63,26,16,41,17,54,13,80,63,16,41,31,13,53,15,78,17,9,11,76,1.0
66,32,78,26,60,41,51,62,8,11,84,28,77,67,28,53,43,9,86,12,82,15,80,17,79,31,65,62,34,53,28,68,1,10,65,12,78,30,42,67,27,61,33,52,42,8,85,94,14,17,65,53,34,79,15,10,81,62,1,30,64,79,15,15,79,95,0,16,77,94,0,0,9,83,80,0,12,80,15,79,16,64,9,82,13,81,31,43,14,64,53,1,10,79,13,80,14,78,16,42,10,43,17,43,31,34,10,16,67,15,9,80,61,27,52,33,31,1,62,28,14,42,15,65,12,81,61,15,30,33,12,64,13,80,15,1,9,78,2.0
66,30,81,26,60,45,45,74,10,12,82,18,76,67,27,48,47,11,84,13,81,16,79,17,78,19,75,62,33,48,28,68,0,12,76,13,77,19,47,67,27,62,32,47,47,10,83,94,11,17,76,48,33,82,12,12,80,63,1,19,75,82,12,16,78,95,0,17,76,94,0,0,11,82,83,0,13,79,16,78,17,75,11,81,14,80,20,47,15,75,48,1,12,78,14,79,15,77,17,47,12,48,18,48,20,33,12,13,67,12,11,79,62,27,47,32,20,1,62,28,15,47,16,76,13,80,62,12,19,32,13,75,14,79,16,1,11,77,2.0
65,32,76,27,60,43,47,59,11,12,81,31,75,66,29,49,46,12,83,13,81,17,78,18,77,34,61,62,33,50,29,67,1,13,62,13,76,33,45,66,28,61,33,49,45,11,82,94,16,19,62,50,34,77,17,13,79,62,1,33,60,77,17,17,77,95,0,17,75,94,0,0,12,82,78,0,13,78,17,77,18,60,12,81,15,80,34,46,16,61,50,1,13,77,14,78,15,76,18,45,13,46,19,46,34,34,13,18,66,17,12,78,61,28,49,33,34,1,62,29,16,45,17,62,13,80,61,17,33,33,13,61,15,78,17,1,12,76,1.0
67,29,75,25,63,41,49,58,11,13,81,32,76,68,26,52,43,12,83,14,80,16,78,17,77,34,60,64,31,52,27,69,6,12,61,14,77,34,43,68,26,64,30,51,43,11,82,87,17,17,60,52,31,76,18,12,79,65,7,34,60,76,18,16,77,89,6,17,76,88,6,5,12,81,77,6,14,78,16,77,17,60,12,80,15,79,35,43,16,60,52,7,12,78,14,78,16,77,17,43,13,44,18,43,35,31,13,19,68,18,12,78,64,26,51,30,35,7,64,27,16,43,16,60,14,79,64,18,34,30,14,60,15,78,17,7,12,77,1.0
62,33,76,28,57,37,55,50,8,11,84,36,77,63,30,56,38,9,86,12,82,14,80,16,78,40,54,59,35,56,30,65,1,9,55,12,78,40,38,63,30,59,34,55,38,9,85,94,14,16,54,56,35,78,15,9,81,60,1,40,54,78,15,15,79,95,0,16,78,94,0,0,9,83,79,0,12,80,14,78,16,54,9,82,13,81,40,38,14,54,57,1,9,79,12,80,14,78,16,38,9,39,16,38,40,35,10,17,64,16,9,80,59,30,56,35,41,1,59,30,14,38,14,54,11,82,59,16,40,35,12,54,14,79,15,1,9,78,2.0
68,32,79,24,58,46,42,62,10,13,82,26,76,69,25,46,49,11,84,14,80,16,79,17,78,29,65,60,35,46,26,70,0,12,66,14,77,29,49,69,25,60,34,45,48,11,83,94,13,18,66,46,35,80,14,12,80,61,1,28,65,80,14,16,78,95,0,17,76,94,0,0,11,81,81,0,13,79,16,78,17,65,11,80,14,79,30,50,15,65,46,1,12,78,15,79,15,76,17,49,12,50,18,50,30,35,12,15,69,14,11,79,60,25,45,34,30,1,60,26,15,49,16,66,13,80,60,14,29,34,14,65,14,78,16,1,11,77,1.0
63,34,80,29,58,44,48,71,10,12,82,19,76,64,31,50,46,11,84,13,81,16,79,17,78,22,73,60,36,50,31,65,1,12,74,13,77,21,45,64,30,59,35,49,45,11,83,94,12,18,74,50,36,81,13,12,80,60,1,21,73,81,13,16,78,95,0,17,76,94,0,0,11,82,82,0,12,79,16,78,17,73,11,81,14,80,22,46,15,73,50,1,12,78,14,79,15,76,17,45,12,46,18,46,22,36,12,14,64,13,11,79,59,30,49,35,22,1,60,31,15,45,16,74,12,81,59,13,21,35,13,73,14,78,16,1,11,77,2.0
63,34,76,29,58,42,50,59,10,13,82,31,74,64,31,52,44,11,84,14,80,17,78,19,76,34,61,60,36,52,31,65,1,12,62,14,75,33,43,64,30,59,35,51,43,11,83,94,16,20,62,52,36,77,17,12,79,60,1,33,60,77,17,18,77,95,0,18,75,94,0,0,11,81,78,0,14,78,17,76,19,61,11,80,15,79,34,44,16,61,52,1,12,76,15,78,16,75,19,43,12,44,20,44,34,36,12,18,64,17,11,78,59,30,51,35,34,1,60,31,16,43,17,62,13,80,59,17,33,35,14,61,16,77,17,1,11,75,1.0
68,29,77,24,63,41,49,60,10,13,82,30,75,69,25,52,44,11,84,14,80,16,79,18,77,33,62,64,31,52,26,70,3,12,63,14,76,32,43,69,25,64,30,51,43,11,83,90,15,19,63,52,31,78,16,12,80,65,4,32,61,78,16,17,78,92,3,17,76,91,3,2,11,81,79,3,14,79,16,77,18,62,11,80,14,79,33,44,15,62,52,4,12,77,15,79,15,76,18,43,12,44,19,44,33,31,12,17,69,16,11,79,64,25,51,30,33,4,64,26,15,43,16,63,13,80,64,16,32,30,14,62,15,78,16,4,11,76,1.0
66,32,75,26,60,44,46,55,10,12,82,35,74,67,28,49,47,11,84,14,81,16,79,19,76,38,58,62,34,49,28,68,4,12,58,13,76,37,46,67,27,61,33,48,45,10,83,90,17,19,58,49,34,76,18,12,79,62,4,36,57,76,18,16,77,92,3,18,75,91,3,2,12,82,77,3,13,78,17,77,18,57,11,81,15,80,38,47,16,57,49,4,12,77,14,79,16,76,18,46,12,47,19,47,38,34,12,19,67,18,11,78,61,27,48,33,38,4,62,28,16,46,17,58,13,80,61,18,37,33,13,57,15,78,17,4,11,76,1.0
63,35,78,29,57,43,47,61,10,13,82,29,75,64,31,50,46,11,84,14,80,16,79,18,77,32,63,59,37,50,31,65,1,12,64,14,76,31,45,64,30,58,36,49,45,11,83,94,14,19,64,50,37,79,15,12,80,59,1,31,62,79,15,17,78,95,0,17,76,94,0,0,11,81,80,0,14,79,16,77,18,63,11,80,14,79,32,46,15,63,50,1,12,77,15,79,15,76,18,45,12,46,19,46,32,37,12,16,64,15,11,79,58,30,49,36,32,1,59,31,15,45,16,64,13,80,58,15,31,36,14,63,15,78,16,1,11,76,1.0
68,29,79,24,63,44,44,62,10,13,82,28,76,69,25,48,47,11,84,14,80,15,79,17,77,30,64,64,31,48,26,70,0,11,65,14,77,30,47,69,25,64,30,47,46,11,83,94,13,17,64,48,31,80,14,11,80,65,1,29,64,80,14,16,78,95,0,17,76,94,0,0,11,81,81,0,13,79,15,77,17,64,11,80,14,79,31,47,15,64,48,1,11,78,14,79,15,76,17,47,12,48,18,47,31,31,12,15,69,14,11,79,64,25,47,30,31,1,64,26,15,47,15,64,13,80,64,14,30,30,14,64,14,78,16,1,11,77,1.0
64,31,80,26,59,48,42,66,10,13,82,24,76,65,28,44,50,11,84,14,80,15,79,17,77,26,68,61,33,44,28,67,1,11,69,14,77,26,50,65,28,61,33,44,50,11,83,94,10,17,68,44,33,82,11,11,80,62,1,26,68,82,11,16,78,95,0,17,76,94,0,0,11,81,83,0,13,79,15,77,17,68,11,80,14,79,26,50,15,68,45,1,11,78,14,79,15,76,17,50,11,51,17,50,26,33,12,13,66,12,11,79,61,28,44,33,27,1,61,28,15,50,15,68,13,80,61,12,26,33,14,68,14,78,16,1,11,77,2.0
68,31,79,24,59,49,39,60,10,13,82,30,74,69,25,43,53,11,84,14,80,16,79,19,76,33,62,61,34,43,26,70,0,12,63,14,75,32,51,69,25,61,33,42,51,11,83,94,13,20,63,43,34,80,14,12,80,62,1,31,61,80,14,18,78,95,0,18,75,94,0,0,11,81,81,0,14,79,16,76,18,62,11,80,14,79,33,53,15,62,43,1,12,76,15,79,15,75,19,52,12,53,20,53,33,34,12,15,69,14,11,79,61,25,42,33,33,1,61,26,15,52,16,63,13,80,61,14,32,33,14,62,15,78,16,1,11,75,1.0
66,32,76,26,60,39,55,49,10,12,82,41,72,67,28,56,40,11,84,14,81,16,79,20,75,44,52,62,34,56,28,68,6,12,52,13,75,43,39,67,27,61,33,55,39,10,83,88,16,20,52,56,34,77,17,12,79,62,6,43,51,77,17,16,77,90,5,19,74,89,5,4,12,82,78,5,13,78,17,76,19,51,11,81,15,80,44,40,16,51,56,6,12,76,14,79,16,75,19,39,12,40,20,40,44,34,12,18,67,17,11,78,61,27,55,33,44,6,62,28,16,39,17,52,13,80,61,17,43,33,13,51,15,78,17,6,11,75,1.0
64,33,77,28,61,40,50,60,11,13,81,30,76,66,30,53,42,12,83,14,80,15,79,17,77,32,62,62,34,53,30,66,1,12,63,14,77,32,42,65,29,61,33,52,42,11,82,94,15,17,62,53,34,78,17,12,80,62,1,32,61,78,16,16,78,95,0,16,77,94,0,0,12,81,79,1,14,78,15,77,17,62,11,80,14,79,33,42,15,62,53,1,12,78,14,79,15,77,17,42,13,43,18,42,33,34,13,17,65,16,12,79,61,29,52,33,33,1,62,30,15,42,15,62,13,79,61,16,32,33,14,62,15,78,16,1,12,77,1.0
66,31,81,26,61,44,44,73,9,11,83,17,76,67,27,48,47,10,85,12,82,14,81,17,78,19,75,62,33,48,28,68,0,11,76,12,77,19,47,67,27,62,32,47,47,9,84,94,11,17,76,48,33,82,12,11,82,63,1,19,74,82,12,16,80,95,0,16,77,94,0,0,10,83,83,0,12,80,14,78,17,75,9,82,12,81,20,47,13,75,48,1,11,78,13,81,13,77,17,47,11,48,18,48,20,33,11,13,67,12,10,81,62,27,47,32,20,1,62,28,13,47,14,76,11,81,62,12,19,32,12,75,13,80,14,1,10,77,2.0
65,32,77,25,58,39,51,63,9,11,83,23,77,66,27,53,41,10,85,12,82,14,80,16,78,27,67,60,34,53,27,68,1,10,68,12,78,27,41,66,27,60,33,52,41,9,84,94,13,16,67,53,34,79,14,10,81,61,1,27,66,79,14,15,79,95,0,15,78,94,0,0,10,83,80,0,12,79,14,78,16,67,9,82,13,81,27,41,14,67,54,1,10,79,12,80,14,78,16,41,10,42,16,41,27,34,11,16,67,15,10,80,60,27,53,34,28,1,60,27,14,41,14,67,11,81,60,15,27,34,12,67,14,79,15,1,10,78,2.0
63,36,78,29,56,41,51,59,10,12,82,29,75,64,31,53,42,11,84,13,81,16,79,18,77,32,62,58,38,53,31,65,1,12,63,13,76,32,42,64,30,57,37,52,42,10,83,94,14,19,63,53,38,79,15,12,80,58,1,32,62,79,15,17,78,95,0,18,75,94,0,0,11,82,80,0,13,79,16,77,18,62,11,81,14,80,33,43,15,62,53,1,12,77,14,79,15,76,18,42,12,43,19,43,33,38,12,16,64,15,11,79,57,30,52,37,33,1,58,31,15,42,16,63,13,80,57,15,32,37,13,62,14,79,16,1,11,76,2.0
69,32,79,23,58,43,47,62,10,13,82,28,75,70,24,50,46,11,84,14,80,16,79,18,77,31,64,60,35,50,25,71,0,12,65,14,76,30,45,70,24,60,34,49,45,11,83,94,13,19,65,50,35,80,14,12,80,61,1,30,63,80,14,17,78,95,0,17,76,94,0,0,11,81,81,0,14,79,16,77,18,64,11,80,14,79,31,46,15,64,50,1,12,77,15,79,15,76,18,45,12,46,19,46,31,35,12,15,70,14,11,79,60,24,49,34,31,1,60,25,15,45,16,65,13,80,60,14,30,34,14,64,15,78,16,1,11,76,1.0
69,30,79,23,60,46,42,62,10,13,82,28,76,70,25,46,49,11,84,14,80,15,79,17,77,30,64,63,33,46,25,71,1,11,65,14,77,30,49,70,24,62,32,45,48,11,83,94,13,17,64,46,33,80,14,11,80,63,1,29,64,80,14,16,78,95,0,17,76,94,0,0,11,81,81,0,13,79,15,77,17,64,11,80,14,79,31,49,15,64,46,1,11,78,14,79,15,76,17,49,12,50,18,49,31,33,12,15,70,14,11,79,62,24,45,32,31,1,63,25,15,49,15,64,13,80,62,14,30,32,14,64,14,78,16,1,11,77,1.0
64,35,80,28,59,40,52,70,10,12,82,18,76,65,30,54,42,11,84,13,81,15,79,17,77,22,73,60,36,54,30,66,1,12,74,13,77,21,41,65,29,59,35,53,41,10,83,94,12,18,74,54,36,81,13,12,80,60,1,21,72,81,13,16,78,95,0,16,77,94,0,0,11,82,82,0,13,78,16,78,17,73,10,81,14,80,22,42,15,73,54,1,12,78,14,79,15,77,17,41,12,42,18,42,22,36,12,14,65,13,11,79,59,29,53,35,22,1,60,30,15,41,16,74,12,80,59,13,21,35,13,73,15,78,16,1,11,77,2.0
72,33,87,18,57,53,39,77,8,10,84,15,78,73,20,40,54,9,86,11,83,13,81,15,79,16,78,59,35,40,20,75,1,9,79,11,79,16,54,74,19,58,35,40,54,8,85,94,3,15,78,40,35,89,4,9,82,60,1,16,77,89,5,14,80,95,0,14,79,94,0,0,9,84,90,0,11,80,13,79,15,78,8,83,12,82,16,54,13,78,41,1,9,80,11,81,13,79,15,54,9,55,15,54,16,35,10,6,74,5,9,81,59,20,40,35,17,1,59,20,13,54,13,78,10,82,59,5,16,35,11,78,13,80,14,1,9,79,2.0
69,31,82,23,59,50,40,71,9,11,83,19,77,70,24,42,52,10,85,12,82,15,79,17,78,21,74,61,33,42,25,71,0,11,74,12,78,21,52,70,24,61,33,42,52,9,84,94,8,17,74,42,34,84,10,10,80,62,0,21,73,84,10,15,78,95,0,16,77,94,0,0,10,83,85,0,12,79,16,78,16,73,10,82,14,81,22,53,15,73,43,1,11,79,12,79,15,78,16,52,11,53,17,53,22,34,11,11,70,10,10,79,61,24,42,33,22,1,61,24,15,52,16,74,12,81,61,10,21,33,12,73,14,79,16,1,10,78,2.0
67,30,81,25,62,44,44,71,9,11,83,19,76,68,26,48,48,10,85,12,82,15,80,17,78,22,73,63,32,48,27,69,0,11,74,12,77,21,47,68,26,63,31,47,47,9,84,94,11,18,74,48,32,82,12,11,81,64,1,21,73,82,12,16,79,95,0,17,76,94,0,0,10,83,83,0,12,80,15,78,17,73,10,82,13,81,22,48,14,73,48,1,11,78,13,80,14,77,17,47,11,48,18,48,22,32,11,13,68,12,10,80,63,26,47,31,22,1,63,27,14,47,15,74,12,81,63,12,21,31,12,73,13,80,15,1,10,77,2.0
65,35,78,27,59,40,50,60,11,12,81,30,75,66,29,53,43,12,83,13,81,17,78,18,77,33,62,60,36,53,29,67,1,13,63,13,76,32,42,66,28,59,35,52,42,11,82,94,14,19,63,53,36,79,15,13,79,60,1,32,61,79,15,17,77,95,0,17,75,94,0,0,12,82,80,0,13,78,17,77,18,61,12,81,15,80,33,43,16,62,53,1,13,77,14,78,15,76,18,42,13,43,19,43,33,36,13,16,66,15,12,78,59,28,52,35,33,1,60,29,16,42,17,63,13,80,59,15,32,35,13,62,15,78,17,1,12,76,1.0
65,37,83,25,53,51,39,71,10,13,82,19,76,67,28,42,53,11,84,14,80,15,79,18,77,21,74,56,40,42,28,68,1,12,74,14,77,21,53,67,27,55,39,41,53,11,83,94,9,18,74,42,40,84,10,11,80,56,1,21,73,84,10,16,78,95,0,17,76,94,0,0,11,81,85,0,13,79,16,77,17,73,11,80,14,79,22,54,15,73,42,1,12,78,14,79,15,76,17,53,12,54,18,54,22,40,12,11,67,10,11,79,55,27,41,39,22,1,56,28,15,53,16,74,13,80,55,10,21,39,14,73,14,78,16,1,11,77,2.0
64,35,75,28,57,39,55,50,10,12,82,40,75,65,30,56,39,11,84,14,81,17,78,19,76,42,53,59,37,56,30,66,1,12,53,13,76,42,39,65,29,58,36,55,39,10,83,94,17,19,53,56,37,76,18,12,78,59,1,42,52,76,18,17,76,95,0,18,75,94,0,0,12,82,77,0,13,77,18,77,18,52,11,81,16,80,43,40,17,52,56,1,12,77,14,78,17,76,18,39,12,40,19,40,43,37,12,19,65,18,11,77,58,29,55,36,43,1,59,30,17,39,18,53,13,80,58,18,42,36,13,52,16,77,18,1,11,76,1.0
67,31,76,25,61,42,48,53,11,12,81,33,76,68,27,51,44,12,83,13,81,16,78,17,77,37,57,63,33,51,27,69,3,12,58,13,77,37,44,68,26,62,32,50,43,11,82,91,16,17,57,51,33,77,17,12,79,63,3,36,57,77,17,16,77,93,2,17,76,92,2,1,12,82,78,2,13,78,16,77,17,57,12,81,15,80,38,44,16,57,51,3,12,78,13,78,16,77,17,44,13,45,18,44,38,33,13,18,68,17,12,78,62,26,50,32,38,3,63,27,16,44,16,57,13,80,62,17,37,32,13,57,15,78,17,3,12,77,1.0
65,33,75,27,59,39,53,49,10,12,82,41,68,66,29,55,41,11,84,14,81,16,79,24,71,44,52,61,35,55,29,67,7,12,52,13,71,43,40,66,28,60,34,54,40,11,83,87,17,24,52,55,35,76,18,12,79,61,7,43,50,76,18,20,77,89,6,22,71,88,6,5,12,82,77,6,13,78,17,72,23,51,11,81,15,80,44,41,16,51,55,7,12,72,14,79,16,71,23,40,12,41,24,41,44,35,12,19,66,18,11,78,60,28,54,34,44,7,61,29,16,40,17,52,12,81,60,18,43,34,13,51,16,77,17,7,11,71,1.0
66,31,80,26,61,43,47,64,9,11,83,22,77,67,27,50,45,10,85,12,82,15,80,16,79,26,68,62,33,50,28,68,0,11,69,12,78,26,45,67,27,62,32,49,45,9,84,94,12,16,69,50,33,81,13,11,81,63,1,26,67,81,13,15,79,95,0,15,77,94,0,0,10,83,82,0,12,80,15,79,16,67,10,82,13,81,27,45,14,68,50,1,11,79,13,80,13,78,16,45,11,46,17,46,27,33,11,14,67,13,10,80,62,27,49,32,27,1,62,28,14,45,15,69,12,81,62,13,26,32,12,68,13,80,15,1,10,78,2.0
67,31,82,25,61,51,41,74,9,12,83,18,76,68,27,43,52,10,85,13,81,16,79,17,78,19,75,63,33,43,27,69,1,11,76,13,77,19,52,68,26,62,32,42,52,10,84,94,10,17,76,43,33,83,11,11,80,63,1,19,75,83,11,16,78,95,0,17,76,94,0,0,10,82,84,0,12,79,16,78,17,75,10,81,14,80,20,52,15,75,43,1,11,78,14,79,15,76,17,52,11,53,18,53,20,33,11,12,68,11,10,79,62,26,42,32,20,1,63,27,15,52,16,76,12,81,62,11,19,32,13,75,14,78,16,1,10,77,2.0
67,30,79,25,62,41,49,62,9,11,83,28,77,68,26,52,44,10,85,12,82,14,81,16,79,31,64,63,32,52,27,69,0,11,65,12,78,30,43,68,26,63,31,51,43,9,84,94,13,17,65,52,32,80,14,11,82,64,1,30,64,80,14,15,80,95,0,16,78,94,0,0,10,83,81,0,12,80,14,79,16,64,9,82,12,81,31,44,13,64,52,1,11,79,13,81,13,78,16,43,11,44,17,44,31,32,11,15,68,14,10,81,63,26,51,31,31,1,63,27,13,43,14,65,11,81,63,14,30,31,12,64,13,80,14,1,10,78,2.0
66,28,79,24,62,42,46,66,8,11,84,22,78,67,25,49,45,9,86,12,82,14,80,15,79,25,69,63,30,49,26,69,0,9,70,12,79,25,45,67,26,64,29,48,45,8,85,94,11,15,69,49,30,81,12,9,81,65,1,25,69,81,12,14,79,95,0,15,78,94,0,0,9,83,82,0,12,80,14,79,15,69,9,82,13,81,25,45,14,69,50,1,9,80,12,80,14,79,15,45,9,46,15,45,25,30,10,14,68,13,9,80,64,26,49,30,26,1,63,26,14,45,14,69,12,81,64,13,25,30,12,69,13,80,15,1,9,79,2.0
63,34,81,29,58,45,47,66,9,12,83,22,76,64,31,49,47,10,85,13,81,16,79,17,78,26,69,60,36,49,31,65,1,11,70,13,77,25,46,64,30,59,35,48,46,10,84,94,11,18,70,49,36,82,12,11,80,60,1,25,69,82,12,16,78,95,0,17,76,94,0,0,10,82,83,0,12,79,16,78,17,69,10,81,14,80,26,47,15,69,49,1,11,78,14,79,15,76,17,46,11,47,18,47,26,36,11,13,64,12,10,79,59,30,48,35,26,1,60,31,15,46,16,70,12,81,59,12,25,35,13,69,14,78,16,1,10,77,2.0
