@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLkk numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
69,35,50,64,4,95,81,16,70,25,5,90,50,44,75,19,82,12,70,24,51,44,5,90,82,13,75,20,72,23,53,43,27,89,12,57,38,29,66,72,21,77,17,57,25,56,38,29,66,78,17,73,22,74,21,77,19,29,44,73,17,0,0,95,73,19,0,95,75,13,57,22,51,25,78,13,5,66,51,39,57,20,75,17,51,22,70,22,71,20,56,24,29,39,71,17,51,38,29,25,0,90,73,20,29,44,70,22,4
64,43,34,65,8,88,81,15,66,28,9,86,36,58,75,19,82,12,66,28,36,59,9,86,82,13,76,19,71,26,47,57,26,85,12,49,46,27,67,73,22,78,15,49,29,49,45,28,67,79,16,72,22,75,21,78,18,28,59,73,16,5,6,89,73,19,6,89,76,13,50,23,36,29,79,12,9,67,36,46,50,19,75,16,36,23,67,22,67,19,49,28,28,46,67,16,36,45,28,29,6,86,72,19,28,59,66,22,5
66,29,55,77,7,91,82,17,67,27,7,87,55,38,72,21,83,12,67,28,57,39,8,87,83,12,73,22,69,27,64,37,14,86,11,64,29,16,78,69,25,77,17,65,27,65,30,16,79,77,18,70,25,72,24,76,21,16,38,70,18,2,3,92,69,22,3,92,73,12,65,25,56,28,77,12,8,79,55,30,65,22,73,17,56,25,67,25,67,22,65,28,16,30,67,18,57,30,16,28,3,87,70,22,16,39,67,25,6
60,43,46,59,8,95,84,12,62,32,9,86,47,47,79,14,85,10,62,33,47,48,9,86,85,10,79,15,73,31,50,47,32,85,9,50,44,33,61,73,20,82,12,51,33,51,44,34,61,82,13,75,20,78,18,81,14,34,48,75,13,0,0,95,74,16,0,95,80,10,51,20,47,33,82,10,9,61,47,44,51,16,80,12,47,20,62,20,62,16,51,33,34,44,62,13,47,44,34,33,0,86,75,15,34,48,62,20,4
51,45,45,63,11,85,82,16,52,43,12,83,45,48,71,23,83,11,52,42,46,49,12,83,83,12,71,24,58,41,48,48,28,82,11,49,45,29,65,59,34,77,17,49,43,49,46,30,65,78,17,60,35,70,33,77,23,29,49,60,17,8,9,86,60,23,9,86,71,12,49,35,46,43,78,12,12,65,46,45,49,24,71,17,46,35,52,35,53,24,49,42,30,46,53,17,46,46,30,43,9,83,60,24,30,49,52,35,5
59,36,48,66,10,87,77,21,61,34,11,84,50,45,70,24,78,17,60,34,50,44,11,84,78,17,70,25,67,33,56,42,25,83,16,57,37,27,68,68,27,73,22,58,34,57,37,27,68,73,22,68,26,69,25,72,24,27,45,69,22,6,7,88,69,25,7,88,70,17,58,27,51,35,73,17,11,68,50,38,58,25,70,22,51,27,61,27,61,25,57,34,27,38,61,22,50,37,27,35,7,84,68,25,27,44,60,26,4
72,22,39,72,6,92,80,15,73,21,7,88,41,53,77,17,81,13,73,22,42,53,7,88,81,14,77,18,75,21,68,50,19,87,13,70,24,21,74,75,19,78,16,71,21,70,24,21,74,79,16,76,19,76,18,78,17,21,53,76,16,1,2,93,76,18,2,93,77,14,71,19,42,22,79,14,7,74,41,25,71,18,77,16,42,19,73,19,73,18,70,22,21,25,73,16,42,24,21,22,2,88,76,18,21,53,73,19,3
64,30,60,61,5,95,77,21,65,29,6,89,62,34,70,25,78,17,65,30,61,33,6,89,78,17,70,25,66,29,63,32,29,88,16,63,31,32,64,67,28,73,22,64,30,64,31,31,63,73,22,67,28,69,27,72,24,32,34,67,22,0,0,95,67,25,0,95,70,17,64,28,62,30,73,17,6,64,62,31,64,25,70,22,62,28,65,28,65,25,64,30,32,31,65,22,61,31,32,30,0,89,67,25,31,33,65,28,1
69,30,39,68,8,90,79,16,70,25,8,86,41,53,75,19,80,14,70,24,42,53,9,86,80,15,75,20,72,23,61,50,23,85,14,63,31,25,69,73,21,77,17,63,25,63,32,25,70,78,17,73,21,74,20,77,19,25,53,74,17,3,4,91,74,19,4,91,75,15,63,22,42,25,78,15,9,70,42,32,63,20,75,17,42,22,70,22,71,20,63,24,25,32,71,17,42,32,25,25,4,86,73,20,25,53,70,21,2
68,31,34,66,10,95,80,16,70,25,12,83,36,59,75,18,81,14,69,25,36,59,12,83,81,14,76,19,74,24,60,57,25,81,13,61,33,27,68,74,20,78,16,62,26,62,33,27,68,78,17,75,20,75,19,77,18,27,59,75,17,0,0,95,74,19,0,95,76,14,62,20,36,26,78,14,12,68,36,33,62,19,76,16,36,20,70,20,70,19,62,25,27,33,70,17,36,33,27,26,0,83,75,19,27,59,69,20,2
57,47,30,73,15,85,82,19,61,34,16,79,31,63,71,23,84,10,60,34,32,63,16,79,84,11,71,24,68,31,43,61,20,78,9,45,49,21,74,68,26,74,20,46,34,45,49,21,74,75,20,69,26,70,25,74,23,21,63,69,20,8,9,86,69,24,9,86,71,11,46,26,32,35,75,11,16,74,31,50,46,24,71,20,32,26,61,26,61,24,45,34,21,50,61,20,32,49,21,35,9,79,69,24,21,63,60,26,6
67,28,50,57,4,95,77,20,67,27,5,90,53,43,71,24,78,17,68,27,52,42,5,90,78,17,71,24,68,26,65,40,31,89,16,66,29,35,61,69,25,74,21,66,27,66,29,34,60,74,21,69,26,70,25,73,23,35,43,69,21,0,0,95,69,24,0,95,71,17,66,26,53,27,74,17,5,61,53,29,66,24,71,21,53,26,68,26,68,24,66,27,35,29,68,21,52,29,35,27,0,90,69,24,34,42,68,26,4
67,32,35,77,12,87,79,20,68,26,13,82,37,57,71,23,80,15,68,27,38,57,13,82,80,15,71,24,69,26,56,54,16,81,14,59,35,17,78,69,25,74,21,60,26,59,35,17,78,74,21,70,25,70,24,73,23,17,57,70,21,6,7,88,70,24,7,88,71,15,60,25,38,27,74,15,13,78,37,36,60,24,71,21,38,25,68,25,68,24,59,27,17,36,68,21,38,35,17,27,7,82,70,24,17,57,68,25,6
69,25,44,62,7,92,78,20,69,24,8,87,47,47,72,22,79,16,70,25,46,48,8,87,79,16,73,22,70,24,68,46,27,86,15,68,26,28,65,71,23,74,20,68,25,69,26,30,65,74,21,71,24,72,23,73,21,30,49,71,21,1,2,93,71,22,2,93,73,16,69,24,47,25,74,16,8,65,47,26,69,22,73,21,47,24,70,23,70,22,69,25,30,26,70,21,46,26,30,25,2,87,71,22,30,48,70,24,6
66,33,43,65,9,95,82,14,68,26,11,85,46,50,77,17,83,12,68,27,45,49,10,84,83,12,77,18,75,25,57,47,25,83,11,59,36,28,68,75,19,80,15,60,27,59,35,27,67,80,15,76,19,76,18,79,17,28,50,76,15,0,0,95,76,18,0,95,77,12,60,19,46,27,80,12,11,68,46,36,60,18,77,15,46,19,68,19,68,18,59,27,28,36,68,15,45,35,28,27,0,85,76,18,27,49,68,19,2
58,42,48,64,8,90,84,12,59,35,9,86,49,45,74,20,85,10,59,35,49,46,9,86,85,10,75,20,67,34,51,45,27,85,9,51,43,28,66,69,26,82,12,51,36,52,43,29,66,82,13,68,26,73,25,81,18,29,46,69,13,3,4,91,69,20,4,91,75,10,52,27,49,36,82,10,9,66,49,43,52,20,75,13,49,27,60,26,60,20,52,35,29,43,60,13,49,43,29,36,4,86,68,20,29,46,59,26,2
69,25,44,62,7,92,78,20,69,24,8,87,47,47,72,22,79,16,70,25,46,48,8,87,79,16,73,22,70,24,68,46,27,86,15,68,26,28,65,71,23,74,20,68,25,69,26,30,65,74,21,71,24,72,23,73,21,30,49,71,21,1,2,93,71,22,2,93,73,16,69,24,47,25,74,16,8,65,47,26,69,22,73,21,47,24,70,23,70,22,69,25,30,26,70,21,46,26,30,25,2,87,71,22,30,48,70,24,6
57,40,32,69,9,86,87,14,58,36,10,84,33,60,69,24,88,7,59,36,34,61,10,85,88,7,70,25,62,34,51,59,22,84,6,53,41,23,71,63,30,79,15,53,36,53,42,24,71,79,16,64,31,68,29,77,23,23,61,64,15,7,7,87,63,24,8,87,70,7,53,31,34,36,79,7,10,71,34,41,53,25,70,15,34,31,58,31,58,25,53,36,24,42,59,16,34,42,24,36,8,85,64,25,24,61,59,31,1
64,35,42,60,4,95,82,13,66,28,5,90,43,52,78,16,83,11,66,29,43,51,5,90,83,12,78,17,74,27,56,50,31,89,11,57,36,33,62,74,20,80,14,58,28,58,37,33,62,81,14,75,20,77,19,80,16,33,52,75,14,0,0,95,75,17,0,95,78,12,58,20,44,29,81,12,5,62,43,37,58,17,78,14,44,20,66,20,66,17,58,29,33,37,66,14,43,37,33,29,0,90,75,17,33,51,66,20,3
63,37,49,63,7,93,79,18,64,30,7,87,50,46,73,21,80,15,64,30,49,45,8,87,80,15,74,21,71,29,55,45,28,86,14,56,39,30,64,72,22,76,18,56,31,56,38,30,65,76,19,72,23,73,22,75,20,30,46,72,19,0,1,94,72,21,1,94,74,15,57,23,50,31,76,15,8,65,50,39,57,21,74,19,50,23,65,22,65,21,56,30,30,39,65,19,49,38,30,31,1,87,72,21,30,45,64,23,4
62,45,41,64,16,95,81,15,63,31,18,78,42,53,76,18,82,12,64,31,42,52,17,77,82,13,76,19,73,29,47,51,28,76,12,49,46,30,66,73,20,78,16,49,31,48,46,29,65,79,16,74,21,75,20,78,18,30,53,74,16,0,0,95,74,18,0,95,76,13,49,21,43,31,79,13,18,66,43,47,49,19,76,16,43,21,63,21,64,19,48,31,30,47,64,16,42,46,30,31,0,78,74,19,29,52,64,21,4
70,34,36,66,13,95,80,16,71,23,15,80,38,57,75,19,81,13,71,24,37,57,15,80,81,14,75,20,72,23,54,56,25,78,13,57,38,26,68,72,22,77,17,58,24,57,37,27,68,78,17,73,22,74,21,77,19,27,58,73,17,0,0,95,73,20,0,95,75,14,58,22,38,24,78,14,15,68,38,38,58,20,75,17,38,22,71,22,71,20,57,24,27,38,71,17,37,37,27,24,0,80,73,20,27,57,71,22,3
66,33,50,66,8,93,80,17,68,27,9,86,50,44,74,20,81,13,67,27,51,44,9,86,81,14,74,21,71,26,58,43,25,85,13,59,34,27,68,72,23,76,18,60,27,60,35,27,68,77,18,72,22,73,21,76,20,27,44,73,18,0,1,94,73,21,1,94,74,14,60,23,51,28,77,14,9,68,50,35,60,21,74,18,51,23,68,23,68,21,60,27,27,35,68,18,51,35,27,28,1,86,72,21,27,44,67,22,4
70,28,49,67,1,95,81,16,70,24,2,93,50,44,75,19,82,13,71,24,51,44,2,93,82,13,76,19,72,23,65,42,22,92,12,66,28,25,70,73,21,78,16,66,24,66,29,25,70,78,17,73,22,75,21,77,18,25,44,73,17,0,0,95,73,19,0,95,76,13,66,22,51,24,78,13,2,70,51,29,66,19,76,17,51,22,71,22,71,19,66,24,25,29,71,17,51,29,25,24,0,93,73,19,25,44,71,22,4
55,45,45,59,9,88,84,11,56,37,10,85,46,48,76,18,85,9,57,38,46,49,10,85,85,10,77,18,65,36,48,48,32,84,9,48,46,33,61,67,27,82,11,48,38,49,46,34,61,83,12,67,28,75,26,82,16,34,49,67,12,5,6,89,67,18,6,89,77,10,49,28,46,38,83,9,10,61,46,46,49,18,76,12,46,28,57,27,57,18,49,38,34,46,57,12,46,46,34,38,6,85,67,18,34,49,57,28,1
53,44,35,68,13,85,79,21,55,39,14,81,36,58,70,24,80,14,55,40,37,58,14,81,80,15,70,25,59,38,45,56,23,80,14,47,46,25,70,60,34,72,22,48,39,48,47,25,70,73,22,61,34,69,32,72,24,25,58,61,22,8,9,86,61,25,9,86,70,15,48,34,37,40,73,15,14,70,36,47,48,25,70,22,37,34,55,34,55,25,48,40,25,47,55,22,37,47,25,40,9,81,61,25,25,58,55,34,7
69,36,35,67,14,91,80,17,71,24,16,79,37,57,74,19,81,14,70,24,37,58,16,79,81,14,75,20,73,23,52,56,24,77,13,55,40,25,69,73,21,77,17,56,25,55,39,26,69,77,18,74,21,74,20,76,19,26,58,74,18,2,3,92,73,20,3,92,75,14,56,21,37,25,77,14,16,69,37,40,56,20,75,17,37,21,71,21,71,20,55,24,26,40,71,18,37,39,26,25,3,79,74,20,26,58,70,21,4
64,41,29,68,13,86,76,21,65,29,13,81,31,64,70,25,77,18,66,29,31,63,14,81,77,18,70,25,67,27,47,61,23,80,17,51,44,25,69,68,26,73,22,51,29,50,44,25,70,73,22,68,27,69,26,72,24,25,64,68,22,7,8,87,68,25,8,87,70,18,51,27,32,29,73,18,14,70,32,45,51,25,70,22,32,27,66,27,66,25,50,29,25,45,66,22,31,44,25,29,8,81,68,25,25,63,66,27,3
65,34,42,63,7,95,79,17,67,28,9,86,43,51,74,20,80,14,66,28,44,51,9,86,80,15,74,21,72,27,58,49,28,84,14,59,35,30,65,72,22,76,18,60,28,59,35,30,65,77,18,73,22,73,21,76,20,30,51,73,18,0,0,95,73,21,0,95,74,15,60,22,44,29,77,15,9,65,43,36,60,21,74,18,44,22,67,22,67,21,59,28,30,36,67,18,44,35,30,29,0,86,73,21,30,51,66,22,4
68,35,42,58,12,95,78,19,69,25,14,81,44,50,72,22,79,16,69,26,45,50,14,81,79,16,72,23,70,25,56,47,31,79,15,57,36,34,61,70,24,75,20,58,25,58,37,34,61,75,20,71,24,71,23,74,22,34,50,71,20,0,0,95,71,23,0,95,72,16,58,24,45,26,75,16,14,61,44,37,58,23,72,20,45,24,69,24,69,23,58,26,34,37,69,20,45,37,34,26,0,81,71,23,34,50,69,24,5
57,43,48,58,7,95,83,13,58,36,8,87,49,45,77,17,84,11,58,36,49,46,8,87,84,11,78,17,66,35,51,45,33,86,10,51,44,34,60,68,27,81,13,51,37,51,43,35,60,81,14,67,27,77,26,80,16,35,46,68,14,0,0,95,68,17,0,95,78,11,52,28,49,37,81,11,8,60,49,44,52,17,78,14,49,28,59,27,59,17,51,36,35,44,59,14,49,43,35,37,0,87,67,17,35,46,58,27,6
68,27,53,61,6,95,74,25,68,27,7,88,55,40,69,26,75,20,68,26,54,40,7,88,75,20,69,25,68,26,67,39,30,87,19,68,28,31,63,69,26,70,25,68,27,67,27,32,63,69,25,68,26,69,26,69,25,32,41,69,26,0,0,95,69,26,0,95,70,20,68,27,55,27,70,20,7,63,55,28,68,26,70,26,55,27,69,27,69,26,67,26,32,28,69,26,54,27,32,27,0,88,68,25,32,40,68,26,6
64,43,38,67,10,87,77,20,67,28,12,83,41,54,72,22,78,17,66,28,41,54,12,83,78,17,72,23,70,26,48,51,24,81,16,49,45,26,69,70,24,74,21,50,29,50,45,26,69,74,21,71,24,71,23,73,22,26,54,71,21,6,7,88,71,23,7,88,72,17,50,24,41,29,74,17,12,69,41,45,50,23,72,21,41,24,67,24,67,23,50,28,26,45,67,21,41,45,26,29,7,83,71,23,26,54,66,24,3
67,32,39,67,5,95,80,15,70,25,6,89,42,53,77,17,81,13,69,25,42,52,6,89,81,14,77,18,75,23,60,49,24,88,13,61,33,26,69,75,19,78,16,62,25,61,33,26,69,79,16,76,19,76,18,78,17,26,53,76,16,0,0,95,76,18,0,95,77,14,62,19,43,26,79,14,6,69,42,34,62,18,77,16,43,19,70,19,70,18,61,25,26,34,70,16,42,33,26,26,0,89,76,18,26,52,69,19,2
55,45,44,70,11,86,81,17,57,38,12,83,44,49,73,21,82,12,57,37,45,50,12,83,82,13,73,22,67,35,48,49,21,82,12,49,45,22,72,68,25,76,18,49,38,49,46,23,72,77,18,69,26,72,24,76,21,22,50,69,18,7,8,87,69,21,8,87,73,13,49,26,45,38,77,13,12,72,45,45,49,22,73,18,45,26,57,26,58,22,49,37,23,46,58,18,45,46,23,38,8,83,69,22,23,50,57,26,4
49,56,32,67,19,80,82,20,52,43,20,75,33,61,71,24,83,12,52,42,33,61,20,75,83,12,71,24,67,39,35,59,24,74,11,37,57,26,69,68,26,74,21,37,43,37,57,26,69,74,21,68,27,70,26,73,23,26,61,68,21,13,14,81,68,24,14,81,71,12,37,27,34,43,74,12,20,69,34,58,37,24,71,21,34,27,53,27,53,24,37,42,26,58,53,21,34,58,26,43,14,75,68,24,26,61,52,27,4
64,34,49,70,6,95,82,14,66,28,8,87,51,43,77,16,83,12,66,29,51,44,8,87,83,12,78,17,71,27,57,42,21,85,11,58,36,22,72,72,22,80,14,59,29,59,36,23,72,80,15,73,22,77,20,79,16,23,44,73,15,0,0,95,72,17,0,95,78,12,59,22,51,29,80,12,8,72,51,36,59,17,78,14,51,22,66,22,66,17,59,29,23,36,66,15,51,36,23,29,0,87,73,17,23,44,66,22,3
69,26,60,74,0,95,81,15,70,24,0,95,62,33,76,17,82,13,70,25,62,33,0,95,82,13,77,18,73,24,67,31,15,95,12,67,27,18,77,73,21,79,15,68,25,68,27,18,77,79,16,74,21,76,20,78,17,18,33,74,16,0,0,95,73,18,0,95,77,13,68,21,62,25,79,13,0,77,62,27,68,18,77,15,62,21,70,21,70,18,68,25,18,27,70,16,62,27,18,25,0,95,74,18,18,33,70,21,3
69,34,42,64,5,95,81,16,69,24,7,88,45,51,74,20,82,13,70,25,44,50,7,88,82,13,75,20,71,24,56,48,27,86,12,58,37,29,66,72,22,78,16,58,25,58,36,29,66,78,17,72,23,74,22,77,19,29,51,72,17,0,0,95,72,20,0,95,75,13,59,23,45,25,78,13,7,66,45,37,59,20,75,17,45,23,70,22,70,20,58,25,29,37,70,17,44,36,29,25,0,88,72,20,29,50,70,23,4
56,44,36,65,16,87,80,20,57,37,18,77,38,57,71,24,81,14,58,37,38,56,18,77,81,14,71,24,62,35,47,54,26,75,13,49,45,28,67,64,30,74,21,49,37,49,46,28,67,74,21,64,31,70,29,73,23,28,57,64,21,6,7,88,64,24,7,88,71,14,49,31,39,37,74,14,18,67,39,46,49,24,71,21,39,31,58,31,58,24,49,37,28,46,58,21,38,46,28,37,7,77,64,24,28,56,58,31,3
53,45,35,69,14,83,82,20,54,40,14,80,36,58,71,23,83,11,55,40,37,58,15,80,83,12,71,24,61,38,46,56,22,79,11,48,46,24,70,62,31,73,21,48,40,48,47,24,71,74,21,63,32,70,30,73,23,24,58,63,21,10,11,84,63,23,11,84,71,12,48,32,37,40,74,12,15,71,37,47,48,24,71,21,37,32,54,32,55,24,48,40,24,47,55,21,37,47,24,40,11,80,63,24,24,58,55,32,6
67,28,43,70,9,90,79,20,67,27,9,85,45,49,71,23,80,15,68,27,46,49,10,85,80,15,71,24,68,26,65,46,20,84,14,66,28,23,72,68,25,74,21,66,27,66,29,22,72,74,21,69,26,70,25,73,23,23,49,69,21,3,4,91,69,23,4,91,71,15,66,26,46,27,74,15,10,73,46,29,66,24,71,21,46,26,67,26,68,24,66,27,23,29,68,21,46,29,23,27,4,85,69,24,22,49,68,26,6
68,28,48,79,9,92,78,19,68,26,10,85,50,44,72,22,79,15,69,26,51,43,10,85,79,16,72,23,69,25,64,40,14,84,15,66,28,15,80,69,24,74,20,66,26,65,29,15,80,75,20,70,25,71,24,74,22,15,44,70,20,1,2,93,70,22,2,93,72,16,66,25,52,26,75,16,10,80,52,30,66,23,72,20,52,25,68,25,69,23,65,26,15,30,69,20,51,29,15,26,2,85,70,23,15,43,69,25,7
52,44,40,59,10,86,81,19,53,41,11,84,41,53,71,22,82,13,53,42,42,53,11,84,82,13,72,23,60,41,49,51,32,83,12,49,44,34,61,61,33,76,19,50,41,50,45,34,61,75,19,62,33,71,31,75,22,34,53,62,20,7,8,87,61,23,8,87,72,13,50,33,42,42,76,13,11,61,41,45,50,23,72,19,42,33,53,33,53,23,50,42,34,45,53,20,42,45,34,42,8,84,62,23,34,53,53,33,5
67,30,39,71,7,90,81,17,69,26,8,87,40,54,75,18,82,13,68,26,41,54,8,87,82,13,76,19,73,25,62,52,20,86,12,63,31,22,73,74,21,77,17,64,26,63,31,22,73,77,18,74,20,75,19,76,18,22,54,75,18,3,4,91,74,19,4,91,76,13,64,21,41,27,77,13,8,73,40,32,64,19,76,17,41,21,69,21,69,19,63,26,22,32,69,18,41,31,22,27,4,87,74,19,22,54,68,20,4
56,41,42,79,12,85,82,18,59,36,12,82,43,51,71,22,83,12,58,36,44,51,13,82,83,12,72,23,66,34,52,49,14,81,11,52,41,15,79,67,27,76,18,53,36,53,42,15,80,76,19,68,27,71,25,75,22,15,51,68,19,8,9,86,67,23,9,86,72,12,53,27,44,37,76,12,13,80,43,42,53,23,72,18,44,27,59,27,59,23,53,36,15,42,59,19,44,42,15,37,9,82,68,23,15,51,58,27,4
48,47,39,59,21,87,86,11,49,44,24,72,41,54,61,33,87,8,50,45,41,54,23,71,87,8,62,33,53,43,44,52,31,69,7,45,49,34,62,55,39,82,12,45,45,46,49,33,61,82,13,55,40,60,38,80,31,34,54,55,13,6,7,88,55,33,7,88,62,8,46,40,41,45,82,8,24,62,41,49,46,33,62,13,41,40,50,39,50,33,46,45,34,49,50,13,41,49,34,45,7,72,55,33,33,54,50,40,1
67,29,44,67,7,91,83,15,68,26,7,87,45,49,74,19,84,11,68,27,46,49,8,87,84,11,75,20,71,26,62,47,24,86,10,63,30,26,68,71,23,79,15,64,26,64,31,26,69,79,16,72,23,74,22,78,19,26,49,72,16,2,3,92,71,20,3,92,75,11,64,23,46,27,79,11,8,69,45,31,64,20,75,15,46,23,68,23,68,20,64,27,26,31,68,16,46,31,26,27,3,87,72,20,26,49,68,23,6
71,31,54,67,2,95,81,15,71,23,3,92,54,40,76,18,82,13,72,23,55,40,3,92,82,13,77,18,73,22,62,39,23,91,12,63,31,26,70,74,20,79,15,63,23,63,32,25,69,79,16,74,21,76,20,78,17,26,40,74,16,0,0,95,74,18,0,95,77,13,63,21,55,23,79,13,3,70,55,32,63,18,77,16,55,21,72,21,72,18,63,23,26,32,72,16,55,32,26,23,0,92,74,18,25,40,72,21,3
56,44,47,61,10,92,82,14,58,36,12,83,47,47,77,17,83,12,58,37,48,47,12,83,83,12,77,17,68,35,49,46,30,81,11,49,44,32,63,70,25,80,14,50,36,50,45,32,63,80,15,70,24,76,22,79,16,32,47,71,15,1,2,93,70,18,2,93,78,12,50,25,48,37,80,12,12,63,47,45,50,18,78,14,48,25,58,25,58,18,50,37,32,45,58,15,48,45,32,37,2,83,70,17,32,47,58,24,5
69,35,39,71,7,95,83,13,69,25,9,86,42,52,78,16,84,10,70,25,42,52,9,86,84,11,78,17,74,24,56,49,21,84,10,58,36,22,73,74,19,80,14,58,25,58,37,22,72,81,14,75,20,77,19,80,16,22,53,75,14,0,0,95,75,16,0,95,78,11,58,20,43,25,81,11,9,73,43,36,58,17,78,14,43,20,69,20,70,17,58,25,23,37,70,14,42,37,23,25,0,86,75,17,22,52,70,20,7
59,46,39,62,22,88,75,22,61,34,23,72,40,54,69,26,76,19,61,33,41,54,23,72,76,19,69,26,66,31,45,52,29,71,18,47,47,31,64,67,27,72,23,47,34,47,48,31,64,72,23,67,28,68,27,71,25,31,54,67,23,5,6,89,67,26,6,89,69,19,47,28,41,34,72,19,23,64,41,48,47,26,69,23,41,28,62,28,62,26,47,33,31,48,62,23,41,48,31,34,6,72,67,26,31,54,61,28,2
52,42,43,66,11,86,78,19,54,40,12,83,45,49,72,22,79,16,54,40,45,50,12,83,79,16,72,23,63,38,50,48,25,82,15,51,44,26,68,65,29,75,20,52,41,51,43,27,68,75,20,65,29,71,27,74,22,27,50,66,20,7,8,87,66,22,8,87,72,16,52,30,45,41,75,16,12,68,45,44,52,23,72,20,45,30,54,30,55,23,51,40,27,44,55,20,45,43,27,41,8,83,65,23,27,50,54,29,1
51,54,33,68,14,84,82,19,53,42,14,80,34,60,71,24,83,12,53,41,35,60,15,80,83,12,71,24,66,39,37,58,23,79,11,39,55,25,69,68,27,75,20,39,42,39,56,25,70,75,20,67,27,70,26,74,23,25,60,68,20,9,10,85,68,24,10,85,71,12,39,28,35,42,75,12,15,70,35,56,39,24,71,20,35,28,54,28,54,24,39,41,25,56,54,20,35,56,25,42,10,80,67,24,25,60,53,27,4
56,42,36,61,14,88,78,21,58,36,15,79,38,57,70,25,79,16,58,36,38,57,16,79,79,16,70,25,67,34,48,55,30,77,15,50,45,32,62,68,26,73,22,50,37,50,44,32,63,73,22,68,27,69,26,72,24,32,57,68,22,5,6,89,68,25,6,89,70,16,51,27,38,37,73,16,16,63,38,45,51,25,70,22,38,27,59,26,59,25,50,36,32,45,59,22,38,44,32,37,6,79,68,25,32,57,58,27,4
44,56,31,65,18,85,88,21,46,48,20,75,33,61,65,29,89,6,46,48,32,62,20,75,89,6,66,29,56,46,36,60,26,73,5,37,58,27,67,59,36,73,21,37,49,37,56,28,67,73,22,58,36,64,34,72,27,28,62,59,22,8,9,86,59,29,9,86,66,6,38,37,33,49,73,6,20,67,33,58,38,29,66,22,33,37,47,36,47,29,37,48,28,58,47,22,33,57,28,49,9,75,58,29,28,62,46,36,2
55,45,36,65,14,84,81,18,55,40,14,80,37,57,70,24,82,12,55,39,38,57,15,80,82,13,70,25,62,39,46,55,26,79,12,48,46,28,66,63,31,75,19,48,40,48,47,28,67,76,19,63,31,69,30,75,24,28,57,64,19,9,10,85,64,24,10,85,70,13,48,32,38,40,76,13,15,67,38,47,48,25,70,19,38,32,55,32,56,25,48,39,28,47,56,19,38,47,28,40,10,80,63,25,28,57,55,31,5
