@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute destClass {1,2}

@data
32,59,32,59,26,57,35,31,57,35,55,56,29,62,29,62,59,33,59,33,32,56,59,31,26,62,55,35,32,35,29,35,32,35,32,33,32,33,29,35,32,35,2
33,58,33,58,27,62,29,23,62,29,59,55,30,61,30,61,65,26,65,26,33,55,65,23,27,61,59,29,33,29,30,29,33,29,33,26,33,26,30,29,33,29,1
35,55,35,55,27,57,34,27,57,33,54,51,31,59,31,59,61,31,60,30,35,51,60,27,27,59,54,34,35,34,31,34,35,33,35,31,35,30,31,33,35,33,1
28,65,27,64,23,56,36,29,55,35,52,62,25,66,25,67,59,32,58,32,27,62,59,29,23,67,52,35,28,36,25,36,27,35,28,32,27,32,25,35,27,35,1
38,54,38,54,34,55,36,30,55,36,53,52,36,56,36,56,58,33,58,33,38,52,58,31,34,56,53,36,38,36,36,36,38,36,38,33,38,33,36,36,38,36,2
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,1
35,56,35,56,29,60,31,24,60,30,57,53,32,59,32,59,64,28,63,27,35,53,63,24,29,59,57,31,35,31,32,31,35,30,35,28,35,27,32,30,35,30,1
32,58,32,58,24,58,33,26,58,32,55,54,28,62,28,62,62,30,61,29,32,54,61,26,24,62,55,33,32,33,28,33,32,32,32,30,32,29,28,32,32,32,1
31,60,31,60,25,58,33,26,58,32,55,57,28,63,28,63,62,30,61,29,31,57,61,26,25,63,55,33,31,33,28,33,31,32,31,30,31,29,28,32,31,32,1
36,56,36,56,32,58,33,26,58,32,55,54,34,58,34,58,62,30,61,29,36,54,61,26,32,58,55,33,36,33,34,33,36,32,36,30,36,29,34,32,36,32,2
31,61,31,61,27,58,33,26,58,32,55,59,29,63,29,63,62,30,61,29,31,59,61,26,27,63,55,33,31,33,29,33,31,32,31,30,31,29,29,32,31,32,1
32,59,32,59,26,55,37,33,55,37,53,56,29,62,29,62,57,35,57,35,32,56,57,33,26,62,53,37,32,37,29,37,32,37,32,35,32,35,29,37,32,37,2
32,59,32,59,26,54,36,28,54,36,50,56,29,62,29,62,58,32,58,32,32,56,58,28,26,62,50,36,32,36,29,36,32,36,32,32,32,32,29,36,32,36,2
35,56,35,56,29,59,32,26,59,32,56,53,32,59,32,59,62,29,62,29,35,53,62,26,29,59,56,32,35,32,32,32,35,32,35,29,35,29,32,32,35,32,1
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,2
38,54,38,54,34,57,35,31,57,35,55,52,36,56,36,56,59,33,59,33,38,52,59,31,34,56,55,35,38,35,36,35,38,35,38,33,38,33,36,35,38,35,2
39,53,39,53,35,59,32,25,59,31,56,51,37,55,37,55,63,29,62,28,39,51,62,25,35,55,56,32,39,32,37,32,39,31,39,29,39,28,37,31,39,31,1
34,58,34,58,30,58,34,30,58,34,56,56,32,60,32,60,60,32,60,32,34,56,60,30,30,60,56,34,34,34,32,34,34,34,34,32,34,32,32,34,34,34,1
33,59,33,59,29,60,31,25,60,31,57,57,31,61,31,61,63,28,63,28,33,57,63,25,29,61,57,31,33,31,31,31,33,31,33,28,33,28,31,31,33,31,2
33,59,33,59,29,59,32,26,59,32,56,57,31,61,31,61,62,29,62,29,33,57,62,26,29,61,56,32,33,32,31,32,33,32,33,29,33,29,31,32,33,32,2
34,57,34,57,28,58,33,27,58,33,55,54,31,60,31,60,61,30,61,30,34,54,61,27,28,60,55,33,34,33,31,33,34,33,34,30,34,30,31,33,34,33,2
31,61,31,61,27,62,29,23,62,28,59,59,29,63,29,63,66,26,65,25,31,59,65,23,27,63,60,29,31,29,29,29,31,28,31,26,31,25,29,28,31,28,1
32,59,32,59,26,61,30,24,61,30,58,56,29,62,29,62,64,27,64,27,32,56,64,24,26,62,58,30,32,30,29,30,32,30,32,27,32,27,29,30,32,30,1
34,57,34,57,28,54,38,34,54,38,52,54,31,60,31,60,56,36,56,36,34,54,56,34,28,60,52,38,34,38,31,38,34,38,34,36,34,36,31,38,34,38,2
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
30,63,29,62,25,58,34,27,57,33,54,60,27,64,27,65,61,30,60,30,29,60,61,27,25,65,54,33,30,34,27,34,29,33,30,30,29,30,27,33,29,33,2
38,54,38,54,34,57,35,31,57,35,55,52,36,56,36,56,59,33,59,33,38,52,59,31,34,56,55,35,38,35,36,35,38,35,38,33,38,33,36,35,38,35,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
35,57,35,57,31,56,36,32,56,36,54,55,33,59,33,59,58,34,58,34,35,55,58,32,31,59,54,36,35,36,33,36,35,36,35,34,35,34,33,36,35,36,1
39,52,39,52,33,61,31,27,61,31,59,49,36,55,36,55,63,29,63,29,39,49,63,27,33,55,59,31,39,31,36,31,39,31,39,29,39,29,36,31,39,31,1
30,61,30,61,24,56,34,26,56,34,52,58,27,64,27,64,60,30,60,30,30,58,60,26,24,64,52,34,30,34,27,34,30,34,30,30,30,30,27,34,30,34,2
31,61,31,61,27,51,40,33,51,39,48,59,29,63,29,63,55,37,54,36,31,59,54,33,27,63,48,40,31,40,29,40,31,39,31,37,31,36,29,39,31,39,2
33,58,33,58,27,56,36,32,56,36,54,55,30,61,30,61,58,34,58,34,33,55,58,32,27,61,54,36,33,36,30,36,33,36,33,34,33,34,30,36,33,36,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
36,56,36,56,32,60,32,28,60,32,58,54,34,58,34,58,62,30,62,30,36,54,62,28,32,58,58,32,36,32,34,32,36,32,36,30,36,30,34,32,36,32,2
34,57,34,57,28,50,41,34,50,40,47,54,31,60,31,60,54,38,53,37,34,54,53,34,28,60,47,41,34,41,31,41,34,40,34,38,34,37,31,40,34,40,2
34,57,34,57,28,60,31,25,60,31,57,54,31,60,31,60,63,28,63,28,34,54,63,25,28,60,57,31,34,31,31,31,34,31,34,28,34,28,31,31,34,31,1
22,72,21,71,19,60,32,25,59,31,56,70,20,72,20,73,63,28,62,28,21,70,63,25,19,73,56,31,22,32,20,32,21,31,22,28,21,28,20,31,21,31,2
35,56,35,56,29,61,30,24,61,30,58,53,32,59,32,59,64,27,64,27,35,53,64,24,29,59,58,30,35,30,32,30,35,30,35,27,35,27,32,30,35,30,1
36,55,36,55,30,59,32,25,59,31,56,52,33,58,33,58,63,29,62,28,36,52,62,25,30,58,56,32,36,32,33,32,36,31,36,29,36,28,33,31,36,31,1
34,57,34,57,29,60,31,24,60,30,57,55,31,60,31,60,64,28,63,27,34,56,63,24,30,60,57,31,34,31,31,31,34,30,34,28,34,27,31,30,34,30,1
36,56,36,56,32,53,38,32,53,38,50,54,34,58,34,58,56,35,56,35,36,54,56,32,32,58,50,38,36,38,34,38,36,38,36,35,36,35,34,38,36,38,1
35,56,35,56,29,54,36,28,54,36,50,53,32,59,32,59,58,32,58,32,35,53,58,28,29,59,50,36,35,36,32,36,35,36,35,32,35,32,32,36,35,36,2
32,59,32,59,26,52,39,33,52,39,49,56,29,62,29,62,55,36,55,36,32,56,55,33,26,62,49,39,32,39,29,39,32,39,32,36,32,36,29,39,32,39,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,1
38,54,38,54,34,54,38,34,54,38,52,52,36,56,36,56,56,36,56,36,38,52,56,34,34,56,52,38,38,38,36,38,38,38,38,36,38,36,36,38,38,38,2
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,2
38,53,38,52,32,55,36,33,55,37,53,49,35,55,35,56,57,35,57,35,38,49,57,33,32,56,53,37,39,37,35,37,38,37,39,35,38,35,35,37,38,37,1
36,55,36,55,30,61,31,27,61,31,59,52,33,58,33,58,63,29,63,29,36,52,63,27,30,58,59,31,36,31,33,31,36,31,36,29,36,29,33,31,36,31,1
33,58,33,58,27,57,33,24,57,32,53,55,30,61,30,61,62,29,61,28,33,55,61,24,27,61,53,33,33,33,30,33,33,32,33,29,33,28,30,32,33,32,2
33,58,33,58,27,53,37,29,53,37,49,55,30,61,30,61,57,33,57,33,33,55,57,29,27,61,49,37,33,37,30,37,33,37,33,33,33,33,30,37,33,37,2
33,57,33,57,25,58,33,26,58,32,55,53,29,61,29,61,62,30,61,29,33,53,61,26,25,61,55,33,33,33,29,33,33,32,33,30,33,29,29,32,33,32,1
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,1
26,66,26,66,22,53,39,31,52,37,49,64,24,68,24,68,57,35,55,34,26,64,56,31,22,68,49,38,26,39,24,39,26,37,26,35,26,34,24,37,26,37,1
34,57,34,57,28,53,37,29,53,37,49,54,31,60,31,60,57,33,57,33,34,54,57,29,28,60,49,37,34,37,31,37,34,37,34,33,34,33,31,37,34,37,2
35,55,35,55,27,59,32,25,59,31,56,51,31,59,31,59,63,29,62,28,35,51,62,25,27,59,56,32,35,32,31,32,35,31,35,29,35,28,31,31,35,31,1
30,63,29,62,25,61,32,27,60,31,58,60,27,64,27,65,63,29,62,29,29,60,63,27,25,65,58,31,30,32,27,32,29,31,30,29,29,29,27,31,29,31,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,1
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,2
30,62,30,62,26,49,42,35,49,41,46,60,28,64,28,64,53,39,52,38,30,60,52,35,26,64,46,42,30,42,28,42,30,41,30,39,30,38,28,41,30,41,2
33,59,33,59,29,61,30,23,61,29,58,57,31,61,31,61,65,27,64,26,33,57,64,23,29,61,58,30,33,30,31,30,33,29,33,27,33,26,31,29,33,29,1
38,54,38,54,34,57,35,31,57,35,55,52,36,56,36,56,59,33,59,33,38,52,59,31,34,56,55,35,38,35,36,35,38,35,38,33,38,33,36,35,38,35,2
37,55,37,55,33,60,31,24,60,30,57,53,35,57,35,57,64,28,63,27,37,53,63,24,33,57,57,31,37,31,35,31,37,30,37,28,37,27,35,30,37,30,1
31,60,31,60,26,52,39,32,52,38,49,57,28,63,28,63,56,36,55,35,31,58,55,32,26,63,49,39,31,39,28,39,31,38,31,36,31,35,28,38,31,38,2
33,58,33,58,27,53,38,32,53,38,50,55,30,61,30,61,56,35,56,35,33,55,56,32,27,61,50,38,33,38,30,38,33,38,33,35,33,35,30,38,33,38,2
33,59,33,59,29,60,31,25,60,31,57,57,31,61,31,61,63,28,63,28,33,57,63,25,29,61,57,31,33,31,31,31,33,31,33,28,33,28,31,31,33,31,2
37,55,37,55,33,59,33,29,59,33,57,53,35,57,35,57,61,31,61,31,37,53,61,29,33,57,57,33,37,33,35,33,37,33,37,31,37,31,35,33,37,33,2
34,56,34,56,27,56,36,32,56,36,54,53,30,60,30,60,58,34,58,34,34,54,58,32,28,60,54,36,34,36,30,36,34,36,34,34,34,34,30,36,34,36,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,2
34,57,34,57,28,55,36,29,55,35,52,54,31,60,31,60,59,33,58,32,34,54,58,29,28,60,52,36,34,36,31,36,34,35,34,33,34,32,31,35,34,35,2
35,56,35,56,29,56,35,29,56,35,53,53,32,59,32,59,59,32,59,32,35,53,59,29,29,59,53,35,35,35,32,35,35,35,35,32,35,32,32,35,35,35,2
35,57,35,57,31,61,30,23,61,29,58,55,33,59,33,59,65,27,64,26,35,55,64,23,31,59,58,30,35,30,33,30,35,29,35,27,35,26,33,29,35,29,1
35,56,35,56,29,56,36,32,56,36,54,53,32,59,32,59,58,34,58,34,35,53,58,32,29,59,54,36,35,36,32,36,35,36,35,34,35,34,32,36,35,36,2
29,62,29,62,23,50,41,34,50,40,47,59,26,65,26,65,54,38,53,37,29,59,53,34,23,65,47,41,29,41,26,41,29,40,29,38,29,37,26,40,29,40,2
34,57,34,57,28,58,33,27,58,33,55,54,31,60,31,60,61,30,61,30,34,54,61,27,28,60,55,33,34,33,31,33,34,33,34,30,34,30,31,33,34,33,2
35,57,35,57,31,57,34,27,57,33,54,55,33,59,33,59,61,31,60,30,35,55,60,27,31,59,54,34,35,34,33,34,35,33,35,31,35,30,33,33,35,33,2
30,61,30,61,24,59,32,25,59,31,56,58,27,64,27,64,63,29,62,28,30,58,62,25,24,64,56,32,30,32,27,32,30,31,30,29,30,28,27,31,30,31,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,1
35,57,35,57,31,61,30,24,61,30,58,55,33,59,33,59,64,27,64,27,35,55,64,24,31,59,58,30,35,30,33,30,35,30,35,27,35,27,33,30,35,30,2
34,57,34,57,28,56,35,29,56,35,53,54,31,60,31,60,59,32,59,32,34,54,59,29,28,60,53,35,34,35,31,35,34,35,34,32,34,32,31,35,34,35,2
35,57,35,57,31,56,35,29,56,35,53,55,33,59,33,59,59,32,59,32,35,55,59,29,31,59,53,35,35,35,33,35,35,35,35,32,35,32,33,35,35,35,2
33,58,33,58,27,56,33,23,56,33,53,55,30,61,30,61,61,28,61,28,33,55,61,25,27,61,53,33,33,33,30,33,33,33,33,28,33,28,30,33,33,33,2
36,56,36,56,32,60,32,28,60,32,58,54,34,58,34,58,62,30,62,30,36,54,62,28,32,58,58,32,36,32,34,32,36,32,36,30,36,30,34,32,36,32,1
31,59,31,59,23,59,32,25,59,31,56,55,27,63,27,63,63,29,62,28,31,55,62,25,23,63,56,32,31,32,27,32,31,31,31,29,31,28,27,31,31,31,1
38,53,38,53,32,61,31,27,61,31,59,50,35,56,35,56,63,29,63,29,38,50,63,27,32,56,59,31,38,31,35,31,38,31,38,29,38,29,35,31,38,31,1
36,56,36,56,32,57,34,29,57,34,54,54,34,58,34,58,60,31,60,31,36,54,60,29,32,58,55,34,36,34,34,34,36,34,36,31,36,31,34,34,36,34,2
31,61,31,61,27,62,30,23,61,29,58,59,29,63,29,63,65,26,64,26,31,59,65,23,27,63,58,29,31,30,29,30,31,29,31,26,31,26,29,29,31,29,1
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,2
32,59,32,59,27,50,41,34,50,40,47,56,29,62,29,62,54,38,53,37,32,57,53,34,27,62,47,41,32,41,29,41,32,40,32,38,32,37,29,40,32,40,2
34,58,34,58,30,60,31,24,60,30,57,56,32,60,32,60,64,28,63,27,34,56,63,24,30,60,57,31,34,31,32,31,34,30,34,28,34,27,32,30,34,30,2
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,1
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,1
35,57,35,57,31,56,35,29,56,35,53,55,33,59,33,59,59,32,59,32,35,55,59,29,31,59,53,35,35,35,33,35,35,35,35,32,35,32,33,35,35,35,2
31,60,31,60,25,55,35,27,55,35,51,57,28,63,28,63,59,31,59,31,31,57,59,27,25,63,51,35,31,35,28,35,31,35,31,31,31,31,28,35,31,35,2
35,57,35,57,31,58,33,26,58,32,55,55,33,59,33,59,62,30,61,29,35,55,61,26,31,59,55,33,35,33,33,33,35,32,35,30,35,29,33,32,35,32,2
33,57,33,57,25,58,33,26,58,32,55,53,29,61,29,61,62,30,61,29,33,53,61,26,25,61,55,33,33,33,29,33,33,32,33,30,33,29,29,32,33,32,1
33,58,33,58,27,53,38,31,53,37,50,55,30,61,30,61,57,35,56,34,33,55,56,31,27,61,50,38,33,38,30,38,33,37,33,35,33,34,30,37,33,37,2
38,54,38,54,34,57,35,31,57,35,55,52,36,56,36,56,59,33,59,33,38,52,59,31,34,56,55,35,38,35,36,35,38,35,38,33,38,33,36,35,38,35,2
35,55,35,55,27,59,32,25,59,31,56,51,31,59,31,59,63,29,62,28,35,51,62,25,27,59,56,32,35,32,31,32,35,31,35,29,35,28,31,31,35,31,1
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,2
32,60,32,60,28,58,33,27,58,33,55,58,30,62,30,62,61,30,61,30,32,58,61,27,28,62,55,33,32,33,30,33,32,33,32,30,32,30,30,33,32,33,2
31,61,31,61,27,62,29,24,62,29,59,59,29,63,29,63,65,26,65,26,31,59,65,24,27,63,60,29,31,29,29,29,31,29,31,26,31,26,29,29,31,29,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
30,62,30,62,26,60,32,25,59,30,57,60,28,64,28,64,64,28,62,27,30,60,63,26,26,64,58,31,30,32,28,32,30,30,30,28,30,27,28,30,30,30,1
33,58,33,58,27,53,39,35,53,39,51,55,30,61,30,61,55,37,55,37,33,55,55,35,27,61,51,39,33,39,30,39,33,39,33,37,33,37,30,39,33,39,1
28,63,28,63,23,58,33,27,58,33,55,61,25,66,25,66,61,30,61,30,28,62,61,27,24,66,55,33,28,33,25,33,28,33,28,30,28,30,25,33,28,33,2
37,54,37,54,31,53,39,35,53,39,51,51,34,57,34,57,55,37,55,37,37,51,55,35,31,57,51,39,37,39,34,39,37,39,37,37,37,37,34,39,37,39,2
34,58,34,58,30,60,32,28,60,32,58,56,32,60,32,60,62,30,62,30,34,56,62,28,30,60,58,32,34,32,32,32,34,32,34,30,34,30,32,32,34,32,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
38,54,38,54,34,56,36,32,56,36,54,52,36,56,36,56,58,34,58,34,38,52,58,32,34,56,54,36,38,36,36,36,38,36,38,34,38,34,36,36,38,36,2
32,59,32,59,26,52,39,33,52,39,49,56,29,62,29,62,55,36,55,36,32,56,55,33,26,62,49,39,32,39,29,39,32,39,32,36,32,36,29,39,32,39,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
32,59,32,59,26,53,38,32,53,38,50,56,29,62,29,62,56,35,56,35,32,56,56,32,26,62,50,38,32,38,29,38,32,38,32,35,32,35,29,38,32,38,2
32,60,32,60,28,63,30,25,62,29,60,58,30,62,30,62,65,27,64,27,32,58,65,25,28,62,60,29,32,30,30,30,32,29,32,27,32,27,30,29,32,29,1
32,59,32,59,26,54,38,34,54,38,52,56,29,62,29,62,56,36,56,36,32,56,56,34,26,62,52,38,32,38,29,38,32,38,32,36,32,36,29,38,32,38,2
39,52,39,52,33,57,35,30,57,34,55,50,36,55,36,55,60,33,59,32,39,50,59,30,34,55,55,35,39,35,36,35,39,34,39,33,39,32,36,34,39,34,2
27,65,27,65,23,55,36,29,55,35,52,63,25,67,25,67,59,33,58,32,27,63,58,29,23,67,52,36,27,36,25,36,27,35,27,33,27,32,25,35,27,35,1
38,53,38,53,32,59,32,26,59,32,56,50,35,56,35,56,62,29,62,29,38,50,62,26,32,56,56,32,38,32,35,32,38,32,38,29,38,29,35,32,38,32,1
34,58,34,58,30,55,36,29,55,35,52,56,32,60,32,60,59,33,58,32,34,56,58,29,30,60,52,36,34,36,32,36,34,35,34,33,34,32,32,35,34,35,1
35,57,35,57,31,54,38,34,54,38,52,55,33,59,33,59,56,36,56,36,35,55,56,34,31,59,52,38,35,38,33,38,35,38,35,36,35,36,33,38,35,38,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,1
29,63,29,63,25,59,33,26,58,32,56,61,27,65,27,65,62,29,61,29,29,61,62,27,25,65,56,32,29,33,27,33,29,32,29,29,29,29,27,32,29,32,2
34,57,34,57,28,51,40,33,51,39,48,54,31,60,31,60,55,37,54,36,34,54,54,33,28,60,48,40,34,40,31,40,34,39,34,37,34,36,31,39,34,39,2
34,58,34,58,30,57,34,27,57,33,54,56,32,60,32,60,61,31,60,30,34,56,60,27,30,60,54,34,34,34,32,34,34,33,34,31,34,30,32,33,34,33,1
35,57,35,57,31,60,32,28,60,32,58,55,33,59,33,59,62,30,62,30,35,55,62,28,31,59,58,32,35,32,33,32,35,32,35,30,35,30,33,32,35,32,1
36,56,36,56,32,60,31,24,60,30,57,54,34,58,34,58,64,28,63,27,36,54,63,24,32,58,57,31,36,31,34,31,36,30,36,28,36,27,34,30,36,30,1
34,57,34,57,28,56,36,32,56,36,54,54,31,60,31,60,58,34,58,34,34,54,58,32,28,60,54,36,34,36,31,36,34,36,34,34,34,34,31,36,34,36,2
32,59,32,59,26,57,33,25,57,33,53,56,29,62,29,62,61,29,61,29,32,56,61,25,26,62,53,33,32,33,29,33,32,33,32,29,32,29,29,33,32,33,2
33,59,33,59,29,58,33,27,58,33,55,57,31,61,31,61,61,30,61,30,33,57,61,27,29,61,55,33,33,33,31,33,33,33,33,30,33,30,31,33,33,33,2
29,64,28,63,24,56,35,26,55,34,52,61,26,65,26,66,60,30,59,30,28,61,60,27,24,66,52,34,29,35,26,35,28,34,29,30,28,30,26,34,28,34,2
34,56,34,56,26,60,31,24,60,30,57,52,30,60,30,60,64,28,63,27,34,52,63,24,26,60,57,31,34,31,30,31,34,30,34,28,34,27,30,30,34,30,1
31,60,31,60,26,53,38,32,53,38,51,57,28,63,28,63,56,35,56,35,31,58,56,33,26,63,51,38,31,38,28,38,31,38,31,35,31,35,28,38,31,38,2
34,58,33,58,29,56,35,29,56,35,53,56,31,60,32,61,59,32,59,32,34,56,59,29,29,60,53,35,34,35,32,35,33,35,34,32,33,32,31,35,34,35,2
36,56,36,56,32,60,31,24,60,30,57,54,34,58,34,58,64,28,63,27,36,54,63,24,32,58,57,31,36,31,34,31,36,30,36,28,36,27,34,30,36,30,1
29,64,28,63,24,60,32,25,59,31,56,61,26,65,26,66,63,28,62,28,28,61,63,25,24,66,56,31,29,32,26,32,28,31,29,28,28,28,26,31,28,31,2
30,63,29,62,25,64,29,24,63,28,61,60,27,64,27,65,66,26,65,26,29,60,66,24,25,65,61,28,30,29,27,29,29,28,30,26,29,26,27,28,29,28,2
32,59,32,59,27,49,42,35,49,41,46,56,29,62,29,62,53,39,52,38,32,57,52,35,27,62,46,42,32,42,29,42,32,41,32,39,32,38,29,41,32,41,2
35,57,35,57,31,61,30,23,61,29,58,55,33,59,33,59,65,27,64,26,35,55,64,23,31,59,58,30,35,30,33,30,35,29,35,27,35,26,33,29,35,29,1
34,58,34,58,30,59,32,26,59,32,56,56,32,60,32,60,62,29,62,29,34,56,62,26,30,60,56,32,34,32,32,32,34,32,34,29,34,29,32,32,34,32,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
34,56,34,56,26,60,31,24,60,30,57,52,30,60,30,60,64,28,63,27,34,52,63,24,26,60,57,31,34,31,30,31,34,30,34,28,34,27,30,30,34,30,1
30,61,30,61,25,53,37,29,53,37,49,58,27,64,27,64,57,33,57,33,30,59,57,29,25,64,49,37,30,37,27,37,30,37,30,33,30,33,27,37,30,37,1
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
33,58,33,58,27,56,34,26,56,34,52,55,30,61,30,61,60,30,60,30,33,55,60,26,27,61,52,34,33,34,30,34,33,34,33,30,33,30,30,34,33,34,2
35,57,35,57,31,55,37,33,55,37,53,55,33,59,33,59,57,35,57,35,35,55,57,33,31,59,53,37,35,37,33,37,35,37,35,35,35,35,33,37,35,37,2
38,53,38,53,32,59,32,25,59,31,56,50,35,56,35,56,63,29,62,28,38,50,62,25,32,56,56,32,38,32,35,32,38,31,38,29,38,28,35,31,38,31,1
33,58,33,58,27,64,27,21,64,27,61,55,30,61,30,61,67,24,67,24,33,55,67,21,27,61,61,27,33,27,30,27,33,27,33,24,33,24,30,27,33,27,2
39,53,39,53,35,55,37,33,55,37,53,51,37,55,37,55,57,35,57,35,39,51,57,33,35,55,53,37,39,37,37,37,39,37,39,35,39,35,37,37,39,37,2
34,58,34,58,30,58,33,27,58,33,55,56,32,60,32,60,61,30,61,30,34,56,61,27,30,60,55,33,34,33,32,33,34,33,34,30,34,30,32,33,34,33,2
