@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute destClass {1.0,2.0}

@data
68,62,80,18,24,89,1,1,85,8,88,5,91,2,71,22,28,66,2,93,82,10,86,6,89,3,4,90,3,67,73,2,4,2,71,21,27,65,2,92,89,3,86,6,82,10,93,1,28,12,29,3,2,7,82,6,92,1,71,11,3,8,2,11,27,21,4,89,3,89,28,23,2,91,86,3,3,23,2,66,3,90,2,2,3,89,5,66,88,1,3,21,2,90,71,7,91,1,84,1,90,1,2,91,5,66,3,11,71,10,3,7,28,8,4,89,71,4,3,3,2,90,2,4,3,6,82,6,3,12,28,1,2,90,2,22,4,1,2,91,72,1,71,6,27,10,71,3,86,3,82,3,3,4,5,3,3,10,3,3,3,6,3,89,3,89,87,1,82,3,27,6,27,3,4,1,83,1,28,5,3,89,3,10,3,21,5,3,3,65,5,66,3,22,5,23,1.0
75,79,79,15,11,88,4,3,83,11,86,7,88,6,76,18,14,81,3,91,81,12,85,9,87,7,4,89,5,82,78,6,4,5,76,16,12,80,3,90,87,6,84,8,80,12,90,5,14,14,14,6,4,9,81,8,89,5,77,14,5,10,3,13,12,16,5,89,4,88,14,18,4,91,85,7,5,18,3,81,4,89,4,5,4,89,6,81,86,5,4,16,3,90,77,10,88,5,82,5,87,5,3,91,5,81,3,12,76,12,4,8,14,10,4,89,77,8,4,7,3,90,4,7,4,8,81,9,5,14,13,5,3,89,3,17,4,5,4,90,77,5,77,8,12,12,77,7,85,7,81,7,4,7,6,6,4,12,5,7,5,8,3,89,4,89,85,5,81,7,13,8,13,7,5,5,81,5,14,8,3,89,3,12,3,16,5,6,4,80,5,81,3,16,6,18,2.0
43,54,76,47,36,86,4,3,85,12,86,7,88,6,45,49,38,57,3,91,79,15,86,8,87,7,5,88,5,57,46,6,4,5,44,48,37,55,3,90,87,6,85,8,79,14,90,5,39,16,39,6,4,8,79,8,89,5,46,15,5,9,4,15,37,48,7,88,5,87,38,50,4,91,86,7,5,50,3,56,4,89,4,5,4,89,7,57,87,5,5,48,3,90,46,9,88,5,80,6,87,5,3,91,5,57,4,14,45,14,4,8,39,9,5,88,46,8,4,7,3,90,4,7,4,8,79,9,5,16,38,5,3,88,3,49,4,5,5,89,45,5,45,8,38,14,45,7,86,7,79,8,4,7,7,6,6,14,6,7,6,8,3,89,4,89,86,5,79,7,38,8,38,7,6,5,79,5,39,8,3,89,4,14,3,48,5,6,5,55,5,57,3,48,7,50,2.0
55,69,81,25,15,89,0,2,83,9,88,7,92,2,62,32,20,74,2,92,82,11,85,8,89,4,3,90,4,75,63,2,3,1,61,31,19,73,2,91,90,3,84,8,82,10,94,0,20,12,21,2,2,9,82,8,93,1,62,11,4,10,2,11,19,31,4,90,3,89,20,33,3,92,85,3,4,33,2,74,3,90,3,1,3,90,5,74,86,1,3,31,2,91,63,9,91,1,84,2,90,1,2,92,4,74,2,10,61,10,2,8,21,10,3,90,63,5,3,3,2,91,3,4,2,8,83,9,4,12,20,1,2,90,2,32,3,1,3,91,62,1,61,8,19,10,62,3,85,4,83,5,3,3,5,2,3,10,4,3,3,8,2,90,3,90,85,1,83,3,19,8,20,3,4,1,83,1,21,5,2,90,2,10,2,31,4,2,3,73,4,74,2,31,5,33,1.0
73,65,80,15,23,89,3,2,82,10,84,8,87,6,76,17,25,68,2,92,81,12,83,9,85,7,3,90,4,69,77,5,3,5,75,17,25,68,2,91,85,7,83,8,80,11,90,4,26,13,27,6,3,10,81,9,89,4,76,12,4,11,3,12,25,18,4,90,4,89,26,19,3,92,83,7,4,19,3,68,3,90,3,5,3,90,5,68,85,4,4,18,2,91,76,10,87,4,83,5,86,4,2,92,4,68,3,12,75,11,3,10,26,11,3,90,76,8,3,8,2,91,3,8,3,10,81,10,4,13,26,5,3,90,3,18,3,5,3,91,76,4,75,9,25,12,75,7,83,7,81,8,3,8,5,6,4,12,4,8,4,10,2,90,3,90,84,4,81,7,25,10,25,8,4,5,82,4,26,9,2,90,3,12,3,18,4,6,4,68,4,68,3,18,5,19,1.0
42,58,77,50,32,88,0,2,86,11,88,6,94,4,43,52,35,61,3,92,80,14,87,7,89,5,5,89,4,61,44,1,4,0,42,50,33,59,2,91,89,5,87,7,80,13,95,0,35,15,35,1,3,7,80,7,94,0,44,15,4,8,3,14,33,50,6,88,4,88,35,52,3,90,87,5,4,52,3,60,3,89,3,0,4,88,6,61,88,0,4,50,3,89,44,8,90,0,81,1,89,0,3,91,6,61,4,14,43,13,4,7,35,8,6,88,44,6,5,5,3,90,3,5,5,7,80,8,4,15,34,0,3,89,3,51,5,0,4,90,43,0,43,7,34,13,43,5,87,5,80,6,4,5,6,1,5,13,5,5,5,7,4,89,4,88,87,0,80,5,34,7,34,5,5,0,80,0,35,6,4,89,5,14,4,51,6,1,4,59,5,61,4,51,6,52,2.0
60,54,78,26,36,88,4,2,85,10,87,7,88,5,64,30,38,57,3,92,81,13,86,8,88,6,5,89,4,57,65,6,4,5,64,29,37,55,2,91,87,6,86,8,81,13,90,5,39,14,39,6,3,8,81,8,89,4,65,13,4,9,3,13,38,29,6,89,4,88,38,31,3,91,86,6,4,31,2,56,4,90,3,5,4,89,6,57,87,5,5,29,2,90,65,9,89,5,82,6,88,5,3,91,5,57,4,13,64,13,4,8,39,9,5,89,65,7,4,6,2,90,3,6,4,8,81,9,4,14,38,5,2,89,3,30,4,5,4,90,64,5,64,8,38,13,64,6,86,6,81,7,4,6,6,6,5,13,5,6,5,8,3,89,4,89,86,5,81,6,38,8,38,6,5,5,81,5,39,7,3,89,4,13,4,29,5,6,4,55,5,57,4,29,6,31,2.0
67,62,82,17,24,89,1,2,85,8,88,5,91,2,72,21,27,66,3,92,83,10,86,6,89,3,4,90,3,67,73,2,4,1,71,21,27,65,2,91,89,3,86,6,83,9,93,1,28,11,29,3,2,7,83,6,92,1,72,10,4,8,2,10,27,21,4,89,3,89,28,22,3,91,86,3,4,23,2,66,3,90,3,2,3,89,4,66,88,1,3,21,2,90,72,7,91,1,85,2,90,1,3,91,4,66,3,9,71,9,3,6,28,8,4,89,72,4,3,3,2,90,2,4,3,6,83,7,4,11,28,1,2,90,2,22,4,1,3,91,72,1,71,6,27,9,71,3,86,3,83,4,3,3,5,3,3,9,3,3,3,6,3,89,3,89,87,1,83,3,27,6,27,3,4,1,84,1,28,5,3,89,3,9,3,21,5,3,3,65,4,66,3,21,5,22,1.0
70,81,81,18,9,86,2,3,85,9,87,7,90,5,72,22,12,82,3,91,83,10,86,8,88,6,4,88,5,84,74,4,4,3,72,20,10,82,3,90,88,6,86,7,82,10,92,3,12,12,12,4,4,8,83,8,91,3,73,12,5,9,4,11,10,20,5,88,5,87,12,22,4,91,86,6,5,22,3,83,4,89,4,3,4,89,7,83,87,3,5,20,3,90,73,9,89,3,84,3,88,3,3,91,5,83,4,10,73,10,4,8,12,9,4,88,73,7,4,6,3,90,4,6,4,8,83,8,5,12,11,3,3,88,3,21,4,3,4,89,73,3,73,8,11,10,73,6,86,6,83,6,4,6,7,4,6,10,6,6,6,8,3,89,4,89,86,3,83,6,11,8,11,6,6,3,83,3,12,7,3,89,4,10,3,20,5,4,5,82,5,83,3,20,7,22,1.0
74,77,79,14,13,88,4,3,83,11,87,7,88,5,76,17,15,79,3,91,81,12,85,9,88,6,4,89,5,80,78,6,4,5,76,16,14,78,3,90,87,6,85,8,80,12,90,5,16,14,16,6,4,9,81,8,89,4,77,13,5,10,3,13,14,16,5,89,4,88,15,18,4,91,85,6,5,18,3,79,4,89,4,5,4,89,6,79,86,5,4,16,3,90,77,10,89,5,82,5,88,5,3,91,5,79,3,12,76,12,4,8,16,10,4,89,77,7,4,6,3,90,4,6,4,8,81,9,5,14,15,5,3,89,3,17,4,5,4,90,77,5,77,8,14,12,77,6,85,6,81,6,4,6,6,6,4,12,5,6,5,8,3,89,4,89,85,5,81,6,15,8,15,6,5,5,81,5,16,7,3,89,3,12,3,16,5,6,4,78,5,79,3,16,6,18,2.0
61,80,82,23,10,89,0,2,85,8,87,5,92,3,65,28,12,82,2,92,84,9,86,7,88,4,3,90,3,83,67,2,3,1,65,28,12,81,2,91,88,4,86,6,83,9,94,0,13,11,13,2,3,7,83,6,93,0,66,11,4,8,3,10,12,28,4,89,3,89,13,28,3,91,86,4,4,29,3,82,3,90,3,1,3,89,4,82,88,1,4,28,2,90,66,8,90,0,85,1,89,0,3,92,4,82,3,10,65,10,3,7,13,8,4,90,66,6,4,5,2,91,3,5,4,7,84,7,4,11,12,1,2,90,3,28,4,1,3,91,66,1,65,7,12,10,65,5,86,5,84,5,3,5,5,2,4,10,4,5,4,7,3,90,3,90,87,0,83,4,12,7,12,5,4,1,84,0,13,6,3,89,4,10,4,28,5,2,4,81,3,82,3,28,5,28,2.0
73,78,81,15,12,89,3,2,84,9,85,6,89,5,75,19,15,80,2,92,82,10,85,7,87,6,3,90,4,81,77,5,3,4,75,18,14,79,2,91,87,5,84,7,82,10,91,4,15,12,15,5,3,8,82,7,90,4,75,12,4,9,3,11,14,18,4,89,3,89,15,19,3,91,86,6,4,19,3,80,3,90,3,4,3,89,5,80,87,4,4,18,2,90,75,9,88,4,84,4,87,4,3,92,5,80,3,11,75,11,3,8,15,9,4,90,76,8,4,7,2,91,3,7,4,8,82,7,4,12,14,4,2,90,3,18,4,4,3,91,76,4,75,8,14,11,76,7,86,6,83,6,3,7,5,5,4,11,4,7,4,8,3,90,3,90,86,4,83,6,14,8,14,7,4,4,83,4,15,8,3,89,4,11,4,18,5,5,4,79,4,80,3,18,5,19,2.0
39,57,78,49,29,80,0,3,85,10,89,5,94,3,42,51,32,59,3,91,81,13,87,7,90,4,4,83,4,62,43,0,4,0,41,51,32,60,3,90,90,4,87,5,79,12,95,0,33,13,34,0,4,7,81,6,94,0,42,13,5,8,3,13,32,51,9,82,10,82,33,51,4,89,87,4,5,53,3,61,4,87,4,0,8,86,10,60,88,0,10,51,3,88,42,7,91,0,82,0,90,0,3,91,5,61,3,12,41,12,4,6,33,7,5,83,42,4,6,4,3,90,4,4,6,6,81,7,5,14,33,0,3,83,3,52,6,0,4,84,42,0,42,6,32,12,42,4,87,4,81,4,4,4,12,0,10,12,11,4,11,6,4,89,5,87,87,0,81,4,33,6,33,4,11,0,81,0,33,4,5,87,5,12,5,51,7,1,10,60,4,61,3,51,11,51,2.0
72,46,79,16,38,89,4,2,82,11,86,8,88,6,74,17,41,51,3,92,81,12,84,10,87,7,4,90,3,52,76,5,4,5,74,18,42,50,2,91,87,6,83,9,80,12,90,5,43,14,44,6,3,10,81,9,89,5,75,12,4,11,2,13,42,18,4,89,3,89,42,19,3,91,84,7,4,20,2,51,3,90,3,5,3,89,4,51,85,5,3,18,2,90,75,10,88,5,82,5,87,5,3,91,4,51,3,12,74,12,4,9,43,11,4,89,75,7,4,7,2,90,3,7,4,9,81,10,4,14,43,5,2,90,2,19,4,5,3,91,75,5,75,9,42,12,75,7,84,7,81,7,4,7,5,6,3,12,4,7,4,9,3,89,3,89,84,5,81,7,43,9,43,7,4,5,81,5,43,8,3,89,3,12,3,18,5,6,3,50,4,51,3,18,5,19,1.0
48,59,76,38,25,86,3,3,86,10,88,6,89,4,50,41,29,62,3,91,80,12,87,7,89,5,4,88,4,65,53,4,4,4,50,41,29,63,3,90,88,5,87,6,79,12,91,4,30,13,31,4,4,7,80,7,90,3,52,13,5,8,4,14,29,41,4,87,5,87,29,41,4,90,87,5,4,43,3,64,4,89,4,4,4,88,5,63,88,4,5,41,3,89,52,7,90,4,81,4,89,4,4,91,5,64,4,13,52,13,4,7,30,7,4,88,52,5,5,5,3,90,4,5,5,7,80,7,5,15,30,4,3,88,3,42,5,4,4,89,52,4,52,7,30,13,52,5,87,5,80,5,4,5,7,5,6,13,6,5,6,7,4,89,4,89,87,4,80,5,30,7,30,5,6,4,80,4,30,5,4,88,5,13,4,41,6,5,5,63,4,64,3,41,5,42,1.0
44,54,78,48,36,70,4,2,81,12,84,9,86,6,45,50,39,57,2,92,79,14,82,10,85,7,4,73,4,57,46,7,3,6,44,48,37,55,2,91,84,8,83,10,79,13,89,5,39,15,39,7,3,11,80,10,88,4,45,15,4,12,2,14,37,48,23,72,21,71,39,50,4,91,83,8,4,50,2,56,4,90,3,6,20,89,23,57,84,5,21,48,2,90,45,12,87,5,81,6,86,6,3,92,5,57,2,13,44,13,3,10,39,12,5,73,45,9,4,8,2,91,3,8,4,10,79,11,4,15,38,6,2,72,2,49,4,6,4,73,45,6,45,10,37,13,45,8,82,7,79,8,3,8,23,7,21,13,22,8,22,10,3,90,4,90,83,6,80,8,38,10,38,8,22,6,80,6,39,9,3,89,3,13,3,48,5,7,21,55,4,57,2,48,23,50,1.0
42,54,77,50,36,69,3,2,82,13,84,8,87,6,44,51,38,57,2,92,78,16,83,9,85,7,4,71,4,57,44,6,3,5,42,50,37,55,2,91,85,7,83,10,79,14,90,4,39,16,39,6,3,10,79,10,89,4,44,16,4,11,3,15,37,50,25,71,23,69,39,52,4,87,83,8,4,52,2,56,4,86,3,5,23,85,25,57,85,4,23,50,2,86,44,11,87,4,80,6,86,4,3,92,9,57,3,14,43,14,3,10,39,11,9,71,44,9,8,8,2,91,3,8,8,10,78,11,4,16,38,5,2,70,2,51,8,5,4,71,43,5,43,10,38,14,43,8,83,7,78,9,3,8,25,6,24,14,24,8,24,10,7,90,9,86,84,5,79,8,38,10,38,8,24,5,79,5,39,9,7,85,8,14,7,50,9,6,23,55,4,57,2,50,25,52,1.0
59,80,83,19,10,86,2,2,86,9,88,6,90,4,67,27,12,81,3,92,84,10,87,7,89,5,4,88,3,83,68,4,4,3,67,26,11,80,2,91,89,4,86,7,84,10,92,3,13,11,13,4,3,7,84,7,91,3,67,11,4,8,3,10,12,26,5,88,4,87,13,27,3,91,87,5,4,28,2,82,4,90,3,3,4,89,6,82,88,3,6,26,2,90,67,8,90,3,85,3,89,3,3,91,4,82,4,10,67,10,4,7,13,8,4,88,67,6,4,5,2,90,3,5,4,7,84,7,4,11,12,3,2,88,3,27,4,3,3,89,67,3,67,7,12,10,67,5,87,5,84,5,4,5,7,4,6,10,6,5,6,7,3,89,4,89,87,3,84,5,12,7,12,5,6,3,84,3,13,6,3,89,4,10,4,26,5,4,5,81,4,82,4,26,7,27,1.0
52,50,80,36,42,81,5,2,82,10,86,8,87,6,55,40,44,52,2,92,81,12,84,9,87,7,4,83,4,52,56,7,3,6,54,38,42,50,2,91,86,7,84,9,81,11,89,6,44,13,44,7,3,10,82,9,88,5,55,13,4,11,3,12,42,38,12,83,10,82,44,40,3,91,84,7,4,40,3,51,3,89,3,6,9,89,12,52,85,6,10,38,3,90,56,11,88,6,83,7,87,6,2,92,5,52,3,12,54,11,3,10,44,11,5,83,56,8,4,7,3,91,3,7,4,10,82,10,4,13,43,6,3,83,3,39,4,6,4,84,55,6,55,9,42,11,55,7,84,7,82,8,3,7,12,7,10,11,11,7,11,9,3,90,4,89,84,6,82,7,43,9,43,7,11,6,82,6,44,8,3,90,3,12,3,39,5,7,10,50,4,52,3,39,12,40,1.0
72,77,80,16,13,88,2,3,83,10,85,7,90,5,74,19,15,79,3,91,82,11,84,9,87,6,4,89,5,80,76,4,4,3,74,18,14,78,3,90,87,6,84,8,81,11,92,3,16,13,16,4,3,9,81,8,91,3,75,12,5,10,3,12,14,18,5,89,4,88,15,20,4,91,85,6,5,20,3,79,4,89,4,3,4,89,6,79,86,3,4,18,3,90,75,10,88,3,83,3,87,3,3,91,5,79,3,11,74,11,3,8,16,10,4,89,75,8,4,6,3,90,4,7,3,8,82,9,5,13,15,3,3,89,3,19,4,3,4,90,75,3,74,8,14,11,75,6,85,7,82,7,4,6,6,4,4,11,5,6,4,8,3,89,4,89,85,3,82,6,14,8,15,6,5,3,82,3,16,8,3,89,3,11,3,18,5,4,4,78,5,79,3,18,6,20,2.0
72,60,79,16,28,90,3,2,82,11,84,8,87,6,74,19,31,63,2,92,81,12,83,10,85,7,3,90,4,64,76,5,3,5,74,19,31,62,2,91,85,7,83,8,79,12,90,4,31,14,32,6,3,10,80,9,89,4,75,13,4,11,3,13,31,19,3,90,2,90,31,20,2,92,83,7,4,20,3,63,2,90,3,5,2,90,4,63,85,5,3,19,2,91,75,10,87,4,82,5,86,4,2,92,4,63,3,13,74,13,3,10,31,11,3,90,75,8,3,8,2,91,3,8,3,10,81,10,4,14,31,5,2,91,3,19,3,5,3,92,75,5,74,10,31,13,74,8,83,8,81,8,3,8,4,6,3,13,3,8,3,10,2,90,2,90,84,4,80,7,31,10,31,8,3,5,81,4,31,9,2,90,3,13,3,19,4,6,3,62,4,63,3,19,4,20,1.0
40,60,72,50,28,84,0,3,87,20,88,5,94,4,43,53,32,63,3,91,74,22,88,7,89,5,5,86,5,64,43,1,4,0,42,51,30,62,3,90,89,4,87,6,73,21,95,0,32,22,32,1,4,6,73,6,94,0,43,22,5,7,4,21,31,51,9,86,8,84,32,53,5,91,88,5,5,53,3,63,5,89,4,0,8,89,10,64,89,1,9,51,3,90,43,7,90,0,74,1,89,0,3,91,5,64,4,21,42,21,4,6,32,7,5,86,43,6,4,5,3,90,4,5,4,6,74,7,5,22,31,0,3,85,4,52,4,0,5,86,42,0,42,6,31,21,42,5,88,6,74,6,4,5,10,1,9,21,9,5,9,6,3,89,5,89,88,0,73,5,31,6,31,5,9,0,73,0,32,6,3,89,4,21,4,51,5,1,8,62,5,64,4,51,10,53,2.0
74,60,78,16,28,89,4,2,82,12,85,8,88,7,75,18,31,63,2,92,79,13,84,9,86,8,3,90,4,64,77,5,3,5,75,17,30,62,2,91,86,7,83,10,80,13,90,5,31,15,32,6,3,10,80,10,89,5,75,14,4,11,3,14,30,17,4,89,3,89,31,19,3,91,84,8,4,19,2,63,3,90,3,5,3,89,5,63,85,5,3,17,2,90,76,10,87,5,81,5,86,5,3,92,5,63,3,13,76,13,3,10,31,11,4,90,76,8,4,8,2,91,3,8,4,10,80,9,4,15,31,5,2,90,2,18,4,5,3,91,76,5,76,10,31,13,76,8,84,8,80,8,3,8,5,6,4,13,4,8,4,10,3,90,3,90,84,5,80,8,31,10,31,8,4,5,80,5,31,9,3,89,4,13,3,17,5,6,3,62,4,63,2,17,5,19,1.0
75,67,80,15,19,88,4,3,83,10,84,7,88,6,77,16,22,71,3,91,81,12,84,8,86,7,4,89,5,72,78,5,4,5,76,16,22,70,3,90,86,6,83,8,81,11,90,5,23,13,24,6,3,9,81,8,89,5,77,12,5,10,3,12,22,16,5,89,4,88,23,18,4,91,85,7,5,18,3,71,4,89,4,5,4,89,6,71,86,5,4,16,3,90,77,9,87,5,83,5,86,5,3,91,5,71,3,11,76,11,3,8,23,10,4,89,77,8,4,7,3,90,4,8,3,8,81,9,5,13,23,5,3,89,3,17,4,5,4,90,77,5,76,8,22,11,77,7,85,7,82,8,4,7,6,6,4,11,5,7,4,8,3,89,4,89,85,5,82,7,22,8,23,7,5,5,82,5,23,9,3,89,3,11,3,16,5,6,4,70,5,71,3,16,6,18,2.0
39,78,83,45,10,88,0,3,87,7,90,5,94,2,44,50,13,81,3,91,85,9,88,6,91,3,4,89,4,82,45,1,4,0,44,49,12,80,3,90,91,3,88,6,85,9,95,0,14,10,14,1,4,6,85,6,94,0,44,10,5,7,4,9,13,49,5,88,4,88,14,50,4,90,88,3,5,51,3,81,4,89,4,0,4,88,5,81,89,0,5,49,3,89,44,7,92,0,86,0,91,0,4,91,5,81,4,9,44,9,4,6,14,7,5,89,44,4,5,3,3,90,4,3,5,6,85,6,5,10,13,0,3,89,4,50,5,0,4,90,44,0,44,6,13,9,44,3,88,3,85,3,4,3,6,1,5,9,5,3,5,6,4,89,4,89,88,0,85,3,13,6,13,3,5,0,85,0,14,4,4,88,5,9,5,49,6,1,4,80,4,81,4,49,6,50,2.0
48,57,79,38,33,88,0,2,83,9,87,7,92,3,51,42,35,60,2,92,81,11,85,8,88,5,4,89,4,60,53,2,3,1,51,41,34,58,2,91,88,4,84,7,80,11,94,0,35,13,36,2,3,9,81,8,93,0,51,12,4,10,3,12,34,41,6,89,4,89,35,43,3,92,84,4,4,43,3,59,3,90,3,1,4,90,6,60,86,1,4,42,3,91,52,9,90,1,83,1,89,0,2,92,4,60,3,12,51,11,3,9,36,10,4,89,52,6,3,5,2,91,3,5,3,9,82,8,4,13,35,0,3,89,3,42,3,1,4,90,52,0,51,8,34,11,51,4,85,5,82,5,3,5,6,2,4,12,4,5,4,9,2,90,3,90,85,0,81,4,34,8,34,4,5,1,82,0,36,6,3,90,3,12,3,42,4,2,4,59,4,60,3,42,6,43,2.0
47,66,81,35,22,88,3,3,85,9,88,7,89,4,52,40,24,68,3,91,83,10,86,8,89,5,4,89,4,70,54,4,4,4,52,40,24,68,3,90,88,5,86,7,82,10,91,4,25,12,26,5,4,8,83,8,90,3,53,11,5,9,4,11,24,40,4,88,4,88,25,41,4,90,86,5,5,42,3,69,4,89,4,4,4,88,5,68,87,4,4,40,3,89,53,8,90,4,84,4,89,4,4,91,5,69,4,10,53,10,4,8,25,9,4,89,53,5,5,5,3,90,4,5,5,8,83,8,5,12,25,4,3,89,3,41,5,4,4,90,53,4,53,8,25,10,53,5,86,5,83,5,4,5,6,5,5,10,5,5,5,8,4,89,4,89,86,4,83,5,25,8,25,5,5,4,83,4,25,6,4,88,5,10,4,40,6,5,4,68,4,69,3,40,6,41,1.0
40,54,61,48,36,78,0,2,85,23,90,5,94,2,42,50,37,55,3,92,65,27,87,6,91,3,4,81,3,57,44,0,4,0,42,50,37,55,2,91,91,3,87,6,65,27,95,0,38,27,39,0,3,7,66,6,94,0,43,27,4,8,3,28,37,50,12,79,12,80,37,50,3,89,87,3,3,52,3,56,3,88,3,0,10,86,12,55,88,0,12,50,3,88,43,7,92,0,67,0,91,0,3,91,5,56,4,28,42,27,4,7,38,7,5,80,43,3,6,3,3,90,3,3,6,7,66,7,4,29,38,0,3,81,3,51,6,0,3,82,43,0,43,6,37,27,43,3,87,3,66,3,4,3,14,0,12,27,13,3,13,6,4,89,4,87,87,0,66,3,38,6,38,3,13,0,66,0,38,3,5,88,5,28,5,51,7,1,12,55,4,56,4,51,12,50,2.0
