@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,-1.0}

@data
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
30,7,85,60,32,63,87,8,33,9,86,7,31,62,32,8,1.0
27,11,81,63,29,66,83,12,30,13,82,12,29,65,29,12,1.0
36,28,62,54,37,57,65,29,39,31,64,29,37,56,38,30,1.0
36,35,55,54,37,57,58,36,39,38,57,37,38,56,38,37,1.0
36,9,83,54,38,57,85,10,39,11,84,9,37,56,38,10,-1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
49,32,58,37,53,42,61,34,54,35,60,33,52,41,53,34,1.0
31,10,82,59,33,62,84,11,34,12,83,11,33,61,33,11,1.0
42,45,45,48,44,51,48,47,45,48,47,46,43,50,44,47,-1.0
39,34,56,51,41,54,59,36,42,37,58,35,40,53,41,36,1.0
33,24,66,57,35,60,69,26,36,27,68,25,34,59,35,26,1.0
24,14,78,66,26,69,80,15,27,16,79,15,26,68,26,15,1.0
47,39,51,45,48,47,54,41,49,42,53,41,48,46,48,41,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
32,14,76,58,34,61,79,16,35,17,78,15,33,60,34,16,1.0
24,13,79,66,26,69,81,14,27,15,80,14,26,68,26,14,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
34,47,43,56,35,59,46,48,37,50,45,49,36,58,36,49,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
48,40,50,42,50,45,53,42,51,43,52,40,48,44,50,42,1.0
25,11,81,65,27,68,83,12,28,13,82,11,26,67,27,12,1.0
35,32,58,55,36,58,61,33,38,35,60,34,37,57,37,34,1.0
45,37,53,47,46,49,56,39,47,40,55,38,45,48,46,39,1.0
42,44,46,48,44,51,49,46,45,47,48,46,44,50,44,46,-1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
32,14,76,58,34,61,79,16,35,17,78,15,33,60,34,16,1.0
40,10,82,50,42,53,84,11,43,12,83,10,41,52,42,11,-1.0
33,48,44,57,35,60,46,49,36,50,45,49,35,59,35,49,1.0
51,31,59,41,51,43,62,32,53,34,61,33,52,42,52,33,1.0
44,38,52,48,44,50,55,39,46,41,54,40,45,49,45,40,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
19,1,93,73,21,75,94,2,21,2,93,1,20,74,20,1,-1.0
49,39,51,41,51,44,54,41,52,42,53,39,49,43,51,41,1.0
35,25,65,55,37,58,68,27,38,28,67,26,36,57,37,27,1.0
34,26,64,56,35,59,67,27,37,29,66,28,36,58,36,28,1.0
32,49,41,58,34,61,44,51,35,52,43,51,34,60,34,51,1.0
34,54,36,56,34,59,39,54,37,57,38,56,36,58,36,56,1.0
25,13,79,65,27,68,81,14,28,15,80,14,27,67,27,14,1.0
42,45,45,48,44,51,48,47,45,48,47,46,43,50,44,47,1.0
20,13,79,70,22,73,81,14,23,15,80,14,22,72,22,14,1.0
23,12,80,67,25,70,82,13,26,14,81,13,25,69,25,13,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
37,30,60,53,38,56,63,31,40,33,62,32,39,55,39,32,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
37,43,47,53,39,56,50,45,40,46,49,45,39,55,39,45,1.0
36,31,59,54,38,57,62,33,39,34,61,32,37,56,38,33,1.0
38,34,56,52,39,55,59,35,41,37,58,35,39,54,40,36,1.0
30,57,33,60,32,63,36,59,33,60,35,58,31,62,32,59,1.0
45,36,54,47,46,49,57,38,47,39,56,38,46,48,46,38,1.0
53,36,54,37,54,40,57,37,56,39,56,36,53,39,55,38,1.0
44,40,50,48,45,50,53,42,46,43,52,42,45,49,45,42,1.0
38,45,47,52,40,55,49,46,41,47,48,45,39,54,40,46,1.0
33,49,41,57,34,60,44,50,36,52,43,50,34,59,35,51,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
21,13,79,69,23,72,81,14,24,15,80,14,23,71,23,14,1.0
41,39,51,49,43,52,54,41,44,42,53,41,43,51,43,41,1.0
38,48,42,52,40,55,45,50,41,51,44,50,40,54,40,50,1.0
36,46,44,54,37,57,47,47,39,49,46,47,37,56,38,48,1.0
45,36,54,47,46,49,57,38,47,39,56,38,46,48,46,38,1.0
27,13,79,63,29,66,81,14,30,15,80,14,29,65,29,14,1.0
34,26,64,56,35,59,67,27,37,29,66,28,36,58,36,28,1.0
45,41,49,45,47,48,52,43,48,44,51,43,47,47,47,43,-1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
45,35,55,47,46,49,58,37,47,38,57,37,46,48,46,37,1.0
44,39,51,48,45,50,54,41,46,42,53,41,45,49,45,41,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
35,53,37,55,37,58,40,55,38,56,39,53,35,57,37,55,1.0
25,13,79,65,27,68,81,14,28,15,80,13,26,67,27,14,1.0
50,32,58,34,54,40,61,33,56,35,60,33,54,39,55,34,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
46,40,50,46,46,48,53,41,48,43,52,41,46,47,47,42,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
41,36,52,51,42,53,56,39,43,40,55,38,41,52,42,39,1.0
46,36,56,44,48,47,58,37,49,38,57,37,48,46,48,37,-1.0
49,33,57,43,49,45,60,34,51,36,59,35,50,44,50,35,1.0
26,12,80,64,28,67,82,13,29,14,81,13,28,66,28,13,1.0
32,57,33,58,33,61,36,58,35,60,35,57,32,60,34,59,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
48,39,51,42,50,45,54,41,51,42,53,40,49,44,50,41,1.0
27,12,80,63,29,66,82,13,30,14,81,13,29,65,29,13,1.0
29,58,32,61,31,64,35,60,32,61,34,59,30,63,31,60,1.0
38,43,47,52,39,55,50,44,41,46,49,45,40,54,40,45,1.0
19,13,79,71,21,74,81,14,22,15,80,14,21,73,21,14,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
38,44,46,52,39,55,49,45,41,47,48,45,39,54,40,46,1.0
32,49,41,58,33,61,44,50,35,52,43,51,34,60,34,51,1.0
28,12,80,62,30,65,82,13,31,14,81,13,30,64,30,13,1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
24,13,79,66,26,69,81,14,27,15,80,13,25,68,26,14,1.0
20,12,80,70,22,73,82,13,23,14,81,12,21,72,22,13,1.0
32,7,85,58,34,61,87,8,35,9,86,7,33,60,34,8,1.0
36,29,61,54,38,57,64,31,39,32,63,30,37,56,38,31,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
35,46,44,55,37,58,47,48,38,49,46,48,37,57,37,48,1.0
38,44,46,52,40,55,49,46,41,47,48,45,39,54,40,46,1.0
39,43,47,51,40,54,50,44,42,46,49,45,41,53,41,45,1.0
39,48,42,51,40,54,45,49,42,51,44,50,41,53,41,50,1.0
35,10,82,55,37,58,84,11,38,12,83,10,36,57,37,11,-1.0
39,44,46,53,39,55,49,45,41,47,48,46,40,54,40,46,-1.0
29,7,85,61,31,64,87,8,32,9,86,7,30,63,31,8,1.0
47,2,86,43,50,46,90,6,50,6,89,4,48,45,49,5,1.0
50,11,75,40,53,43,80,16,53,16,79,13,50,42,52,15,1.0
26,12,80,64,28,67,82,13,29,14,81,13,28,66,28,13,1.0
38,43,47,52,40,55,50,45,41,46,49,45,40,54,40,45,1.0
34,23,67,56,35,59,70,24,37,26,69,25,36,58,36,25,1.0
27,9,83,63,29,66,85,10,30,11,84,9,28,65,29,10,1.0
39,36,54,51,40,54,57,37,42,39,56,37,40,53,41,38,1.0
35,19,71,55,37,58,74,21,38,22,73,20,36,57,37,21,1.0
33,54,36,57,34,60,39,55,36,57,38,56,35,59,35,56,1.0
36,46,44,54,37,57,47,47,39,49,46,48,38,56,38,48,1.0
50,33,57,38,52,42,60,34,54,36,59,35,53,41,53,35,1.0
36,54,36,54,36,57,39,54,39,57,38,54,36,56,38,56,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
47,0,90,43,50,46,93,3,50,3,92,2,49,45,49,2,1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
31,57,33,59,32,62,36,58,34,60,35,58,32,61,33,59,1.0
9,3,89,83,10,85,91,4,11,5,90,4,10,84,10,4,-1.0
45,43,47,45,46,48,50,44,48,46,49,44,46,47,47,45,1.0
48,38,52,44,49,46,55,40,50,41,54,40,49,45,49,40,1.0
25,14,78,65,27,68,80,15,28,16,79,14,26,67,27,15,1.0
37,50,40,53,39,56,43,52,40,53,42,51,38,55,39,52,1.0
43,41,49,47,45,50,52,43,46,44,51,42,44,49,45,43,1.0
35,47,45,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
27,10,82,63,29,66,84,11,30,12,83,11,29,65,29,11,1.0
38,35,55,52,40,55,58,37,41,38,57,36,39,54,40,37,1.0
51,32,58,37,54,41,61,34,55,35,60,33,53,40,54,34,1.0
3,0,92,87,6,90,94,2,6,2,93,1,5,89,5,1,-1.0
31,56,34,59,33,62,37,58,34,59,36,57,32,61,33,58,1.0
55,31,59,35,57,38,62,33,58,34,61,32,56,37,57,33,-1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
35,53,37,55,37,58,40,55,38,56,39,53,35,57,37,55,1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,1.0
38,44,46,52,39,55,49,45,41,47,48,46,40,54,40,46,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
32,10,82,58,33,61,84,10,35,12,83,11,34,60,34,11,1.0
33,22,68,57,35,60,71,24,36,25,70,23,34,59,35,24,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
37,44,46,53,39,56,49,46,40,47,48,45,38,55,39,46,1.0
18,12,80,72,20,75,82,13,21,14,81,13,20,74,20,13,1.0
41,38,50,51,42,53,54,41,43,42,53,40,41,52,42,41,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
38,32,58,52,40,55,61,34,41,35,60,33,39,54,40,34,1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
39,44,46,51,40,54,49,45,42,47,48,45,40,53,41,46,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
37,53,37,53,37,56,40,53,40,56,39,53,37,55,39,55,1.0
36,46,44,54,38,57,47,48,39,49,46,47,37,56,38,48,1.0
34,54,36,56,36,59,39,56,37,57,38,54,34,58,36,56,1.0
33,55,35,57,34,60,38,56,36,58,37,56,34,59,35,57,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
35,46,44,55,36,58,47,47,38,49,46,48,37,57,37,48,1.0
25,14,78,65,27,68,80,15,28,16,79,14,26,67,27,15,1.0
36,29,61,54,37,57,64,30,39,32,63,31,38,56,38,31,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
42,45,45,48,44,51,48,47,45,48,47,46,43,50,44,47,-1.0
35,32,58,55,36,58,61,33,38,35,60,34,37,57,37,34,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
39,43,47,51,41,54,50,45,42,46,49,44,40,53,41,45,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
39,35,55,51,40,54,58,36,42,38,57,36,40,53,41,37,1.0
37,44,46,53,38,56,49,45,40,47,48,46,39,55,39,46,1.0
30,11,81,60,32,63,83,12,33,13,82,12,32,62,32,12,1.0
30,7,85,60,31,63,87,7,33,9,86,8,32,62,32,8,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
49,32,58,35,52,41,61,32,55,35,60,33,53,40,54,34,1.0
30,56,34,60,32,63,37,58,33,59,36,58,32,62,32,58,1.0
48,38,52,44,49,46,55,40,50,41,54,40,49,45,49,40,1.0
35,46,46,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
45,41,49,45,46,48,52,42,48,44,51,42,46,47,47,43,-1.0
36,35,55,54,38,57,58,37,39,38,57,36,37,56,38,37,1.0
34,23,67,56,35,59,70,24,37,26,69,25,36,58,36,25,1.0
43,39,51,47,45,50,54,41,46,42,53,41,45,49,45,41,-1.0
38,50,40,52,38,55,43,50,41,53,42,52,40,54,40,52,1.0
40,42,48,50,41,53,51,43,43,45,50,44,42,52,42,44,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
45,40,50,47,45,49,53,41,47,43,52,42,46,48,46,42,1.0
50,3,85,40,53,43,89,7,53,7,88,4,50,42,52,6,1.0
35,47,45,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
40,35,55,50,42,53,58,37,43,38,57,36,41,52,42,37,1.0
38,33,57,52,39,55,60,34,41,36,59,35,40,54,40,35,1.0
25,12,80,65,27,68,82,13,28,14,81,12,26,67,27,13,1.0
36,30,60,54,38,57,63,32,39,33,62,31,37,56,38,32,1.0
32,49,41,58,34,61,44,51,35,52,43,50,33,60,34,51,1.0
39,48,42,51,41,54,45,50,42,51,44,49,40,53,41,50,1.0
43,37,51,49,43,51,55,39,45,41,54,40,44,50,44,40,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
48,39,51,42,50,45,54,41,51,42,53,40,49,44,50,41,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
51,31,59,35,55,40,62,33,56,34,61,32,54,39,55,33,1.0
35,25,65,55,36,58,68,26,38,28,67,26,36,57,37,27,1.0
44,39,51,48,45,50,54,41,46,42,53,41,45,49,45,41,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
36,9,83,54,38,57,85,10,39,11,84,9,37,56,38,10,-1.0
47,30,58,43,49,46,62,33,50,34,61,32,48,45,49,33,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
43,39,51,47,45,50,54,41,46,42,53,40,44,49,45,41,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
21,13,79,69,23,72,81,14,24,15,80,13,22,71,23,14,1.0
38,49,41,52,39,55,44,50,41,52,43,51,40,54,40,51,1.0
51,37,53,39,52,42,56,38,54,40,55,38,52,41,53,39,1.0
34,29,61,56,35,59,64,30,37,32,63,31,36,58,36,31,1.0
21,13,79,69,23,72,81,14,24,15,80,14,23,71,23,14,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
36,33,57,54,38,57,60,35,39,36,59,35,38,56,38,35,1.0
35,55,35,55,35,58,38,55,38,58,37,55,35,57,37,57,1.0
44,41,49,48,45,50,52,43,46,44,51,43,45,49,45,43,1.0
51,37,53,39,52,42,56,38,54,40,55,38,52,41,53,39,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
37,44,46,53,38,56,49,45,40,47,48,46,39,55,39,46,1.0
37,8,84,53,39,56,86,9,40,10,85,8,38,55,39,9,-1.0
24,12,80,66,26,69,82,13,27,14,81,13,26,68,26,13,1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
27,12,80,63,29,66,82,13,30,14,81,12,28,65,29,13,1.0
25,11,81,65,27,68,83,12,28,13,82,12,27,67,27,12,1.0
31,58,32,59,31,62,35,58,34,61,34,59,32,61,33,60,1.0
33,24,66,57,34,60,69,25,36,27,68,26,35,59,35,26,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
49,36,54,39,52,43,57,38,53,39,56,37,51,42,52,38,1.0
23,12,80,67,25,70,82,13,26,14,81,13,25,69,25,13,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
34,11,81,56,36,59,83,12,37,13,82,11,35,58,36,12,1.0
25,13,79,65,27,68,81,14,28,15,80,14,27,67,27,14,1.0
48,33,57,44,49,46,60,35,50,36,59,35,49,45,49,35,1.0
38,49,41,52,39,55,44,50,41,52,43,51,40,54,40,51,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
36,33,57,54,37,57,60,34,39,36,59,35,38,56,38,35,1.0
31,12,80,59,33,62,82,13,34,14,81,12,32,61,33,13,1.0
43,38,52,49,43,51,55,39,45,41,54,40,44,50,44,40,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
35,51,39,55,37,58,42,53,38,54,41,53,37,57,37,53,1.0
38,32,58,52,39,55,61,33,41,35,60,34,40,54,40,34,1.0
45,38,52,47,46,49,55,40,47,41,54,40,46,48,46,40,1.0
36,29,61,54,38,57,64,31,39,32,63,30,37,56,38,31,1.0
24,12,80,66,26,69,82,13,27,14,81,12,25,68,26,13,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
25,12,80,65,27,68,82,13,28,14,81,13,27,67,27,13,1.0
34,55,35,56,35,59,38,56,37,58,37,55,34,58,36,57,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
33,54,36,57,35,60,39,56,36,57,38,55,34,59,35,56,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
40,41,49,52,41,54,52,43,42,44,51,43,41,53,41,43,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
14,0,94,78,16,80,95,1,16,1,94,0,15,79,15,0,-1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
37,8,84,53,39,56,86,9,40,10,85,9,39,55,39,9,-1.0
40,42,48,50,41,53,51,43,43,45,50,44,42,52,42,44,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
19,13,79,71,21,74,81,14,22,15,80,13,20,73,21,14,1.0
35,30,60,55,36,58,63,31,38,33,62,32,37,57,37,32,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
35,9,83,55,37,58,85,10,38,11,84,10,37,57,37,10,-1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
39,25,63,53,40,55,67,28,41,29,66,28,40,54,40,28,-1.0
51,35,53,39,53,42,57,38,54,39,56,36,51,41,53,38,1.0
40,32,58,50,41,53,61,33,43,35,60,33,41,52,42,34,1.0
45,36,54,47,46,49,57,38,47,39,56,38,46,48,46,38,1.0
45,43,47,45,46,48,50,44,48,46,49,44,46,47,47,45,-1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
30,51,41,60,32,63,43,52,33,53,42,52,32,62,32,52,1.0
28,13,79,62,30,65,81,14,31,15,80,14,30,64,30,14,1.0
44,42,48,46,44,49,51,42,47,45,50,43,45,48,46,44,1.0
46,41,49,46,47,48,52,43,48,44,51,42,46,47,47,43,1.0
37,52,38,53,38,56,41,53,40,55,40,52,37,55,39,54,1.0
36,46,44,54,37,57,47,47,39,49,46,47,37,56,38,48,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
36,53,37,54,36,57,40,53,39,56,39,54,37,56,38,55,1.0
32,24,66,58,34,61,69,26,35,27,68,25,33,60,34,26,1.0
25,13,79,65,27,68,81,14,28,15,80,14,27,67,27,14,1.0
31,50,40,59,33,62,43,52,34,53,42,52,33,61,33,52,1.0
21,13,79,69,23,72,81,14,24,15,80,14,23,71,23,14,1.0
35,47,43,55,37,58,46,49,38,50,45,48,36,57,37,49,1.0
37,49,41,53,39,56,44,51,40,52,43,51,39,55,39,51,1.0
34,48,42,56,35,59,45,49,37,51,44,49,35,58,36,50,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
25,10,82,65,27,68,84,11,28,12,83,11,27,67,27,11,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
44,43,47,46,45,49,50,44,47,46,49,45,46,48,46,45,-1.0
34,26,64,56,35,59,67,27,37,29,66,27,35,58,36,28,1.0
35,30,60,55,36,58,63,31,38,33,62,31,36,57,37,32,1.0
34,24,66,56,36,59,69,26,37,27,68,25,35,58,36,26,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
40,30,60,50,41,53,63,31,43,33,62,31,41,52,42,32,1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
24,13,79,66,26,69,81,14,27,15,80,14,26,68,26,14,1.0
23,14,78,67,25,70,80,15,26,16,79,14,24,69,25,15,1.0
37,53,37,53,37,56,40,53,40,56,39,53,37,55,39,55,1.0
36,52,38,54,38,57,41,54,39,55,40,52,36,56,38,54,1.0
43,46,44,47,44,50,47,47,46,49,46,46,43,49,45,48,-1.0
46,41,49,46,46,48,52,42,48,44,51,42,46,47,47,43,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
48,40,50,42,50,45,53,42,51,43,52,40,48,44,50,42,1.0
31,51,39,59,32,62,42,52,34,54,41,52,32,61,33,53,1.0
44,43,47,46,46,49,50,45,47,46,49,44,45,48,46,45,-1.0
30,56,34,60,32,63,37,58,33,59,36,58,32,62,32,58,1.0
46,38,52,44,47,47,55,39,49,41,54,40,48,46,48,40,-1.0
48,33,57,44,49,46,60,35,50,36,59,35,49,45,49,35,1.0
43,41,49,47,45,50,52,43,46,44,51,43,45,49,45,43,-1.0
0,1,91,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
50,33,57,42,50,44,60,34,52,36,59,35,51,43,51,35,1.0
32,48,42,58,34,61,45,50,35,51,44,50,34,60,34,50,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
36,10,82,54,38,57,84,11,39,12,83,10,37,56,38,11,-1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
37,44,46,53,38,56,49,45,40,47,48,46,39,55,39,46,1.0
35,30,60,55,36,58,63,31,38,33,62,32,37,57,37,32,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
24,11,81,66,26,69,83,12,27,13,82,11,25,68,26,12,1.0
50,37,53,40,51,43,56,38,53,40,55,39,52,42,52,39,1.0
23,12,80,67,25,70,82,13,26,14,81,12,24,69,25,13,1.0
30,57,33,60,32,63,36,59,33,60,35,58,31,62,32,59,1.0
36,33,57,54,37,57,60,34,39,36,59,35,38,56,38,35,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
35,10,82,55,36,58,84,10,38,12,83,11,37,57,37,11,-1.0
45,40,50,47,45,49,53,41,47,43,52,42,46,48,46,42,1.0
39,43,47,51,40,54,50,44,42,46,49,45,41,53,41,45,1.0
41,41,49,51,42,53,52,43,43,44,51,42,41,52,42,43,1.0
37,29,61,53,39,56,64,31,40,32,63,30,38,55,39,31,1.0
30,7,85,60,32,63,87,8,33,9,86,7,31,62,32,8,1.0
34,22,68,56,35,59,71,23,37,25,70,23,35,58,36,24,1.0
38,30,60,52,40,55,63,32,41,33,62,31,39,54,40,32,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
34,48,42,56,35,59,45,49,37,51,44,49,35,58,36,50,1.0
48,39,51,44,49,46,54,41,50,42,53,40,48,45,49,41,1.0
28,11,81,62,30,65,83,12,31,13,82,12,30,64,30,12,1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
39,47,43,51,41,54,46,49,42,50,45,49,41,53,41,49,1.0
34,19,71,56,35,59,74,20,37,22,73,21,36,58,36,21,1.0
26,11,81,64,28,67,83,12,29,13,82,11,27,66,28,12,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
36,9,83,54,38,57,85,10,39,11,84,9,37,56,38,10,-1.0
41,31,59,49,43,52,62,33,44,34,61,32,42,51,43,33,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
36,44,46,54,37,57,49,45,39,47,48,46,38,56,38,46,1.0
48,40,50,44,48,46,53,41,50,43,52,41,48,45,49,42,1.0
50,31,59,42,51,44,62,33,52,34,61,33,51,43,51,33,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
46,41,49,44,47,47,52,42,49,44,51,43,48,46,48,43,1.0
38,44,46,52,40,55,49,46,41,47,48,45,39,54,40,46,1.0
35,51,39,55,37,58,42,53,38,54,41,53,37,57,37,53,1.0
38,51,39,52,38,55,42,51,41,54,41,52,39,54,40,53,1.0
36,29,61,54,38,57,64,31,39,32,63,30,37,56,38,31,1.0
37,43,47,53,39,56,50,45,40,46,49,45,39,55,39,45,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
25,12,80,65,27,68,82,13,28,14,81,12,26,67,27,13,1.0
35,25,65,55,36,58,68,26,38,28,67,26,36,57,37,27,1.0
27,13,79,63,29,66,81,14,30,15,80,13,28,65,29,14,1.0
24,12,80,66,26,69,82,13,27,14,81,13,26,68,26,13,1.0
45,41,49,47,45,49,52,42,47,44,51,43,46,48,46,43,1.0
50,31,59,42,51,44,62,33,52,34,61,33,51,43,51,33,1.0
31,56,34,59,33,62,37,58,34,59,36,57,32,61,33,58,1.0
52,37,53,38,52,41,56,37,55,40,55,38,53,40,54,39,1.0
22,12,80,68,24,71,82,13,25,14,81,13,24,70,24,13,1.0
