@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute destClass {2,1}

@data
94,49,26,79,39,66,11,13,82,28,67,43,53,95,1,28,53,42,52,27,66,12,81,14,68,13,67,0,94,0,43,1,13,52,14,53,27,52,28,1,13,0,42,0,27,0,14,1,2
78,33,40,93,59,52,1,2,94,42,54,61,35,80,16,42,35,60,34,41,53,1,93,2,54,1,53,14,79,15,61,16,1,34,2,35,41,34,42,16,1,15,60,15,41,15,2,16,1
81,31,34,82,57,48,4,8,87,40,54,61,34,84,12,41,35,60,33,39,52,6,86,9,55,7,54,9,83,11,61,12,8,34,9,35,40,33,41,12,8,11,60,11,40,11,9,12,2
89,26,39,93,60,53,1,2,94,40,55,64,30,91,4,40,31,63,30,40,54,1,93,2,55,1,54,3,90,3,65,4,1,30,2,31,40,30,41,5,1,4,64,4,40,4,2,5,1
82,40,41,91,52,49,1,3,93,44,52,53,42,84,11,44,42,53,40,42,51,2,92,3,52,2,51,10,83,11,54,12,2,41,3,42,43,41,44,12,2,11,53,11,43,11,3,12,2
84,28,26,85,62,58,3,5,89,31,62,64,30,86,9,31,30,64,29,30,61,4,88,6,64,6,63,8,85,9,65,9,6,30,6,31,31,30,32,9,6,9,64,9,31,9,7,10,1
93,33,34,90,59,58,2,3,92,36,59,61,35,94,2,36,35,60,34,35,59,3,91,4,60,3,59,1,93,1,61,2,3,34,4,35,35,34,36,2,3,1,60,1,35,1,4,2,1
78,31,40,91,61,52,1,3,93,42,54,63,33,80,16,42,33,62,32,41,53,2,92,3,54,2,53,14,79,15,63,16,2,32,3,33,41,32,42,16,2,15,62,15,41,15,3,16,1
80,29,42,93,63,50,1,2,94,44,52,65,31,82,14,44,31,64,30,43,51,1,93,2,52,1,51,12,81,13,65,14,1,30,2,31,43,30,44,14,1,13,64,13,43,13,2,14,1
78,30,43,93,62,49,1,2,94,45,51,64,32,80,16,45,32,63,31,44,50,1,93,2,51,1,50,14,79,15,64,16,1,31,2,32,44,31,45,16,1,15,63,15,44,15,2,16,1
94,32,29,90,58,63,2,4,92,31,65,61,35,95,1,31,35,60,34,30,64,3,91,4,65,3,64,0,94,0,61,1,3,34,4,35,30,34,31,1,3,0,60,0,30,0,4,1,2
77,21,37,93,69,53,1,2,94,40,56,72,24,79,17,40,24,71,23,39,55,1,93,2,56,1,55,15,78,16,72,17,1,23,2,24,39,23,40,17,1,16,71,16,39,16,2,17,1
93,25,27,90,65,63,2,3,92,29,65,68,27,94,2,30,27,67,26,28,64,2,91,3,66,2,65,1,93,1,68,2,3,27,4,28,29,26,30,2,3,1,67,1,29,1,4,2,1
84,18,20,83,72,66,7,9,86,24,70,74,20,86,9,24,21,74,20,24,69,8,85,10,71,9,70,8,85,9,75,9,9,20,10,21,24,20,25,10,9,9,74,9,24,9,10,10,2
94,40,35,85,52,57,7,9,87,37,59,54,42,95,1,37,42,53,41,36,58,8,86,9,59,8,58,0,94,0,54,1,8,41,9,42,36,41,37,1,8,0,53,0,36,0,9,1,2
82,26,36,87,64,54,5,7,89,39,57,66,29,84,11,39,29,66,27,37,56,6,88,7,57,6,56,10,83,11,67,12,6,28,7,29,38,28,39,12,6,11,66,11,38,11,7,12,1
94,46,28,77,46,62,15,17,79,31,65,48,48,95,1,31,48,47,47,30,64,16,78,17,65,16,64,0,94,0,48,1,16,47,17,48,30,47,31,1,16,0,47,0,30,0,17,1,2
94,35,24,90,53,64,2,3,92,27,67,56,38,95,0,27,38,56,38,27,66,2,91,3,68,3,67,0,94,0,57,0,3,38,3,39,27,38,28,0,3,0,56,0,27,0,4,1,2
93,22,9,91,66,77,1,2,93,13,81,69,25,94,1,13,25,69,23,11,80,1,92,2,82,1,81,1,93,1,70,1,2,25,2,26,13,24,14,1,2,1,69,1,13,1,3,2,2
84,34,40,90,54,50,2,3,92,41,52,58,36,86,10,43,38,57,36,41,52,3,91,4,53,3,52,8,85,9,58,10,3,37,4,38,42,37,43,10,3,9,57,9,42,9,4,10,1
78,25,37,93,65,51,1,2,94,40,55,68,27,80,16,41,28,67,27,40,54,1,93,2,55,1,54,14,79,15,68,16,1,27,2,28,40,27,41,16,1,15,67,15,40,15,2,16,1
94,34,21,88,54,67,2,2,91,24,68,58,37,95,1,25,37,57,36,23,68,2,90,4,71,3,70,0,94,0,58,1,4,37,5,38,24,36,25,1,4,0,57,0,24,0,5,1,2
86,38,31,81,50,61,11,13,83,32,63,54,41,89,7,33,42,53,41,32,62,12,82,13,63,12,62,4,88,6,54,7,12,41,13,42,32,41,33,7,12,6,53,6,32,6,13,7,1
94,43,40,86,49,52,6,8,88,42,54,51,45,95,1,42,45,50,44,41,53,7,87,8,54,7,53,0,94,0,51,1,7,44,8,45,41,44,42,1,7,0,50,0,41,0,8,1,2
84,31,41,93,59,51,1,2,94,42,53,62,33,86,10,43,34,61,33,42,52,1,93,2,53,1,52,8,85,9,62,10,1,33,2,34,42,33,43,10,1,9,61,9,42,9,2,10,1
94,24,6,86,68,78,0,2,91,12,81,70,26,95,1,12,26,69,25,11,81,2,90,5,84,4,83,0,94,0,70,1,4,25,5,26,11,25,12,1,4,0,69,0,11,0,5,1,2
81,36,40,90,56,50,0,3,93,42,53,58,37,83,13,43,38,57,37,42,52,2,92,3,53,2,52,11,82,12,58,13,2,37,3,38,42,37,43,13,2,12,57,12,42,12,3,13,2
81,28,40,91,64,52,1,3,93,42,54,66,30,83,13,42,30,65,29,41,53,2,92,3,54,2,53,11,82,12,66,13,2,29,3,30,41,29,42,13,2,12,65,12,41,12,3,13,1
75,32,41,93,60,51,1,2,94,43,53,62,34,77,19,43,34,61,33,42,52,1,93,2,53,1,52,17,76,18,62,19,1,33,2,34,42,33,43,19,1,18,61,18,42,18,2,19,1
78,21,49,93,71,41,1,2,94,52,44,73,23,80,16,52,23,72,22,51,43,1,93,2,44,1,43,14,79,15,73,16,1,22,2,23,51,22,52,16,1,15,72,15,51,15,2,16,1
82,24,32,86,68,56,8,9,87,35,60,70,25,84,12,36,26,69,25,35,59,8,86,9,60,8,59,10,83,11,70,12,8,25,9,26,35,25,36,12,8,11,69,11,35,11,9,12,1
78,23,32,93,69,52,1,2,94,38,58,71,25,80,16,38,25,70,24,37,57,1,93,2,58,1,57,14,79,15,71,16,1,24,2,25,37,24,38,16,1,15,70,15,37,15,2,16,1
79,22,36,93,66,56,1,2,94,37,58,70,25,83,13,38,26,69,25,37,57,1,93,2,58,1,57,9,82,12,70,13,1,25,2,26,37,25,38,13,1,12,69,12,37,12,2,13,1
82,19,36,93,73,50,1,2,94,40,55,75,20,84,12,41,21,74,20,40,54,1,93,2,55,1,54,10,83,11,75,12,1,20,2,21,40,20,41,12,1,11,74,11,40,11,2,12,1
78,34,43,93,58,49,1,2,94,44,51,60,35,80,16,45,36,59,35,44,50,1,93,2,51,1,50,14,79,15,60,16,1,35,2,36,44,35,45,16,1,15,59,15,44,15,2,16,1
81,31,40,93,61,48,1,2,94,44,52,63,33,84,12,44,33,62,32,43,51,1,93,2,52,1,51,9,83,11,63,12,1,32,2,33,43,32,44,12,1,11,62,11,43,11,2,12,1
92,38,32,78,50,56,10,14,82,35,60,53,41,94,1,35,42,53,40,34,59,13,81,14,60,13,59,0,93,1,54,1,13,41,14,42,35,41,36,2,13,1,53,1,35,1,14,2,2
86,40,40,88,50,52,4,6,90,42,54,53,43,89,7,42,43,52,42,41,53,5,89,6,54,5,53,4,88,6,53,7,5,42,6,43,41,42,42,7,5,6,52,6,41,6,6,7,1
94,41,23,76,47,63,16,17,78,26,67,50,43,95,0,27,45,50,42,25,67,17,77,18,68,17,67,0,94,0,51,0,17,44,18,45,27,44,28,1,17,0,50,0,27,0,18,1,2
93,37,45,93,55,47,1,2,94,47,49,57,39,94,2,47,39,56,38,46,48,1,93,2,49,1,48,1,93,1,57,2,1,38,2,39,46,38,47,2,1,1,56,1,46,1,2,2,1
94,42,29,77,48,61,15,16,79,32,63,51,45,95,1,32,45,50,44,31,63,16,78,17,64,16,63,0,94,0,51,1,16,44,17,45,31,44,32,1,16,0,50,0,31,0,17,1,2
75,29,46,94,63,40,0,1,95,50,45,65,30,79,17,51,31,64,30,50,44,0,94,1,45,0,44,13,78,16,65,17,0,30,1,31,50,30,51,17,0,16,64,16,50,16,1,17,2
94,38,26,89,54,64,3,5,91,29,67,56,40,95,1,29,40,55,39,28,66,4,90,5,67,4,66,0,94,0,56,1,4,39,5,40,28,39,29,1,4,0,55,0,28,0,5,1,2
84,34,38,88,58,54,4,6,90,39,56,60,35,86,10,40,36,59,35,39,55,5,89,6,56,5,55,8,85,9,60,10,5,35,6,36,39,35,40,10,5,9,59,9,39,9,6,10,1
94,42,29,76,50,63,16,18,78,31,65,52,44,95,1,31,44,51,43,30,64,17,77,18,65,17,64,0,94,0,52,1,17,43,18,44,30,43,31,1,17,0,51,0,30,0,18,1,2
94,28,22,91,64,68,1,2,93,24,70,66,29,95,1,25,29,65,29,24,69,1,92,2,71,2,70,0,94,0,66,1,2,29,3,30,24,29,25,1,2,0,65,0,24,0,3,1,2
78,30,41,93,62,51,1,2,94,43,53,64,32,80,16,43,32,63,31,42,52,1,93,2,53,1,52,14,79,15,64,16,1,31,2,32,42,31,43,16,1,15,63,15,42,15,2,16,1
93,39,35,91,51,53,1,2,93,38,56,53,41,94,1,38,41,53,40,37,56,2,92,2,57,2,56,1,93,1,54,1,2,41,2,42,38,41,39,1,2,1,53,1,38,1,3,2,2
85,35,37,86,51,53,6,8,88,40,56,56,40,88,8,40,40,55,39,39,55,7,87,8,56,7,55,5,87,7,56,8,7,39,8,40,39,39,40,8,7,7,55,7,39,7,8,8,1
79,29,39,93,63,53,1,2,94,41,55,65,31,81,15,41,31,64,30,40,54,1,93,2,55,1,54,13,80,14,65,15,1,30,2,31,40,30,41,15,1,14,64,14,40,14,2,15,1
81,24,38,86,68,52,6,8,88,41,55,69,26,83,12,41,26,69,25,40,54,7,87,8,55,7,54,11,82,12,70,13,7,25,8,26,40,25,41,13,7,12,69,12,40,12,8,13,1
77,28,41,93,62,51,1,2,94,43,53,65,31,79,17,43,31,64,30,42,52,1,93,2,53,1,52,15,78,16,65,17,1,30,2,31,42,30,43,17,1,16,64,16,42,16,2,17,1
81,28,40,94,62,52,0,1,95,42,54,65,31,84,12,42,31,63,30,41,53,0,94,1,54,0,53,9,83,10,65,12,0,30,1,31,41,30,42,12,0,11,64,11,41,11,1,12,1
85,33,42,91,59,50,1,3,93,44,52,61,35,87,9,44,35,60,34,43,51,2,92,3,52,2,51,7,86,8,61,9,2,34,3,35,43,34,44,9,2,8,60,8,43,8,3,9,1
80,35,44,87,55,44,5,7,89,46,48,58,36,83,13,48,38,57,36,46,47,6,88,7,48,6,47,10,82,12,58,13,6,37,7,38,47,37,48,13,6,12,57,12,47,12,7,13,2
80,41,32,86,51,56,8,9,87,36,60,52,43,82,13,36,43,52,42,35,59,8,86,9,60,8,59,12,81,13,53,14,8,42,9,43,35,42,36,14,8,13,52,13,35,13,9,14,2
80,31,41,84,59,47,4,8,88,45,51,62,34,82,14,45,34,61,32,43,50,7,87,8,51,7,50,12,81,13,62,14,7,33,8,34,44,33,45,14,7,13,61,13,44,13,8,14,1
87,38,38,93,54,54,1,2,94,40,56,56,40,91,5,40,40,55,39,39,55,1,93,2,56,1,55,1,90,4,56,5,1,39,2,40,39,39,40,5,1,4,55,4,39,4,2,5,1
83,29,31,91,55,55,1,2,93,36,59,61,35,87,9,36,35,60,34,35,59,2,92,3,60,2,59,5,86,8,61,9,2,34,3,35,35,34,36,9,2,8,60,8,35,8,3,9,1
78,33,36,93,57,56,1,2,94,38,58,60,36,82,14,38,36,59,35,37,57,1,93,2,58,1,57,10,81,13,60,14,1,35,2,36,37,35,38,14,1,13,59,13,37,13,2,14,1
94,42,24,75,46,68,17,19,77,25,70,49,45,95,0,25,46,49,45,25,69,18,76,19,70,18,69,0,94,0,50,0,18,45,19,46,25,45,26,1,18,0,49,0,25,0,19,1,2
87,38,36,86,52,52,6,8,88,40,56,55,41,89,7,40,41,54,40,39,55,7,87,8,56,7,55,5,88,6,55,7,7,40,8,41,39,40,40,7,7,6,54,6,39,6,8,7,2
84,30,31,90,62,61,2,4,92,33,63,64,32,86,10,33,32,63,31,32,62,3,91,4,63,3,62,8,85,9,64,10,3,31,4,32,32,31,33,10,3,9,63,9,32,9,4,10,1
94,40,36,81,52,56,9,12,84,38,58,54,42,95,1,38,42,53,41,37,57,11,83,12,58,11,57,0,94,0,54,1,11,41,12,42,37,41,38,1,11,0,53,0,37,0,12,1,2
85,35,23,82,55,67,10,12,84,26,70,57,38,87,8,26,38,57,37,25,69,11,83,12,70,11,69,7,86,8,58,9,11,37,12,38,25,37,26,9,11,8,57,8,25,8,12,9,1
94,38,33,81,54,59,11,13,83,35,61,56,40,95,1,35,40,55,39,34,60,12,82,13,61,12,60,0,94,0,56,1,12,39,13,40,34,39,35,1,12,0,55,0,34,0,13,1,2
91,26,27,90,66,59,2,3,92,32,63,68,28,93,3,32,28,67,27,31,62,2,91,4,64,3,63,1,92,2,68,3,3,27,4,28,31,27,32,3,3,2,67,2,31,2,4,3,1
88,41,36,86,51,56,6,8,88,38,58,53,43,90,6,38,43,52,41,36,57,7,87,8,58,7,57,4,89,5,53,6,7,42,8,43,37,42,38,6,7,5,52,5,37,5,8,6,2
94,32,21,87,60,69,1,4,91,24,71,62,34,95,1,24,34,61,33,23,71,4,90,5,72,4,71,0,94,0,62,1,4,33,5,34,23,33,24,1,4,0,61,0,23,0,5,1,2
94,47,36,87,43,52,1,3,91,39,54,45,49,95,0,40,49,45,49,39,53,2,90,4,56,4,55,0,94,0,46,1,4,49,5,50,39,49,40,1,4,0,45,0,39,0,5,1,2
87,36,36,89,54,54,3,5,91,38,57,57,38,89,7,39,39,56,38,38,56,4,90,5,57,4,56,5,88,6,57,7,4,38,5,39,38,38,39,7,4,6,56,6,38,6,5,7,1
79,30,42,93,62,50,1,2,94,44,52,64,32,81,15,44,32,63,31,43,51,1,93,2,52,1,51,13,80,14,64,15,1,31,2,32,43,31,44,15,1,14,63,14,43,14,2,15,1
78,33,42,93,59,50,1,2,94,44,52,61,35,80,16,44,35,60,34,43,51,1,93,2,52,1,51,14,79,15,61,16,1,34,2,35,43,34,44,16,1,15,60,15,43,15,2,16,1
87,40,41,87,48,51,3,5,90,42,52,51,43,89,6,43,44,50,43,42,52,5,89,6,53,5,52,5,88,5,52,7,5,43,6,44,42,43,43,7,5,6,51,6,42,6,6,7,2
87,24,26,91,62,62,1,2,93,30,65,66,29,90,5,30,29,66,28,29,64,1,92,3,66,2,65,3,89,5,67,6,2,28,3,29,29,28,30,6,2,5,66,5,29,5,3,6,2
92,41,38,83,47,52,7,9,86,40,54,50,44,94,1,41,45,50,43,39,54,9,85,10,55,9,54,0,93,1,51,2,9,44,10,45,40,44,41,2,9,1,50,1,40,1,10,2,2
90,36,39,89,54,47,1,3,92,42,51,57,37,93,3,44,38,56,37,42,50,2,91,3,52,2,51,0,92,2,57,3,3,38,4,39,43,37,44,3,3,2,56,2,43,2,4,3,2
93,33,23,86,57,63,2,3,90,26,65,60,34,94,2,28,34,59,34,26,65,3,89,4,68,4,67,1,93,1,60,2,5,35,6,36,27,34,28,2,5,1,59,1,27,1,6,2,1
86,37,31,82,53,59,10,12,84,34,62,55,40,88,7,34,40,55,39,33,61,11,83,12,62,11,61,6,87,7,56,8,11,39,12,40,33,39,34,8,11,7,55,7,33,7,12,8,1
94,44,28,82,48,62,10,12,84,31,65,50,46,95,1,31,46,49,44,29,64,11,83,12,65,11,64,0,94,0,50,1,11,45,12,46,30,45,31,1,11,0,49,0,30,0,12,1,2
93,34,20,84,52,66,2,4,89,24,68,56,38,94,1,25,38,56,35,21,67,3,88,6,71,3,70,1,93,1,57,2,6,38,7,39,24,35,25,2,6,1,56,1,24,1,7,2,2
92,43,30,79,47,62,13,15,81,31,64,50,45,93,3,32,46,49,44,30,63,14,80,15,64,14,63,2,92,2,50,3,14,45,15,46,31,45,32,3,14,2,49,2,31,2,15,3,2
84,28,39,90,64,51,2,3,92,41,53,66,29,86,10,42,29,65,29,41,52,2,91,3,54,3,53,8,85,9,66,10,3,29,4,30,41,29,42,10,3,9,65,9,41,9,4,10,1
84,18,40,93,72,48,1,2,94,43,52,75,20,86,10,44,21,73,20,43,51,1,93,2,52,1,51,8,85,8,75,10,1,20,2,21,43,20,44,10,1,9,74,9,43,9,2,10,1
94,45,19,85,47,67,3,5,89,23,70,49,46,95,1,24,46,48,46,23,70,5,88,6,72,6,71,0,94,0,49,1,6,46,7,47,23,46,24,1,6,0,48,0,23,0,7,1,2
83,33,40,93,59,52,1,2,94,42,54,61,35,85,11,42,35,60,34,41,53,1,93,2,54,1,53,9,84,10,61,11,1,34,2,35,41,34,42,11,1,10,60,10,41,10,2,11,1
89,39,39,85,53,53,7,9,87,41,55,55,41,91,5,41,41,54,40,40,54,8,86,9,55,8,54,3,90,4,55,5,8,40,9,41,40,40,41,5,8,4,54,4,40,4,9,5,1
82,39,34,86,53,54,8,9,87,38,58,54,41,84,11,38,41,54,40,37,57,8,86,9,58,8,57,10,83,11,55,12,8,40,9,41,37,40,38,12,8,11,54,11,37,11,9,12,2
94,41,29,77,51,61,13,15,80,32,63,52,43,95,0,32,43,52,42,31,63,15,79,16,64,15,63,0,94,0,53,1,15,42,16,43,31,42,32,1,15,0,52,0,31,0,16,1,2
94,43,26,89,41,62,1,3,92,28,65,46,47,95,0,30,48,46,47,28,64,2,91,3,66,2,65,0,94,0,47,1,3,48,4,49,29,47,30,1,3,0,46,0,29,0,4,1,2
88,35,30,83,57,60,9,11,85,33,63,59,37,90,6,33,37,58,36,32,62,10,84,11,63,10,62,4,89,5,59,6,10,36,11,37,32,36,33,6,10,5,58,5,32,5,11,6,2
94,23,24,91,69,68,1,3,93,26,70,71,25,95,1,26,25,70,24,25,68,1,92,3,70,2,69,0,94,0,71,1,2,24,3,25,25,24,26,1,2,0,70,0,25,0,3,1,1
87,32,34,92,56,54,0,2,94,37,58,59,35,90,5,38,36,59,35,37,57,1,93,2,58,1,57,3,89,5,60,6,1,35,2,36,37,35,38,6,1,5,59,5,37,5,2,6,1
90,24,13,89,66,71,1,1,92,18,74,68,26,92,3,19,27,68,26,18,74,1,91,4,77,3,76,2,91,3,69,4,3,26,4,27,18,26,19,4,3,3,68,3,18,3,4,4,2
78,30,43,93,62,49,1,2,94,45,51,64,32,80,16,45,32,63,31,44,50,1,93,2,51,1,50,14,79,15,64,16,1,31,2,32,44,31,45,16,1,15,63,15,44,15,2,16,1
94,30,17,91,56,73,1,3,93,19,76,60,34,95,0,20,35,60,33,18,74,1,92,3,76,1,75,0,94,0,61,1,2,34,3,35,19,33,20,1,2,0,60,0,19,0,3,1,2
77,31,42,93,61,50,1,2,94,44,52,63,33,79,17,44,33,62,32,43,51,1,93,2,52,1,51,15,78,16,63,17,1,32,2,33,43,32,44,17,1,16,62,16,43,16,2,17,1
94,42,42,91,50,48,1,2,93,45,50,51,44,95,0,45,44,51,43,44,50,2,92,3,51,2,50,0,94,0,52,1,2,43,3,44,44,43,45,1,2,0,51,0,44,0,3,1,2
69,24,65,93,68,27,1,2,94,67,29,69,26,71,24,67,26,68,25,66,28,1,93,2,29,1,28,23,70,23,70,25,1,25,2,26,66,25,67,25,1,24,69,24,66,24,2,25,2
91,38,35,90,54,57,2,4,92,37,59,56,40,92,4,37,40,55,39,36,58,3,91,4,59,3,58,3,91,3,56,4,3,39,4,40,36,39,37,4,3,3,55,3,36,3,4,4,1
94,51,26,76,39,66,14,17,79,28,68,41,54,95,0,28,54,41,53,27,67,16,78,17,68,16,67,0,94,0,42,1,16,53,17,54,27,53,28,1,16,0,41,0,27,0,17,1,2
88,31,29,93,45,45,1,2,94,35,56,54,36,91,4,39,41,53,35,34,55,1,93,2,56,1,55,2,90,3,55,4,1,40,2,41,38,40,40,5,1,4,54,3,39,4,2,5,2
87,33,26,77,59,66,15,16,79,28,67,61,35,89,7,28,35,60,34,27,67,16,78,17,68,16,67,5,88,6,61,7,16,34,17,35,27,34,28,7,16,6,60,6,27,6,17,7,2
77,25,43,93,67,49,1,2,94,45,51,68,27,79,16,45,27,68,26,44,50,1,93,2,51,1,50,15,78,16,69,17,1,26,2,27,44,26,45,17,1,16,68,16,44,16,2,17,1
86,33,39,93,59,53,1,2,94,41,55,61,35,88,8,41,35,60,34,40,54,1,93,2,55,1,54,6,87,7,61,8,1,34,2,35,40,34,41,8,1,7,60,7,40,7,2,8,1
81,32,34,82,60,56,12,13,83,37,59,62,34,83,13,37,34,61,33,36,58,12,82,13,59,12,58,11,82,12,62,13,12,33,13,34,36,33,37,13,12,12,61,12,36,12,13,13,1
94,46,26,72,44,66,20,22,74,28,68,46,49,95,0,28,49,46,48,27,67,21,73,22,68,21,67,0,94,0,47,1,21,48,22,49,27,48,28,1,21,0,46,0,27,0,22,1,2
81,34,38,91,54,52,1,3,93,41,55,57,38,84,11,41,38,57,37,40,54,2,92,3,55,2,54,9,83,11,58,12,2,37,3,38,40,37,41,12,2,11,57,11,40,11,3,12,2
94,38,22,90,54,66,2,3,92,25,69,55,39,95,0,25,39,55,39,25,69,3,91,3,70,3,69,0,94,0,56,0,3,39,3,40,25,39,26,0,3,0,55,0,25,0,4,1,2
93,25,13,86,61,71,2,3,90,17,74,66,28,94,2,19,28,65,26,15,73,2,89,4,77,2,76,1,93,1,66,2,5,29,6,30,18,26,19,2,5,1,65,1,18,1,6,2,1
94,24,17,91,66,71,1,2,93,21,74,69,27,95,1,21,27,68,26,20,73,1,92,3,75,2,74,0,94,0,69,1,2,26,3,27,20,26,21,1,2,0,68,0,20,0,3,1,1
84,32,33,85,58,59,7,9,87,34,61,60,34,87,8,35,35,60,34,34,60,8,86,9,61,8,60,6,86,8,61,9,8,34,9,35,34,34,35,9,8,8,60,8,34,8,9,9,1
79,31,41,93,61,51,1,2,94,43,53,63,33,81,15,43,33,62,32,42,52,1,93,2,53,1,52,13,80,14,63,15,1,32,2,33,42,32,43,15,1,14,62,14,42,14,2,15,1
94,44,37,84,46,55,8,10,86,39,57,49,47,95,1,39,47,48,46,38,56,9,85,10,57,9,56,0,94,0,49,1,9,46,10,47,38,46,39,1,9,0,48,0,38,0,10,1,2
79,29,44,93,61,48,1,2,94,46,50,64,32,81,15,46,32,63,31,45,49,1,93,2,50,1,49,13,80,14,64,15,1,31,2,32,45,31,46,15,1,14,63,14,45,14,2,15,1
94,46,36,81,44,56,9,12,84,38,58,46,49,95,0,38,49,46,48,37,57,11,83,12,58,11,57,0,94,0,47,1,11,48,12,49,37,48,38,1,11,0,46,0,37,0,12,1,2
85,29,31,85,63,59,7,9,87,34,62,65,31,87,9,34,31,64,30,33,61,8,86,9,62,8,61,7,86,8,65,9,8,30,9,31,33,30,34,9,8,8,64,8,33,8,9,9,1
94,43,38,94,49,52,0,0,95,41,54,50,45,95,0,41,45,50,44,40,54,0,94,1,55,0,54,0,94,0,51,1,0,44,1,45,40,44,41,1,0,0,50,0,40,0,1,1,2
84,26,34,92,66,56,0,2,94,37,59,68,28,86,10,37,28,67,27,36,58,1,93,2,59,1,58,8,85,9,68,10,1,27,2,28,36,27,37,10,1,9,67,9,36,9,2,10,1
78,26,31,90,62,53,0,3,93,36,59,66,29,81,15,37,30,65,29,36,58,2,92,3,59,2,58,12,80,14,66,15,2,29,3,30,36,29,37,15,2,14,65,14,36,14,3,15,1
81,25,41,93,67,51,1,2,94,43,53,69,27,83,13,43,27,68,26,42,52,1,93,2,53,1,52,11,82,12,69,13,1,26,2,27,42,26,43,13,1,12,68,12,42,12,2,13,1
94,38,28,83,50,64,9,11,85,30,66,54,42,95,1,30,42,53,41,29,65,10,84,11,66,10,65,0,94,0,54,1,10,41,11,42,29,41,30,1,10,0,53,0,29,0,11,1,2
94,43,33,85,43,53,1,2,90,37,54,47,47,95,0,38,47,47,44,34,55,3,89,5,58,3,57,0,94,0,48,1,5,47,6,48,37,45,38,1,5,0,47,0,37,0,6,1,2
79,30,45,93,62,47,1,2,94,47,49,64,32,81,15,47,32,63,31,46,48,1,93,2,49,1,48,13,80,14,64,15,1,31,2,32,46,31,47,15,1,14,63,14,46,14,2,15,1
78,31,40,93,61,52,1,2,94,42,54,63,33,80,16,42,33,62,32,41,53,1,93,2,54,1,53,14,79,15,63,16,1,32,2,33,41,32,42,16,1,15,62,15,41,15,2,16,1
85,33,35,93,59,57,1,2,94,37,59,61,35,87,9,37,35,60,34,36,58,1,93,2,59,1,58,7,86,8,61,9,1,34,2,35,36,34,37,9,1,8,60,8,36,8,2,9,1
94,46,28,74,44,64,18,20,76,30,66,47,49,95,1,30,49,46,48,29,65,19,75,20,66,19,65,0,94,0,47,1,19,48,20,49,29,48,30,1,19,0,46,0,29,0,20,1,2
94,45,33,91,45,57,1,2,93,35,59,47,47,95,0,36,47,47,46,34,58,1,92,2,60,1,59,0,94,0,48,1,2,47,3,48,35,46,36,1,2,0,47,0,35,0,3,1,2
94,48,30,80,44,62,12,14,82,32,64,46,50,95,1,32,50,45,49,31,63,13,81,14,64,13,63,0,94,0,46,1,13,49,14,50,31,49,32,1,13,0,45,0,31,0,14,1,2
81,34,38,92,54,50,0,1,94,41,53,58,37,83,13,42,38,57,35,39,53,1,93,2,54,1,53,11,82,12,58,13,1,37,2,38,41,37,42,13,1,12,57,12,41,12,2,13,1
94,52,25,78,36,63,10,13,82,29,66,39,56,95,0,29,56,39,53,26,64,11,81,14,67,12,66,0,94,0,40,1,13,55,14,56,28,54,29,1,13,0,39,0,28,0,14,1,2
93,40,21,86,52,65,2,3,90,26,67,54,42,94,2,26,42,53,41,25,67,3,89,6,70,5,69,1,93,1,54,2,5,41,6,42,25,41,26,2,5,1,53,1,25,1,6,2,2
83,31,32,85,59,60,7,9,87,34,62,62,34,87,9,34,34,61,32,32,61,8,86,9,62,8,61,5,86,8,62,9,8,33,9,34,33,33,34,9,8,8,61,8,33,8,9,9,2
80,28,41,93,64,49,1,2,94,44,52,66,30,84,12,44,30,65,29,43,51,1,93,2,52,1,51,8,83,11,66,12,1,29,2,30,43,29,44,12,1,11,65,11,43,11,2,12,1
87,38,32,79,54,60,13,15,81,34,62,56,40,89,7,34,40,54,39,33,61,14,80,15,62,14,61,5,88,5,56,7,14,39,15,40,33,39,34,7,14,6,55,6,33,6,15,7,2
