@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atLccc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute destClass {1,-1}

@data
22,25,65,24,65,12,25,15,24,68,27,14,80,13,79,12,25,13,23,67,77,63,27,13,78,12,79,13,25,13,77,13,26,13,24,14,25,63,22,67,26,12,80,12,24,14,26,13,1
46,52,34,52,33,29,50,34,49,39,54,33,61,30,60,30,54,32,49,38,56,31,56,32,58,30,58,30,52,33,56,31,55,31,50,33,53,32,49,39,54,30,60,29,52,32,54,30,1
33,35,54,36,54,44,36,48,35,57,38,47,47,45,46,45,37,47,35,56,42,52,38,45,44,46,45,45,35,47,43,47,37,45,35,47,37,52,33,56,37,46,47,44,36,47,38,45,1
45,45,46,45,45,37,46,42,45,47,46,41,53,38,52,38,46,40,45,46,48,44,48,40,50,39,50,39,45,41,48,39,47,39,46,41,45,44,45,47,46,39,52,37,45,40,46,39,1
40,42,47,41,47,42,43,47,42,50,45,46,48,44,47,43,43,45,41,49,43,45,45,44,45,43,46,44,42,45,43,45,44,44,42,46,43,45,40,49,44,43,48,42,41,46,44,44,-1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
46,47,42,47,41,37,48,42,47,44,49,41,53,38,52,38,49,40,47,43,48,39,51,40,50,38,50,38,47,41,48,39,50,39,48,41,48,39,46,44,49,38,52,37,47,40,49,38,1
40,41,51,40,50,33,41,39,41,52,42,39,55,35,55,35,41,38,40,51,49,49,43,36,52,37,52,37,41,38,49,37,42,36,41,39,41,49,40,52,42,37,55,33,40,38,41,37,1
43,46,44,46,44,35,46,38,45,47,48,37,57,36,56,36,47,37,45,46,54,42,48,36,55,36,56,36,46,37,54,37,47,36,45,37,47,42,43,46,47,36,57,35,46,37,48,36,-1
48,48,43,49,42,30,49,35,48,44,49,34,60,31,59,32,50,34,49,43,55,41,51,33,57,33,57,32,48,35,55,33,50,32,49,34,49,41,48,44,49,33,59,30,49,33,50,32,1
23,26,64,26,64,11,26,14,25,67,28,13,81,12,80,12,27,13,25,66,78,62,28,12,79,12,80,12,26,13,78,13,27,12,25,13,27,62,23,66,27,12,81,11,26,13,28,12,1
29,30,58,29,58,55,32,60,30,61,33,58,35,56,34,55,31,57,29,60,30,56,34,57,32,55,33,56,30,57,30,56,33,57,31,59,30,56,29,60,32,55,35,55,29,58,32,56,1
34,35,53,37,53,43,37,48,35,56,38,46,47,44,46,45,38,47,36,55,42,51,39,45,44,46,45,44,35,47,42,46,38,45,36,47,37,51,34,55,37,46,47,43,37,46,39,44,1
46,48,42,47,41,36,48,41,48,44,50,41,54,38,53,37,49,39,47,43,49,39,51,39,51,37,51,38,48,40,49,39,50,38,48,40,49,39,46,44,50,37,53,36,47,40,49,38,1
24,27,63,27,63,11,27,14,26,66,29,13,81,12,80,12,28,13,26,65,78,61,29,12,79,12,80,12,27,13,78,13,28,12,26,13,28,61,24,65,28,12,81,11,27,13,29,12,1
26,28,61,27,61,56,29,61,28,64,31,60,34,58,33,57,29,59,27,63,29,59,31,58,31,57,32,58,28,59,29,59,30,58,28,60,29,59,26,63,30,57,34,56,27,60,30,58,1
35,36,52,38,52,41,38,46,36,55,39,44,49,42,48,43,39,45,37,54,44,50,40,43,46,44,47,42,36,45,44,44,39,43,37,45,38,50,35,54,38,44,49,41,38,44,40,42,1
16,19,71,19,71,12,19,15,18,74,21,14,80,13,79,13,20,14,18,73,77,69,21,13,78,13,79,13,19,14,77,14,20,13,18,14,20,69,16,73,20,13,80,12,19,14,21,13,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
40,42,47,42,47,41,43,46,42,50,45,45,49,43,48,43,44,45,42,49,44,45,45,43,46,43,47,43,42,45,44,45,44,43,42,45,44,45,40,49,44,43,49,41,42,45,45,43,-1
35,36,52,37,52,43,38,47,36,55,39,45,48,44,47,43,38,45,36,54,43,50,40,44,45,44,46,44,37,45,44,44,39,44,37,46,37,50,35,54,38,44,48,43,37,45,39,44,1
29,30,58,32,58,48,32,52,30,61,33,50,43,49,42,49,33,51,31,60,38,56,34,49,40,50,41,49,31,51,39,50,33,49,31,51,32,56,29,60,32,50,43,48,32,50,34,49,1
25,28,62,28,62,11,28,14,27,65,30,13,81,12,80,12,29,13,27,64,78,60,30,12,79,12,80,12,28,13,78,13,29,12,27,13,29,60,25,64,29,12,81,11,28,13,30,12,1
33,34,54,33,54,51,36,56,34,57,37,54,39,52,38,51,35,53,33,56,34,52,38,53,36,51,37,52,34,53,34,52,37,53,35,55,34,52,33,56,36,51,39,51,33,54,36,52,1
27,30,60,29,60,10,30,13,29,63,32,12,82,11,81,10,30,11,28,62,79,58,32,11,80,10,81,11,30,11,79,11,31,11,29,12,30,58,27,62,31,10,82,10,29,12,31,11,1
21,24,66,23,66,12,24,15,23,69,26,14,80,13,79,12,24,13,22,68,77,64,26,13,78,12,79,13,24,13,77,13,25,13,23,14,24,64,21,68,25,12,80,12,23,14,25,13,1
17,20,70,19,70,11,20,14,19,73,22,13,81,12,80,11,20,12,18,72,78,68,22,12,79,11,80,12,20,12,78,12,21,12,19,13,20,68,17,72,21,11,81,11,19,13,21,12,1
29,32,58,31,58,6,32,9,31,61,34,8,86,7,85,6,32,7,30,60,83,56,34,7,84,6,85,7,32,7,83,7,33,7,31,8,32,56,29,60,33,6,86,6,31,8,33,7,1
33,36,54,35,54,27,36,32,35,57,38,31,63,29,62,28,36,30,34,56,58,52,38,29,60,29,61,30,36,30,58,30,37,29,35,31,36,52,33,56,37,29,63,27,35,31,37,30,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
32,34,55,35,55,45,35,49,34,58,37,48,46,46,45,46,36,48,34,57,41,53,37,46,43,47,44,46,34,48,42,48,36,46,34,48,36,53,32,57,36,47,46,45,35,48,37,46,1
35,37,52,37,52,43,38,47,37,55,40,46,48,44,47,43,38,45,36,54,43,50,40,44,45,44,46,44,37,45,44,45,39,44,37,46,38,50,35,54,39,44,48,43,37,46,39,44,1
36,37,51,39,51,41,39,46,37,54,40,44,49,42,48,43,40,45,38,53,44,49,41,43,46,44,47,42,37,45,44,44,40,43,38,45,39,49,36,53,39,44,49,41,39,44,41,42,1
36,37,51,38,51,46,39,51,37,54,40,49,44,47,43,48,40,50,38,53,39,49,41,48,41,48,42,47,37,50,39,49,40,48,38,50,39,49,36,53,39,48,44,46,38,49,41,47,1
32,35,55,34,55,9,35,12,34,58,37,11,83,10,82,9,35,10,33,57,80,53,37,10,81,9,82,10,35,10,80,10,36,10,34,11,35,53,32,57,36,9,83,9,34,11,36,10,-1
38,38,53,39,52,41,39,46,38,54,39,45,49,42,48,43,40,45,39,53,44,51,41,44,46,44,46,43,38,46,44,44,40,43,39,45,39,51,38,54,39,44,48,41,39,44,40,43,-1
26,29,61,28,61,6,29,9,28,64,31,8,86,7,85,6,29,7,27,63,83,59,31,7,84,6,85,7,29,7,83,7,30,7,28,8,29,59,26,63,30,6,86,6,28,8,30,7,1
45,49,43,46,42,0,47,6,47,45,50,6,89,2,88,1,48,4,46,44,82,40,50,2,85,2,86,5,49,4,83,4,49,2,47,5,48,40,45,45,49,2,89,0,46,5,48,5,1
48,52,40,48,39,8,50,16,50,42,53,16,79,11,78,10,50,13,48,41,71,37,53,11,74,12,75,15,52,13,72,13,52,11,50,15,50,37,48,42,52,12,79,9,49,15,50,15,1
23,26,64,26,64,11,26,14,25,67,28,13,81,12,80,12,27,13,25,66,78,62,28,12,79,12,80,12,26,13,78,13,27,12,25,13,27,62,23,66,27,12,81,11,26,13,28,12,1
35,37,52,38,52,41,38,46,37,55,40,45,49,43,48,43,39,45,37,54,44,50,40,43,46,44,47,43,37,45,44,45,39,43,37,45,39,50,35,54,39,44,49,41,38,45,40,43,1
31,33,56,34,56,21,34,26,32,59,35,24,69,22,68,23,35,25,33,58,64,54,36,23,66,24,67,23,33,25,64,24,35,23,33,25,34,54,31,58,34,24,69,21,34,24,36,23,1
24,27,63,26,63,8,27,11,26,66,29,10,84,9,83,8,27,9,25,65,81,61,29,9,82,8,83,9,27,9,81,9,28,9,26,10,27,61,24,65,28,8,84,8,26,10,28,9,1
36,38,51,38,51,34,39,39,37,54,40,37,56,35,55,35,39,37,37,53,51,49,41,36,53,36,54,36,38,37,51,36,40,36,38,38,38,49,36,53,39,36,56,34,38,37,40,36,1
32,35,55,34,55,17,35,22,34,58,37,21,73,19,72,18,35,20,33,57,68,53,37,19,70,19,71,20,35,20,68,20,36,19,34,21,35,53,32,57,36,19,73,17,34,21,36,20,1
30,31,57,32,57,52,33,57,31,60,34,55,38,53,37,54,34,56,32,59,33,55,35,54,35,54,36,53,31,56,33,55,34,54,32,56,33,55,30,59,33,54,38,52,32,55,35,53,1
33,34,54,36,54,44,36,49,34,57,37,47,46,45,45,46,37,48,35,56,41,52,38,46,43,47,44,45,34,48,41,47,37,46,35,48,36,52,33,56,36,47,46,44,36,47,38,45,1
48,50,38,52,37,30,50,35,49,41,52,34,60,31,59,32,53,34,50,40,55,34,54,33,57,33,57,31,50,35,55,33,53,32,50,34,52,35,48,41,52,33,59,30,52,33,53,31,1
33,33,54,33,54,52,36,57,33,57,36,54,38,52,37,52,35,54,33,56,33,52,38,54,35,52,36,52,33,54,33,52,37,54,35,56,33,52,33,56,35,52,38,52,33,54,36,52,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
45,50,43,48,42,0,47,3,47,45,50,3,92,0,91,0,49,2,47,44,87,40,50,0,89,1,90,3,50,2,89,2,49,0,47,2,49,40,45,45,49,1,92,0,48,2,49,3,1
34,35,53,36,53,44,37,48,35,56,38,46,47,45,46,44,37,46,35,55,42,51,39,45,44,45,45,45,36,46,43,45,38,45,36,47,36,51,34,55,37,45,47,44,36,46,38,45,1
28,29,59,29,59,55,31,60,29,62,32,58,35,56,34,56,31,58,29,61,30,57,33,57,32,56,33,56,29,58,30,57,32,57,30,59,30,57,28,61,31,56,35,55,29,58,32,56,1
8,9,83,10,83,2,9,5,8,84,10,4,90,3,89,3,10,4,9,84,87,82,10,3,88,4,89,4,9,4,87,4,10,3,9,4,9,82,8,84,9,4,90,2,10,4,10,4,-1
43,44,45,44,44,40,45,45,44,47,46,44,50,41,49,41,46,43,44,46,45,42,48,43,47,41,47,41,44,44,45,42,47,42,45,44,45,42,43,47,46,41,49,40,44,43,46,41,1
47,48,44,48,43,35,48,40,48,45,49,40,55,37,54,37,49,39,48,44,50,42,50,38,52,38,52,38,48,40,50,39,49,37,48,39,49,42,47,45,49,38,54,35,48,39,49,38,1
22,25,65,24,65,13,25,16,24,68,27,15,79,14,78,13,25,14,23,67,76,63,27,14,77,13,78,14,25,14,76,14,26,14,24,15,25,63,22,67,26,13,79,13,24,15,26,14,1
34,36,53,35,53,48,37,53,36,56,39,52,42,50,41,49,37,51,35,55,37,51,39,50,39,49,40,50,36,51,37,51,38,50,36,52,37,51,34,55,38,49,42,48,35,52,38,50,1
40,42,47,42,47,39,43,44,42,50,45,43,51,41,50,40,43,42,41,49,46,45,45,41,48,41,49,41,42,42,46,42,44,41,42,43,43,45,40,49,44,41,51,39,42,43,44,41,1
32,36,55,34,55,46,35,49,34,58,37,48,46,47,45,46,35,47,33,57,43,53,37,47,44,46,45,48,36,47,43,47,36,47,34,48,35,53,32,57,36,46,46,46,34,48,36,48,1
24,27,63,27,63,9,27,12,26,66,29,11,83,10,82,10,28,11,26,65,80,61,29,10,81,10,82,10,27,11,80,11,28,10,26,11,28,61,24,65,28,10,83,9,27,11,29,10,1
35,38,52,37,52,33,38,38,37,55,40,37,57,35,56,34,38,36,36,54,52,50,40,35,54,35,55,36,38,36,52,36,39,35,37,37,38,50,35,54,39,35,57,33,37,37,39,36,1
49,52,37,52,36,29,51,34,51,40,54,34,61,31,60,30,53,32,50,39,56,33,55,32,58,31,58,31,52,33,56,32,54,31,51,33,53,34,49,40,54,31,60,29,52,33,53,31,1
2,6,87,5,86,0,3,2,3,89,6,2,93,0,92,0,5,1,3,88,90,84,6,0,91,1,92,2,6,1,91,1,5,0,3,1,5,85,2,89,5,1,93,0,5,1,5,2,-1
28,30,59,29,59,54,31,59,30,62,33,58,36,56,35,55,31,57,29,61,31,57,33,56,33,55,34,56,30,57,31,57,32,56,30,58,31,57,28,61,32,55,36,54,29,58,32,56,1
52,55,35,53,35,29,55,34,54,38,57,33,61,31,60,30,55,32,53,37,56,33,57,31,58,30,59,32,55,32,56,32,56,31,54,33,55,33,52,37,56,30,61,29,53,33,56,32,-1
40,41,47,41,47,43,43,48,41,50,44,46,47,44,46,44,43,46,41,49,42,45,45,45,44,44,45,44,41,46,42,45,44,45,42,47,42,45,40,49,43,44,47,43,41,46,44,44,-1
32,34,55,32,55,51,35,56,34,58,37,55,39,53,38,51,34,53,32,57,34,53,37,53,36,51,37,53,34,53,34,53,36,53,34,55,34,53,32,57,36,51,39,51,32,55,35,53,1
35,37,52,36,52,47,38,52,37,55,40,51,43,49,42,48,38,50,36,54,38,50,40,49,40,48,41,49,37,50,38,50,39,49,37,51,38,50,35,54,39,48,43,47,36,51,39,49,1
41,43,47,42,46,41,43,46,43,49,45,46,49,43,48,42,44,44,42,48,44,44,46,44,46,42,46,43,43,45,44,44,45,43,43,45,44,44,41,49,45,42,48,41,42,45,44,43,1
35,36,52,38,52,42,38,47,36,55,39,45,48,43,47,44,39,46,37,54,43,50,40,44,45,45,46,43,36,46,43,45,39,44,37,46,38,50,35,54,38,45,48,42,38,45,40,43,1
33,35,54,36,54,44,36,48,35,57,38,47,47,45,46,45,37,47,35,56,42,52,38,45,44,46,45,45,35,47,43,47,37,45,35,47,37,52,33,56,37,46,47,44,36,47,38,45,1
29,31,58,32,58,9,32,12,30,61,33,10,83,9,82,10,33,11,31,60,80,56,34,10,81,10,82,9,31,11,80,10,33,10,31,11,32,56,29,60,32,10,83,9,32,10,34,9,1
30,33,57,32,57,20,33,25,32,60,35,24,70,22,69,21,33,23,31,59,65,55,35,22,67,22,68,23,33,23,65,23,34,22,32,24,33,55,30,59,34,22,70,20,32,24,34,23,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
34,36,53,36,53,43,37,47,36,56,39,46,48,44,47,43,37,45,35,55,43,51,39,44,45,44,46,44,36,45,44,45,38,44,36,46,37,51,34,55,38,44,48,43,36,46,38,44,1
15,18,72,18,72,11,18,14,17,75,20,13,81,12,80,12,19,13,17,74,78,70,20,12,79,12,80,12,18,13,78,13,19,12,17,13,19,70,15,74,19,12,81,11,18,13,20,12,1
40,41,51,40,50,35,41,41,41,52,42,41,53,37,53,37,41,40,40,51,47,49,43,38,50,39,50,39,41,40,47,39,42,38,41,41,41,49,40,52,42,39,53,35,40,40,41,39,1
45,46,46,46,45,37,46,42,46,47,47,42,53,39,52,39,47,41,46,46,48,44,48,40,50,40,50,40,46,42,48,41,47,39,46,41,47,44,45,47,47,40,52,37,46,41,47,40,1
35,38,52,37,52,30,38,35,37,55,40,34,60,32,59,31,38,33,36,54,55,50,40,32,57,32,58,33,38,33,55,33,39,32,37,34,38,50,35,54,39,32,60,30,37,34,39,33,1
49,50,39,49,38,35,51,40,50,41,52,39,55,36,54,35,51,37,49,40,50,36,54,38,52,35,52,36,50,38,50,36,53,37,51,39,50,36,49,41,52,35,54,35,49,38,51,36,1
36,37,51,38,51,42,39,47,37,54,40,45,48,43,47,43,39,45,37,53,43,49,41,44,45,44,46,43,37,45,43,44,40,44,38,46,38,49,36,53,39,44,48,42,38,45,40,43,1
33,35,54,36,54,43,36,48,35,57,38,47,47,45,46,45,37,47,35,56,42,52,38,45,44,46,45,45,35,47,42,47,37,45,35,47,37,52,33,56,37,46,47,43,36,47,38,45,1
34,34,53,34,53,51,37,56,34,56,37,53,39,51,38,51,36,53,34,55,34,51,39,53,36,51,37,51,34,53,34,51,38,53,36,55,34,51,34,55,36,51,39,51,34,53,37,51,1
33,35,54,35,54,45,36,49,35,57,38,48,46,46,45,45,36,47,34,56,41,52,38,46,43,46,44,46,35,47,42,47,37,46,35,48,36,52,33,56,37,46,46,45,35,48,37,46,1
31,33,56,31,56,52,34,57,33,59,36,56,38,54,37,52,33,54,31,58,33,54,36,54,35,52,36,54,33,54,33,54,35,54,33,56,33,54,31,58,35,52,38,52,31,56,34,54,1
30,31,57,31,57,53,33,58,31,60,34,56,37,54,36,54,33,56,31,59,32,55,35,55,34,54,35,54,31,56,32,55,34,55,32,57,32,55,30,59,33,54,37,53,31,56,34,54,1
32,33,55,34,55,50,35,55,33,58,36,53,40,51,39,52,36,54,34,57,35,53,37,52,37,52,38,51,33,54,35,53,36,52,34,54,35,53,32,57,35,52,40,50,34,53,37,51,1
32,33,55,35,55,45,35,49,33,58,36,47,46,46,45,46,36,48,34,57,41,53,37,46,43,47,44,46,34,48,42,47,36,46,34,48,35,53,32,57,35,47,46,45,35,47,37,46,1
22,25,65,24,65,13,25,16,24,68,27,15,79,14,78,13,25,14,23,67,76,63,27,14,77,13,78,14,25,14,76,14,26,14,24,15,25,63,22,67,26,13,79,13,24,15,26,14,1
33,35,54,36,54,27,36,32,34,57,37,30,63,28,62,29,37,31,35,56,58,52,38,29,60,30,61,29,35,31,58,30,37,29,35,31,36,52,33,56,36,30,63,27,36,30,38,29,1
24,27,63,26,63,10,27,13,26,66,29,12,82,11,81,10,27,11,25,65,79,61,29,11,80,10,81,11,27,11,79,11,28,11,26,12,27,61,24,65,28,10,82,10,26,12,28,11,1
33,35,54,35,54,44,36,48,35,57,38,47,47,45,46,44,36,46,34,56,42,52,38,45,44,45,45,45,35,46,43,46,37,45,35,47,36,52,33,56,37,45,47,44,35,47,37,45,1
40,42,48,41,47,42,42,47,42,50,44,47,48,44,47,43,43,45,41,49,43,45,45,45,45,43,45,44,42,46,43,45,44,44,42,46,43,45,40,50,44,43,47,42,41,46,43,44,-1
32,34,55,35,55,30,35,35,33,58,36,33,60,31,59,32,36,34,34,57,55,53,37,32,57,33,58,32,34,34,55,33,36,32,34,34,35,53,32,57,35,33,60,30,35,33,37,32,1
25,28,62,27,62,10,28,13,27,65,30,12,82,11,81,10,28,11,26,64,79,60,30,11,80,10,81,11,28,11,79,11,29,11,27,12,28,60,25,64,29,10,82,10,27,12,29,11,1
36,38,51,38,51,42,39,46,38,54,41,45,49,43,48,42,39,44,37,53,44,49,41,43,46,43,47,43,38,44,45,44,40,43,38,45,39,49,36,53,40,43,49,42,38,45,40,43,1
49,51,39,49,38,34,51,39,51,41,53,39,56,36,55,34,51,36,49,40,51,36,54,37,53,34,53,36,51,37,51,36,53,36,51,38,51,36,49,41,53,34,55,34,49,38,51,36,1
36,38,51,38,51,33,39,38,37,54,40,36,57,34,56,34,39,36,37,53,52,49,41,35,54,35,55,35,38,36,52,35,40,35,38,37,38,49,36,53,39,35,57,33,38,36,40,35,1
34,35,53,37,53,43,37,47,35,56,38,45,48,44,47,44,38,46,36,55,43,51,39,44,45,45,46,44,36,46,44,45,38,44,36,46,37,51,34,55,37,45,48,43,37,45,39,44,1
27,30,60,30,60,10,30,13,29,63,32,12,82,11,81,11,31,12,29,62,79,58,32,11,80,11,81,11,30,12,79,12,31,11,29,12,31,58,27,62,31,11,82,10,30,12,32,11,1
27,29,60,30,60,6,30,9,28,63,31,7,86,6,85,7,31,8,29,62,83,58,32,7,84,7,85,6,29,8,83,7,31,7,29,8,30,58,27,62,30,7,86,6,30,7,32,6,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
45,50,35,51,34,29,49,34,47,40,52,32,61,29,60,30,53,32,48,39,56,30,55,32,58,30,58,29,50,33,56,30,54,31,49,33,51,31,46,40,52,30,60,29,51,31,53,29,1
27,29,60,29,60,54,30,59,29,63,32,58,36,56,35,56,31,58,29,62,31,58,32,56,33,56,34,56,29,58,31,58,31,56,29,58,31,58,27,62,31,56,36,54,29,58,32,56,1
47,48,44,48,43,35,48,40,48,45,49,40,55,37,54,37,49,39,48,44,50,42,50,38,52,38,52,38,48,40,50,39,49,37,48,39,49,42,47,45,49,38,54,35,48,39,49,38,1
32,35,55,35,55,45,35,48,34,58,37,47,47,46,46,46,36,47,34,57,44,53,37,46,45,46,46,46,35,47,44,47,36,46,34,47,36,53,32,57,36,46,47,45,35,47,37,46,1
42,43,45,44,45,39,45,44,43,48,46,42,51,40,50,40,45,42,43,47,46,43,47,41,48,41,49,40,43,42,46,41,46,41,44,43,44,43,42,47,45,41,51,39,44,42,46,40,-1
33,36,54,35,54,33,36,38,35,57,38,37,57,35,56,34,36,36,34,56,52,52,38,35,54,35,55,36,36,36,52,36,37,35,35,37,36,52,33,56,37,35,57,33,35,37,37,36,1
31,33,56,34,56,21,34,26,32,59,35,24,69,22,68,23,35,25,33,58,64,54,36,23,66,24,67,23,33,25,64,24,35,23,33,25,34,54,31,58,34,24,69,21,34,24,36,23,1
40,42,47,43,47,38,43,42,42,50,45,41,53,39,52,39,44,41,42,49,48,45,45,39,50,40,51,39,42,41,49,41,44,39,42,41,44,45,40,49,44,40,53,38,43,41,45,39,-1
35,35,52,37,52,48,38,53,35,55,38,50,42,48,41,50,39,52,37,54,37,50,40,50,39,50,40,48,35,52,37,50,39,50,37,52,37,50,35,54,37,50,42,48,37,50,40,48,1
37,38,50,40,50,40,40,45,38,53,41,43,50,41,49,42,41,44,39,52,45,48,42,42,47,43,48,41,38,44,45,43,41,42,39,44,40,48,37,52,40,43,50,40,40,43,42,41,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
0,1,94,0,93,0,0,5,0,94,1,5,90,2,89,2,0,4,0,93,85,93,1,2,87,4,88,5,1,4,85,4,0,2,0,4,0,93,0,94,0,4,90,0,0,4,0,5,1
44,44,47,45,46,37,45,42,44,48,45,41,53,38,52,39,46,41,45,47,48,45,47,40,50,40,50,39,44,42,48,40,46,39,45,41,45,45,44,48,45,40,52,37,45,40,46,39,1
48,53,40,48,39,0,50,7,50,42,53,7,88,3,87,1,50,4,48,41,81,37,53,3,84,2,85,7,53,4,81,4,52,3,50,6,50,37,48,42,52,2,88,0,48,6,50,7,1
32,35,55,34,55,46,35,49,34,58,37,48,46,47,45,46,35,47,33,57,43,53,37,47,44,46,45,47,35,47,43,47,36,47,34,48,35,53,32,57,36,46,46,46,34,48,36,47,1
37,40,50,39,50,33,40,38,39,53,42,37,57,35,56,34,40,36,38,52,52,48,42,35,54,35,55,36,40,36,52,36,41,35,39,37,40,48,37,52,41,35,57,33,39,37,41,36,1
35,37,52,38,52,31,38,36,36,55,39,34,59,32,58,33,39,35,37,54,54,50,40,33,56,34,57,33,37,35,54,34,39,33,37,35,38,50,35,54,38,34,59,31,38,34,40,33,1
22,25,65,24,65,11,25,14,24,68,27,13,81,12,80,11,25,12,23,67,78,63,27,12,79,11,80,12,25,12,78,12,26,12,24,13,25,63,22,67,26,11,81,11,24,13,26,12,1
33,36,54,35,54,28,36,33,35,57,38,32,62,30,61,29,36,31,34,56,57,52,38,30,59,30,60,31,36,31,57,31,37,30,35,32,36,52,33,56,37,30,62,28,35,32,37,31,1
29,32,58,31,58,48,32,52,31,61,34,51,43,49,42,48,32,50,30,60,38,56,34,49,40,49,41,50,32,50,39,50,33,49,31,51,32,56,29,60,33,49,43,48,31,51,33,50,1
36,38,51,37,51,46,39,51,38,54,41,50,44,48,43,47,39,49,37,53,39,49,41,48,41,47,42,48,38,49,39,49,40,48,38,50,39,49,36,53,40,47,44,46,37,50,40,48,1
42,42,49,43,48,34,43,40,42,50,43,39,54,35,54,37,44,40,43,49,49,47,45,37,51,39,51,37,42,40,49,38,44,37,43,40,43,47,42,50,43,39,54,35,43,38,44,37,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
46,48,42,47,41,36,48,41,48,44,50,41,54,38,53,37,49,39,47,43,49,39,51,39,51,37,51,38,48,40,49,39,50,38,48,40,49,39,46,44,50,37,53,36,47,40,49,38,1
33,34,54,35,54,49,36,54,34,57,37,52,41,50,40,51,37,53,35,56,36,52,38,51,38,51,39,50,34,53,36,52,37,51,35,53,36,52,33,56,36,51,41,49,35,52,38,50,1
48,53,35,52,34,28,51,33,51,39,55,33,62,30,61,29,54,31,50,38,57,31,56,31,59,29,59,30,53,32,57,31,55,30,51,32,54,32,49,39,55,29,61,28,52,32,54,30,1
32,34,55,34,55,23,35,28,33,58,36,26,67,24,66,24,35,26,33,57,62,53,37,25,64,25,65,25,34,26,62,25,36,25,34,27,34,53,32,57,35,25,67,23,34,26,36,25,1
43,44,48,44,47,36,44,41,44,49,45,41,54,38,53,38,45,40,44,48,49,46,46,39,51,39,51,39,44,41,49,40,45,38,44,40,45,46,43,49,45,39,53,36,44,40,45,39,1
23,26,64,25,64,12,26,15,25,67,28,14,80,13,79,12,26,13,24,66,77,62,28,13,78,12,79,13,26,13,77,13,27,13,25,14,26,62,23,66,27,12,80,12,25,14,27,13,1
33,36,54,35,54,8,36,11,35,57,38,10,84,9,83,8,36,9,34,56,81,52,38,9,82,8,83,9,36,9,81,9,37,9,35,10,36,52,33,56,37,8,84,8,35,10,37,9,-1
45,47,43,46,42,27,47,33,47,45,49,33,61,29,61,29,48,32,46,44,55,40,50,30,58,30,58,30,47,32,55,31,49,30,47,33,48,40,45,45,49,30,61,27,46,32,48,30,1
33,34,54,34,54,50,36,55,34,57,37,53,40,51,39,51,36,53,34,56,35,52,38,52,37,51,38,51,34,53,35,52,37,52,35,54,35,52,33,56,36,51,40,50,34,53,37,51,1
