@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaaa numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMead numeric
@attribute o1atLead numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeac numeric
@attribute o1atLeac numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbeb numeric
@attribute o1atLbeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMdae numeric
@attribute o1atLdae numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute destClass {2.0,1.0}

@data
9,82,9,83,10,42,52,38,34,41,33,58,33,59,46,56,52,37,35,38,32,80,33,58,34,57,7,84,7,85,81,35,49,39,34,56,53,10,5,49,41,9,57,9,58,7,58,7,60,9,60,34,41,46,40,83,10,8,82,10,84,9,83,9,52,10,35,11,33,41,9,38,9,41,10,38,7,41,7,42,81,10,84,8,53,9,9,58,9,41,10,41,52,10,50,10,32,41,34,10,35,39,34,41,33,41,35,35,9,41,52,35,9,56,9,58,32,59,10,11,9,80,34,38,9,9,9,39,9,10,9,59,9,41,5,59,52,9,34,10,36,10,5,85,35,10,34,11,49,10,9,59,9,41,34,9,33,10,9,41,7,11,36,9,34,41,10,9,9,10,9,59,34,40,34,10,53,10,35,10,9,11,9,40,46,10,52,10,35,10,52,10,9,41,10,10,9,10,10,11,9,10,9,10,9,35,5,41,34,10,9,10,35,10,7,10,9,41,33,10,9,10,34,10,32,10,35,8,9,10,9,10,2.0
9,83,9,84,10,45,49,42,41,43,39,51,39,52,47,47,51,42,43,43,37,82,41,50,40,49,8,84,8,85,89,41,49,43,41,47,51,5,7,48,42,9,49,10,50,8,51,8,53,10,53,42,44,47,43,90,5,3,89,3,91,4,89,3,49,3,42,5,41,44,9,42,9,43,10,43,8,43,8,45,89,4,90,3,51,4,9,51,9,45,10,44,51,4,49,5,37,44,41,3,42,43,40,45,39,43,42,41,9,43,50,41,9,47,9,51,37,52,10,5,9,82,41,42,9,3,9,43,9,3,9,52,9,42,7,52,49,3,41,3,43,5,7,85,43,4,40,5,48,3,9,52,10,44,41,3,39,3,9,43,8,5,43,4,41,42,10,4,9,5,9,52,40,43,40,4,50,5,42,5,9,5,9,43,47,4,50,3,42,5,49,4,9,44,10,5,9,3,10,5,9,4,9,3,9,41,7,44,41,4,9,3,42,3,8,3,9,44,41,4,9,3,41,3,37,4,42,3,9,5,9,3,2.0
0,92,2,93,2,29,65,26,42,27,41,50,42,52,63,48,67,27,44,27,40,92,44,50,42,49,0,92,1,94,75,25,65,29,43,48,67,17,0,64,27,0,49,2,50,0,50,1,52,2,52,44,29,63,28,77,17,13,76,15,79,15,77,14,65,15,44,17,44,28,0,26,1,27,2,27,0,27,1,29,75,16,78,13,67,15,0,50,1,29,2,29,67,16,65,17,40,28,42,15,43,29,42,29,41,27,43,25,0,27,66,25,1,48,1,50,40,51,2,17,1,92,42,26,0,14,1,29,1,15,1,52,1,27,0,51,65,14,42,15,44,17,0,93,44,16,42,17,64,15,2,51,2,28,42,14,41,15,0,27,1,17,44,15,43,27,2,15,1,17,0,51,42,28,42,16,66,17,43,17,1,17,0,28,63,16,66,15,43,17,65,16,2,28,2,17,1,15,2,17,0,16,1,15,1,25,0,28,42,16,0,15,43,15,0,15,0,28,44,16,0,15,43,15,40,16,43,13,1,17,0,15,1.0
13,78,15,79,15,42,52,38,29,40,28,63,29,65,49,61,53,39,31,39,27,77,31,63,29,62,12,79,13,81,92,36,51,42,30,61,54,2,11,50,40,13,62,15,63,12,63,13,65,15,65,31,42,49,41,93,1,0,92,0,94,1,92,0,52,0,31,2,31,41,13,38,14,40,15,39,12,40,13,42,92,1,93,0,54,1,13,63,14,42,15,42,53,1,51,2,27,41,29,0,30,42,29,42,28,40,30,37,13,40,53,37,14,61,14,63,27,64,15,2,14,77,29,38,13,0,14,42,14,0,14,65,14,40,11,64,52,0,29,0,31,2,11,80,31,1,29,2,50,0,15,64,15,41,29,0,28,0,13,40,13,2,31,1,30,40,15,1,14,2,13,64,29,41,29,1,53,1,30,1,14,2,13,41,49,1,53,0,30,2,52,1,15,41,15,2,14,0,15,2,13,1,14,0,14,37,11,41,29,1,13,0,30,0,12,0,13,41,31,1,13,0,30,0,27,1,30,0,14,1,13,0,2.0
6,85,8,86,8,38,56,35,37,36,36,55,37,57,54,53,57,36,39,36,35,84,39,55,37,54,5,86,6,88,82,34,56,38,38,53,58,9,4,55,36,6,54,8,55,5,55,6,57,8,57,39,38,54,37,84,8,5,83,8,86,6,85,6,56,8,39,9,39,37,6,35,7,36,8,36,5,36,6,38,83,8,86,6,58,6,6,55,7,38,8,38,57,8,56,9,35,37,37,8,38,38,37,38,36,36,38,34,6,36,57,34,7,53,7,55,35,56,8,9,7,84,37,35,6,6,7,38,7,8,7,57,7,36,4,56,56,6,37,8,39,9,4,87,39,8,37,9,55,8,8,56,8,37,37,6,36,8,6,36,6,9,39,6,38,36,8,6,7,9,6,56,37,37,37,8,57,8,38,8,7,9,6,37,54,8,57,8,38,9,56,8,8,37,8,9,7,8,8,9,6,8,7,8,7,34,4,37,37,8,6,8,38,8,5,8,6,37,39,8,6,8,38,8,35,8,38,6,7,8,6,8,1.0
2,84,2,85,5,29,64,25,25,27,21,62,20,63,58,58,64,23,27,25,18,81,21,61,24,60,1,87,1,88,93,23,61,23,23,58,65,0,0,61,27,4,62,4,63,2,66,2,68,3,66,24,26,58,25,94,0,0,93,0,94,0,93,0,64,0,25,1,21,27,6,26,4,27,7,26,3,29,3,30,93,0,94,0,65,0,3,64,4,27,6,27,64,0,62,0,18,27,26,0,26,23,23,27,22,27,27,23,5,28,64,23,4,58,3,62,18,63,5,1,2,81,26,25,6,0,5,23,6,0,3,63,5,27,0,67,64,0,25,0,28,0,0,88,27,0,23,1,61,0,2,65,4,28,26,0,22,0,4,28,3,1,28,0,24,27,7,0,5,0,2,65,24,25,24,0,65,0,27,0,4,1,4,26,58,0,64,0,26,0,64,0,2,28,7,0,4,0,6,1,6,0,5,0,6,23,0,29,26,0,6,0,27,0,3,0,2,28,21,0,4,0,24,0,18,0,27,0,6,0,5,0,2.0
3,77,3,78,7,41,52,38,20,39,14,64,15,65,48,62,53,38,22,38,9,71,21,64,19,63,2,83,2,84,93,36,51,40,20,62,54,1,1,50,39,9,66,10,67,4,72,4,74,7,70,21,40,48,40,94,0,0,93,0,94,0,93,0,52,0,21,1,21,40,10,38,6,39,11,39,4,40,4,42,93,0,94,0,54,0,6,68,6,41,10,41,53,0,51,1,11,40,20,0,21,40,15,40,14,39,21,36,10,40,53,36,9,63,6,66,11,65,7,1,3,74,20,38,10,0,10,41,10,0,6,67,9,39,1,73,52,0,20,0,22,1,1,84,22,0,15,1,50,0,4,69,10,41,20,0,14,0,6,40,4,1,22,0,20,39,11,0,10,1,4,69,19,40,19,0,53,0,21,0,6,1,9,40,48,0,53,0,21,1,52,0,4,41,11,1,6,0,10,1,10,0,9,0,10,36,1,41,20,0,10,0,21,0,4,0,4,40,21,0,6,0,20,0,11,0,21,0,10,0,10,0,2.0
0,92,2,93,2,25,67,21,40,23,39,52,39,54,65,50,68,21,40,22,38,92,40,52,40,51,0,92,1,94,75,19,67,23,40,50,70,13,0,66,23,0,51,2,52,0,52,1,54,2,54,40,24,65,23,78,12,10,77,12,80,11,79,11,68,13,41,14,40,24,0,21,1,23,2,22,0,23,1,25,75,12,80,10,71,11,0,52,1,25,2,24,68,12,68,13,38,24,40,13,40,23,39,25,39,23,40,19,0,23,68,19,1,50,1,52,38,53,2,15,1,92,40,21,0,12,1,23,1,12,1,54,1,23,0,53,69,12,40,14,41,14,0,93,40,13,40,15,67,14,2,53,2,24,40,12,39,14,0,23,1,15,42,12,40,23,2,12,1,13,0,53,40,23,40,13,69,12,41,12,1,15,0,23,65,13,69,12,41,13,67,13,2,24,2,14,1,14,2,14,0,13,1,14,1,19,0,24,40,13,0,13,40,12,0,14,0,24,40,14,0,14,40,14,38,14,41,10,1,12,0,14,1.0
0,90,2,91,2,26,66,23,31,24,28,59,29,61,63,56,68,23,33,23,27,89,32,58,30,57,0,91,1,93,80,21,66,25,31,57,69,12,0,65,24,0,58,2,59,0,61,1,63,2,62,32,25,63,25,82,11,9,81,10,83,10,82,10,67,11,32,12,32,25,1,23,1,24,3,24,0,25,1,27,80,11,83,9,69,10,0,60,1,26,2,26,68,11,66,12,28,25,31,11,32,25,29,25,28,24,32,21,1,25,68,21,1,58,1,60,28,60,2,12,1,90,31,23,1,10,2,26,2,10,1,62,1,24,0,62,67,10,31,11,33,12,0,92,33,11,29,12,65,11,2,61,2,26,31,10,28,11,0,25,1,12,33,10,31,24,3,10,2,12,0,61,30,25,30,11,68,11,32,11,1,12,0,25,63,11,68,10,32,12,66,11,2,26,3,12,1,11,2,12,1,11,1,11,2,21,0,26,31,11,1,11,32,10,0,11,0,25,32,11,0,11,31,11,28,11,32,9,2,11,1,11,1.0
14,78,13,79,14,44,50,42,33,43,31,60,30,59,48,56,50,41,33,42,29,77,31,58,33,58,13,79,13,80,93,41,49,41,32,56,51,0,12,49,43,14,58,13,58,13,60,13,61,13,61,32,42,48,42,94,0,0,93,0,94,0,93,0,50,0,33,0,31,43,14,42,14,43,14,42,13,43,13,44,93,0,94,0,51,0,14,60,14,42,14,42,50,0,50,0,29,43,33,0,33,41,31,42,31,43,33,41,14,43,50,41,14,56,14,60,29,60,15,1,14,77,33,42,14,0,14,41,14,0,14,59,14,43,12,60,50,0,33,0,34,0,12,80,33,0,32,0,49,0,13,60,13,43,33,0,31,0,14,43,13,1,34,0,32,43,15,0,14,0,14,60,33,42,33,0,51,0,34,0,14,0,14,42,48,0,50,0,34,0,50,0,13,43,15,0,14,0,15,0,14,0,14,0,14,41,12,43,33,0,14,0,33,0,13,0,14,43,31,0,14,0,32,0,29,0,34,0,14,0,14,0,2.0
0,91,0,92,1,32,62,27,37,28,35,52,36,53,58,48,62,29,39,29,33,90,38,51,37,50,0,92,0,93,82,26,60,30,38,48,63,7,0,60,28,0,51,1,52,0,54,0,56,1,55,39,31,58,30,85,6,3,84,6,88,4,86,4,62,6,40,7,38,30,1,28,0,29,1,29,0,30,0,32,83,6,87,3,64,5,0,53,0,31,1,32,62,7,61,7,33,30,38,6,38,30,36,31,35,28,39,26,0,29,62,26,0,49,0,53,33,53,1,8,0,91,38,27,1,4,0,30,1,6,0,54,1,29,0,55,62,4,37,6,40,7,0,93,39,7,36,7,60,6,0,54,1,30,38,4,35,6,0,29,0,8,40,5,39,28,2,5,0,7,0,54,37,30,37,7,63,6,39,6,0,7,0,31,58,7,62,6,38,7,62,6,0,30,2,7,0,6,2,8,1,6,1,6,1,26,0,31,38,6,1,6,39,6,0,6,0,31,38,7,0,6,39,6,33,7,39,3,1,6,0,6,1.0
1,91,0,92,1,45,48,43,41,44,39,52,39,51,47,48,49,43,41,43,37,90,40,50,40,50,0,92,0,93,84,42,48,43,41,48,50,7,0,48,43,1,50,1,51,0,52,0,53,1,53,41,44,47,44,86,7,5,85,6,87,6,86,6,49,7,42,8,40,44,1,43,1,44,2,43,0,44,0,45,84,7,87,5,50,6,1,52,1,44,2,45,49,7,49,7,37,44,41,7,41,43,39,44,39,44,41,42,1,44,49,42,1,48,1,52,37,52,1,8,1,91,41,43,1,6,1,43,1,6,1,51,1,43,0,53,49,6,41,7,42,7,0,93,41,7,39,8,48,7,0,53,1,44,41,6,39,7,1,44,0,8,42,6,41,43,2,6,1,7,1,52,40,44,40,7,50,7,41,7,1,8,1,44,47,7,49,6,41,7,48,7,0,44,2,7,1,7,2,8,1,7,1,7,1,42,0,44,41,7,1,7,41,6,0,7,1,44,40,7,1,7,41,7,37,7,41,5,1,7,1,7,2.0
8,81,8,82,10,48,45,45,18,46,16,71,17,72,41,69,45,45,20,45,15,79,18,71,17,70,7,83,7,84,93,44,43,46,18,69,46,0,6,43,46,8,71,9,72,7,73,7,75,9,74,19,47,41,46,94,0,0,93,0,94,0,93,0,45,0,20,1,18,46,10,46,9,46,11,46,8,48,8,49,93,0,94,0,46,0,8,72,9,47,10,48,45,0,44,0,15,46,19,0,19,46,18,47,17,46,20,44,9,47,45,44,8,69,8,71,15,72,10,1,8,79,19,45,10,0,9,46,10,0,8,72,9,46,6,74,45,0,18,0,21,0,6,84,20,0,18,1,43,0,8,73,9,47,19,0,17,0,9,47,8,1,21,0,19,46,11,0,9,0,8,73,17,46,17,0,46,0,20,0,9,1,8,47,41,0,45,0,19,0,45,0,8,47,11,0,9,0,10,1,10,0,9,0,10,44,6,48,19,0,10,0,20,0,8,0,8,47,18,0,9,0,19,0,15,0,20,0,10,0,9,0,2.0
10,82,12,83,12,31,63,27,34,29,33,58,33,60,59,56,64,27,36,28,32,82,34,58,34,57,10,82,11,84,78,25,62,29,34,56,65,14,10,61,29,10,57,12,58,10,58,11,60,12,60,35,30,59,29,80,13,11,79,13,81,12,80,12,63,13,35,14,34,30,10,27,11,29,12,28,10,29,11,31,78,13,81,11,65,12,10,58,11,31,12,30,64,13,62,14,32,30,34,13,35,29,34,31,33,29,35,25,10,29,64,25,11,56,11,58,32,59,12,14,11,82,34,27,10,12,11,29,11,13,11,60,11,29,10,59,63,12,34,13,36,14,10,83,36,13,34,14,61,13,12,59,12,30,34,12,33,13,10,29,11,14,36,12,34,29,12,12,11,14,10,59,34,29,34,13,64,13,35,13,11,14,10,29,59,13,64,13,35,14,63,13,12,30,12,14,11,13,12,14,10,13,11,13,11,25,10,30,34,13,10,13,35,13,10,13,10,30,34,13,10,13,34,13,32,13,35,11,11,13,10,13,1.0
0,90,0,91,1,35,58,30,24,32,22,66,22,66,52,64,59,31,26,31,21,89,23,65,23,65,0,91,0,92,93,28,56,33,23,64,60,1,0,55,32,0,66,0,67,0,68,0,69,0,68,25,33,52,33,94,0,0,93,0,94,0,93,0,58,0,25,1,23,33,2,31,1,32,3,32,1,34,1,36,93,0,94,0,60,0,0,67,1,33,2,35,59,0,56,1,21,33,25,0,24,33,23,33,23,32,25,28,1,33,59,28,0,64,0,66,21,66,1,1,0,89,25,30,2,0,1,33,2,0,0,66,1,32,0,69,58,0,24,0,26,1,0,92,26,0,23,1,55,0,0,68,0,34,25,0,23,0,1,33,1,1,26,0,24,32,3,0,1,1,0,67,23,33,23,0,59,0,25,0,1,1,0,34,52,0,59,0,24,1,58,0,0,34,3,1,1,0,2,1,2,0,1,0,2,28,0,35,25,0,2,0,25,0,1,0,0,34,23,0,1,0,24,0,21,0,25,0,2,0,1,0,2.0
0,92,2,93,2,29,63,26,38,27,37,54,38,56,63,52,67,27,40,27,36,92,39,54,38,53,0,92,1,94,72,25,65,28,39,52,67,20,0,63,27,0,53,2,54,0,54,1,56,2,56,40,29,63,28,74,20,16,73,16,76,18,74,16,64,17,40,20,39,28,0,26,1,27,2,27,0,27,1,29,72,18,75,16,67,18,0,54,1,29,2,29,67,18,65,20,36,28,38,17,39,28,38,29,37,27,39,25,0,27,65,25,1,52,1,54,36,55,2,20,1,92,38,26,0,17,1,28,1,16,1,56,1,27,0,55,65,17,38,18,40,20,0,93,40,18,38,20,64,18,2,55,2,28,38,17,37,18,0,27,1,20,40,18,39,27,2,18,1,20,0,55,38,28,38,19,65,20,39,20,1,20,0,28,63,19,66,16,39,20,63,19,2,28,2,20,1,18,2,20,0,19,1,18,1,25,0,28,38,19,0,17,39,16,0,18,0,28,39,19,0,18,39,18,36,19,39,16,1,20,0,18,1.0
10,82,11,83,11,38,56,35,33,36,32,59,33,61,54,57,57,36,35,36,31,81,35,59,33,58,9,83,9,84,93,34,56,38,34,57,58,1,8,55,36,10,58,11,59,9,59,9,61,11,61,35,38,54,37,94,0,0,93,0,94,0,93,0,56,0,35,1,35,37,10,35,10,36,11,36,9,36,9,38,93,0,94,0,58,0,10,59,10,38,11,38,57,0,56,1,31,37,33,0,34,38,33,38,32,36,34,34,10,36,57,34,10,57,10,59,31,60,11,1,10,81,33,35,10,0,10,38,10,0,10,61,10,36,8,60,56,0,33,0,35,1,8,84,35,0,33,1,55,0,11,60,11,37,33,0,32,0,10,36,9,1,35,0,34,36,11,0,10,1,10,60,33,37,33,0,57,0,34,0,10,1,10,37,54,0,57,0,34,1,56,0,11,37,11,1,10,0,11,1,10,0,10,0,10,34,8,37,33,0,10,0,34,0,9,0,10,37,35,0,10,0,34,0,31,0,34,0,10,0,10,0,2.0
0,88,0,89,3,30,64,26,19,28,13,69,14,72,60,63,65,27,21,27,7,86,21,68,19,65,0,90,0,91,90,24,63,30,20,63,66,2,0,62,28,3,67,4,68,1,73,1,75,3,74,21,30,60,29,92,1,0,91,1,93,0,92,0,64,1,21,2,21,29,3,26,2,28,4,27,1,28,1,30,91,1,93,0,66,0,1,71,1,30,4,30,65,1,63,2,9,29,19,1,20,30,14,30,13,28,20,24,3,28,65,24,3,63,2,70,9,71,3,2,0,87,19,26,3,0,3,30,3,1,1,72,3,28,0,74,64,0,19,1,21,2,0,91,21,1,14,2,62,1,1,72,4,29,19,0,13,1,1,28,1,2,21,0,20,28,4,0,3,2,0,73,19,29,19,1,65,1,20,1,1,2,3,29,60,1,65,1,20,2,64,1,1,29,4,2,2,1,4,2,3,1,3,1,3,24,0,29,19,1,3,1,20,1,1,1,0,29,21,1,1,1,20,1,9,1,20,0,3,1,3,1,2.0
10,80,7,81,10,38,55,33,31,36,26,61,27,59,50,52,56,34,33,34,23,77,30,56,30,56,7,83,6,84,79,30,54,35,32,54,58,7,5,53,35,10,56,10,57,7,61,7,63,10,62,33,37,50,37,84,5,0,83,5,88,2,87,2,56,6,33,7,30,37,10,33,9,36,11,34,7,36,7,38,81,6,88,0,58,2,10,61,10,37,11,38,56,6,54,7,24,37,31,6,32,35,27,37,26,36,32,30,10,36,57,30,10,54,9,61,24,61,10,7,9,78,31,33,10,2,10,35,10,5,10,59,10,35,5,62,56,2,31,6,33,7,5,84,33,6,27,7,53,6,7,62,10,37,31,2,26,6,10,36,7,7,33,2,32,35,11,2,10,7,10,61,30,37,30,6,57,5,32,5,10,7,10,37,50,6,57,5,32,7,55,6,7,37,11,7,9,6,11,7,10,6,10,6,10,30,5,37,31,6,10,6,32,5,7,6,10,37,30,6,10,6,32,6,24,6,32,0,10,5,10,6,1.0
0,92,2,93,2,25,69,21,42,23,41,50,41,52,66,48,68,21,42,22,40,92,42,50,42,49,0,92,1,94,80,19,67,23,42,48,70,10,0,67,23,0,49,2,50,0,50,1,52,2,52,42,24,66,23,82,9,9,81,11,83,9,82,10,69,11,43,11,42,24,0,21,1,23,2,22,0,23,1,25,80,10,83,9,71,9,0,50,1,25,2,24,68,10,68,10,40,24,42,11,42,23,41,25,41,23,42,20,0,23,69,20,1,48,1,50,40,51,2,12,1,92,42,21,0,10,1,23,1,11,1,52,1,23,0,51,69,10,42,11,43,11,0,93,42,11,42,12,67,11,2,51,2,24,42,10,41,11,0,23,1,12,44,10,42,23,2,10,1,10,0,51,42,23,42,10,70,9,43,9,1,12,0,23,66,10,69,11,43,10,69,10,2,24,2,11,1,11,2,11,0,10,1,11,1,20,0,24,42,10,0,11,42,11,0,11,0,24,42,11,0,11,42,11,40,11,43,9,1,9,0,11,1.0
14,77,15,78,16,34,59,31,26,32,25,66,26,67,58,64,61,32,28,32,24,76,28,66,26,65,13,78,14,80,85,30,60,34,27,64,62,7,12,59,32,14,65,16,66,13,66,14,68,16,68,28,34,58,33,87,6,4,86,5,88,5,87,5,60,6,28,7,28,33,14,31,15,32,16,32,13,32,14,34,85,6,88,4,62,5,14,66,15,34,16,34,61,6,60,7,24,33,26,6,27,34,26,34,25,32,27,30,14,32,61,30,15,64,15,66,24,67,16,7,15,76,26,31,14,5,15,34,15,5,15,67,15,32,12,67,60,5,26,6,28,7,12,79,28,6,26,7,59,6,15,67,16,33,26,5,25,6,14,32,14,7,28,5,27,32,16,5,15,7,14,67,26,33,26,6,61,6,27,6,15,7,14,33,58,6,61,5,27,7,59,6,15,33,16,7,15,6,16,7,14,6,15,6,15,30,12,33,26,6,14,6,27,5,13,6,14,33,28,6,14,6,27,6,24,6,27,4,15,6,14,6,2.0
15,77,14,78,16,41,51,38,31,39,31,60,32,60,51,58,54,39,34,39,30,76,34,60,31,59,14,78,14,79,86,37,53,41,33,58,55,6,13,51,38,15,59,16,60,14,60,14,62,16,62,34,41,51,40,88,5,3,87,3,89,4,88,3,52,4,34,6,34,40,15,38,15,39,16,39,14,39,14,41,86,4,89,3,55,4,15,60,15,41,16,41,54,4,53,6,30,40,32,4,33,41,32,41,31,39,33,37,15,39,53,37,15,58,15,60,30,61,16,6,15,76,31,38,15,4,15,41,15,3,15,60,15,38,13,61,53,4,32,5,34,6,13,79,34,4,32,6,52,4,14,61,16,40,32,4,31,5,15,39,14,6,34,4,33,38,16,4,15,6,15,61,31,40,31,5,53,5,33,5,15,6,15,40,51,5,54,3,33,6,51,5,14,40,16,6,15,5,16,6,15,5,15,4,15,37,13,40,31,5,15,4,33,3,14,5,15,40,34,5,15,5,33,4,30,5,33,3,15,5,15,5,2.0
