@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {1,3,2}

@data
23,11,21,59,69,15,5,19,60,19,17,6,72,9,71,16,21,55,71,12,10,17,77,11,77,9,65,48,21,16,10,71,10,72,22,17,77,9,22,13,10,17,6,17,3.0
23,8,21,60,67,14,7,18,61,18,16,9,72,5,70,15,21,58,70,10,11,16,78,8,78,6,62,51,21,15,11,71,11,72,22,16,78,5,22,11,11,16,9,16,2.0
17,8,15,66,76,11,3,15,67,15,12,6,78,6,78,11,16,67,78,10,5,12,82,8,82,7,74,58,16,12,5,77,5,78,16,12,82,6,16,10,5,12,6,12,3.0
23,5,21,61,78,9,8,21,62,21,10,8,72,3,79,9,22,57,79,8,12,10,84,5,84,4,75,51,22,10,12,71,12,72,22,10,84,4,22,8,12,10,8,10,2.0
25,8,24,56,65,15,4,16,56,18,18,5,69,5,66,17,22,49,66,11,12,18,76,8,76,7,58,44,22,15,12,69,9,69,25,18,76,7,25,11,12,18,5,18,2.0
18,7,16,68,75,11,5,16,69,16,12,5,77,4,77,11,17,64,77,10,9,12,82,7,82,6,73,60,17,12,9,76,9,77,17,12,82,5,17,10,9,12,5,12,3.0
24,11,22,58,69,15,5,20,59,20,17,6,71,9,71,16,22,53,71,12,11,17,77,11,77,9,65,47,22,16,11,70,11,71,23,17,77,9,23,13,11,17,6,17,3.0
10,7,9,78,74,11,2,9,79,9,12,2,85,4,77,12,9,77,77,11,3,12,82,7,82,6,72,72,9,12,3,84,3,85,9,12,82,4,9,11,3,12,2,12,3.0
11,8,9,77,76,11,3,9,78,9,12,3,84,6,78,11,10,76,78,10,4,12,82,8,82,7,74,71,10,12,4,83,4,84,10,12,82,6,10,10,4,12,3,12,2.0
20,8,19,63,69,13,4,15,63,15,15,5,74,5,72,14,18,59,72,9,9,15,79,8,79,6,65,53,18,13,9,74,8,74,20,15,79,5,20,10,9,15,5,15,1.0
13,8,12,74,68,15,3,10,75,10,16,4,82,5,70,16,12,73,70,13,5,16,78,8,78,7,63,68,12,16,5,81,5,82,12,16,78,6,12,13,5,16,4,16,1.0
26,10,25,55,68,16,4,20,55,20,17,5,68,8,70,16,25,47,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,5,17,2.0
26,10,25,55,68,16,4,20,55,20,17,5,68,8,70,16,25,47,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,5,17,3.0
24,9,21,58,67,15,5,19,59,19,17,6,71,6,69,15,22,53,69,11,11,17,77,9,77,7,62,47,22,16,11,70,11,71,23,17,77,7,23,12,11,17,6,17,3.0
18,11,16,66,72,14,4,16,67,16,15,5,77,8,75,14,17,64,75,13,7,15,79,11,79,10,71,57,17,15,7,76,7,77,17,15,79,8,17,13,7,15,5,15,3.0
11,7,10,74,68,14,0,6,75,6,15,2,84,4,71,15,10,75,71,10,1,15,79,7,79,6,63,67,10,15,1,83,1,84,10,15,79,4,10,10,1,15,2,15,3.0
9,8,8,78,68,15,0,8,79,8,16,4,86,5,70,16,8,81,70,15,1,16,78,8,78,7,63,75,8,16,1,85,1,86,8,16,78,6,8,15,1,16,4,16,1.0
14,8,13,72,70,14,3,11,73,11,15,4,81,5,72,15,13,71,72,12,5,15,79,8,79,7,66,65,13,15,5,80,5,81,13,15,79,6,13,12,5,15,4,15,3.0
1,7,0,93,74,11,0,0,94,0,12,0,94,4,77,12,0,93,77,11,0,12,82,7,82,6,72,93,0,12,0,93,0,94,0,12,82,4,0,11,0,12,0,12,1.0
9,5,8,79,77,9,1,8,80,8,10,1,86,2,79,10,8,78,79,9,2,10,84,5,84,4,75,73,8,10,2,85,2,86,8,10,84,3,8,9,2,10,1,10,3.0
17,10,15,67,68,15,3,12,68,12,17,4,78,8,70,16,15,65,70,11,6,17,77,10,77,8,63,58,15,16,6,77,6,78,16,17,77,8,16,12,6,17,4,17,1.0
3,6,2,89,79,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,5,2,9,0,10,0,10,1.0
8,6,7,82,74,11,1,6,83,6,12,1,87,4,76,12,7,80,76,10,3,12,82,6,82,5,70,78,7,12,3,86,3,87,7,12,82,4,7,10,3,12,1,12,3.0
22,10,20,60,68,15,2,17,61,17,17,5,73,8,70,16,20,56,70,11,9,17,77,10,77,8,63,51,20,16,9,72,9,73,21,17,77,8,21,12,9,17,5,17,3.0
19,5,18,65,77,10,4,17,65,17,11,4,75,3,77,10,18,60,77,8,9,11,83,5,83,4,73,55,18,10,9,75,9,75,19,11,83,5,19,9,9,11,4,11,3.0
1,3,0,93,88,3,0,0,94,0,4,0,94,2,89,4,0,93,89,3,0,4,90,3,90,2,88,93,0,4,0,93,0,94,0,4,90,2,0,3,0,4,0,4,1.0
27,11,24,56,55,20,10,18,56,18,23,11,67,6,59,20,24,51,59,13,16,23,71,11,71,8,48,46,24,20,16,67,14,67,27,23,71,7,27,14,16,23,11,23,1.0
26,8,25,55,61,16,4,17,55,19,19,5,68,4,64,18,23,47,64,12,13,19,75,8,75,7,54,43,23,16,13,68,10,68,26,19,75,5,26,12,13,19,5,19,3.0
22,4,20,62,79,8,7,20,63,20,9,7,73,2,80,8,21,58,80,7,11,9,85,4,85,3,76,52,21,9,11,72,11,73,21,9,85,3,21,7,11,9,7,9,1.0
19,11,17,66,69,15,4,17,67,17,17,5,76,9,71,16,17,62,71,14,9,17,77,11,77,9,65,58,17,16,9,75,9,76,18,17,77,9,18,15,9,17,5,17,3.0
19,5,17,66,77,10,5,17,67,17,11,5,76,3,77,10,18,62,77,9,9,11,83,5,83,4,73,57,18,11,9,75,9,76,18,11,83,5,18,9,9,11,5,11,3.0
24,5,24,59,75,10,8,22,59,22,11,8,70,2,77,11,23,54,77,8,13,11,83,5,83,4,72,48,23,10,13,70,13,70,24,11,83,3,24,9,13,11,8,11,3.0
4,5,3,88,77,9,0,2,89,2,10,0,91,2,79,10,3,87,79,8,1,10,84,5,84,4,75,86,3,10,1,90,1,91,3,10,84,3,3,8,1,10,0,10,3.0
22,4,21,61,77,9,5,18,61,18,10,5,72,2,78,9,21,55,78,6,11,10,84,4,84,3,73,50,21,9,11,72,10,72,22,10,84,3,22,6,11,10,5,10,3.0
19,8,17,65,67,14,3,13,66,13,16,4,76,5,70,15,17,61,70,10,8,16,78,8,78,6,62,56,17,15,8,75,7,76,18,16,78,5,18,10,8,16,4,16,3.0
18,8,16,67,76,11,4,16,68,16,12,5,77,6,78,11,17,64,78,10,8,12,82,8,82,7,74,59,17,12,8,76,8,77,17,12,82,6,17,10,8,12,5,12,2.0
17,5,15,68,77,9,3,15,69,15,10,4,78,2,79,9,16,65,79,8,7,10,84,5,84,4,75,60,16,10,7,77,7,78,16,10,84,3,16,8,7,10,4,10,3.0
19,8,17,65,75,11,5,17,66,17,12,6,76,5,78,11,18,63,78,10,8,12,82,8,82,7,74,56,18,12,8,75,8,76,18,12,82,5,18,10,8,12,6,12,2.0
23,7,22,60,73,12,6,20,61,20,13,7,72,4,75,13,22,56,75,10,11,13,81,7,81,6,70,50,22,13,11,71,11,72,22,13,81,5,22,10,11,13,7,13,1.0
21,6,21,61,74,11,2,18,61,18,12,3,73,3,76,12,20,55,76,9,9,12,82,6,82,5,71,50,20,11,9,73,8,73,21,12,82,4,21,9,9,12,3,12,2.0
19,11,17,64,67,16,1,15,65,15,18,4,76,9,69,17,17,61,69,13,7,18,76,11,76,9,62,56,17,17,7,75,7,76,18,18,76,9,18,14,7,18,4,18,1.0
22,4,21,61,79,8,5,19,61,19,9,5,72,2,80,8,21,55,80,6,11,9,85,4,85,3,76,50,21,8,11,72,10,72,22,9,85,3,22,6,11,9,5,9,1.0
23,8,22,59,64,17,3,17,59,17,18,4,71,5,66,17,22,52,66,12,11,18,76,8,76,7,57,48,22,17,11,71,10,71,23,18,76,6,23,12,11,18,4,18,3.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,1.0
24,10,23,57,66,17,3,17,57,17,18,4,70,8,68,17,23,50,68,11,11,18,76,10,76,9,60,45,23,17,11,70,10,70,24,18,76,8,24,11,11,18,4,18,2.0
26,11,23,56,63,18,6,21,57,21,20,7,69,7,65,18,24,50,65,14,13,20,74,11,74,9,58,45,24,19,13,68,13,69,25,20,74,9,25,15,13,20,7,20,3.0
17,8,15,68,74,12,4,15,69,15,13,5,78,5,76,12,16,66,76,11,7,13,81,8,81,7,72,60,16,13,7,77,7,78,16,13,81,6,16,11,7,13,5,13,3.0
22,5,21,60,78,9,3,19,60,19,10,4,72,3,79,9,21,54,79,7,10,10,84,5,84,4,75,49,21,9,10,72,9,72,22,10,84,4,22,7,10,10,4,10,3.0
11,8,9,77,76,11,1,9,78,9,12,1,84,6,78,11,10,74,78,10,4,12,82,8,82,7,74,71,10,12,4,83,4,84,10,12,82,6,10,10,4,12,1,12,3.0
18,5,17,67,78,9,4,15,67,15,10,4,76,3,79,9,17,62,79,7,9,10,84,5,84,4,75,58,17,9,9,76,8,76,18,10,84,4,18,7,9,10,4,10,2.0
22,5,21,61,78,9,7,20,61,20,10,7,72,3,79,9,21,57,79,7,11,10,84,5,84,4,75,50,21,9,11,72,11,72,22,10,84,4,22,8,11,10,7,10,3.0
15,8,13,70,75,11,2,14,71,14,12,3,80,5,78,11,14,68,78,11,5,12,82,8,82,7,74,62,14,12,5,79,5,80,14,12,82,5,14,11,5,12,3,12,3.0
2,6,1,91,79,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,77,90,1,10,0,92,0,93,1,10,84,5,1,9,0,10,0,10,3.0
2,6,1,91,78,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,76,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,2.0
6,6,5,84,77,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,74,80,5,11,1,88,1,89,5,11,83,5,5,10,1,11,0,11,2.0
25,11,23,56,67,16,6,20,56,20,18,7,69,9,69,16,23,51,69,11,12,18,76,11,76,9,62,44,23,16,12,69,12,69,25,18,76,9,25,13,12,18,7,18,3.0
18,9,16,67,74,12,5,16,68,16,13,5,77,6,77,12,17,64,77,11,8,13,81,9,81,8,73,58,17,13,8,76,8,77,17,13,81,6,17,11,8,13,5,13,3.0
1,6,0,93,78,9,0,0,94,0,10,0,94,4,80,10,0,93,80,9,0,10,84,6,84,5,76,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,1.0
18,9,16,68,74,12,5,16,69,16,13,5,77,6,77,12,17,64,77,11,9,13,81,9,81,8,73,60,17,13,9,76,9,77,17,13,81,6,17,11,9,13,5,13,3.0
19,8,17,65,75,11,5,17,66,17,12,6,76,5,78,11,18,63,78,10,8,12,82,8,82,7,74,56,18,12,8,75,8,76,18,12,82,5,18,10,8,12,6,12,2.0
18,10,16,67,68,15,1,15,68,15,17,2,77,8,70,16,16,61,70,13,8,17,77,10,77,8,63,59,16,16,8,76,8,77,17,17,77,8,17,14,8,17,2,17,3.0
16,5,15,69,77,9,3,15,69,15,10,3,78,2,79,9,15,65,79,8,7,10,84,5,84,4,75,60,15,9,7,78,7,78,16,10,84,3,16,9,7,10,3,10,3.0
26,10,23,57,61,18,6,21,58,21,20,7,69,6,64,18,24,50,64,14,14,20,74,10,74,8,55,47,24,19,14,68,14,69,25,20,74,7,25,15,14,20,7,20,1.0
23,4,23,60,79,8,6,20,60,20,9,6,71,2,80,9,22,54,80,6,12,9,85,4,85,3,76,49,22,8,12,71,11,71,23,9,85,3,23,6,12,9,6,9,1.0
25,6,24,57,74,11,5,22,57,22,12,6,69,3,76,11,24,50,76,9,13,12,82,6,82,5,71,46,24,11,13,69,12,69,25,12,82,4,25,9,13,12,6,12,3.0
26,8,25,55,61,16,4,17,55,19,19,5,68,4,64,18,23,47,64,12,13,19,75,8,75,7,54,43,23,16,13,68,10,68,26,19,75,5,26,12,13,19,5,19,3.0
12,7,11,76,68,14,4,11,77,11,15,6,83,4,71,15,11,77,71,14,5,15,79,7,79,6,63,72,11,15,5,82,5,83,11,15,79,4,11,14,5,15,6,15,3.0
23,4,22,59,79,8,5,21,59,21,9,6,71,2,80,8,22,54,80,6,11,9,85,4,85,3,76,48,22,8,11,71,11,71,23,9,85,3,23,7,11,9,6,9,2.0
1,2,0,93,89,2,0,0,94,0,3,0,94,1,90,3,0,93,90,2,0,3,91,2,91,1,89,93,0,3,0,93,0,94,0,3,91,1,0,2,0,3,0,3,1.0
6,6,5,84,77,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,74,80,5,11,1,88,1,89,5,11,83,5,5,10,1,11,0,11,2.0
1,6,0,93,78,9,0,0,94,0,10,0,94,3,80,10,0,93,80,9,0,10,84,6,84,5,77,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,2.0
4,5,3,88,79,8,0,3,89,3,9,0,91,2,81,9,3,87,81,8,1,9,85,5,85,4,78,86,3,9,1,90,1,91,3,9,85,3,3,8,1,9,0,9,2.0
23,11,20,60,57,20,5,17,61,17,22,6,72,6,61,20,21,55,61,15,11,22,72,11,72,9,51,50,21,21,11,71,11,72,22,22,72,7,22,16,11,22,6,22,3.0
24,7,24,59,73,12,8,21,59,21,13,8,70,4,75,13,23,54,75,9,13,13,81,7,81,6,70,48,23,12,13,70,13,70,24,13,81,5,24,10,13,13,8,13,3.0
6,6,5,84,78,9,0,5,85,5,10,0,89,4,80,10,5,83,80,9,1,10,84,6,84,5,76,80,5,10,1,88,1,89,5,10,84,4,5,9,1,10,0,10,2.0
23,11,21,59,67,16,5,18,60,18,18,6,72,9,69,17,21,55,69,12,10,18,76,11,76,9,62,48,21,17,10,71,10,72,22,18,76,9,22,13,10,18,6,18,3.0
16,8,14,69,75,12,3,14,70,14,13,4,79,6,76,12,15,67,76,11,6,13,81,8,81,7,72,61,15,13,6,78,6,79,15,13,81,7,15,11,6,13,4,13,2.0
1,6,0,93,74,11,0,0,94,0,12,0,94,4,76,12,0,93,76,11,0,12,82,6,82,5,70,93,0,12,0,93,0,94,0,12,82,4,0,11,0,12,0,12,1.0
19,8,17,63,69,13,1,15,64,15,15,3,76,5,72,14,17,60,72,10,6,15,79,8,79,6,65,53,17,14,6,75,6,76,18,15,79,5,18,11,6,15,3,15,3.0
24,10,21,58,61,18,5,18,59,18,20,6,71,6,64,18,22,53,64,13,11,20,74,10,74,8,55,47,22,19,11,70,11,71,23,20,74,7,23,14,11,20,6,20,3.0
26,11,23,56,66,17,6,21,57,21,19,7,69,9,67,17,24,50,67,13,13,19,75,11,75,9,60,45,24,18,13,68,13,69,25,19,75,10,25,14,13,19,7,19,3.0
21,4,20,62,79,8,4,18,62,18,9,4,73,2,80,8,20,56,80,6,10,9,85,4,85,3,76,51,20,8,10,73,9,73,21,9,85,3,21,6,10,9,4,9,3.0
25,11,22,57,67,16,6,20,58,20,18,7,70,9,69,16,23,52,69,12,12,18,76,11,76,9,62,46,23,17,12,69,12,70,24,18,76,9,24,13,12,18,7,18,1.0
21,10,19,63,73,13,5,19,64,19,14,6,74,7,76,13,20,59,76,12,10,14,80,10,80,9,72,54,20,14,10,73,10,74,20,14,80,7,20,12,10,14,6,14,3.0
7,6,6,83,77,10,1,6,84,6,11,1,88,4,78,11,6,82,78,10,2,11,83,6,83,5,74,79,6,11,2,87,2,88,6,11,83,5,6,10,2,11,1,11,1.0
25,8,24,56,66,14,4,16,56,18,17,5,69,5,68,16,22,49,68,10,12,17,77,8,77,7,60,44,22,14,12,69,9,69,25,17,77,6,25,10,12,17,5,17,2.0
25,11,22,57,67,16,5,20,58,20,18,6,70,9,69,16,23,51,69,12,12,18,76,11,76,9,62,46,23,17,12,69,12,70,24,18,76,9,24,13,12,18,6,18,3.0
24,10,20,58,60,18,5,18,59,18,20,6,71,5,64,17,22,53,64,13,11,20,74,10,74,8,55,47,22,19,11,70,11,71,23,20,74,6,23,14,11,20,6,20,1.0
24,7,23,57,62,15,4,15,57,17,18,5,70,3,65,17,21,51,65,11,11,18,76,7,76,6,55,45,21,15,11,70,8,70,24,18,76,4,24,11,11,18,5,18,1.0
25,8,22,57,63,17,6,20,57,20,18,7,69,4,66,15,24,51,66,12,13,18,76,8,76,7,57,46,24,17,13,69,13,69,25,18,76,5,25,13,13,18,7,18,2.0
25,9,22,57,67,15,6,20,58,20,17,7,70,6,69,15,23,52,69,11,12,17,77,9,77,7,62,46,23,16,12,69,12,70,24,17,77,7,24,12,12,17,7,17,2.0
20,8,18,64,76,11,5,18,65,18,12,6,75,6,78,11,19,61,78,10,9,12,82,8,82,7,74,55,19,12,9,74,9,75,19,12,82,6,19,10,9,12,6,12,3.0
5,6,3,86,78,9,0,4,87,4,10,0,90,3,80,9,4,85,80,9,1,10,84,6,84,5,77,83,4,10,1,89,1,90,4,10,84,4,4,9,1,10,0,10,3.0
20,10,18,65,73,13,5,18,66,18,14,5,75,7,76,13,19,60,76,12,10,14,80,10,80,9,72,56,19,14,10,74,10,75,19,14,80,7,19,12,10,14,5,14,3.0
15,8,13,71,70,14,4,14,72,14,15,6,80,5,72,14,14,71,72,14,6,15,79,8,79,7,66,65,14,15,6,79,6,80,14,15,79,6,14,14,6,15,6,15,3.0
4,5,3,87,79,8,0,3,88,3,9,0,91,2,81,9,3,87,81,8,0,9,85,5,85,4,78,84,3,9,0,90,0,91,3,9,85,3,3,8,0,9,0,9,3.0
19,4,18,65,79,8,3,16,65,16,9,3,75,2,80,8,18,59,80,6,9,9,85,4,85,3,76,55,18,8,9,75,8,75,19,9,85,3,19,6,9,9,3,9,1.0
26,10,25,55,66,16,4,18,55,19,18,5,68,8,68,17,24,47,68,11,13,18,76,10,76,9,60,43,24,16,13,68,11,68,26,18,76,8,26,11,13,18,5,18,3.0
24,10,20,58,58,19,5,17,59,17,21,6,71,5,62,18,22,53,62,13,11,21,73,10,73,8,52,47,22,20,11,70,11,71,23,21,73,6,23,14,11,21,6,21,2.0
26,10,23,57,63,17,7,21,58,21,19,9,69,6,66,17,24,52,66,13,14,19,75,10,75,8,58,48,24,18,14,68,14,69,25,19,75,7,25,14,14,19,9,19,3.0
20,4,19,62,77,9,1,18,62,18,10,2,74,2,78,9,19,56,78,8,8,10,84,4,84,3,73,51,19,9,8,74,7,74,20,10,84,3,20,8,8,10,2,10,1.0
20,4,19,63,79,8,3,17,63,17,9,3,74,2,80,8,19,57,80,6,9,9,85,4,85,3,76,52,19,8,9,74,8,74,20,9,85,3,20,6,9,9,3,9,3.0
25,11,24,56,67,16,4,19,56,19,18,5,69,9,69,17,23,49,69,11,12,18,76,11,76,9,62,44,23,16,12,69,11,69,25,18,76,9,25,12,12,18,5,18,2.0
23,9,21,60,67,15,6,18,61,18,17,7,72,6,69,16,21,56,69,11,11,17,77,9,77,7,62,50,21,16,11,71,11,72,22,17,77,7,22,12,11,17,7,17,3.0
2,6,1,91,77,10,0,1,92,1,11,0,93,4,78,11,1,91,78,10,0,11,83,6,83,5,74,90,1,11,0,92,0,93,1,11,83,5,1,10,0,11,0,11,1.0
28,13,25,53,63,19,6,22,53,22,21,8,66,10,65,18,26,46,65,14,15,21,73,13,73,11,58,42,26,19,15,66,14,66,28,21,73,11,28,15,15,21,8,21,3.0
25,8,24,56,60,17,3,17,56,17,19,4,69,3,64,18,23,48,64,11,12,19,75,8,75,6,54,44,23,17,12,69,10,69,25,19,75,4,25,11,12,19,4,19,3.0
24,10,20,59,58,19,6,18,60,18,21,7,71,5,62,18,22,54,62,14,12,21,73,10,73,8,52,49,22,20,12,70,12,71,23,21,73,6,23,15,12,21,7,21,2.0
26,9,24,55,64,16,4,19,55,20,18,6,68,5,67,16,24,48,67,12,13,18,76,9,76,8,59,44,24,16,13,68,11,68,26,18,76,6,26,12,13,18,6,18,1.0
25,10,22,58,63,17,6,20,59,20,19,7,70,6,66,17,23,52,66,13,13,19,75,10,75,8,58,48,23,18,13,69,13,70,24,19,75,7,24,14,13,19,7,19,3.0
21,7,20,62,77,10,3,19,63,19,11,4,74,5,79,11,20,57,79,9,9,11,83,7,83,6,75,52,20,11,9,73,9,74,20,11,83,5,20,9,9,11,4,11,3.0
26,9,23,56,64,16,6,21,57,21,18,7,69,5,67,16,24,50,67,12,13,18,76,9,76,7,59,45,24,17,13,68,13,69,25,18,76,6,25,13,13,18,7,18,2.0
1,10,0,93,59,19,0,0,94,0,20,0,94,5,64,20,0,93,64,19,0,20,74,10,74,9,54,93,0,20,0,93,0,94,0,20,74,5,0,19,0,20,0,20,1.0
25,10,23,56,58,20,5,18,56,18,21,6,69,5,62,19,24,50,62,14,12,21,73,10,73,9,52,44,24,20,12,69,11,69,25,21,73,6,25,14,12,21,6,21,3.0
27,10,25,54,66,17,6,20,54,20,18,7,67,8,68,16,26,47,68,11,14,18,76,10,76,9,60,42,26,17,14,67,13,67,27,18,76,8,27,11,14,18,7,18,2.0
24,5,24,59,75,10,8,22,59,22,11,8,70,2,77,11,23,54,77,8,13,11,83,5,83,4,72,48,23,10,13,70,13,70,24,11,83,3,24,9,13,11,8,11,2.0
25,9,22,57,67,15,5,20,58,20,17,6,70,6,69,15,23,51,69,11,12,17,77,9,77,7,62,46,23,16,12,69,12,70,24,17,77,7,24,12,12,17,6,17,3.0
25,10,24,56,68,16,4,19,56,19,17,5,69,8,70,16,24,49,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,5,17,2.0
25,9,22,57,65,16,6,19,58,19,18,7,70,6,67,16,23,52,67,11,12,18,76,9,76,7,59,46,23,17,12,69,12,70,24,18,76,7,24,12,12,18,7,18,2.0
6,6,5,84,77,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,74,80,5,11,1,88,1,89,5,11,83,5,5,10,1,11,0,11,2.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
7,7,6,82,77,10,0,5,83,5,11,0,88,5,79,11,6,81,79,9,1,11,83,7,83,6,75,77,6,11,1,87,1,88,6,11,83,5,6,9,1,11,0,11,2.0
22,8,20,61,68,14,5,17,62,17,16,6,73,5,70,15,20,57,70,10,10,16,78,8,78,6,63,51,20,15,10,72,10,73,21,16,78,6,21,11,10,16,6,16,3.0
26,9,24,55,67,15,6,21,55,21,17,7,68,6,69,15,24,49,69,10,13,17,77,9,77,7,62,43,24,15,13,68,13,68,26,17,77,7,26,12,13,17,7,17,3.0
7,8,6,83,70,14,1,5,84,5,15,1,88,5,72,15,6,82,72,13,2,15,79,8,79,7,66,79,6,15,2,87,2,88,6,15,79,6,6,13,2,15,1,15,3.0
5,6,4,85,76,10,0,4,86,4,11,0,90,4,78,11,4,85,78,10,0,11,83,6,83,5,73,81,4,11,0,89,0,90,4,11,83,4,4,10,0,11,0,11,3.0
26,9,23,56,67,15,6,21,57,21,17,7,69,6,69,15,24,50,69,11,13,17,77,9,77,7,62,45,24,16,13,68,13,69,25,17,77,7,25,12,13,17,7,17,3.0
23,8,21,58,67,14,4,18,58,18,16,5,71,5,70,14,21,53,70,9,10,16,78,8,78,6,62,46,21,14,10,71,10,71,23,16,78,5,23,11,10,16,5,16,1.0
7,6,6,84,76,10,2,6,85,6,11,2,88,4,78,11,6,83,78,10,3,11,83,6,83,5,73,81,6,11,3,87,3,88,6,11,83,4,6,10,3,11,2,11,2.0
12,6,11,74,74,11,2,9,75,9,12,2,83,4,76,12,11,73,76,9,3,12,82,6,82,5,70,66,11,12,3,82,3,83,11,12,82,4,11,9,3,12,2,12,3.0
24,4,22,60,77,9,8,22,61,22,10,8,71,2,78,9,23,55,78,8,13,10,84,4,84,3,73,50,23,10,13,70,13,71,23,10,84,3,23,8,13,10,8,10,2.0
26,10,25,55,66,17,4,19,55,19,18,5,68,8,68,17,25,47,68,11,13,18,76,10,76,9,60,43,25,17,13,68,12,68,26,18,76,8,26,11,13,18,5,18,2.0
19,4,18,65,79,8,4,16,65,16,9,4,75,2,80,8,18,60,80,6,9,9,85,4,85,3,76,55,18,8,9,75,8,75,19,9,85,3,19,6,9,9,4,9,1.0
1,5,0,93,80,8,0,0,94,0,9,0,94,3,81,9,0,93,81,8,0,9,85,5,85,4,78,93,0,9,0,93,0,94,0,9,85,4,0,8,0,9,0,9,1.0
23,8,22,60,72,13,6,20,61,20,14,7,72,5,74,14,22,56,74,11,11,14,80,8,80,7,69,50,22,14,11,71,11,72,22,14,80,6,22,11,11,14,7,14,2.0
27,12,24,54,64,18,6,22,55,22,20,7,68,9,66,18,25,48,66,14,13,20,74,12,74,10,59,42,25,19,13,67,13,68,26,20,74,10,26,15,13,20,7,20,2.0
23,9,19,60,61,18,5,18,61,18,19,6,72,4,65,16,22,55,65,14,11,19,75,9,75,8,56,50,22,19,11,71,11,72,22,19,75,5,22,14,11,19,6,19,3.0
25,11,23,57,67,16,6,20,58,20,18,8,70,9,69,17,23,53,69,12,12,18,76,11,76,9,62,47,23,17,12,69,12,70,24,18,76,9,24,13,12,18,8,18,1.0
18,8,16,68,75,11,5,16,69,16,12,5,77,5,78,11,17,64,78,10,9,12,82,8,82,7,74,60,17,12,9,76,9,77,17,12,82,5,17,10,9,12,5,12,2.0
26,10,25,55,66,16,4,18,55,19,18,5,68,8,68,17,24,47,68,11,13,18,76,10,76,9,60,43,24,16,13,68,11,68,26,18,76,8,26,11,13,18,5,18,2.0
19,11,17,66,69,16,6,17,67,17,17,7,76,9,71,16,18,64,71,15,9,17,77,11,77,10,65,58,18,17,9,75,9,76,18,17,77,9,18,15,9,17,7,17,2.0
24,4,23,59,77,9,8,22,59,22,10,8,70,2,78,9,23,54,78,7,13,10,84,4,84,3,73,48,23,9,13,70,13,70,24,10,84,3,24,8,13,10,8,10,2.0
23,9,21,59,62,17,3,16,59,17,19,4,71,5,65,17,21,52,65,13,11,19,75,9,75,8,56,48,21,17,11,71,9,71,23,19,75,6,23,13,11,19,4,19,1.0
24,8,23,57,63,15,4,15,57,17,18,5,70,4,66,17,21,51,66,11,11,18,76,8,76,7,57,45,21,15,11,70,8,70,24,18,76,5,24,11,11,18,5,18,1.0
