@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2,3,4,1}

@data
73,18,64,61,17,17,28,66,76,18,69,24,19,76,20,25,29,20,18,66,70,18,68,23,27,65,75,17,19,67,29,24,71,20,20,20,28,18,27,23,18,75,23,73,18,24,19,19,2
79,16,66,61,10,11,24,68,82,12,71,22,11,82,13,23,25,13,13,70,72,12,70,21,23,69,81,11,13,71,24,22,73,13,14,14,24,13,23,22,12,81,15,78,13,22,13,13,3
76,18,64,65,14,14,22,71,79,16,70,23,16,79,17,25,24,17,14,71,70,15,69,22,21,69,78,15,17,72,23,25,71,16,17,17,23,15,22,22,14,78,17,76,15,24,16,16,1
74,16,62,52,14,16,28,65,77,16,68,23,16,79,17,25,30,19,14,65,70,16,68,20,25,63,76,16,17,66,30,25,71,19,17,19,29,16,27,22,14,78,16,76,14,24,16,18,1
75,17,61,63,13,15,25,69,78,16,68,25,15,80,16,26,26,18,14,69,69,15,67,23,23,68,77,15,16,70,26,26,70,18,16,18,25,16,23,24,14,79,19,77,14,25,15,17,1
76,17,63,61,15,16,24,67,78,16,69,23,15,78,16,25,26,16,16,69,70,16,69,23,24,68,77,16,16,70,24,23,71,16,18,18,25,16,24,23,16,77,17,75,16,24,17,17,2
71,21,57,61,19,19,27,65,74,20,64,29,19,74,21,30,28,21,20,67,65,20,64,28,26,66,73,20,21,68,27,29,66,21,22,22,27,20,26,28,20,73,21,71,20,29,21,21,3
71,19,63,54,18,19,32,61,74,19,67,26,18,75,21,26,32,22,19,63,69,20,67,22,28,62,73,19,21,64,32,26,70,22,21,22,31,20,30,24,19,74,22,72,19,25,20,21,3
73,19,59,63,18,17,24,68,76,18,66,26,19,75,20,28,26,19,20,69,67,19,66,25,23,67,75,18,20,70,24,27,68,18,21,20,25,19,25,27,18,74,19,72,20,27,20,19,4
75,18,56,54,14,15,28,63,78,16,65,26,15,79,17,29,31,18,16,64,66,16,65,26,28,64,77,16,16,65,30,28,67,17,17,18,30,17,29,28,16,78,20,76,16,28,16,17,2
72,22,58,62,18,18,25,66,75,20,65,28,18,75,20,30,27,20,20,68,65,20,64,29,26,67,74,19,20,69,26,29,66,20,21,21,26,20,26,29,19,74,20,72,20,29,20,20,3
80,14,62,59,11,10,23,68,83,12,71,22,11,82,13,24,25,12,12,70,71,11,70,18,19,69,82,11,13,71,24,23,72,12,14,13,24,12,23,22,12,81,13,79,13,23,13,12,3
72,21,65,61,18,18,26,67,75,21,70,25,19,75,21,26,27,21,19,68,69,19,67,24,25,66,74,18,21,69,27,26,70,21,21,21,26,19,25,24,18,74,19,72,19,25,20,20,1
80,14,64,58,10,10,23,67,83,11,71,20,10,83,13,23,26,13,11,69,72,11,71,20,23,68,82,11,13,70,26,23,73,13,13,13,25,11,24,21,11,82,14,80,11,22,12,12,2
74,19,57,60,16,16,24,67,77,16,64,27,16,77,19,29,26,19,17,69,66,18,65,27,24,67,76,17,19,70,25,29,67,18,19,19,25,18,25,27,16,76,16,74,18,28,18,18,1
71,20,64,62,18,19,25,68,74,19,67,24,20,75,21,26,27,22,19,68,69,20,67,24,25,66,73,19,21,69,25,26,70,20,21,22,26,20,25,24,18,74,20,72,19,25,20,21,2
74,18,56,60,18,16,25,65,77,17,65,26,18,75,20,29,28,18,20,67,66,18,65,27,26,66,76,17,19,68,27,27,67,18,21,19,27,18,27,28,19,74,20,72,20,28,20,18,4
76,17,59,63,14,14,23,69,79,15,67,25,15,79,16,27,25,16,16,70,68,15,67,24,22,69,78,15,15,71,24,25,69,16,17,17,24,16,23,26,15,78,17,76,16,26,16,16,3
73,20,64,56,16,17,26,65,76,18,68,23,17,77,19,26,29,20,18,66,69,19,68,25,28,65,75,18,18,67,28,25,70,19,19,20,28,19,28,25,17,76,18,74,18,25,18,19,2
72,22,64,63,19,18,25,67,75,20,68,26,19,74,22,27,26,21,20,69,68,20,67,25,24,67,74,19,21,70,26,26,69,21,22,21,25,20,25,25,19,73,19,71,21,26,21,20,2
77,16,60,61,13,13,25,68,80,14,68,25,14,80,16,26,26,16,14,69,69,15,68,23,23,68,79,14,16,70,26,26,70,16,16,16,25,15,25,24,14,79,17,77,15,25,15,15,3
79,14,54,59,12,11,21,68,82,13,67,24,12,81,15,28,25,14,13,70,67,11,65,22,19,68,81,11,14,71,25,27,68,14,15,14,24,12,22,26,12,80,13,78,13,27,14,13,2
75,16,66,62,15,15,23,69,78,16,71,21,16,78,17,23,25,17,16,70,72,16,70,20,22,68,77,15,17,71,24,22,73,17,18,18,24,16,23,21,15,77,16,75,16,22,17,17,2
73,19,61,61,18,17,25,66,76,18,67,25,18,75,20,27,27,19,20,68,68,19,67,24,24,66,75,18,19,69,26,25,69,19,21,20,26,19,26,26,18,74,19,72,20,26,20,19,4
74,17,55,59,16,16,21,66,77,16,64,23,16,77,18,29,27,18,18,68,66,17,64,26,24,66,76,16,18,69,25,28,67,17,19,19,26,18,25,28,16,76,17,74,18,28,18,18,3
77,17,57,59,13,13,24,67,80,14,66,25,14,80,16,28,27,16,14,68,67,15,66,25,24,66,79,14,14,69,26,26,68,15,16,16,26,15,26,26,13,79,17,77,15,27,15,15,3
72,23,61,63,18,18,25,66,75,18,64,27,18,75,20,29,27,20,20,68,66,19,65,26,24,68,74,19,20,69,26,28,67,20,21,21,26,20,25,28,20,74,21,72,20,28,20,20,3
78,16,58,60,13,12,23,67,81,13,67,24,13,80,14,27,26,13,14,69,68,14,68,24,23,68,80,14,14,70,24,25,69,13,16,15,25,14,25,25,14,79,16,77,15,26,15,14,4
77,17,65,65,14,13,22,70,80,13,69,23,14,79,17,24,23,16,14,72,71,15,71,20,19,70,79,15,17,73,23,24,72,16,17,16,22,15,22,21,14,78,15,76,16,23,16,15,2
75,16,64,61,14,15,22,67,78,15,69,20,14,79,16,24,26,17,16,69,71,16,69,20,22,69,77,15,16,70,24,23,72,16,17,18,25,17,24,23,16,78,17,76,16,23,16,17,3
77,17,59,60,12,13,23,68,80,14,67,24,13,81,15,27,26,16,14,69,68,14,66,23,22,68,79,13,14,70,24,26,69,14,15,16,25,15,24,26,13,80,16,78,14,26,14,15,2
73,20,60,63,17,17,24,68,76,18,66,27,17,76,19,28,25,19,18,70,67,19,67,26,23,68,75,19,19,71,24,27,68,19,20,20,24,19,24,26,17,75,17,73,19,27,19,19,2
75,19,65,59,15,15,27,66,78,17,70,24,16,78,18,25,28,18,15,67,70,17,70,22,25,65,77,17,18,68,28,25,71,18,18,18,27,17,27,22,15,77,19,75,17,24,17,17,1
74,18,64,62,16,16,25,68,77,16,68,23,18,77,19,25,27,19,18,68,70,18,69,23,25,68,76,17,19,69,25,25,71,17,19,19,26,18,26,24,18,76,20,74,18,24,18,18,4
74,17,63,62,16,16,24,67,77,16,68,23,16,77,18,25,26,18,17,69,70,18,69,21,22,68,76,17,17,70,25,23,71,18,19,19,25,18,25,23,17,76,18,74,18,24,18,18,2
74,17,65,63,15,16,24,69,77,16,69,23,16,78,18,24,25,19,16,70,71,17,70,21,22,69,76,17,18,71,24,24,72,18,18,19,24,17,23,22,16,77,17,75,16,23,17,18,2
71,23,57,63,20,19,24,66,74,20,63,28,20,73,21,31,27,20,21,68,64,21,63,29,25,67,73,20,21,69,25,29,65,20,23,22,26,21,26,29,21,72,21,70,22,30,22,21,2
79,19,57,56,13,11,26,64,82,13,66,26,13,80,16,29,29,14,15,66,66,13,66,26,26,66,81,13,14,67,29,27,67,14,16,14,28,13,28,28,15,79,18,77,15,28,15,13,4
74,19,59,62,15,16,24,68,77,17,66,26,16,78,18,28,26,19,17,69,67,17,66,26,24,68,76,17,17,70,26,27,68,19,18,19,25,18,24,27,16,77,18,75,17,27,17,18,2
73,18,66,64,16,17,24,69,76,18,70,23,17,77,19,24,25,20,17,70,71,18,69,22,23,69,75,17,18,71,25,23,72,20,19,20,24,18,23,22,17,76,18,74,17,23,18,19,3
76,15,63,56,13,14,27,67,79,15,70,22,16,80,16,24,29,17,14,66,71,15,69,22,27,64,78,14,16,67,29,24,72,17,16,17,28,15,27,22,13,79,18,77,14,23,15,16,1
77,13,65,67,12,13,21,71,80,13,71,21,12,81,14,22,22,15,14,73,73,14,71,20,20,73,79,13,14,74,21,21,74,15,15,16,21,15,20,21,14,80,15,78,14,21,14,15,3
74,16,62,52,14,16,29,64,77,16,68,24,15,79,16,25,30,18,14,65,70,16,68,20,25,63,76,16,16,66,29,24,71,18,17,19,29,16,27,22,14,78,16,76,14,24,16,18,1
80,14,54,64,11,10,21,71,83,10,65,26,12,82,14,28,23,13,12,72,67,11,66,23,18,70,82,11,14,73,22,28,68,12,14,13,22,11,21,26,11,81,14,79,12,27,13,12,3
75,21,59,55,16,17,27,64,77,18,66,27,16,77,19,29,29,19,18,66,66,18,65,26,26,64,76,17,18,67,29,28,67,19,19,19,28,18,28,28,16,76,17,74,18,28,18,18,2
74,17,69,65,17,16,24,68,77,16,71,20,18,76,19,22,26,18,19,69,73,18,72,21,25,69,76,17,19,70,24,21,74,17,20,19,25,18,25,21,19,75,21,73,19,21,19,18,4
74,18,60,63,16,16,24,67,77,17,67,25,16,77,19,27,26,19,18,69,68,17,66,25,24,68,76,16,19,70,26,27,69,19,19,19,25,18,24,26,17,76,19,74,18,26,18,18,1
75,15,57,60,16,15,27,66,78,15,66,27,16,77,19,27,27,18,18,68,68,17,66,26,26,66,77,15,19,69,27,27,69,18,19,18,26,17,26,26,16,76,18,74,18,26,18,17,4
73,20,68,58,18,17,29,66,76,19,71,24,19,76,20,24,29,20,19,66,71,19,70,23,28,65,75,18,20,67,29,24,72,20,20,20,28,19,28,23,18,75,20,74,19,23,19,19,3
71,21,59,59,18,19,28,65,74,20,65,28,19,75,21,29,29,22,19,66,66,19,64,26,26,65,73,19,21,67,29,29,67,22,21,22,28,20,26,27,19,74,21,72,19,28,20,21,1
74,17,69,60,15,16,26,68,77,16,71,21,17,78,18,22,27,19,15,68,73,17,72,19,24,66,76,17,18,69,26,22,74,18,18,19,26,17,25,19,15,77,18,75,16,21,17,18,1
79,14,60,63,11,11,22,70,82,11,68,23,12,82,14,25,24,14,12,71,70,13,69,22,21,70,81,12,14,72,23,25,71,13,14,14,23,13,23,23,12,81,15,79,13,24,13,13,4
78,13,67,63,12,12,23,69,81,12,72,19,13,81,15,21,25,15,14,70,74,14,73,20,24,68,80,13,15,71,24,21,75,14,15,15,24,14,24,20,12,80,17,78,14,20,14,14,2
81,14,54,61,11,9,20,69,84,12,68,24,11,82,14,28,24,12,12,71,67,11,65,22,18,70,83,9,11,72,24,25,68,12,14,12,23,11,23,26,12,81,13,79,13,27,13,11,4
77,15,61,54,12,13,29,62,80,13,68,23,12,81,15,25,31,16,13,64,70,13,68,20,26,63,79,13,15,65,31,25,71,16,15,16,30,14,28,23,13,80,20,78,13,24,14,15,1
73,20,62,55,18,17,29,62,76,18,67,25,18,75,21,27,31,20,19,64,68,19,67,23,27,62,75,18,20,65,30,26,69,19,21,20,30,19,30,25,18,74,21,72,20,26,20,19,2
72,20,60,62,18,18,25,67,75,19,66,27,18,75,21,28,26,21,19,69,67,19,65,26,24,67,74,18,20,70,26,27,68,21,21,21,25,19,24,26,18,74,18,72,19,27,20,20,2
72,20,64,55,18,18,28,63,75,19,68,23,19,75,21,26,31,21,19,64,69,19,68,23,28,63,74,19,20,65,30,25,70,20,21,21,30,20,29,24,19,74,21,72,20,25,20,20,1
73,20,60,59,19,17,28,64,76,19,67,27,19,74,22,28,29,20,20,66,67,18,66,25,26,65,75,18,21,67,29,27,68,20,22,20,28,18,27,26,20,73,21,71,20,27,21,19,3
77,14,60,56,13,13,25,65,80,13,68,22,13,80,16,25,28,16,13,67,70,14,69,21,24,65,79,14,15,68,28,24,71,16,16,16,27,14,26,22,13,79,16,77,14,24,15,15,1
78,20,58,55,12,12,27,65,81,14,66,26,14,81,15,29,30,15,14,65,66,14,65,25,26,64,80,13,14,66,29,28,67,14,15,15,29,14,29,28,13,80,19,78,14,28,14,14,4
76,17,59,58,15,14,25,65,79,14,66,24,15,78,17,27,28,16,16,67,68,15,66,24,25,66,78,14,16,68,27,25,69,16,18,17,27,15,26,25,16,77,18,75,16,26,17,16,2
76,17,57,56,14,14,26,65,79,14,65,25,15,79,16,28,29,16,15,66,67,15,66,23,24,65,78,15,16,67,27,27,68,15,17,17,28,15,27,26,15,78,18,76,15,27,16,16,2
74,20,66,63,15,16,24,68,77,16,68,23,16,78,17,25,26,18,17,69,70,18,70,24,25,69,76,18,17,70,24,24,71,17,18,19,25,18,25,24,17,77,19,75,17,24,17,18,4
73,20,64,63,17,17,25,68,76,18,68,25,18,76,20,26,26,20,17,69,69,18,68,23,23,67,75,18,20,70,26,26,70,20,20,20,25,18,24,23,17,75,19,73,18,25,19,19,1
77,16,64,63,13,13,21,71,80,14,70,21,15,80,16,24,24,16,15,71,71,15,71,23,23,69,79,15,16,72,22,24,72,14,16,16,23,15,23,23,13,79,15,77,15,23,15,15,4
78,17,57,58,14,12,26,67,81,14,67,27,14,80,15,28,27,14,14,68,67,13,66,23,22,67,80,13,15,69,26,27,68,14,16,15,26,13,25,26,14,79,16,78,14,27,15,14,3
70,21,61,58,18,20,28,66,73,20,65,27,20,75,21,28,29,23,19,66,67,21,65,26,27,64,72,20,21,67,29,28,68,23,21,23,28,21,27,26,18,74,20,72,19,27,20,22,1
75,18,62,62,16,15,26,68,78,17,69,25,17,78,18,26,27,18,16,68,69,16,67,24,25,67,77,15,18,69,26,26,70,17,18,18,26,16,25,24,16,77,20,76,16,25,17,17,3
75,20,54,53,15,15,27,63,78,16,63,27,16,78,17,31,31,17,17,64,64,16,63,29,29,63,77,16,17,65,29,30,65,16,18,18,30,17,29,30,16,77,19,75,17,30,17,17,4
75,17,65,63,15,15,23,69,78,16,70,22,16,78,18,24,25,18,17,70,71,16,70,22,23,69,77,16,18,71,24,24,72,17,18,18,24,17,23,23,16,77,17,75,17,23,17,17,2
78,14,58,49,10,12,29,62,81,12,67,23,11,83,13,26,32,15,10,63,69,13,68,21,27,61,80,13,12,64,32,25,70,15,13,15,31,13,30,23,10,82,17,80,11,25,12,14,1
77,16,56,51,12,13,27,64,80,14,66,25,13,81,15,28,30,16,12,65,67,14,66,24,26,63,79,14,15,66,28,28,68,14,15,16,29,14,28,25,12,80,15,78,13,27,14,15,1
73,19,59,61,17,17,26,67,76,18,66,26,19,76,20,28,28,20,18,67,67,19,66,26,26,65,75,18,20,68,27,28,68,19,20,20,27,19,27,26,17,75,21,73,19,27,19,19,3
73,19,59,57,18,17,28,64,76,18,66,26,19,75,20,28,30,19,19,65,67,18,66,24,26,64,75,18,20,66,29,27,68,19,21,20,29,18,28,26,19,74,21,72,19,27,20,19,2
77,16,62,64,14,13,22,69,80,14,69,23,14,79,17,25,24,16,15,71,70,15,69,23,22,70,79,14,16,72,23,24,71,15,17,16,23,15,23,23,15,78,16,76,16,24,16,15,3
76,18,60,62,15,14,21,69,79,15,67,23,16,78,18,27,25,17,17,70,68,16,67,25,23,68,78,15,18,71,23,27,69,15,18,17,24,16,24,26,15,77,16,75,17,26,17,16,2
74,22,60,58,17,16,26,65,77,17,65,27,17,76,19,29,28,18,19,67,66,18,66,26,25,66,76,18,18,68,27,27,67,18,20,19,27,18,27,28,18,75,18,73,19,28,19,18,4
76,16,62,59,14,14,23,68,79,15,69,22,15,79,17,25,26,17,15,69,70,15,69,21,22,67,78,15,16,70,25,24,71,16,17,17,25,15,24,23,14,78,15,76,15,24,16,16,3
71,20,62,56,19,19,28,64,74,19,66,25,20,74,22,27,30,22,19,65,68,20,67,23,26,63,73,20,22,66,30,27,69,22,22,22,29,20,28,24,19,73,20,71,20,26,21,21,1
74,19,55,56,17,16,25,64,77,16,63,26,17,76,18,30,29,17,19,66,65,18,64,28,27,64,76,17,17,67,26,27,66,16,20,19,28,18,28,29,17,75,18,73,19,29,19,18,4
73,22,56,58,17,17,29,65,76,18,63,31,18,76,20,31,29,20,17,66,64,18,63,28,26,64,75,18,20,67,29,31,65,20,20,20,28,18,27,28,17,75,20,73,18,30,19,19,1
74,17,63,60,16,16,27,66,77,16,68,25,16,77,19,25,27,19,18,68,70,17,69,22,24,68,76,17,19,69,27,25,71,19,19,19,26,18,25,24,18,76,18,74,18,24,18,18,3
79,12,62,59,12,11,25,66,82,11,70,21,12,81,14,23,27,13,14,68,72,12,71,20,24,68,81,12,14,69,26,22,73,13,15,14,26,13,25,22,14,80,17,78,14,22,14,13,2
73,18,64,65,16,17,24,68,76,17,68,24,16,77,19,25,25,20,18,70,70,19,69,23,23,70,75,18,19,71,25,25,71,20,19,20,24,19,24,24,18,76,19,74,18,24,18,19,4
77,16,66,60,15,15,26,67,79,15,71,22,16,78,17,23,27,16,16,68,72,15,71,21,25,67,78,15,17,69,26,22,73,16,18,17,26,15,25,21,16,77,18,75,16,22,17,16,2
78,13,61,60,12,12,23,69,81,12,69,22,13,81,15,24,25,15,13,70,71,13,69,19,20,68,80,12,15,71,24,24,72,14,15,15,24,13,23,22,12,80,14,78,13,23,14,14,3
79,16,58,59,12,11,23,69,82,12,67,24,14,81,15,27,26,14,12,69,68,11,66,23,22,67,81,11,14,70,26,26,69,14,15,14,25,11,23,24,12,80,15,78,12,26,14,13,1
74,17,61,58,16,16,25,65,77,16,67,23,16,77,17,26,28,17,17,67,69,17,67,23,25,65,76,16,17,68,26,24,70,17,19,19,27,18,26,24,16,76,18,74,18,25,18,18,4
77,17,63,55,15,15,29,63,79,16,70,24,15,78,18,25,30,17,17,65,70,15,69,22,27,64,78,15,17,66,30,24,71,17,18,17,29,16,28,24,16,77,19,75,17,24,17,16,2
73,17,63,61,17,17,25,65,76,17,68,22,17,76,18,25,28,18,19,67,70,19,68,23,26,66,75,17,18,68,26,23,71,18,20,20,27,19,27,24,18,75,21,73,19,24,19,19,4
73,18,64,63,18,17,24,67,76,17,68,23,18,75,19,25,26,18,19,69,70,19,69,22,23,68,75,18,19,70,24,23,71,18,21,20,25,19,25,23,19,74,19,72,20,24,20,19,4
76,19,61,62,14,14,23,68,79,16,68,25,14,79,17,27,25,17,15,70,68,15,67,24,22,68,78,15,15,71,25,25,69,17,17,17,24,15,23,25,14,78,16,76,15,26,16,16,2
70,25,55,60,20,20,29,65,73,21,61,33,21,73,23,33,29,23,20,66,62,21,61,30,26,64,72,21,23,67,29,33,63,23,23,23,28,21,27,30,20,72,22,70,21,32,22,22,1
79,14,60,52,11,11,26,65,82,12,69,22,12,82,14,25,29,14,13,66,70,13,69,24,28,64,81,12,14,67,28,25,71,13,14,14,28,13,28,24,11,81,14,79,13,24,13,13,3
76,16,60,65,13,14,20,71,79,15,68,23,14,80,15,26,23,16,14,72,69,16,68,24,21,70,78,15,15,73,22,25,70,16,16,17,22,16,22,24,13,79,15,77,15,25,15,16,3
75,16,66,59,16,15,27,66,78,15,70,22,17,77,19,23,28,18,17,67,72,16,70,21,26,65,77,15,19,68,28,23,73,18,19,18,27,16,26,21,16,76,19,74,17,22,18,17,3
76,18,56,61,15,14,23,67,79,15,65,26,15,78,17,29,26,16,16,69,66,15,65,27,24,67,78,15,16,70,25,27,67,16,18,17,25,15,24,27,15,77,17,75,16,28,17,16,2
78,16,64,59,13,12,22,68,81,12,69,20,13,81,13,24,26,13,14,69,71,13,69,22,24,68,80,12,13,70,23,22,72,12,15,15,25,14,24,23,13,80,15,79,14,23,14,14,4
70,24,52,60,21,20,27,63,73,21,60,31,21,72,23,34,30,22,23,65,61,22,61,33,29,65,72,22,21,66,29,31,62,22,24,23,29,22,29,33,23,71,24,69,23,33,23,22,4
74,18,58,62,15,16,25,68,77,17,66,27,16,78,18,28,26,19,16,69,67,17,66,25,23,68,76,17,18,70,26,28,68,19,18,19,25,18,24,26,16,77,18,75,17,27,17,18,1
72,19,63,59,17,18,28,66,75,18,67,25,19,76,20,26,29,21,18,66,69,20,68,23,26,65,74,19,20,67,28,26,70,20,20,21,28,20,28,24,18,75,21,73,19,25,19,20,3
76,16,64,59,13,14,25,67,79,15,70,23,13,80,16,24,26,17,15,69,71,15,70,21,23,69,78,15,15,70,26,23,72,17,16,17,25,16,24,23,15,79,15,77,15,23,15,16,3
75,16,68,62,14,15,24,69,78,15,71,20,16,79,16,22,26,17,15,69,73,17,72,20,24,68,77,16,16,70,25,21,74,17,17,18,25,17,25,20,15,78,18,76,16,21,16,17,2
73,21,65,65,18,17,25,69,76,19,69,26,19,75,21,26,25,20,18,70,69,17,67,23,22,68,75,17,21,71,25,26,70,20,21,20,24,17,22,23,18,74,19,72,18,25,20,19,1
78,14,64,60,12,12,23,67,81,13,71,20,12,81,14,23,26,14,14,69,72,14,71,20,23,67,80,13,13,70,25,21,73,14,15,15,25,14,25,22,12,80,16,78,14,22,14,14,4
76,17,59,61,13,14,25,68,79,15,67,26,14,80,16,27,26,17,15,69,68,14,66,23,22,69,78,14,16,70,26,27,69,17,16,17,25,16,23,26,15,79,17,77,15,26,15,16,1
71,21,65,66,18,19,24,69,74,20,68,25,19,75,21,26,25,22,19,70,69,21,68,24,23,69,73,20,21,71,24,26,70,21,21,22,24,21,24,24,19,74,20,72,20,25,20,21,2
71,23,57,64,20,21,24,67,73,21,63,29,20,73,21,31,26,21,22,69,64,22,63,29,24,67,72,21,21,70,24,29,65,21,23,23,25,22,25,30,20,72,20,70,22,30,22,22,4
76,17,59,60,16,14,25,66,79,14,66,25,16,77,18,27,27,16,18,68,68,16,68,23,23,67,78,16,18,69,26,26,69,16,19,17,26,16,26,26,17,76,18,74,18,26,18,16,4
70,20,56,61,20,20,28,66,73,20,63,30,21,73,23,30,28,23,20,67,65,20,63,27,25,65,72,20,23,68,28,30,66,23,23,23,27,20,25,27,20,72,21,70,20,29,22,22,1
75,19,53,60,15,15,22,67,78,15,62,27,15,78,16,31,26,16,16,69,64,17,63,26,21,68,77,16,15,70,23,28,65,15,18,18,25,17,25,29,16,77,16,75,17,30,17,17,4
75,17,61,58,16,15,27,64,78,16,68,24,16,77,18,26,29,17,18,66,69,17,67,25,28,64,77,15,18,67,27,25,70,16,19,18,28,17,28,25,16,76,20,74,18,25,18,17,2
72,18,66,54,17,18,30,64,75,18,69,23,19,76,20,24,31,21,18,64,71,19,69,21,28,63,74,18,20,65,30,24,72,20,20,21,30,19,29,22,18,75,20,73,18,23,19,20,3
73,19,63,58,16,17,28,65,76,18,68,25,17,77,19,26,29,20,18,66,69,18,67,23,26,66,75,17,18,67,29,25,70,20,19,20,28,19,27,25,18,76,20,74,18,25,18,19,2
72,21,57,63,18,18,25,68,75,20,65,29,19,75,21,30,26,21,19,69,65,19,63,27,23,67,74,18,20,70,26,29,66,21,21,21,25,19,24,28,18,74,19,72,19,29,20,20,3
78,12,54,64,12,12,21,71,81,12,66,25,13,81,15,27,23,15,14,72,68,14,66,25,21,71,80,12,15,73,21,27,69,13,15,15,22,14,22,26,13,80,14,78,14,26,14,14,4
77,15,63,58,13,13,25,66,80,13,69,22,13,80,15,24,27,15,14,68,71,14,69,22,25,67,79,13,15,69,26,23,72,15,16,16,26,14,25,22,14,79,16,77,14,23,15,15,2
74,17,57,60,18,16,24,66,77,16,65,25,18,75,19,28,27,17,19,68,67,18,66,24,23,66,76,17,19,69,25,26,68,17,21,19,26,18,26,26,18,74,18,72,20,27,20,18,4
79,14,66,57,11,11,24,68,82,12,72,20,12,82,13,22,26,13,13,69,73,12,72,19,23,68,81,12,13,70,25,21,74,13,14,14,25,13,24,21,12,81,13,79,13,21,13,13,2
75,18,60,68,15,15,20,71,78,16,67,25,15,78,17,27,22,17,17,73,68,17,67,26,21,72,77,16,17,74,21,26,69,17,18,18,21,17,21,26,16,77,16,75,17,26,17,17,2
72,19,63,52,16,18,31,63,75,19,68,25,18,77,19,26,32,21,17,63,69,19,67,23,29,61,74,18,19,64,32,26,70,21,19,21,31,19,30,24,16,76,20,74,17,25,18,20,1
79,14,60,60,12,11,19,69,82,11,68,20,12,81,14,25,24,13,13,71,70,13,70,21,20,69,81,13,13,72,23,23,71,13,15,14,23,13,23,23,12,80,12,78,14,24,14,13,3
69,22,62,57,21,21,29,63,72,21,65,27,21,72,24,28,30,24,21,65,67,22,66,25,27,63,71,22,24,66,29,28,68,23,24,24,29,22,28,25,21,71,21,69,22,27,23,23,1
71,22,56,59,18,19,28,66,74,20,63,30,20,75,21,31,29,22,19,66,64,20,62,27,25,64,73,19,21,67,29,31,65,22,21,22,28,20,27,29,18,74,21,72,19,30,20,21,1
75,19,61,60,15,15,26,67,78,16,67,27,15,78,18,27,26,18,15,69,68,16,67,24,23,67,77,16,18,70,26,27,69,18,18,18,25,16,24,24,15,77,16,75,16,26,17,17,1
73,19,63,56,18,17,29,64,76,17,67,25,18,76,19,26,30,19,18,65,69,18,68,23,27,64,75,18,19,66,29,25,70,19,20,20,29,18,28,24,18,75,20,74,18,25,19,19,3
77,21,59,62,14,13,22,69,80,14,65,26,15,79,16,29,25,15,14,70,66,14,65,24,20,68,79,14,16,71,24,28,67,15,17,16,24,14,23,26,14,78,16,76,15,28,16,15,2
77,15,65,56,12,13,27,65,80,14,71,21,13,81,15,23,29,16,14,66,72,13,70,20,26,66,79,13,14,67,29,22,73,16,15,16,28,15,26,22,14,80,18,78,14,22,14,15,1
71,24,60,59,18,19,29,64,74,20,64,29,19,75,21,30,30,22,18,65,65,21,65,27,27,63,73,21,21,66,30,30,66,22,21,22,29,21,29,27,18,74,23,72,20,29,20,21,1
76,18,62,63,15,14,23,69,79,15,68,24,16,78,18,26,25,17,16,70,69,15,68,23,22,69,78,15,17,71,25,25,70,17,18,17,24,15,23,24,16,77,17,75,16,25,17,16,2
76,19,59,57,15,14,26,65,79,15,66,26,15,78,17,28,28,16,17,67,67,16,67,24,24,66,78,16,16,68,27,26,68,16,18,17,27,16,27,27,16,77,17,75,17,27,17,16,4
74,19,61,60,15,16,26,67,77,17,67,25,17,78,18,27,28,19,17,67,68,17,67,24,25,66,76,17,18,68,27,27,69,18,18,19,27,18,26,26,16,77,20,75,17,26,17,18,2
75,19,63,58,14,15,26,67,78,17,69,25,15,79,17,26,27,18,14,68,69,15,67,22,23,66,77,15,16,69,27,25,70,18,17,18,26,15,24,23,14,78,16,76,14,25,16,17,1
70,21,59,60,20,20,27,64,73,20,64,27,20,73,21,29,29,21,22,66,66,22,64,27,27,65,72,20,21,67,27,27,67,21,23,23,28,22,28,28,21,72,22,70,22,28,22,22,4
