@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute destClass {1.0,2.0}

@data
4,70,4,3,2,38,67,44,3,43,46,44,46,38,48,3,90,4,74,17,69,41,4,3,4,89,4,2,88,4,40,47,41,48,87,44,90,3,89,3,4,4,15,72,18,69,13,87,16,5,44,4,44,4,5,47,2,49,3,74,43,44,3,50,3,89,4,47,15,72,18,48,4,49,2,74,3,49,18,68,19,4,2,73,2,89,14,72,19,4,2,4,18,48,3,49,3,4,44,4,20,4,3,4,2,70,38,4,18,4,87,4,44,4,4,4,20,3,43,4,16,48,3,49,20,4,15,49,4,49,14,48,44,3,41,4,3,73,19,46,17,48,90,2,2.0
4,85,4,7,2,73,82,79,7,78,12,78,11,74,13,3,90,4,87,7,84,76,9,3,8,85,8,6,84,7,75,15,76,13,83,10,86,7,85,7,4,8,4,84,5,83,3,87,5,9,79,8,79,8,5,12,2,14,3,87,78,10,3,15,3,89,4,12,5,85,7,15,5,14,2,86,3,14,6,82,7,9,2,85,2,89,3,85,6,9,2,8,5,13,3,14,3,8,78,8,7,8,3,8,2,84,74,8,5,8,83,8,79,8,4,8,7,7,78,8,5,13,3,14,8,8,5,15,4,15,3,13,79,7,76,8,3,86,8,12,8,13,86,6,1.0
4,74,4,6,2,60,72,68,6,67,21,67,22,61,24,3,90,4,76,16,73,64,7,3,7,86,7,5,85,6,63,24,64,25,84,19,87,6,86,6,4,7,15,74,16,73,14,87,16,8,68,7,68,7,5,22,3,25,3,76,67,19,3,26,3,89,4,22,15,74,16,24,4,25,2,76,3,25,16,72,17,7,2,75,2,89,14,74,17,7,3,7,17,24,3,25,3,7,67,7,18,7,3,7,2,74,61,7,17,7,84,7,68,7,4,7,18,6,67,7,16,25,3,25,18,7,15,25,4,25,14,24,68,6,64,7,3,75,17,21,16,24,87,5,1.0
4,58,3,7,1,69,55,76,7,73,15,73,14,69,17,2,91,4,61,34,58,73,9,2,9,83,8,6,82,7,71,18,72,16,80,12,85,7,84,7,2,8,30,57,31,56,29,88,32,10,75,8,75,8,4,15,1,18,2,61,74,12,2,18,3,90,2,15,32,60,34,19,4,17,1,59,2,17,33,55,35,10,1,58,1,90,29,59,33,9,1,9,31,17,2,17,2,9,73,8,32,8,2,9,1,57,69,9,31,9,81,8,76,8,3,9,33,7,74,9,31,16,3,17,35,8,32,19,4,19,29,17,75,7,72,8,3,59,34,15,34,17,85,6,1.0
4,61,3,6,1,62,58,69,6,66,22,67,21,62,24,2,91,4,64,32,61,66,9,2,8,84,7,5,83,7,64,26,65,23,81,19,86,6,85,6,2,7,27,60,28,59,26,88,29,9,68,7,68,7,4,22,1,25,2,64,67,19,2,25,3,90,2,22,29,63,32,26,4,24,1,62,2,24,30,58,32,9,1,61,1,90,26,62,30,9,1,8,28,24,2,24,2,8,67,7,29,7,2,8,1,60,62,8,28,8,82,7,69,7,3,8,30,6,67,8,28,23,3,24,32,7,29,26,4,26,26,24,68,6,65,7,3,62,32,22,32,24,86,5,1.0
5,85,4,5,2,80,82,83,5,82,10,81,10,80,11,3,90,4,87,8,84,82,7,3,6,87,6,4,86,5,81,12,81,11,85,9,88,5,87,5,4,6,5,84,7,83,3,87,5,7,83,6,82,6,5,10,4,11,3,87,82,9,3,11,3,89,4,10,5,85,8,12,5,11,3,86,4,11,7,82,8,7,3,85,2,89,3,85,7,7,4,6,7,11,3,11,4,6,81,6,7,6,3,6,4,84,80,6,7,6,85,6,83,6,4,6,7,5,82,6,5,11,3,11,8,6,5,12,5,12,3,11,82,5,81,6,3,86,8,10,8,11,88,4,1.0
5,61,4,6,2,71,57,77,6,75,16,73,15,71,17,3,90,4,65,29,60,74,8,3,8,84,8,5,83,7,73,18,72,16,81,14,86,6,85,6,3,7,24,62,27,59,21,87,25,9,76,8,74,7,5,16,2,18,3,65,74,14,2,17,4,89,2,15,25,64,29,19,5,17,2,64,2,16,28,57,30,9,2,63,2,89,22,63,28,8,3,8,27,17,2,16,3,7,74,7,28,7,3,7,2,60,72,7,28,7,82,7,75,8,3,7,29,6,76,7,24,16,4,17,30,8,25,19,5,19,22,17,75,6,73,7,4,64,29,16,29,17,86,5,1.0
5,88,4,5,2,76,86,81,5,79,11,78,10,76,12,3,90,4,89,6,87,79,8,3,7,85,6,4,84,6,78,14,77,11,82,9,87,5,86,5,3,7,3,86,3,86,3,87,4,8,81,7,79,6,5,11,2,13,3,89,79,9,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,2,12,3,6,79,6,4,6,3,6,2,87,76,6,3,6,83,6,80,6,3,6,5,5,79,6,3,11,3,12,6,7,4,14,5,14,3,12,80,5,78,6,3,88,6,11,6,12,87,4,2.0
4,75,3,6,1,74,73,79,6,77,13,76,13,74,15,2,91,3,77,16,74,77,8,2,8,84,7,5,83,7,76,15,75,14,81,11,86,6,85,6,2,8,15,75,16,74,13,88,15,9,79,8,77,7,4,13,2,15,2,77,77,11,2,15,2,90,2,13,14,75,16,15,4,15,2,77,2,15,16,73,17,8,2,76,1,90,13,75,17,8,2,8,16,15,2,15,3,8,77,8,16,8,2,8,2,75,74,8,16,8,82,7,78,7,3,7,17,6,77,7,15,14,2,15,17,8,14,16,4,15,13,15,78,6,76,7,2,76,16,13,16,15,86,5,1.0
5,73,4,4,2,56,70,62,4,62,31,60,30,57,33,3,90,5,76,20,73,59,6,3,5,88,6,3,87,5,59,34,58,32,86,29,89,4,88,4,4,5,16,72,18,71,14,87,17,6,62,6,60,5,5,31,4,33,3,76,61,29,3,32,4,89,4,30,17,75,20,34,5,33,3,74,4,32,19,70,20,6,3,73,2,89,14,74,19,6,4,5,18,33,3,32,4,5,60,5,18,5,3,5,4,72,57,5,18,5,86,5,61,6,4,5,18,4,62,5,16,32,4,33,20,6,17,34,5,34,14,33,60,4,58,5,4,74,20,31,20,33,89,3,2.0
4,74,3,7,1,74,72,79,7,78,13,77,12,74,14,2,91,3,76,17,73,77,8,2,8,85,8,6,84,7,76,15,76,13,83,11,86,7,85,7,3,8,15,74,16,73,14,88,16,9,79,8,78,8,4,13,1,15,2,76,78,11,2,15,2,90,3,13,15,74,17,15,4,14,1,76,2,14,16,72,18,8,1,75,1,90,14,74,17,8,1,8,16,14,2,14,2,8,77,8,18,8,2,8,1,74,74,8,16,8,83,8,79,8,3,8,18,7,78,8,16,13,2,14,18,8,15,16,4,15,14,14,78,7,76,8,2,75,17,13,17,14,86,6,1.0
5,88,4,6,2,75,86,80,6,78,12,76,11,75,13,3,90,4,89,6,87,78,9,3,8,84,7,5,83,6,77,15,76,12,81,10,86,6,85,6,3,8,3,86,3,86,3,87,4,9,80,8,78,7,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,13,2,13,3,7,77,7,4,7,3,7,2,87,75,7,3,7,82,7,79,7,3,7,5,6,78,7,3,12,3,13,6,8,4,15,5,15,3,13,79,6,77,7,3,88,6,12,6,13,86,5,2.0
5,85,4,3,2,75,82,82,3,81,9,81,9,76,11,3,90,4,87,8,84,79,5,3,4,89,4,2,88,4,78,13,78,11,87,7,90,3,89,3,4,4,4,84,5,83,3,87,5,5,82,4,81,4,5,9,3,12,3,87,81,7,3,12,3,89,4,9,5,85,8,13,5,11,2,86,3,11,6,82,8,5,2,85,2,89,3,85,6,5,3,4,6,11,3,11,3,4,81,4,7,4,3,4,2,84,76,4,6,4,87,4,82,4,4,4,7,3,81,4,5,11,3,11,8,4,5,13,5,13,3,11,81,3,78,4,3,86,8,9,8,11,90,2,2.0
4,88,3,4,1,72,86,79,4,77,12,76,11,72,14,2,91,3,89,6,87,76,7,2,6,86,5,3,85,5,75,16,74,13,83,9,88,4,87,4,2,6,3,87,3,87,3,88,4,7,79,6,77,5,4,12,2,15,2,89,77,9,2,15,2,90,2,12,4,87,6,16,4,14,2,88,2,14,4,86,6,7,2,88,2,90,3,88,4,7,2,6,3,15,2,15,3,5,77,5,4,6,3,6,2,87,72,5,3,6,84,5,78,5,3,5,5,4,77,5,3,14,2,15,6,6,4,16,4,16,3,15,78,4,75,5,2,89,6,12,6,14,88,3,2.0
4,76,4,6,2,66,74,74,6,73,15,73,16,67,18,3,90,4,79,13,75,70,7,3,7,86,7,5,85,6,69,18,70,19,84,13,87,6,86,6,4,7,11,77,13,75,9,87,12,8,74,7,74,7,5,16,3,19,3,79,73,13,3,20,3,89,4,16,11,77,13,18,4,19,2,79,3,19,13,74,14,7,2,78,2,89,10,77,14,7,3,7,14,18,3,19,3,7,73,7,15,7,3,7,2,76,67,7,14,7,84,7,74,7,4,7,15,6,73,7,12,19,3,19,15,7,11,19,4,19,10,18,74,6,70,7,3,78,14,15,13,18,87,5,1.0
4,70,4,4,2,51,67,57,4,56,33,56,34,52,35,2,90,3,72,19,68,54,5,3,5,88,5,3,87,4,53,35,54,36,86,32,89,4,88,4,4,5,17,72,19,70,15,87,18,6,57,5,57,5,5,34,3,36,3,73,56,32,3,37,2,89,4,34,17,70,19,35,4,36,3,73,4,36,19,67,20,5,3,73,3,89,15,71,20,5,3,5,20,36,4,37,4,5,56,5,21,5,4,5,3,70,52,5,20,5,86,5,57,5,4,5,21,4,56,5,18,36,2,37,21,5,17,36,4,36,15,36,57,4,54,5,2,73,20,33,19,35,89,3,2.0
4,83,4,3,2,50,79,57,3,56,32,57,33,51,35,3,90,4,86,8,82,53,5,3,4,89,4,2,88,4,52,36,53,36,87,30,90,3,89,3,4,4,4,83,6,81,3,87,5,5,57,4,57,4,5,33,3,36,3,86,56,31,3,37,3,89,4,33,5,84,8,36,4,36,2,85,3,36,7,80,8,5,2,84,2,89,3,84,7,5,3,4,7,35,3,36,3,4,57,4,8,4,3,4,2,82,51,4,7,4,87,4,57,4,4,4,8,3,56,4,5,36,3,36,9,4,5,36,4,37,3,35,57,3,53,4,3,85,9,32,8,35,90,2,2.0
4,73,3,7,1,75,71,80,7,79,12,78,12,76,13,2,91,3,75,18,72,78,8,2,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,3,8,16,74,17,73,15,88,17,9,80,8,79,8,4,12,2,14,2,75,79,11,2,14,2,90,3,12,16,73,18,14,4,13,2,75,3,13,17,71,19,8,2,75,2,90,15,74,18,8,2,8,18,14,3,14,3,8,78,8,19,8,3,8,2,73,76,8,18,8,83,8,80,8,3,8,19,7,79,8,17,13,2,14,19,8,16,15,4,14,15,14,79,7,77,8,2,75,18,12,18,13,86,6,1.0
5,77,4,7,2,74,75,79,7,78,13,78,12,74,14,3,90,4,79,14,76,77,8,3,8,85,8,6,84,8,76,15,76,13,83,11,86,7,85,7,4,8,12,77,13,76,11,87,13,9,79,8,78,8,5,13,2,15,3,79,78,11,3,15,3,89,4,13,12,77,14,15,5,14,2,79,3,14,13,75,15,8,2,78,2,89,11,77,14,8,2,8,13,14,3,14,3,8,78,8,15,8,3,8,2,77,74,8,13,8,83,8,79,8,4,8,15,7,78,8,13,13,3,14,15,8,12,16,5,15,11,14,78,7,76,8,3,78,14,13,14,14,86,6,1.0
5,82,4,7,2,75,79,80,7,77,12,76,11,75,13,3,90,4,84,11,81,78,10,3,9,83,7,5,82,6,76,15,76,12,80,10,85,6,84,6,2,8,7,81,8,80,6,87,8,10,79,8,78,7,5,12,2,14,3,84,77,10,2,14,3,89,2,12,8,82,11,15,5,13,2,83,2,13,9,79,11,10,2,82,2,89,6,82,9,10,2,9,8,13,2,13,3,8,76,7,8,7,3,8,2,81,75,8,8,8,80,7,79,7,3,8,10,6,77,8,7,12,3,13,11,8,8,15,5,15,6,13,79,6,77,7,3,83,11,12,11,13,85,5,1.0
4,87,3,7,1,75,84,80,7,77,12,76,12,75,14,2,91,3,89,6,86,78,10,2,9,83,8,6,82,7,76,15,76,13,80,11,85,7,84,7,2,8,3,86,4,85,2,88,3,10,79,8,78,8,4,12,2,14,2,89,77,11,2,14,2,90,2,12,3,87,6,15,4,14,2,88,2,14,5,85,6,10,2,87,1,90,2,87,5,10,2,9,4,14,2,14,3,9,77,8,4,8,2,9,2,86,76,9,4,9,81,8,79,8,3,8,5,7,78,8,3,13,2,14,6,8,3,15,4,15,2,14,79,7,77,8,2,88,6,12,6,14,85,6,1.0
5,89,4,6,2,70,87,77,6,76,14,75,14,71,17,2,90,3,89,5,87,74,8,3,7,86,7,5,85,6,73,18,73,16,84,12,87,6,86,6,4,7,3,87,3,87,2,87,3,8,77,7,76,7,5,14,3,17,3,90,76,12,3,17,2,89,4,14,3,87,5,18,5,17,3,89,4,17,4,87,5,8,3,88,2,89,2,87,4,8,3,7,3,17,3,17,4,7,75,7,4,7,3,7,3,88,71,7,3,7,84,7,77,7,4,7,4,6,76,7,3,16,2,17,5,7,3,18,5,18,2,17,76,6,73,7,2,89,5,14,5,17,87,5,1.0
5,85,4,7,2,73,82,78,7,76,14,75,13,73,15,3,90,4,87,8,84,76,10,3,9,83,8,6,82,8,75,17,74,14,80,12,85,7,84,7,3,9,4,84,5,83,3,87,5,10,78,9,76,8,5,14,2,16,3,87,76,12,2,16,3,89,2,14,5,85,8,17,5,15,2,86,2,15,6,82,8,10,2,85,2,89,3,85,6,10,2,9,5,15,2,15,3,8,76,8,6,8,3,8,2,84,73,8,5,8,81,8,77,8,3,8,7,7,76,8,4,14,3,15,8,9,5,17,5,17,3,15,77,7,75,8,3,86,8,14,8,15,85,6,1.0
5,81,4,6,2,75,78,80,6,79,12,79,11,75,13,3,90,4,84,9,80,78,7,3,7,86,7,5,85,7,77,14,77,12,84,10,87,6,86,6,4,7,6,82,8,80,4,87,7,8,80,7,79,7,5,12,2,14,3,84,79,10,3,14,3,89,4,12,6,82,9,14,5,13,2,84,3,13,8,78,10,7,2,83,2,89,4,82,9,7,2,7,8,13,3,13,3,7,79,7,10,7,3,7,2,81,75,7,8,7,84,7,80,7,4,7,10,6,79,7,7,12,3,13,10,7,6,15,5,14,4,13,79,6,77,7,3,83,9,12,9,13,87,5,2.0
5,74,4,5,2,58,72,69,5,68,20,68,19,59,24,3,90,5,76,20,74,64,7,3,6,87,6,4,86,6,63,26,63,23,85,16,88,5,87,5,4,6,16,72,16,72,16,87,18,7,69,6,68,6,5,20,2,25,3,76,68,16,3,25,4,89,4,20,18,75,20,26,5,24,2,74,3,24,18,72,20,7,2,73,2,89,16,74,18,7,2,6,16,24,3,24,3,6,68,6,18,6,3,6,2,73,59,6,16,6,85,6,69,6,4,6,18,5,68,6,17,23,4,24,20,6,18,26,5,26,16,24,68,5,63,6,4,74,20,20,20,24,88,4,2.0
4,78,4,6,2,72,76,78,6,76,13,76,12,73,14,3,90,4,80,12,77,75,8,3,8,84,7,5,83,7,74,15,74,14,81,11,86,6,85,6,3,8,11,78,12,77,10,87,12,9,78,8,77,7,5,13,2,15,3,80,76,11,2,16,3,89,2,13,11,78,12,15,5,15,2,80,2,15,12,76,13,8,2,79,2,89,10,78,13,8,2,8,12,14,2,15,3,7,77,7,13,7,3,7,2,78,73,7,12,7,82,7,77,7,3,7,14,6,76,7,11,14,3,15,14,8,11,16,4,15,10,14,78,6,75,7,3,79,13,13,13,14,86,5,1.0
4,76,3,7,1,73,74,78,7,77,14,77,13,73,15,2,91,3,79,14,75,76,8,2,8,85,8,6,84,8,75,16,75,14,83,12,86,7,85,7,3,8,11,77,13,75,10,88,12,9,78,8,77,8,4,14,1,16,2,79,77,12,2,16,2,90,3,14,11,77,14,16,4,15,1,79,2,15,13,75,15,8,1,78,1,90,11,77,14,8,1,8,13,15,2,15,2,8,77,8,15,8,2,8,1,76,73,8,13,8,83,8,78,8,3,8,15,7,77,8,12,14,2,15,15,8,11,17,4,16,11,15,77,7,75,8,2,78,14,14,14,15,86,6,1.0
5,88,4,4,2,78,86,83,4,80,9,80,8,78,10,3,90,4,89,6,87,81,7,3,6,86,4,2,85,4,79,12,79,9,83,7,88,3,87,3,2,5,3,86,3,86,3,87,4,7,82,5,81,4,5,9,2,11,3,89,80,7,2,11,3,89,2,9,4,87,6,12,5,10,2,88,2,10,4,86,6,7,2,87,2,89,3,87,4,7,2,6,3,10,2,10,3,5,80,4,3,4,3,5,2,87,78,5,3,5,83,4,82,4,3,5,5,3,80,5,3,9,3,10,6,5,4,12,5,12,3,10,82,3,80,4,3,88,6,9,6,10,88,2,2.0
4,86,3,7,1,75,83,80,7,79,12,78,12,76,13,2,91,3,88,7,85,78,9,2,8,85,8,6,84,7,77,15,77,13,83,11,86,7,85,7,3,8,3,86,4,85,3,88,4,9,80,8,79,8,4,12,2,14,2,88,79,11,2,14,2,90,3,12,4,86,7,15,4,13,2,87,3,13,5,84,7,9,2,87,2,90,3,87,5,9,2,8,5,14,3,14,3,8,78,8,6,8,3,8,2,85,76,8,5,8,83,8,80,8,3,8,6,7,79,8,4,13,2,14,7,8,4,15,4,15,3,14,79,7,77,8,2,88,7,12,7,13,86,6,1.0
5,88,4,5,2,76,86,81,5,79,11,78,10,76,12,3,90,4,89,6,87,79,8,3,7,85,6,4,84,6,78,14,77,11,82,9,87,5,86,5,3,7,3,86,3,86,3,87,4,8,81,7,79,6,5,11,2,13,3,89,79,9,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,2,12,3,6,79,6,4,6,3,6,2,87,76,6,3,6,83,6,80,6,3,6,5,5,79,6,3,11,3,12,6,7,4,14,5,14,3,12,80,5,78,6,3,88,6,11,6,12,87,4,2.0
4,88,3,5,1,77,86,82,5,79,10,79,9,77,11,2,91,3,89,6,87,80,8,2,7,85,5,3,84,5,78,13,78,10,82,8,87,4,86,4,2,6,3,87,3,87,3,88,4,8,81,6,80,5,4,10,2,12,2,89,79,8,2,12,2,90,2,10,4,87,6,13,4,11,2,88,2,11,4,86,6,8,2,88,2,90,3,88,4,8,2,7,3,12,2,12,3,6,79,5,3,6,3,7,2,87,77,6,3,7,82,5,81,5,3,6,5,5,79,6,3,11,2,12,6,6,4,13,4,13,3,12,81,4,79,5,2,89,6,10,6,11,87,3,2.0
4,88,3,6,1,76,86,81,6,78,11,78,11,76,12,2,91,3,89,6,87,79,9,2,8,84,7,5,83,7,77,14,77,12,81,10,86,6,85,6,2,7,3,87,3,87,3,88,4,9,80,7,79,7,4,11,2,13,2,89,78,10,2,13,2,90,2,11,4,87,6,14,4,12,2,88,2,12,4,86,6,9,2,88,2,90,3,88,4,9,2,8,3,13,2,13,3,7,79,7,4,7,3,8,2,87,77,7,4,8,82,7,80,7,3,7,5,6,79,7,3,12,2,13,6,7,4,14,4,14,3,13,80,6,78,7,2,89,6,11,6,12,86,5,2.0
5,81,4,8,2,74,79,79,8,78,13,77,12,74,14,3,90,4,83,10,80,77,9,3,9,84,9,7,83,8,76,15,76,13,82,11,85,8,84,8,4,9,8,81,9,80,7,87,9,10,79,9,78,9,5,13,2,15,3,83,78,11,3,15,3,89,4,13,8,81,10,15,5,14,2,83,3,14,9,79,11,9,2,82,2,89,7,81,10,9,2,9,9,14,3,14,3,9,77,9,11,9,3,9,2,81,74,9,9,9,82,9,79,9,4,9,11,8,78,9,9,13,3,14,11,9,8,16,5,15,7,14,78,8,76,9,3,82,10,13,10,14,85,7,1.0
4,87,4,5,2,72,85,80,5,79,10,79,10,75,12,3,90,4,88,6,86,76,7,3,6,87,6,4,86,5,75,14,76,13,85,9,88,5,87,5,4,6,4,86,4,86,4,87,5,7,80,6,80,6,5,10,3,13,3,88,79,9,3,14,3,89,4,10,5,86,6,14,5,13,3,87,4,13,5,85,6,7,3,87,3,89,4,87,5,7,3,6,5,13,4,14,4,6,79,6,6,6,4,6,3,86,75,6,5,6,85,6,80,6,4,6,6,5,79,6,5,13,3,14,7,6,5,14,4,14,4,13,80,5,76,6,3,88,7,10,7,12,88,4,1.0
5,79,4,7,2,71,76,77,7,75,16,72,14,71,17,3,90,4,81,13,78,74,9,3,9,83,8,5,82,6,73,18,72,15,80,13,85,6,84,6,2,8,10,78,11,77,9,87,11,10,76,9,74,7,5,16,2,18,3,81,74,13,2,17,4,89,2,15,11,80,13,19,5,17,2,80,2,16,12,76,14,10,2,79,2,89,9,79,12,9,2,9,11,17,2,16,3,8,72,7,11,7,3,8,2,78,71,8,11,8,80,7,75,8,3,8,13,6,75,8,10,15,4,17,14,9,11,19,5,19,9,17,75,6,73,7,4,80,13,16,13,17,85,5,1.0
3,83,3,3,1,71,81,79,3,76,11,77,10,72,13,2,91,3,85,7,82,75,5,2,5,87,3,1,86,3,73,14,74,13,84,8,89,2,88,2,1,4,6,83,7,82,5,88,7,6,78,4,78,3,4,11,1,14,2,85,76,8,1,15,3,90,1,11,6,84,7,14,4,14,1,85,1,14,7,81,8,5,1,84,1,90,5,83,8,5,1,5,7,13,1,14,2,4,77,3,7,3,2,4,1,83,72,4,7,4,84,3,78,3,2,4,9,2,76,4,6,13,3,14,9,4,6,15,3,14,5,13,79,2,75,3,3,84,8,11,8,13,89,1,1.0
5,75,4,8,2,74,73,79,8,76,13,75,12,74,14,3,90,4,78,15,74,77,10,3,10,82,8,6,81,7,75,15,75,13,79,11,84,7,83,7,2,9,12,76,14,74,10,87,13,11,78,9,77,8,5,13,2,15,3,78,76,11,2,15,3,89,2,13,12,76,15,15,5,14,2,78,2,14,14,73,16,10,2,77,2,89,11,76,15,10,2,10,14,14,2,14,3,9,75,8,14,8,3,9,2,75,74,9,14,9,79,8,78,8,3,9,16,7,76,9,12,13,3,14,16,9,12,16,5,15,11,14,78,7,76,8,3,77,15,13,15,14,84,6,1.0
5,74,4,7,2,75,72,80,7,79,12,78,12,76,13,3,90,4,76,17,73,78,8,3,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,4,8,15,74,16,73,14,87,16,9,80,8,79,8,5,12,3,14,3,76,79,11,3,14,3,89,4,12,15,74,17,14,5,13,2,76,3,13,16,72,18,8,2,75,2,89,14,74,17,8,3,8,17,13,3,13,3,8,78,8,18,8,3,8,2,74,76,8,17,8,83,8,80,8,4,8,18,7,79,8,16,13,3,13,18,8,15,15,5,14,14,13,79,7,77,8,3,75,17,12,17,13,86,6,1.0
5,88,4,6,2,77,86,82,6,79,10,78,10,77,11,3,90,4,89,6,87,80,9,3,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,3,7,3,86,3,86,3,87,4,9,81,7,80,7,5,10,2,12,3,89,79,9,2,12,3,89,2,10,4,87,6,13,5,11,2,88,2,11,4,86,6,9,2,87,2,89,3,87,4,9,3,8,3,11,2,11,3,7,79,7,4,7,3,7,2,87,78,7,4,7,82,7,81,7,3,7,5,6,80,7,3,11,3,11,6,7,4,13,5,13,3,11,81,6,79,7,3,88,6,10,6,11,86,5,2.0
4,71,3,7,1,75,69,80,7,79,12,78,12,76,13,2,91,3,73,20,70,78,8,2,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,3,8,18,72,19,71,17,88,19,9,80,8,79,8,4,12,2,14,2,73,79,11,2,14,2,90,3,12,18,71,20,14,4,13,2,73,3,13,19,69,21,8,2,73,2,90,17,72,20,8,2,8,20,14,3,14,3,8,78,8,21,8,3,8,2,71,76,8,20,8,83,8,80,8,3,8,21,7,79,8,19,13,2,14,21,8,18,15,4,14,17,14,79,7,77,8,2,73,20,12,20,13,86,6,1.0
