@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute destClass {1.0,2.0}

@data
19,23,71,21,70,49,61,51,41,51,40,31,61,32,63,53,16,21,73,31,69,20,71,23,63,32,62,31,61,76,16,14,75,16,51,18,50,42,74,39,78,15,76,15,50,41,33,41,33,16,32,18,32,43,52,17,23,16,33,43,21,61,21,18,23,41,23,62,21,63,21,43,31,41,51,16,33,17,23,43,33,18,21,41,31,40,20,61,21,41,21,61,31,41,23,43,51,15,50,16,2.0
16,18,74,18,73,63,53,65,23,67,23,33,57,33,57,69,17,17,76,31,72,17,74,19,58,35,55,35,55,75,15,15,74,17,66,19,64,25,73,21,77,15,75,16,65,25,37,24,37,17,34,19,34,27,67,17,20,17,36,26,18,57,18,19,20,24,20,56,18,59,18,27,35,25,67,17,37,17,20,26,36,19,18,25,35,23,17,57,18,25,18,55,33,25,19,27,67,16,65,17,2.0
27,29,66,27,65,40,56,42,49,42,49,33,58,33,60,44,12,28,67,32,65,27,65,29,60,33,58,34,57,79,13,11,78,13,42,13,41,49,77,48,81,12,79,12,41,50,34,50,36,13,34,15,33,52,43,13,29,13,34,51,27,58,28,15,29,50,29,58,28,60,28,52,34,50,42,13,35,14,29,51,35,14,27,50,34,49,27,58,27,50,27,57,33,50,29,52,42,12,41,13,2.0
13,16,74,17,73,55,47,59,31,59,31,36,53,36,52,61,19,15,77,33,71,15,75,17,54,39,50,38,50,71,20,16,70,20,58,22,57,33,68,29,74,18,72,18,57,32,41,31,41,19,37,22,37,33,60,21,19,19,40,33,17,53,16,22,19,32,17,51,15,55,16,35,39,33,59,20,41,21,18,34,40,22,17,33,39,31,15,53,17,33,17,50,36,33,18,34,59,18,57,20,2.0
22,26,68,24,67,48,56,50,41,50,41,33,58,33,60,52,12,24,70,32,66,23,68,26,60,33,58,34,57,79,13,11,78,13,50,13,49,41,77,40,81,12,79,12,49,42,34,42,36,13,34,15,33,44,51,13,26,13,34,43,24,58,24,15,26,42,26,58,24,60,24,44,34,42,50,13,35,14,26,43,35,14,24,42,34,41,23,58,24,42,24,57,33,42,26,44,50,12,49,13,2.0
22,26,68,24,67,40,52,42,48,42,49,37,54,36,56,44,12,24,70,36,66,23,68,26,56,36,54,38,53,77,14,10,76,14,42,14,41,48,74,48,80,12,78,12,41,50,38,50,40,13,38,16,37,52,43,14,26,13,37,50,24,54,24,16,26,50,26,54,24,56,24,52,38,50,42,14,39,15,26,50,38,15,24,50,38,49,23,54,24,50,24,53,37,50,26,52,42,12,41,14,1.0
18,22,72,20,71,37,55,39,52,39,52,34,57,34,59,41,10,20,74,33,70,19,72,22,59,34,57,35,56,77,13,7,76,13,39,13,38,52,73,51,81,10,79,10,38,53,35,53,37,11,35,15,34,55,40,13,22,11,35,54,20,57,20,15,22,53,22,57,20,59,20,55,35,53,39,13,36,14,22,54,36,14,20,53,35,52,19,57,20,53,20,56,34,53,22,55,39,10,38,13,1.0
22,26,68,24,67,47,56,49,41,49,42,33,58,32,60,51,12,24,70,32,66,23,68,26,60,32,58,34,57,79,13,11,78,13,49,13,48,41,77,41,81,12,79,12,48,43,34,43,36,13,34,15,33,45,50,13,26,13,33,43,24,58,24,15,26,43,26,58,24,60,24,45,34,43,49,13,35,14,26,43,34,14,24,43,34,42,23,58,24,43,24,57,33,43,26,45,49,12,48,13,2.0
27,29,66,27,65,45,56,49,40,49,41,33,58,32,60,51,12,28,67,32,65,27,65,29,60,32,58,34,57,79,13,11,78,13,48,13,47,41,77,39,81,12,79,12,47,43,34,42,36,13,34,15,33,45,50,13,29,13,33,43,27,58,28,15,29,42,29,58,28,60,28,45,34,43,49,13,35,14,29,43,34,14,27,43,34,41,27,58,27,43,27,57,33,43,29,45,49,12,47,13,2.0
27,28,66,27,65,36,58,38,53,38,53,31,60,31,61,40,10,28,67,30,65,27,65,29,62,32,60,32,59,79,12,8,78,12,38,12,37,54,76,52,82,10,80,10,37,54,32,54,34,11,32,14,31,56,39,12,29,11,32,55,27,60,28,14,29,54,29,60,28,62,28,56,32,54,38,12,33,13,29,55,33,13,27,54,32,53,27,60,27,54,27,59,31,54,29,56,38,10,37,12,1.0
19,21,71,21,70,47,43,53,38,51,39,43,47,42,47,53,12,20,73,41,69,20,71,21,48,43,45,43,45,78,15,9,77,13,50,15,50,39,75,37,81,12,79,11,49,39,47,39,47,12,44,15,44,41,53,15,23,12,45,40,21,47,21,15,23,40,21,46,20,49,21,43,45,41,51,13,47,15,22,41,45,15,21,41,45,39,20,47,21,41,21,45,43,41,22,42,51,11,49,13,2.0
22,26,68,24,67,49,61,51,38,53,37,31,61,32,63,55,16,24,70,31,66,23,68,26,63,33,62,31,61,76,14,14,75,16,52,18,50,41,74,35,78,14,76,15,51,39,33,38,33,16,32,18,32,41,53,16,26,16,33,41,24,61,24,18,26,38,26,62,24,63,24,41,31,39,53,16,33,16,26,41,33,18,24,39,31,37,23,61,24,39,24,61,31,39,26,41,53,15,51,16,2.0
22,25,68,24,67,49,59,53,37,53,37,30,61,30,62,55,12,24,70,29,66,23,68,26,63,31,61,31,60,79,13,11,78,13,52,13,51,39,77,35,81,12,79,12,51,39,31,38,33,13,31,15,30,41,54,13,26,13,31,40,24,61,24,15,26,38,26,61,24,63,24,41,31,39,53,13,32,14,26,40,32,14,24,39,31,37,23,61,24,39,24,60,30,39,26,41,53,12,51,13,1.0
18,18,72,20,71,61,58,65,26,65,25,28,62,29,60,67,16,18,74,26,70,19,72,20,62,31,59,30,60,76,16,14,75,16,64,18,63,28,74,23,78,15,76,15,63,27,32,26,32,16,29,18,29,28,66,17,22,16,32,28,20,62,20,18,22,26,21,61,20,64,20,29,30,27,65,16,32,17,22,29,32,18,20,27,30,25,19,62,20,27,20,60,28,27,20,29,65,15,63,16,2.0
22,26,68,24,67,40,55,42,48,42,49,34,57,33,59,44,5,24,70,33,66,23,68,26,59,33,57,35,56,86,6,4,85,6,42,6,41,48,84,48,88,5,86,5,41,50,35,50,37,6,35,8,34,52,43,6,26,6,34,50,24,57,24,8,26,50,26,57,24,59,24,52,35,50,42,6,36,7,26,50,35,7,24,50,35,49,23,57,24,50,24,56,34,50,26,52,42,5,41,6,1.0
18,22,72,20,71,52,61,54,35,56,34,31,61,32,63,58,14,20,74,31,70,19,72,22,63,33,62,31,61,78,12,12,77,14,55,16,53,38,76,32,80,12,78,13,54,36,33,35,33,14,32,16,32,38,56,14,22,14,33,38,20,61,20,16,22,35,22,62,20,63,20,38,31,36,56,14,33,14,22,38,33,16,20,36,31,34,19,61,20,36,20,61,31,36,22,38,56,13,54,14,1.0
24,26,69,24,68,40,55,44,46,44,46,34,57,34,59,46,8,25,70,33,68,24,68,26,59,35,57,35,56,83,9,7,82,9,43,9,42,48,81,44,85,8,83,8,42,48,35,47,37,9,35,11,34,50,45,9,26,9,35,49,24,57,25,11,26,47,26,57,25,59,25,50,35,48,44,9,36,10,26,49,36,10,24,48,35,46,24,57,24,48,24,56,34,48,26,50,44,8,42,9,1.0
22,25,68,24,67,37,59,39,52,39,52,30,61,30,62,41,14,24,70,29,66,23,68,26,63,31,61,31,60,75,16,12,74,16,39,16,38,53,72,51,78,14,76,14,38,53,31,53,33,15,31,18,30,55,40,16,26,15,31,54,24,61,24,18,26,53,26,61,24,63,24,55,31,53,39,16,32,17,26,54,32,17,24,53,31,52,23,61,24,53,24,60,30,53,26,55,39,14,38,16,1.0
27,28,66,27,65,40,59,44,46,44,46,30,61,30,62,46,9,28,67,29,65,27,65,29,63,31,61,31,60,82,10,8,81,10,43,10,42,48,80,44,84,9,82,9,42,48,31,47,33,10,31,12,30,50,45,10,29,10,31,49,27,61,28,12,29,47,29,61,28,63,28,50,31,48,44,10,32,11,29,49,32,11,27,48,31,46,27,61,27,48,27,60,30,48,29,50,44,9,42,10,1.0
27,28,66,27,65,36,59,38,53,38,53,30,61,30,62,40,8,28,67,29,65,27,65,29,63,31,61,31,60,83,9,7,82,9,38,9,37,54,81,52,85,8,83,8,37,54,31,54,33,9,31,11,30,56,39,9,29,9,31,55,27,61,28,11,29,54,29,61,28,63,28,56,31,54,38,9,32,10,29,55,32,10,27,54,31,53,27,61,27,54,27,60,30,54,29,56,38,8,37,9,1.0
27,28,66,27,65,41,58,43,48,43,48,31,60,31,61,45,2,28,67,30,65,27,65,29,62,32,60,32,59,91,2,2,90,2,43,2,42,49,90,47,92,2,90,2,42,49,32,49,34,3,32,4,31,51,44,2,29,3,32,50,27,60,28,4,29,49,29,60,28,62,28,51,32,49,43,2,33,3,29,50,33,3,27,49,32,48,27,60,27,49,27,59,31,49,29,51,43,2,42,2,1.0
21,24,69,23,68,52,50,56,34,56,34,36,54,36,55,58,18,23,71,34,67,22,69,25,56,38,53,38,52,71,20,16,70,20,55,20,54,36,68,32,74,18,72,18,54,36,38,35,40,19,37,22,36,38,57,20,25,19,38,37,23,54,23,22,25,35,25,53,23,56,23,38,38,36,56,20,39,21,25,37,39,21,23,36,38,34,22,54,23,36,23,52,36,36,25,38,56,18,54,20,1.0
22,25,68,24,67,38,59,42,48,42,48,30,61,30,62,44,12,24,70,29,66,23,68,26,63,31,61,31,60,79,13,11,78,13,41,13,40,50,77,46,81,12,79,12,40,50,31,49,33,13,31,15,30,52,43,13,26,13,31,51,24,61,24,15,26,49,26,61,24,63,24,52,31,50,42,13,32,14,26,51,32,14,24,50,31,48,23,61,24,50,24,60,30,50,26,52,42,12,40,13,1.0
27,29,66,27,65,38,56,42,47,42,48,33,58,32,60,44,15,28,67,32,65,27,65,29,60,32,58,34,57,76,16,14,75,16,41,16,40,48,74,46,78,15,76,15,40,50,34,49,36,16,34,18,33,52,43,16,29,16,33,50,27,58,28,18,29,49,29,58,28,60,28,52,34,50,42,16,35,17,29,50,34,17,27,50,34,48,27,58,27,50,27,57,33,50,29,52,42,15,40,16,2.0
22,26,68,24,67,38,61,42,49,42,48,31,61,32,63,44,5,24,70,31,66,23,68,26,63,33,62,31,61,87,5,3,86,5,41,7,40,52,85,46,89,4,87,4,40,50,33,49,33,5,32,7,32,52,43,6,26,5,33,52,24,61,24,7,26,49,26,62,24,63,24,52,31,50,42,5,33,6,26,52,33,7,24,50,31,48,23,61,24,50,24,61,31,50,26,52,42,4,40,5,2.0
22,25,68,24,67,37,59,39,52,39,52,30,61,30,62,41,4,24,70,29,66,23,68,26,63,31,61,31,60,87,5,3,86,5,39,5,38,53,85,51,89,4,87,4,38,53,31,53,33,5,31,7,30,55,40,5,26,5,31,54,24,61,24,7,26,53,26,61,24,63,24,55,31,53,39,5,32,6,26,54,32,6,24,53,31,52,23,61,24,53,24,60,30,53,26,55,39,4,38,5,1.0
22,26,68,24,67,43,56,47,40,49,40,33,58,33,60,51,12,24,70,32,66,23,68,26,60,34,58,34,57,79,11,11,78,13,47,13,45,43,77,37,81,11,79,12,46,43,34,41,36,13,34,15,33,45,49,12,26,13,34,44,24,58,24,15,26,41,26,58,24,60,24,45,34,43,49,13,35,13,26,44,35,14,24,43,34,40,23,58,24,43,24,57,33,43,26,45,49,12,46,13,2.0
24,26,69,24,68,39,58,43,47,43,47,31,60,31,62,45,8,25,70,30,68,24,68,26,62,32,60,32,59,83,9,7,82,9,42,9,41,49,81,45,85,8,83,8,41,49,32,48,34,9,32,11,31,51,44,9,26,9,32,50,24,60,25,11,26,48,26,60,25,62,25,51,32,49,43,9,33,10,26,50,33,10,24,49,32,47,24,60,24,49,24,59,31,49,26,51,43,8,41,9,1.0
8,12,79,12,78,62,41,66,27,64,27,45,45,45,45,66,14,10,82,43,76,10,80,13,46,47,43,47,43,80,15,13,79,13,64,15,64,28,79,26,81,14,79,13,63,28,49,28,49,14,46,15,46,30,66,15,14,14,48,29,12,45,11,15,14,28,14,44,11,47,11,30,47,28,64,13,49,15,14,29,48,15,12,28,47,27,10,45,12,28,12,43,45,28,13,30,64,13,63,13,2.0
18,20,72,20,71,63,63,66,24,67,23,26,65,27,65,69,13,19,74,25,70,19,72,21,66,29,64,27,64,79,12,11,78,13,66,15,65,27,77,21,81,12,79,12,65,25,29,24,29,13,27,15,27,27,68,14,22,13,29,27,20,65,20,15,22,24,22,65,20,67,20,27,27,25,67,13,29,14,22,27,29,15,20,25,27,23,19,65,20,25,20,64,26,25,21,27,67,12,65,13,2.0
22,26,68,24,67,37,55,39,51,39,52,34,57,33,59,41,8,24,70,33,66,23,68,26,59,33,57,35,56,83,9,7,82,9,39,9,38,51,81,51,85,8,83,8,38,53,35,53,37,9,35,11,34,55,40,9,26,9,34,53,24,57,24,11,26,53,26,57,24,59,24,55,35,53,39,9,36,10,26,53,35,10,24,53,35,52,23,57,24,53,24,56,34,53,26,55,39,8,38,9,1.0
22,26,68,24,67,40,55,42,48,42,49,34,57,33,59,44,12,24,70,33,66,23,68,26,59,33,57,35,56,79,13,11,78,13,42,13,41,48,77,48,81,12,79,12,41,50,35,50,37,13,35,15,34,52,43,13,26,13,34,50,24,57,24,15,26,50,26,57,24,59,24,52,35,50,42,13,36,14,26,50,35,14,24,50,35,49,23,57,24,50,24,56,34,50,26,52,42,12,41,13,1.0
22,25,68,24,67,41,58,43,48,43,48,31,60,31,61,45,8,24,70,30,66,23,68,26,62,32,60,32,59,83,9,7,82,9,43,9,42,49,81,47,85,8,83,8,42,49,32,49,34,9,32,11,31,51,44,9,26,9,32,50,24,60,24,11,26,49,26,60,24,62,24,51,32,49,43,9,33,10,26,50,33,10,24,49,32,48,23,60,24,49,24,59,31,49,26,51,43,8,42,9,1.0
19,23,71,21,70,53,54,55,33,57,33,32,58,32,60,59,16,21,73,30,69,20,71,23,60,34,57,34,56,73,16,14,72,18,56,18,54,35,70,31,76,15,74,16,55,35,34,34,36,17,33,20,32,37,57,17,23,17,34,36,21,58,21,20,23,34,23,57,21,60,21,37,34,35,57,18,35,18,23,36,35,19,21,35,34,33,20,58,21,35,21,56,32,35,23,37,57,16,55,18,1.0
18,22,72,20,71,57,55,61,30,61,29,34,57,35,59,63,16,20,74,33,70,19,72,22,59,36,57,35,56,76,16,14,75,16,60,18,59,32,74,27,78,15,76,15,59,31,37,30,37,16,35,18,35,33,62,17,22,16,37,33,20,57,20,18,22,30,22,57,20,59,20,33,35,31,61,16,37,17,22,33,37,18,20,31,35,29,19,57,20,31,20,56,34,31,22,33,61,15,59,16,2.0
8,10,82,10,81,60,53,64,26,63,26,33,57,33,57,66,15,9,84,31,80,9,82,10,58,35,55,35,55,76,16,14,75,15,63,16,62,28,74,24,78,15,76,15,62,28,35,26,37,15,34,16,33,28,65,16,12,16,35,28,10,57,10,18,10,27,10,56,9,59,9,30,35,28,64,16,36,16,10,29,36,16,10,28,35,26,9,57,10,28,10,55,33,28,10,29,64,15,62,16,2.0
21,25,69,23,68,49,56,53,37,53,37,33,58,33,60,55,19,23,71,32,67,22,69,25,60,33,58,34,57,70,21,17,69,21,52,21,51,38,67,35,73,19,71,19,51,39,34,38,36,20,34,23,33,41,54,21,25,20,34,40,23,58,23,23,25,38,25,58,23,60,23,41,34,39,53,21,35,22,25,40,35,22,23,39,34,37,22,58,23,39,23,57,33,39,25,41,53,19,51,21,1.0
27,29,66,27,65,37,56,39,52,39,52,33,58,33,60,41,14,28,67,32,65,27,65,29,60,33,58,34,57,75,16,12,74,16,39,16,38,52,72,51,78,14,76,14,38,53,34,53,36,15,34,18,33,55,40,16,29,15,34,54,27,58,28,18,29,53,29,58,28,60,28,55,34,53,39,16,35,17,29,54,35,17,27,53,34,52,27,58,27,53,27,57,33,53,29,55,39,14,38,16,1.0
19,23,71,21,70,43,58,45,46,45,46,31,60,31,62,47,7,21,73,30,69,20,71,23,62,32,60,32,59,84,8,6,83,8,45,8,44,47,82,45,86,7,84,7,44,47,32,47,34,8,32,10,31,49,46,8,23,8,32,48,21,60,21,10,23,47,23,60,21,62,21,49,32,47,45,8,33,9,23,48,33,9,21,47,32,46,20,60,21,47,21,59,31,47,23,49,45,7,44,8,1.0
12,18,72,18,71,65,47,66,24,67,24,36,53,36,53,69,15,15,76,33,68,15,74,19,54,39,50,39,50,74,16,13,73,17,67,17,66,25,71,23,77,15,75,15,66,25,39,25,41,16,37,19,36,27,68,17,20,16,39,26,18,53,16,19,20,25,20,51,16,55,16,27,39,25,67,17,40,18,20,26,40,18,18,25,39,24,15,53,18,25,18,50,36,25,19,27,67,15,66,17,2.0
19,23,71,21,70,39,58,41,50,41,50,31,60,31,62,43,10,21,73,30,69,20,71,23,62,32,60,32,59,79,12,8,78,12,41,12,40,51,76,49,82,10,80,10,40,51,32,51,34,11,32,14,31,53,42,12,23,11,32,52,21,60,21,14,23,51,23,60,21,62,21,53,32,51,41,12,33,13,23,52,33,13,21,51,32,50,20,60,21,51,21,59,31,51,23,53,41,10,40,12,1.0
22,26,68,24,67,48,61,50,42,50,41,31,61,32,63,52,15,24,70,31,66,23,68,26,63,32,62,31,61,75,16,12,74,16,50,18,49,43,72,40,78,14,76,14,49,42,33,42,33,15,32,18,32,44,51,17,26,15,33,44,24,61,24,18,26,42,26,62,24,63,24,44,31,42,50,16,33,17,26,44,33,18,24,42,31,41,23,61,24,42,24,61,31,42,26,44,50,14,49,16,2.0
18,22,72,20,71,56,56,60,31,60,30,33,58,34,60,62,17,20,74,32,70,19,72,22,60,36,58,34,57,75,17,15,74,17,59,19,58,34,73,28,77,16,75,16,58,32,36,31,36,17,34,19,34,34,61,18,22,17,36,34,20,58,20,19,22,31,22,58,20,60,20,34,34,32,60,17,36,18,22,34,36,19,20,32,34,30,19,58,20,32,20,57,33,32,22,34,60,16,58,17,1.0
19,21,71,21,70,57,62,61,30,61,29,27,64,28,64,63,16,20,73,26,69,20,71,22,65,29,63,28,63,76,16,14,75,16,60,18,59,32,74,27,78,15,76,15,59,31,30,30,30,16,28,18,28,33,62,17,23,16,30,33,21,64,21,18,23,30,23,64,21,66,21,33,28,31,61,16,30,17,23,33,30,18,21,31,28,29,20,64,21,31,21,63,27,31,22,33,61,15,59,16,2.0
19,23,71,21,70,51,61,51,39,53,38,31,61,32,63,55,16,21,73,31,69,20,71,23,63,33,62,31,61,76,14,14,75,16,53,18,51,41,74,37,78,14,76,15,52,39,33,39,33,16,32,18,32,41,53,16,23,16,33,41,21,61,21,18,23,39,23,62,21,63,21,41,31,39,53,16,33,16,23,41,33,18,21,39,31,38,20,61,21,39,21,61,31,39,23,41,53,15,52,16,2.0
17,21,70,21,69,58,48,60,32,60,31,38,52,39,52,62,16,19,73,36,67,19,71,22,53,42,50,40,50,76,16,14,75,16,60,18,59,34,74,30,78,15,76,15,59,32,42,32,42,16,39,18,39,34,61,17,23,16,42,34,21,52,20,18,23,32,23,51,20,54,20,34,40,32,60,16,42,17,23,34,42,18,21,32,40,31,19,52,21,32,21,50,38,32,22,34,60,15,59,16,1.0
23,27,67,25,66,54,61,55,36,56,35,31,61,32,63,58,13,25,69,31,65,24,67,27,63,33,62,31,61,79,12,11,78,13,56,15,55,38,77,34,81,12,79,12,55,36,33,36,33,13,32,15,32,38,57,14,27,13,33,38,25,61,25,15,27,36,27,62,25,63,25,38,31,36,56,13,33,14,27,38,33,15,25,36,31,35,24,61,25,36,25,61,31,36,27,38,56,12,55,13,2.0
22,26,68,24,67,48,61,50,42,50,41,31,61,32,63,52,13,24,70,31,66,23,68,26,63,32,62,31,61,79,13,11,78,13,50,15,49,43,77,40,81,12,79,12,49,42,33,42,33,13,32,15,32,44,51,14,26,13,33,44,24,61,24,15,26,42,26,62,24,63,24,44,31,42,50,13,33,14,26,44,33,15,24,42,31,41,23,61,24,42,24,61,31,42,26,44,50,12,49,13,2.0
21,25,69,23,68,49,56,51,37,53,37,33,58,33,60,55,15,23,71,32,67,22,69,25,60,34,58,34,57,76,14,14,75,16,52,16,50,39,74,35,78,14,76,15,51,39,34,38,36,16,34,18,33,41,53,15,25,16,34,40,23,58,23,18,25,38,25,58,23,60,23,41,34,39,53,16,35,16,25,40,35,17,23,39,34,37,22,58,23,39,23,57,33,39,25,41,53,15,51,16,2.0
18,22,72,20,71,46,56,50,40,50,40,33,58,33,60,52,12,20,74,32,70,19,72,22,60,33,58,34,57,79,13,11,78,13,49,13,48,41,77,38,81,12,79,12,48,42,34,41,36,13,34,15,33,44,51,13,22,13,34,43,20,58,20,15,22,41,22,58,20,60,20,44,34,42,50,13,35,14,22,43,35,14,20,42,34,40,19,58,20,42,20,57,33,42,22,44,50,12,48,13,2.0
27,28,66,27,65,39,58,41,50,41,50,31,60,31,61,43,8,28,67,30,65,27,65,29,62,32,60,32,59,83,9,7,82,9,41,9,40,51,81,49,85,8,83,8,40,51,32,51,34,9,32,11,31,53,42,9,29,9,32,52,27,60,28,11,29,51,29,60,28,62,28,53,32,51,41,9,33,10,29,52,33,10,27,51,32,50,27,60,27,51,27,59,31,51,29,53,41,8,40,9,1.0
19,23,71,21,70,37,56,39,52,39,52,33,58,33,60,41,15,21,73,32,69,20,71,23,60,33,58,34,57,74,17,13,73,17,39,17,38,52,71,51,77,15,75,15,38,53,34,53,36,16,34,19,33,55,40,17,23,16,34,54,21,58,21,19,23,53,23,58,21,60,21,55,34,53,39,17,35,18,23,54,35,18,21,53,34,52,20,58,21,53,21,57,33,53,23,55,39,15,38,17,1.0
22,24,68,24,67,55,53,58,35,57,34,33,57,34,57,59,16,23,70,31,66,23,68,25,58,37,55,35,55,76,17,14,75,16,57,18,57,37,74,33,78,16,76,15,56,35,37,35,37,16,34,18,34,37,59,18,26,16,37,37,24,57,24,18,26,35,26,56,24,59,24,37,35,35,57,16,37,18,26,37,37,18,24,35,35,34,23,57,24,35,24,55,33,35,25,37,57,15,56,16,1.0
23,27,67,25,66,51,61,51,39,53,38,31,61,32,63,55,13,25,69,31,65,24,67,27,63,33,62,31,61,79,11,11,78,13,53,15,51,41,77,37,81,11,79,12,52,39,33,39,33,13,32,15,32,41,53,13,27,13,33,41,25,61,25,15,27,39,27,62,25,63,25,41,31,39,53,13,33,13,27,41,33,15,25,39,31,38,24,61,25,39,25,61,31,39,27,41,53,12,52,13,2.0
19,23,71,21,70,41,55,45,45,45,45,34,57,34,59,47,10,21,73,33,69,20,71,23,59,35,57,35,56,81,11,9,80,11,44,11,43,47,79,43,83,10,81,10,43,47,35,46,37,11,35,13,34,49,46,11,23,11,35,48,21,57,21,13,23,46,23,57,21,59,21,49,35,47,45,11,36,12,23,48,36,12,21,47,35,45,20,57,21,47,21,56,34,47,23,49,45,10,43,11,1.0
27,29,66,27,65,40,55,42,48,42,49,34,57,33,59,44,8,28,67,33,65,27,65,29,59,33,57,35,56,83,9,7,82,9,42,9,41,48,81,48,85,8,83,8,41,50,35,50,37,9,35,11,34,52,43,9,29,9,34,50,27,57,28,11,29,50,29,57,28,59,28,52,35,50,42,9,36,10,29,50,35,10,27,50,35,49,27,57,27,50,27,56,34,50,29,52,42,8,41,9,1.0
24,26,69,24,68,42,58,46,44,46,44,31,60,31,62,48,11,25,70,30,68,24,68,26,62,32,60,32,59,78,13,9,77,13,45,13,44,46,75,42,81,11,79,11,44,46,32,45,34,12,32,15,31,48,47,13,26,12,32,47,24,60,25,15,26,45,26,60,25,62,25,48,32,46,46,13,33,14,26,47,33,14,24,46,32,44,24,60,24,46,24,59,31,46,26,48,46,11,44,13,1.0
27,29,66,27,65,40,52,42,48,42,49,37,54,36,56,44,8,28,67,36,65,27,65,29,56,36,54,38,53,83,9,7,82,9,42,9,41,48,81,48,85,8,83,8,41,50,38,50,40,9,38,11,37,52,43,9,29,9,37,50,27,54,28,11,29,50,29,54,28,56,28,52,38,50,42,9,39,10,29,50,38,10,27,50,38,49,27,54,27,50,27,53,37,50,29,52,42,8,41,9,1.0
19,23,71,21,70,49,56,51,41,51,40,33,58,34,60,53,16,21,73,32,69,20,71,23,60,35,58,34,57,76,16,14,75,16,51,18,50,42,74,39,78,15,76,15,50,41,36,41,36,16,34,18,34,43,52,17,23,16,36,43,21,58,21,18,23,41,23,58,21,60,21,43,34,41,51,16,36,17,23,43,36,18,21,41,34,40,20,58,21,41,21,57,33,41,23,43,51,15,50,16,2.0
22,26,68,24,67,37,55,39,51,39,52,34,57,33,59,41,10,24,70,33,66,23,68,26,59,33,57,35,56,79,12,8,78,12,39,12,38,51,76,51,82,10,80,10,38,53,35,53,37,11,35,14,34,55,40,12,26,11,34,53,24,57,24,14,26,53,26,57,24,59,24,55,35,53,39,12,36,13,26,53,35,13,24,53,35,52,23,57,24,53,24,56,34,53,26,55,39,10,38,12,1.0
22,25,68,24,67,38,58,42,48,42,48,31,60,31,61,44,12,24,70,30,66,23,68,26,62,32,60,32,59,79,13,11,78,13,41,13,40,50,77,46,81,12,79,12,40,50,32,49,34,13,32,15,31,52,43,13,26,13,32,51,24,60,24,15,26,49,26,60,24,62,24,52,32,50,42,13,33,14,26,51,33,14,24,50,32,48,23,60,24,50,24,59,31,50,26,52,42,12,40,13,2.0
