@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {2.0,1.0}

@data
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,11,19,30,0,0,30,20,12,1,31,19,11,0,11,1,12,23,11,7,24,8,19,20,12,19,11,19,7,23,7,20,8,1.0
18,16,12,14,15,17,19,13,18,12,14,16,14,12,15,13,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
22,14,8,16,17,15,23,9,22,8,16,14,16,8,17,9,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,22,16,8,23,9,14,15,17,14,16,14,8,22,8,15,9,1.0
18,27,12,1,3,29,19,13,18,12,2,28,2,12,3,13,2,26,26,2,3,27,28,4,4,28,27,3,3,3,4,4,25,14,3,27,5,14,16,16,15,15,15,4,26,4,16,5,1.0
8,30,20,0,1,31,10,22,9,21,0,30,0,21,1,22,9,21,21,9,9,21,22,10,10,22,21,9,9,9,10,10,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
23,15,7,15,16,16,24,8,23,7,15,15,15,7,16,8,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,28,21,2,29,3,8,9,22,9,22,9,2,28,2,9,3,1.0
22,13,8,17,18,14,23,9,22,8,17,13,17,8,18,9,9,21,28,2,2,28,22,10,3,29,21,9,2,9,3,10,24,15,6,25,7,15,16,16,15,15,15,6,24,6,16,7,1.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,17,1,30,2,12,13,18,13,18,13,1,29,1,13,2,1.0
19,17,11,13,14,18,20,12,19,11,13,17,13,11,14,12,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,26,19,2,28,4,10,11,20,11,20,11,3,27,3,11,4,1.0
22,13,8,17,18,14,23,9,22,8,17,13,17,8,18,9,14,14,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,13,6,25,7,16,17,14,17,14,17,6,24,6,17,7,1.0
22,17,8,11,13,19,23,9,22,8,12,18,12,8,13,9,6,24,29,0,1,30,25,6,0,30,24,6,1,6,1,7,22,23,8,23,9,6,7,24,7,24,7,8,22,8,7,9,1.0
18,15,11,15,16,16,19,12,19,12,15,15,15,12,16,12,6,17,24,4,4,25,21,9,5,26,21,9,5,10,6,10,20,13,8,22,10,13,16,16,15,15,15,9,21,9,16,10,1.0
24,13,5,17,18,14,25,6,25,6,17,13,17,6,18,6,9,20,31,0,0,31,21,10,0,31,21,10,0,10,0,10,24,19,4,26,6,10,11,20,11,20,11,5,25,5,11,6,1.0
22,30,7,0,1,31,23,8,23,8,0,30,0,8,1,8,0,29,30,0,0,30,30,1,1,31,30,1,0,1,1,1,29,7,1,30,2,23,24,8,23,7,23,1,29,1,24,2,2.0
24,15,6,15,16,16,25,7,24,6,15,15,15,6,16,7,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,26,11,4,27,5,18,19,12,19,12,19,4,26,4,19,5,1.0
16,26,10,2,4,28,19,13,18,11,2,27,3,12,4,13,12,18,26,2,3,27,19,13,4,28,18,12,3,12,4,13,30,14,0,31,1,13,15,16,15,16,15,0,30,0,15,1,2.0
23,18,4,10,12,20,25,6,25,6,11,19,11,6,12,6,6,19,31,0,0,31,22,9,0,31,22,9,0,9,0,9,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,1.0
18,30,12,0,1,31,19,13,18,12,0,30,0,12,1,13,13,17,21,7,8,22,18,13,8,23,17,13,8,13,9,14,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
19,29,11,1,2,30,20,12,19,11,1,29,1,11,2,12,6,24,24,4,5,25,25,7,6,26,24,6,5,6,6,7,29,28,1,30,1,1,1,29,2,29,2,1,29,1,2,2,1.0
22,13,8,13,16,16,23,9,22,8,15,15,15,8,16,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,22,3,28,4,7,8,23,8,23,8,3,27,3,8,4,1.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,13,4,27,5,16,17,14,17,14,17,4,26,4,17,5,1.0
24,15,6,15,16,16,25,7,24,6,15,15,15,6,16,7,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,28,12,2,29,3,17,18,13,18,13,18,2,28,2,18,3,1.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,26,13,4,27,5,16,17,14,17,14,17,4,26,4,17,5,1.0
31,23,0,7,8,24,31,0,31,0,7,23,7,0,8,0,21,8,31,0,0,31,9,22,0,31,9,22,0,22,0,22,29,22,1,30,2,5,7,24,7,24,7,1,29,1,7,2,2.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,23,1,30,2,6,7,24,7,24,7,1,29,1,7,2,1.0
20,24,10,2,5,27,21,11,20,10,4,26,4,10,5,11,4,24,28,1,1,29,26,6,2,29,25,4,2,5,2,6,28,29,2,29,3,0,1,30,1,30,1,2,28,2,1,3,1.0
21,30,9,0,1,31,22,10,21,9,0,30,0,9,1,10,4,26,27,2,3,28,27,5,3,28,26,4,3,4,3,5,30,19,0,31,0,10,10,20,11,20,11,0,30,0,11,1,2.0
23,20,7,10,11,21,24,8,23,7,10,20,10,7,11,8,25,5,30,0,0,30,6,26,1,31,5,25,0,25,1,26,29,11,1,30,2,19,20,12,19,11,19,1,29,1,20,2,2.0
23,18,7,12,13,19,24,8,23,7,12,18,12,7,13,8,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,30,19,0,31,1,8,10,21,10,21,10,0,30,0,10,1,1.0
27,29,1,1,2,30,29,3,28,2,1,29,1,2,2,3,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,31,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,2.0
21,29,8,1,2,30,22,9,22,9,1,29,1,9,2,9,9,18,31,0,0,31,20,11,0,31,20,11,0,11,0,11,30,13,0,31,0,12,14,16,15,16,15,0,30,0,15,1,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,1,28,26,1,3,28,29,1,2,28,29,2,3,2,3,2,29,25,1,30,1,2,3,27,4,27,4,1,29,1,4,2,2.0
16,18,12,8,11,21,18,14,17,13,10,20,10,13,11,14,6,24,20,6,8,22,25,7,9,23,24,6,8,6,9,7,19,16,9,21,11,12,14,18,13,17,13,10,20,10,14,11,1.0
18,16,10,12,14,18,20,12,19,11,13,17,13,11,14,12,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
17,30,5,0,1,31,22,10,21,9,0,30,0,9,1,10,1,28,26,2,3,28,29,2,3,27,29,1,4,2,3,2,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,2.0
24,14,4,16,17,15,26,6,25,5,16,14,16,5,17,6,13,13,31,0,0,31,16,16,0,31,15,15,0,15,0,16,22,18,6,24,8,11,12,19,12,19,12,7,23,7,12,8,1.0
21,22,9,8,9,23,22,10,21,9,8,22,8,9,9,10,28,2,30,0,0,30,3,29,1,31,2,28,0,28,1,29,29,6,1,30,2,24,25,7,24,6,24,1,29,1,25,2,2.0
24,14,6,16,17,15,25,7,24,6,16,14,16,6,17,7,12,16,31,0,0,31,18,14,0,31,17,13,0,13,0,14,23,12,7,24,8,17,18,13,18,13,18,7,23,7,18,8,1.0
31,24,0,2,5,27,31,0,31,0,4,26,4,0,5,0,6,23,29,0,1,30,24,7,1,30,24,7,1,7,1,7,29,29,1,30,2,0,1,30,1,30,1,1,29,1,1,2,2.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,18,12,25,4,5,26,13,19,5,26,12,18,5,18,5,19,30,5,0,31,1,25,26,6,25,5,25,0,30,0,26,1,2.0
24,16,6,14,15,17,25,7,24,6,14,16,14,6,15,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,28,18,2,29,3,11,12,19,12,19,12,2,28,2,12,3,1.0
28,14,2,16,17,15,29,3,28,2,16,14,16,2,17,3,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,24,11,6,25,7,18,19,12,19,12,19,6,24,6,19,7,1.0
21,15,9,13,15,17,22,10,21,9,14,16,14,9,15,10,9,21,19,8,10,21,22,10,10,21,21,9,10,9,10,10,29,29,1,30,2,0,1,30,1,30,1,1,29,1,1,2,1.0
19,17,11,13,14,18,20,12,19,11,13,17,13,11,14,12,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,30,19,0,31,1,8,10,21,10,21,10,0,30,0,10,1,1.0
18,17,12,11,13,19,19,13,18,12,12,18,12,12,13,13,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,29,10,1,30,2,17,19,12,19,12,19,1,29,1,19,2,1.0
19,13,10,17,18,14,20,11,20,11,17,13,17,11,18,11,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,21,14,9,22,10,15,16,15,16,15,16,9,21,9,16,10,1.0
24,19,6,9,11,21,25,7,24,6,10,20,10,6,11,7,9,21,29,0,1,30,22,10,1,30,21,9,1,9,1,10,30,24,0,31,1,3,5,26,5,26,5,0,30,0,5,1,1.0
19,12,11,16,18,14,20,12,19,11,17,13,17,11,18,12,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,23,13,7,24,8,16,17,14,17,14,17,7,23,7,17,8,1.0
20,18,10,10,12,20,21,11,20,10,11,19,11,10,12,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,27,8,3,28,4,17,20,11,20,11,20,3,27,3,20,4,1.0
19,29,8,1,2,30,21,10,21,10,1,29,1,10,2,10,20,10,31,0,0,31,10,20,0,31,11,21,0,21,0,20,27,4,2,28,3,23,25,6,24,6,25,3,28,2,25,3,2.0
22,15,8,13,15,17,23,9,22,8,14,16,14,8,15,9,13,15,31,0,0,31,17,15,0,31,16,14,0,14,0,15,26,9,4,27,5,20,21,10,21,10,21,4,26,4,21,5,1.0
3,30,23,0,1,31,6,26,5,25,0,30,0,25,1,26,3,23,29,0,1,30,26,6,1,30,25,5,1,5,1,6,30,9,0,31,1,20,21,10,21,10,21,0,30,0,21,1,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,10,6,25,7,20,21,11,20,10,20,6,24,6,21,7,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,2.0
17,21,13,5,7,24,18,13,17,13,7,23,7,13,8,14,8,22,12,18,18,12,23,9,19,13,22,8,18,8,19,9,26,18,4,27,5,10,12,20,11,19,11,4,26,4,12,5,2.0
18,22,12,8,9,23,19,13,18,12,8,22,8,12,9,13,21,9,31,0,0,31,10,22,0,31,9,21,0,21,0,22,30,20,0,31,1,7,9,22,9,22,9,0,30,0,9,1,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,22,16,8,23,9,13,14,17,14,17,14,8,22,8,14,9,1.0
23,29,4,1,2,30,25,6,25,6,1,29,1,6,2,6,25,5,27,3,3,27,6,26,4,28,5,25,3,25,4,26,29,9,1,30,2,21,22,10,21,9,21,1,29,1,22,2,2.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,4,23,25,5,5,25,25,6,6,26,25,6,5,6,6,6,29,28,1,30,2,2,3,29,2,28,2,1,29,1,3,2,2.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
30,14,0,16,17,15,31,1,30,0,16,14,16,0,17,1,22,8,28,2,2,28,9,23,3,29,8,22,2,22,3,23,23,17,5,25,6,11,12,19,11,18,12,6,24,5,13,7,2.0
18,16,10,14,15,17,20,12,19,11,14,16,14,11,15,12,12,16,28,1,2,29,17,13,2,29,18,14,2,14,2,13,28,15,1,29,2,14,15,16,15,16,15,2,29,2,15,2,1.0
22,15,8,15,16,16,23,9,22,8,15,15,15,8,16,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,14,3,28,4,15,16,15,16,15,16,3,27,3,16,4,1.0
21,18,9,12,13,19,22,10,21,9,12,18,12,9,13,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,18,0,31,1,7,10,21,10,21,10,0,30,0,10,1,1.0
19,14,11,14,16,16,20,12,19,11,15,15,15,11,16,12,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
21,15,7,13,15,17,23,9,22,8,14,16,14,8,15,9,2,24,31,0,0,31,27,5,0,31,26,4,0,4,0,5,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
23,19,7,9,11,21,24,8,23,7,10,20,10,7,11,8,15,15,30,0,0,30,16,16,1,31,15,15,0,15,1,16,25,9,5,26,6,21,22,10,21,9,21,5,25,5,22,6,1.0
17,23,13,5,7,25,18,14,17,13,6,24,6,13,7,14,10,20,22,8,8,22,21,11,9,23,20,10,8,10,9,11,29,14,1,30,2,14,16,16,15,15,15,1,29,1,16,2,2.0
15,16,15,14,15,17,16,16,15,15,14,16,14,15,15,16,3,26,31,0,0,31,27,4,0,31,27,4,0,4,0,4,30,16,0,31,1,11,13,18,13,18,13,0,30,0,13,1,2.0
23,16,7,10,13,19,24,8,23,7,12,18,12,7,13,8,12,18,24,5,6,25,19,13,6,25,18,12,6,12,6,13,24,23,6,25,7,4,6,25,6,25,6,6,24,6,6,7,1.0
22,16,8,14,15,17,23,9,22,8,14,16,14,8,15,9,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,9,6,25,7,20,21,10,21,10,21,6,24,6,21,7,1.0
21,17,9,11,13,19,22,10,21,9,12,18,12,9,13,10,11,13,31,0,0,31,17,15,0,31,16,14,0,14,0,15,28,11,2,29,3,16,18,13,18,13,18,2,28,2,18,3,1.0
21,13,8,17,18,14,22,9,22,9,17,13,17,9,18,9,13,16,31,0,0,31,17,14,0,31,17,14,0,14,0,14,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
21,29,7,1,2,30,23,9,22,8,1,29,1,8,2,9,17,11,31,0,0,31,13,19,0,31,12,18,0,18,0,19,30,9,0,31,1,20,21,10,21,10,21,0,30,0,21,1,2.0
20,24,10,6,7,25,21,11,20,10,6,24,6,10,7,11,16,14,19,11,11,19,15,17,12,20,14,16,11,16,12,17,26,19,4,27,5,9,11,21,10,20,10,4,26,4,11,5,2.0
23,19,7,11,12,20,24,8,23,7,11,19,11,7,12,8,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,25,31,3,27,5,0,0,31,0,31,0,4,26,4,0,5,1.0
26,20,4,10,11,21,27,5,26,4,10,20,10,4,11,5,27,3,31,0,0,31,4,28,0,31,3,27,0,27,0,28,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
18,29,9,1,2,30,20,11,20,11,1,29,1,11,2,11,4,25,31,0,0,31,26,5,0,31,26,5,0,5,0,5,29,9,1,30,2,18,20,11,20,11,20,1,29,1,20,2,1.0
24,18,6,12,13,19,25,7,24,6,12,18,12,6,13,7,23,7,31,0,0,31,8,24,0,31,7,23,0,23,0,24,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,2.0
18,17,12,9,12,20,19,13,18,12,11,19,11,12,12,13,5,24,28,1,2,29,25,6,2,29,25,6,2,6,2,6,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,1.0
31,30,0,0,1,31,31,0,31,0,0,30,0,0,1,0,20,9,23,7,7,23,10,21,8,24,10,21,7,21,8,21,29,7,1,30,2,23,24,8,23,7,23,1,29,1,24,2,2.0
21,29,9,1,2,30,22,10,21,9,1,29,1,9,2,10,9,21,20,8,9,21,22,10,10,22,21,9,9,9,10,10,29,20,1,30,2,10,11,21,10,20,10,1,29,1,11,2,2.0
2,28,24,0,1,30,5,26,4,26,1,29,1,26,2,27,14,12,26,2,3,27,15,17,4,28,14,16,3,16,4,17,30,9,0,31,1,17,20,12,19,11,19,0,30,0,20,1,2.0
26,17,4,11,13,19,27,5,26,4,12,18,12,4,13,5,8,20,31,0,0,31,22,10,0,31,21,9,0,9,0,10,25,13,5,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
23,16,7,14,15,17,24,8,23,7,14,16,14,7,15,8,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,12,3,28,4,18,19,13,18,12,18,3,27,3,19,4,1.0
21,15,9,15,16,16,22,10,21,9,15,15,15,9,16,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,24,12,6,25,7,17,18,13,18,13,18,6,24,6,18,7,1.0
25,24,2,4,6,26,27,4,27,4,5,25,5,4,6,4,26,4,28,2,2,28,5,27,3,29,4,26,2,26,3,27,30,4,0,31,1,24,26,6,25,5,25,0,30,0,26,1,2.0
24,19,5,9,11,21,25,6,25,6,10,20,10,6,11,6,8,19,31,0,0,31,21,10,0,31,21,10,0,10,0,10,30,14,0,31,1,11,14,17,14,17,14,0,30,0,14,1,2.0
20,18,7,10,12,20,22,9,22,9,11,19,11,9,12,9,19,11,31,0,0,31,11,19,0,31,12,20,0,20,0,19,27,8,2,28,3,19,21,10,21,10,21,3,28,3,21,3,2.0
11,27,17,1,3,29,13,19,12,17,1,28,2,18,3,19,9,21,25,5,5,25,22,10,6,26,21,9,5,9,6,10,30,24,0,31,1,6,7,25,6,24,6,0,30,0,7,1,2.0
19,29,9,1,2,30,21,11,20,10,1,29,1,10,2,11,0,28,26,1,2,28,30,1,2,28,29,0,3,1,3,2,22,29,6,24,7,0,0,30,1,30,1,7,23,7,1,8,1.0
18,29,8,1,2,30,21,11,20,10,1,29,1,10,2,11,16,12,31,0,0,31,14,18,0,31,13,17,0,17,0,18,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
24,29,6,1,2,30,25,7,24,6,1,29,1,6,2,7,28,2,29,1,1,29,3,29,2,30,2,28,1,28,2,29,29,7,1,30,2,21,23,9,22,8,22,1,29,1,23,2,2.0
31,30,0,0,1,31,31,0,31,0,0,30,0,0,1,0,5,20,24,1,3,27,23,6,2,27,23,7,4,8,4,8,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,2.0
23,30,7,0,1,31,24,8,23,7,0,30,0,7,1,8,26,4,26,4,4,26,5,26,4,27,4,26,4,26,5,27,25,6,5,26,6,24,25,7,24,6,24,5,25,5,25,6,2.0
23,17,7,9,11,20,24,7,23,7,11,19,11,7,12,8,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,21,4,27,5,8,9,22,9,22,9,4,26,4,9,5,1.0
20,21,9,7,9,23,21,10,21,10,8,22,8,10,9,10,1,28,29,0,1,30,29,2,1,30,29,2,1,2,1,2,30,17,0,31,1,10,12,19,12,19,12,0,30,0,12,1,1.0
19,23,8,5,7,25,21,10,21,10,6,24,6,10,7,10,0,27,31,0,0,31,29,2,0,31,29,2,0,2,0,2,30,17,0,31,1,8,11,20,11,20,11,0,30,0,11,1,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,27,13,3,28,4,16,17,14,17,14,17,3,27,3,17,4,1.0
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,15,13,31,0,0,31,15,17,0,31,14,16,0,16,0,17,25,12,5,26,6,17,18,13,18,13,18,5,25,5,18,6,1.0
15,17,15,13,14,18,16,16,15,15,13,17,13,15,14,16,2,27,30,0,0,30,28,3,1,31,28,3,0,3,1,3,30,20,0,31,1,8,10,22,9,21,9,0,30,0,10,1,2.0
28,24,2,6,7,25,29,3,28,2,6,24,6,2,7,3,29,1,31,0,0,31,2,30,0,31,1,29,0,29,0,30,30,11,0,31,1,18,19,12,19,12,19,0,30,0,19,1,2.0
25,27,3,1,3,29,27,5,26,4,2,28,2,4,3,5,10,18,31,0,0,31,20,12,0,31,19,11,0,11,0,12,30,9,0,31,1,18,20,11,20,11,20,0,30,0,20,1,2.0
29,29,1,1,2,30,30,2,29,1,1,29,1,1,2,2,23,7,27,3,3,27,8,24,4,28,7,23,3,23,4,24,29,10,1,30,2,20,21,11,20,10,20,1,29,1,21,2,2.0
21,29,9,1,2,30,22,10,21,9,1,29,1,9,2,10,11,19,30,0,0,30,20,12,1,31,19,11,0,11,1,12,29,15,1,30,2,13,15,17,14,16,14,1,29,1,15,2,1.0
26,29,2,1,2,30,28,4,27,3,1,29,1,3,2,4,12,15,31,0,0,31,17,14,0,31,17,14,0,14,0,14,27,14,3,28,4,13,15,16,15,16,15,3,27,3,15,4,1.0
10,27,18,1,3,29,12,20,11,19,2,28,2,19,3,20,3,27,29,0,1,30,28,4,1,30,27,3,1,3,1,4,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,2.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
26,26,3,2,4,28,27,4,27,4,3,27,3,4,4,4,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,25,0,31,1,4,5,26,5,26,5,0,30,0,5,1,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,27,13,3,28,4,16,17,14,17,14,17,3,27,3,17,4,1.0
2,30,26,0,1,31,4,28,3,27,0,30,0,27,1,28,12,18,25,5,5,25,19,13,6,26,18,12,5,12,6,13,30,6,0,31,1,22,24,8,23,7,23,0,30,0,24,1,2.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,2.0
24,13,6,17,18,14,25,7,24,6,17,13,17,6,18,7,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,24,16,6,25,7,13,14,17,14,17,14,6,24,6,14,7,1.0
14,29,14,1,2,30,16,16,15,15,1,29,1,15,2,16,16,12,31,0,0,31,14,18,0,31,13,17,0,17,0,18,30,5,0,31,1,24,25,6,25,6,25,0,30,0,25,1,2.0
31,22,0,4,7,25,31,0,31,0,6,24,6,0,7,0,0,31,24,3,5,26,31,0,5,26,31,0,5,0,5,0,24,18,2,27,5,9,11,20,11,20,11,4,26,4,11,5,2.0
31,26,0,4,5,27,31,0,31,0,4,26,4,0,5,0,22,8,31,0,0,31,9,23,0,31,8,22,0,22,0,23,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
20,19,10,9,11,21,21,11,20,10,10,20,10,10,11,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
20,13,10,17,18,14,21,11,20,10,17,13,17,10,18,11,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,23,15,7,24,8,14,15,16,15,16,15,7,23,7,15,8,1.0
24,15,6,15,16,16,25,7,24,6,15,15,15,6,16,7,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,26,17,4,27,5,10,12,19,12,19,12,4,26,4,12,5,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,21,9,31,0,0,31,10,22,0,31,9,21,0,21,0,22,30,4,0,31,1,25,26,5,26,5,26,0,30,0,26,1,2.0
31,27,0,1,3,29,31,0,31,0,2,28,2,0,3,0,20,9,27,3,3,27,10,21,4,28,10,21,3,21,4,21,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
28,27,2,1,3,29,29,3,28,2,2,28,2,2,3,3,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,30,15,0,31,0,14,14,16,15,16,15,0,30,0,15,1,2.0
20,24,6,2,4,27,23,8,22,6,2,26,4,8,5,9,4,25,29,1,1,30,26,5,1,29,26,4,2,5,1,5,25,31,5,26,6,0,0,31,0,31,0,5,25,5,0,6,1.0
28,26,2,2,4,28,29,3,28,2,3,27,3,2,4,3,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,23,1,30,2,6,7,24,7,24,7,1,29,1,7,2,1.0
18,13,10,17,18,14,20,12,19,11,17,13,17,11,18,12,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,21,20,5,24,8,9,10,21,10,21,10,7,23,7,10,8,1.0
22,15,8,15,16,16,23,9,22,8,15,15,15,8,16,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,25,12,5,26,6,17,18,13,18,13,18,5,25,5,18,6,1.0
9,29,21,1,2,30,10,22,9,21,1,29,1,21,2,22,11,19,25,5,5,25,20,12,6,26,19,11,5,11,6,12,29,7,1,30,2,23,24,8,23,7,23,1,29,1,24,2,2.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,11,19,23,6,7,24,20,12,7,24,19,11,7,11,7,12,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
10,29,16,1,2,30,13,19,12,18,1,29,1,18,2,19,24,6,27,3,3,27,7,25,4,28,6,24,3,24,4,25,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
18,29,12,1,2,30,19,13,18,12,1,29,1,12,2,13,5,20,31,0,0,31,23,8,0,31,23,8,0,8,0,8,29,9,1,30,2,18,20,11,20,11,20,1,29,1,20,2,1.0
3,30,25,0,1,31,5,27,4,26,0,30,0,26,1,27,13,17,23,5,6,24,18,14,7,25,17,13,6,13,7,14,30,1,0,31,1,27,29,3,28,2,28,0,30,0,29,1,2.0
21,19,9,7,10,22,22,10,21,9,9,21,9,9,10,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,21,1,30,2,8,9,22,9,22,9,1,29,1,9,2,1.0
18,25,12,3,5,27,19,13,18,12,4,26,4,12,5,13,1,29,28,1,2,29,30,2,2,29,29,1,2,1,2,2,25,12,3,27,5,16,18,14,17,13,17,4,26,4,18,5,1.0
