@relation 'Sax dominant'

@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute destClass {1.0,2.0}

@data
35,54,16,77,14,16,77,37,54,37,55,54,37,53,37,47,50,35,76,39,52,39,52,15,78,15,78,73,19,15,73,19,51,40,71,34,50,40,39,50,75,17,75,17,54,19,40,40,39,40,71,19,16,54,54,19,54,17,75,15,38,41,16,52,16,76,53,19,14,78,16,55,15,55,40,37,54,34,51,19,47,40,39,40,53,17,16,19,15,54,38,19,15,19,39,19,16,41,40,19,15,40,15,41,16,19,16,54,16,19,39,17,40,15,40,40,54,19,16,19,39,37,37,40,39,40,16,37,39,19,37,19,2.0
30,58,18,74,14,18,74,33,58,33,58,50,42,49,41,43,52,30,72,35,55,36,55,16,76,16,76,74,18,12,73,17,46,44,70,38,46,44,36,52,77,14,76,14,50,17,36,45,36,44,71,17,18,58,50,18,50,14,77,12,33,45,18,55,18,72,49,17,14,76,18,58,16,58,36,42,49,38,46,18,43,45,35,45,49,14,18,17,16,58,33,18,16,18,36,17,18,45,36,18,16,44,16,45,18,17,18,58,18,18,36,14,36,12,36,44,49,18,18,18,36,41,33,44,36,45,18,42,36,17,33,17,2.0
33,57,23,68,17,23,68,35,57,35,57,56,35,56,34,50,53,33,65,37,55,37,55,20,71,20,71,73,18,15,73,19,53,38,71,31,53,37,37,53,75,16,75,17,56,19,37,38,37,37,71,18,23,57,56,19,57,17,75,15,35,38,23,55,23,65,56,19,17,71,23,57,20,57,37,35,56,31,53,19,50,38,37,38,56,17,23,19,20,57,35,19,20,19,37,19,23,38,37,19,20,37,20,38,23,19,23,57,23,19,37,17,37,15,37,38,56,18,23,19,37,34,35,37,37,38,23,35,37,19,35,19,2.0
38,52,27,65,23,27,65,40,52,40,52,54,38,54,38,50,48,38,63,42,50,42,50,25,67,25,67,68,24,19,68,23,52,40,66,36,52,40,42,48,71,22,70,21,54,24,42,40,42,40,66,24,27,52,54,24,54,22,70,19,40,40,27,50,27,63,54,23,23,67,27,52,25,52,42,38,54,36,52,24,50,40,42,40,54,21,27,23,25,52,40,24,25,24,42,23,27,40,42,24,25,40,25,40,27,23,27,52,27,24,42,21,42,19,42,40,54,24,27,24,42,38,40,40,42,40,27,38,42,23,40,23,1.0
33,57,21,71,17,21,71,35,57,35,57,54,35,55,35,47,53,33,69,37,55,37,55,19,73,19,73,75,16,13,75,17,51,39,73,31,51,39,37,53,77,15,77,15,54,17,37,39,37,39,73,17,21,57,55,17,55,15,77,13,35,39,21,55,21,69,55,17,17,73,21,57,19,57,37,35,55,31,51,17,47,39,37,39,55,15,21,17,19,57,35,17,19,17,37,17,21,39,37,17,19,39,19,39,21,17,21,57,21,17,37,15,37,13,37,39,55,16,21,17,37,35,35,39,37,39,21,35,37,17,35,17,1.0
30,59,18,75,16,18,75,32,58,32,59,59,32,58,32,52,52,30,74,36,56,35,55,17,76,17,76,70,22,18,70,22,56,36,68,30,55,35,35,53,72,20,72,20,59,22,36,36,35,35,68,22,18,58,59,22,59,20,72,18,32,36,18,56,18,74,58,22,16,76,18,59,17,59,36,32,59,30,56,22,53,35,36,35,58,20,18,22,17,58,32,22,17,22,35,22,18,36,36,22,17,35,17,36,18,22,18,58,18,22,35,20,35,18,35,36,59,22,18,22,35,32,32,35,35,35,18,32,35,22,32,22,2.0
37,52,27,64,23,27,65,39,53,39,52,54,38,54,38,50,49,37,62,41,50,41,51,25,66,25,67,65,26,20,65,26,52,40,63,36,52,40,41,49,68,23,68,23,54,26,41,40,41,40,63,26,27,53,54,26,54,23,68,21,39,40,28,51,27,62,54,26,23,67,27,53,25,53,41,38,54,36,52,26,50,40,41,40,54,23,27,26,25,53,39,26,25,26,41,26,27,40,41,26,25,40,25,40,27,26,27,53,27,26,41,23,41,21,41,40,54,26,27,26,41,38,39,40,41,40,28,38,41,26,39,26,2.0
36,54,23,67,16,23,67,38,54,38,54,57,34,57,33,51,50,36,64,40,52,40,52,19,71,19,71,74,17,14,74,18,54,37,72,30,54,36,40,50,76,15,76,16,57,18,40,37,40,36,72,17,23,54,57,18,58,16,76,14,38,37,23,52,23,65,57,18,17,71,23,54,19,54,40,34,57,30,54,18,51,37,40,37,57,16,23,18,19,54,38,18,19,18,40,18,23,37,40,18,19,36,19,37,23,18,23,54,23,18,40,16,40,14,40,37,57,17,23,18,40,33,38,36,40,37,23,34,40,18,38,18,2.0
33,54,19,72,15,19,73,36,54,37,54,56,35,56,35,50,48,33,70,40,51,39,51,17,74,17,75,71,21,17,71,21,53,38,69,32,53,38,40,48,73,19,73,19,56,21,40,38,39,38,69,21,19,54,56,21,56,19,73,17,37,38,20,51,19,70,56,21,15,75,20,55,17,55,40,35,56,32,53,21,50,38,40,38,56,19,19,21,17,54,37,21,17,21,39,21,20,38,40,21,17,38,17,38,19,21,19,54,20,21,39,19,40,17,40,38,56,21,19,21,39,35,36,38,39,38,20,35,39,21,36,21,1.0
26,64,19,73,15,19,73,28,64,28,64,46,45,46,45,40,60,26,71,30,62,30,62,17,75,17,75,71,19,11,71,18,43,48,67,42,43,48,30,60,76,15,75,14,46,19,30,48,30,48,68,19,19,64,46,19,46,15,75,11,28,48,19,62,19,71,46,18,15,75,19,64,17,64,30,45,46,42,43,19,40,48,30,48,46,14,19,18,17,64,28,19,17,19,30,18,19,48,30,19,17,48,17,48,19,18,19,64,19,19,30,14,30,11,30,48,46,19,19,19,30,45,28,48,30,48,19,45,30,18,28,18,1.0
31,55,16,77,14,16,77,35,55,35,55,57,34,56,33,48,47,31,76,37,51,39,51,15,78,15,78,71,22,17,70,21,52,36,68,29,52,37,39,47,73,19,72,19,57,21,39,38,39,37,68,21,16,55,57,22,57,19,73,17,35,38,16,51,16,76,56,21,14,78,16,55,15,55,39,34,56,29,52,22,48,38,37,38,56,19,16,21,15,55,35,22,15,22,39,21,16,38,39,22,15,37,15,38,16,21,16,55,16,22,39,19,39,17,39,36,56,22,16,22,39,33,35,37,39,38,16,34,39,21,35,21,2.0
35,54,27,64,21,25,64,37,54,38,53,50,41,50,41,45,50,35,61,40,52,39,52,24,67,23,67,68,23,18,68,23,47,44,66,38,47,44,40,50,71,20,71,20,50,23,40,44,39,44,67,23,27,54,50,23,50,20,71,19,38,44,27,52,26,61,50,23,21,67,27,54,24,55,40,41,50,39,47,23,45,44,40,44,50,20,27,23,24,54,38,23,24,23,39,23,27,44,40,23,24,44,24,44,27,23,26,54,27,23,39,20,40,19,40,44,50,23,27,23,39,41,37,44,39,44,27,41,39,23,37,23,1.0
28,60,21,72,19,20,72,31,60,31,59,55,36,54,35,46,54,28,71,34,57,33,57,20,73,20,73,72,20,13,71,19,50,40,68,31,50,38,34,54,75,16,74,16,55,19,34,40,34,39,68,19,21,60,55,20,55,16,75,13,31,40,21,57,21,71,54,19,19,73,21,60,20,60,34,36,54,31,50,20,46,40,34,40,54,16,21,19,20,60,31,20,20,20,34,19,21,40,34,20,20,39,20,40,21,19,21,60,21,20,34,16,34,13,34,40,54,20,21,20,34,35,31,39,33,40,21,36,34,19,31,19,1.0
37,53,28,64,24,28,64,39,53,39,53,54,38,54,38,50,49,37,62,41,51,41,51,26,66,26,66,68,24,19,68,23,52,40,66,36,52,40,41,49,71,22,70,21,54,24,41,40,41,40,66,24,28,53,54,24,54,22,70,19,39,40,28,51,28,62,54,23,24,66,28,53,26,53,41,38,54,36,52,24,50,40,41,40,54,21,28,23,26,53,39,24,26,24,41,23,28,40,41,24,26,40,26,40,28,23,28,53,28,24,41,21,41,19,41,40,54,24,28,24,41,38,39,40,41,40,28,38,41,23,39,23,1.0
30,58,18,75,16,18,75,33,57,33,58,58,33,57,33,51,51,30,74,37,55,36,54,17,76,17,76,69,23,19,69,23,55,37,67,30,54,36,36,51,71,21,71,21,58,23,37,37,36,36,67,23,18,57,58,23,58,21,71,19,33,37,18,55,18,74,57,23,16,76,18,58,17,58,37,33,58,30,55,23,51,36,37,36,57,21,18,23,17,57,33,23,17,23,36,23,18,37,37,23,17,36,17,37,18,23,18,57,18,23,36,21,36,19,36,37,58,23,18,23,36,33,33,36,36,36,18,33,36,23,33,23,2.0
31,55,16,77,14,16,77,35,55,35,55,59,33,58,32,52,47,31,76,38,51,39,51,15,78,15,78,72,21,16,71,20,55,35,69,29,55,35,39,47,74,18,73,18,59,20,39,36,39,35,69,20,16,55,59,21,59,18,74,16,35,36,16,51,16,76,58,20,14,78,16,55,15,55,39,33,58,29,55,21,52,36,38,36,58,18,16,20,15,55,35,21,15,21,39,20,16,36,39,21,15,35,15,36,16,20,16,55,16,21,39,18,39,16,39,35,58,21,16,21,39,32,35,35,39,36,16,33,39,20,35,20,2.0
33,55,18,74,14,18,74,36,55,36,55,57,33,58,33,52,49,33,73,38,52,39,52,16,76,16,76,72,19,16,72,20,55,35,70,30,55,36,39,49,74,18,74,18,57,20,39,36,39,36,70,20,18,55,58,20,58,18,74,16,36,36,18,52,18,73,58,20,15,76,18,55,16,55,39,33,58,30,55,20,52,36,38,36,58,18,18,20,16,55,36,20,16,20,39,20,18,36,39,20,16,36,16,36,18,20,18,55,18,20,39,18,39,16,39,35,58,19,18,20,39,33,36,36,39,36,18,33,39,20,36,20,2.0
34,55,16,75,11,16,75,36,55,36,55,56,35,55,34,48,50,33,72,39,52,39,52,13,78,13,78,72,21,16,71,20,51,39,69,30,51,38,39,50,74,18,73,18,56,20,39,39,39,38,69,20,16,55,56,21,56,18,74,16,36,39,16,52,16,73,55,20,11,78,16,55,13,55,39,35,55,31,51,21,48,39,39,39,55,18,16,20,13,55,36,21,13,21,39,20,16,39,39,21,13,38,13,39,16,20,16,55,16,21,39,18,39,16,39,39,55,21,16,21,39,34,36,38,39,39,16,35,39,20,36,20,1.0
30,58,19,72,16,20,72,32,57,32,58,57,34,56,33,48,51,29,70,36,54,36,54,18,74,18,74,72,21,16,71,20,52,38,69,30,52,37,36,52,74,18,73,18,57,20,36,38,36,37,69,20,20,58,57,21,57,18,74,16,32,38,20,54,20,70,56,20,16,74,20,58,18,58,36,34,56,30,52,21,49,38,36,38,56,18,20,20,18,58,32,21,18,21,36,20,20,38,36,21,18,37,18,38,20,20,20,57,20,21,36,18,36,16,36,38,56,21,20,21,36,33,32,37,36,38,20,34,36,20,32,20,1.0
36,54,23,67,15,23,67,38,54,38,54,56,35,56,35,50,50,36,64,40,52,40,52,19,71,19,71,73,19,15,73,19,53,38,71,32,53,38,40,50,75,17,75,17,56,19,40,38,40,38,71,19,23,54,56,19,56,17,75,15,38,38,23,52,23,64,56,19,16,71,23,54,19,54,40,35,56,32,53,19,50,38,40,38,56,17,23,19,19,54,38,19,19,19,40,19,23,38,40,19,19,38,19,38,23,19,23,54,23,19,40,17,40,15,40,38,56,19,23,19,40,35,38,38,40,38,23,35,40,19,38,19,1.0
38,50,23,68,17,23,68,41,50,41,50,58,34,58,34,54,44,38,65,44,47,44,47,20,71,20,71,71,21,17,71,21,56,36,69,32,56,36,44,44,73,19,73,19,58,21,44,36,44,36,69,21,23,50,58,21,58,19,73,17,41,36,23,47,23,65,58,21,17,71,23,50,20,50,44,34,58,32,56,21,54,36,44,36,58,19,23,21,20,50,41,21,20,21,44,21,23,36,44,21,20,36,20,36,23,21,23,50,23,21,44,19,44,17,44,36,58,21,23,21,44,34,41,36,44,36,23,34,44,21,41,21,1.0
31,59,24,68,20,24,68,33,59,33,59,54,36,55,35,49,55,31,66,35,57,35,57,22,70,22,70,73,17,15,73,19,52,39,71,32,52,38,35,55,75,16,75,17,54,19,35,39,35,38,71,18,24,59,55,19,56,17,75,15,33,39,24,57,24,66,55,19,20,70,24,59,22,59,35,36,55,32,52,19,49,39,35,39,55,17,24,19,22,59,33,19,22,19,35,19,24,39,35,19,22,38,22,39,24,19,24,59,24,19,35,17,35,15,35,39,55,17,24,19,35,35,33,38,35,39,24,36,35,19,33,19,2.0
32,56,23,69,19,23,69,35,56,35,56,51,41,51,41,47,50,32,67,37,53,38,53,21,71,21,71,73,18,12,73,17,49,42,70,39,49,43,38,50,77,15,76,14,51,18,38,43,38,43,71,18,23,56,51,18,51,15,76,12,35,43,23,53,23,67,51,17,19,71,23,56,21,56,38,41,51,39,49,18,47,43,37,43,51,14,23,17,21,56,35,18,21,18,38,17,23,43,38,18,21,43,21,43,23,17,23,56,23,18,38,14,38,12,38,42,51,18,23,18,38,41,35,43,38,43,23,41,38,17,35,17,1.0
36,54,26,66,22,26,66,38,54,38,54,51,41,51,41,47,50,36,64,40,52,40,52,24,68,24,68,71,21,16,71,20,49,43,69,39,49,43,40,50,74,19,73,18,51,21,40,43,40,43,69,21,26,54,51,21,51,19,73,16,38,43,26,52,26,64,51,20,22,68,26,54,24,54,40,41,51,39,49,21,47,43,40,43,51,18,26,20,24,54,38,21,24,21,40,20,26,43,40,21,24,43,24,43,26,20,26,54,26,21,40,18,40,16,40,43,51,21,26,21,40,41,38,43,40,43,26,41,40,20,38,20,2.0
38,52,27,65,23,27,65,40,52,40,52,55,37,55,37,51,48,38,63,42,50,42,50,25,67,25,67,66,26,21,66,25,53,39,64,35,53,39,42,48,69,24,68,23,55,26,42,39,42,39,64,26,27,52,55,26,55,24,68,21,40,39,27,50,27,63,55,25,23,67,27,52,25,52,42,37,55,35,53,26,51,39,42,39,55,23,27,25,25,52,40,26,25,26,42,25,27,39,42,26,25,39,25,39,27,25,27,52,27,26,42,23,42,21,42,39,55,26,27,26,42,37,40,39,42,39,27,37,42,25,40,25,2.0
34,54,22,69,16,22,69,37,54,37,54,59,32,59,32,53,48,34,66,40,51,40,51,19,72,19,72,73,19,15,73,19,56,35,71,29,56,35,40,48,75,17,75,17,59,19,40,35,40,35,71,19,22,54,59,19,59,17,75,15,37,35,22,51,22,66,59,19,16,72,22,54,19,54,40,32,59,29,56,19,53,35,40,35,59,17,22,19,19,54,37,19,19,19,40,19,22,35,40,19,19,35,19,35,22,19,22,54,22,19,40,17,40,15,40,35,59,19,22,19,40,32,37,35,40,35,22,32,40,19,37,19,1.0
29,60,17,76,15,17,76,31,59,31,60,56,35,55,35,49,53,29,75,35,57,34,56,16,77,16,77,72,20,16,72,20,53,39,70,32,52,38,34,54,74,18,74,18,56,20,35,39,34,38,70,20,17,59,56,20,56,18,74,16,31,39,17,57,17,75,55,20,15,77,17,60,16,60,35,35,56,32,53,20,49,38,35,38,55,18,17,20,16,59,31,20,16,20,34,20,17,39,35,20,16,38,16,39,17,20,17,59,17,20,34,18,34,16,34,39,56,20,17,20,34,35,31,38,34,38,17,35,34,20,31,20,2.0
33,55,18,74,14,18,74,36,55,36,55,61,30,61,30,55,49,33,72,39,52,39,52,16,76,16,76,72,20,15,72,19,58,33,70,27,58,33,39,49,75,18,74,17,61,20,39,33,39,33,70,20,18,55,61,20,61,18,74,15,36,33,18,52,18,72,61,19,14,76,18,55,16,55,39,30,61,27,58,20,55,33,39,33,61,17,18,19,16,55,36,20,16,20,39,19,18,33,39,20,16,33,16,33,18,19,18,55,18,20,39,17,39,15,39,33,61,20,18,20,39,30,36,33,39,33,18,30,39,19,36,19,1.0
38,52,27,65,23,27,65,40,52,40,52,53,39,53,39,49,48,38,63,42,50,42,50,25,67,25,67,68,24,19,68,23,51,41,66,37,51,41,42,48,71,22,70,21,53,24,42,41,42,41,66,24,27,52,53,24,53,22,70,19,40,41,27,50,27,63,53,23,23,67,27,52,25,52,42,39,53,37,51,24,49,41,42,41,53,21,27,23,25,52,40,24,25,24,42,23,27,41,42,24,25,41,25,41,27,23,27,52,27,24,42,21,42,19,42,41,53,24,27,24,42,39,40,41,42,41,27,39,42,23,40,23,2.0
32,56,23,68,17,23,68,35,56,35,56,54,36,54,36,47,50,32,65,38,53,38,53,20,71,20,71,70,20,12,70,19,50,40,66,33,50,40,38,50,75,16,74,15,54,20,38,40,38,40,67,20,23,56,54,20,54,16,74,12,35,40,23,53,23,65,54,19,17,71,23,56,20,56,38,36,54,34,50,20,48,40,38,40,54,15,23,19,20,56,35,20,20,20,38,19,23,40,38,20,20,40,20,40,23,19,23,56,23,20,38,15,38,12,38,40,54,20,23,20,38,36,35,40,38,40,23,36,38,19,35,19,2.0
37,53,21,70,15,21,70,39,53,39,53,55,35,56,34,50,49,37,67,41,51,41,51,18,73,18,73,74,16,14,74,18,53,38,72,31,53,37,41,49,76,15,76,16,55,18,41,38,41,37,72,17,21,53,56,18,57,16,76,14,39,38,21,51,21,67,56,18,15,73,21,53,18,53,41,35,56,31,53,18,50,38,41,38,56,16,21,18,18,53,39,18,18,18,41,18,21,38,41,18,18,37,18,38,21,18,21,53,21,18,41,16,41,14,41,38,56,16,21,18,41,34,39,37,41,38,21,35,41,18,39,18,2.0
37,51,16,76,12,16,76,40,51,40,51,57,34,57,33,51,45,37,74,43,48,43,48,14,78,14,78,68,22,17,68,23,54,37,65,30,54,36,43,45,71,19,71,20,57,23,43,37,43,36,65,22,16,51,57,23,58,20,71,17,40,37,16,48,16,74,57,23,12,78,16,51,14,51,43,34,57,30,54,23,51,37,43,37,57,20,16,23,14,51,40,23,14,23,43,23,16,37,43,23,14,36,14,37,16,23,16,51,16,23,43,20,43,17,43,37,57,22,16,23,43,33,40,36,43,37,16,34,43,23,40,23,1.0
29,61,18,74,15,18,74,31,60,31,61,56,35,55,35,49,56,29,72,34,59,33,58,16,76,16,76,71,21,17,71,21,53,39,69,33,52,38,33,56,73,19,73,19,56,21,34,39,33,38,69,21,18,60,56,21,56,19,73,17,31,39,18,59,18,73,55,21,15,76,18,61,16,61,34,35,56,33,53,21,50,38,34,38,55,19,18,21,16,60,31,21,16,21,33,21,18,39,34,21,16,38,16,39,18,21,18,60,18,21,33,19,33,17,33,39,56,21,18,21,33,35,31,38,33,38,18,35,33,21,31,21,2.0
35,55,26,66,22,26,66,37,55,37,55,52,40,52,40,48,51,35,64,39,53,39,53,24,68,24,68,69,23,18,69,22,50,42,67,38,50,42,39,51,72,21,71,20,52,23,39,42,39,42,67,23,26,55,52,23,52,21,71,18,37,42,26,53,26,64,52,22,22,68,26,55,24,55,39,40,52,38,50,23,48,42,39,42,52,20,26,22,24,55,37,23,24,23,39,22,26,42,39,23,24,42,24,42,26,22,26,55,26,23,39,20,39,18,39,42,52,23,26,23,39,40,37,42,39,42,26,40,39,22,37,22,1.0
32,54,16,77,14,16,77,36,54,36,54,58,33,58,32,52,46,32,76,40,50,40,50,15,78,15,78,72,20,16,71,20,55,36,69,29,55,35,40,46,74,18,73,18,58,20,40,36,40,35,69,20,16,54,59,21,59,18,74,16,36,36,16,50,16,76,58,20,14,78,16,54,15,54,40,33,58,29,55,21,52,36,40,36,58,18,16,20,15,54,36,21,15,21,40,20,16,36,40,21,15,35,15,36,16,20,16,54,16,21,40,18,40,16,40,36,58,20,16,21,40,32,36,35,40,36,16,33,40,20,36,20,2.0
32,60,23,69,19,23,69,33,59,33,60,59,31,58,31,50,57,32,67,34,59,34,58,21,71,21,71,75,17,13,75,17,54,35,73,27,54,35,34,57,77,15,77,15,59,17,34,36,34,35,73,17,23,59,59,17,59,15,77,13,33,36,23,59,23,67,58,17,19,71,23,60,21,60,35,32,58,27,54,17,50,35,34,36,58,15,23,17,21,59,33,17,21,17,34,17,23,36,35,17,21,35,21,36,23,17,23,59,23,17,34,15,34,13,34,35,58,17,23,17,34,31,33,35,34,35,23,32,34,17,33,17,2.0
36,52,17,76,15,17,76,39,51,39,52,54,37,53,37,47,45,36,75,40,49,42,48,16,77,16,77,70,22,18,70,22,51,38,68,34,50,40,42,45,72,20,72,20,54,22,43,41,42,40,68,22,17,51,54,22,54,20,72,18,39,41,17,49,17,75,53,22,15,77,17,52,16,52,43,37,54,34,51,22,47,40,40,40,53,20,17,22,16,51,39,22,16,22,42,22,17,41,43,22,16,40,16,41,17,22,17,51,17,22,42,20,42,18,42,38,54,22,17,22,42,37,39,40,42,40,17,37,42,22,39,22,1.0
31,57,17,74,12,17,74,34,57,34,57,50,40,50,40,42,51,31,71,36,54,35,54,14,77,14,77,72,18,10,72,17,46,43,68,36,46,42,37,51,77,14,76,13,50,18,37,44,37,44,69,18,17,57,50,18,50,14,76,10,34,44,17,54,17,72,50,17,12,77,17,57,14,57,37,40,50,36,46,18,42,44,36,44,50,13,17,17,14,57,34,18,14,18,37,17,17,44,37,18,14,44,14,44,17,17,17,57,17,18,37,13,37,10,37,43,50,18,17,18,37,40,34,44,35,44,17,40,37,17,34,17,1.0
37,53,22,69,16,22,69,39,53,39,53,54,36,55,35,49,49,37,66,41,51,41,51,19,72,19,72,74,16,14,74,18,52,39,72,32,52,38,41,49,76,15,76,16,54,18,41,39,41,38,72,17,22,53,55,18,56,16,76,14,39,39,22,51,22,66,55,18,16,72,22,53,19,53,41,36,55,32,52,18,49,39,41,39,55,16,22,18,19,53,39,18,19,18,41,18,22,39,41,18,19,38,19,39,22,18,22,53,22,18,41,16,41,14,41,39,55,16,22,18,41,35,39,38,41,39,22,36,41,18,39,18,2.0
24,64,18,75,16,18,75,27,63,27,64,58,32,57,32,50,57,24,74,31,61,30,60,17,76,17,76,72,20,16,72,20,54,37,70,29,53,36,30,57,74,18,74,18,58,20,31,37,30,36,70,20,18,63,58,20,58,18,74,16,27,37,18,61,18,74,57,20,16,76,18,64,17,64,31,32,58,30,54,20,51,36,31,36,57,18,18,20,17,63,27,20,17,20,30,20,18,37,31,20,17,36,17,37,18,20,18,63,18,20,30,18,30,16,30,37,58,20,18,20,30,32,27,36,30,36,18,32,30,20,27,20,1.0
32,56,23,69,19,23,69,35,56,35,56,52,40,52,40,48,50,32,67,37,53,38,53,21,71,21,71,75,17,12,75,16,50,41,73,38,50,42,38,50,78,15,77,14,52,17,38,42,38,42,73,17,23,56,52,17,52,15,77,12,35,42,23,53,23,67,52,16,19,71,23,56,21,56,38,40,52,38,50,17,48,42,37,42,52,14,23,16,21,56,35,17,21,17,38,16,23,42,38,17,21,42,21,42,23,16,23,56,23,17,38,14,38,12,38,41,52,17,23,17,38,40,35,42,38,42,23,40,38,16,35,16,2.0
35,55,26,66,22,26,66,37,55,37,55,56,36,56,36,52,51,35,64,39,53,39,53,24,68,24,68,68,24,19,68,23,54,38,66,34,54,38,39,51,71,22,70,21,56,24,39,38,39,38,66,24,26,55,56,24,56,22,70,19,37,38,26,53,26,64,56,23,22,68,26,55,24,55,39,36,56,34,54,24,52,38,39,38,56,21,26,23,24,55,37,24,24,24,39,23,26,38,39,24,24,38,24,38,26,23,26,55,26,24,39,21,39,19,39,38,56,24,26,24,39,36,37,38,39,38,26,36,39,23,37,23,1.0
39,49,21,70,15,21,70,42,49,42,49,61,31,61,31,57,43,39,67,45,46,45,46,18,73,18,73,71,21,16,71,20,59,33,69,29,59,33,45,43,74,19,73,18,61,21,45,33,45,33,69,21,21,49,61,21,61,19,73,16,42,33,21,46,21,67,61,20,15,73,21,49,18,49,45,31,61,29,59,21,57,33,45,33,61,18,21,20,18,49,42,21,18,21,45,20,21,33,45,21,18,33,18,33,21,20,21,49,21,21,45,18,45,16,45,33,61,21,21,21,45,31,42,33,45,33,21,31,45,20,42,20,1.0
34,56,21,71,17,21,71,36,56,36,56,56,34,57,33,51,52,34,69,38,54,38,54,19,73,19,73,70,20,18,70,22,54,37,68,30,54,36,38,52,72,19,72,20,56,22,38,37,38,36,68,21,21,56,57,22,58,20,72,18,36,37,21,54,21,69,57,22,17,73,21,56,19,56,38,34,57,30,54,22,51,37,38,37,57,20,21,22,19,56,36,22,19,22,38,22,21,37,38,22,19,36,19,37,21,22,21,56,21,22,38,20,38,18,38,37,57,20,21,22,38,33,36,36,38,37,21,34,38,22,36,22,2.0
33,53,16,77,14,16,77,37,53,37,53,58,33,58,32,52,45,33,76,41,49,40,49,15,78,15,78,70,21,16,70,21,55,36,67,29,55,34,41,45,73,18,73,18,59,21,41,36,41,35,68,20,16,53,58,21,59,18,73,16,37,36,16,49,16,76,58,21,14,78,16,53,15,53,41,33,58,29,55,21,52,36,41,36,58,18,16,21,15,53,37,21,15,21,41,21,16,36,41,21,15,35,15,36,16,21,16,53,16,21,41,18,41,16,41,36,58,21,16,21,41,32,37,35,40,36,16,33,41,21,37,21,1.0
