@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {2,3,4,1}

@data
23,68,21,67,18,63,23,18,65,22,66,24,22,65,61,64,19,70,20,71,24,25,70,20,69,19,22,23,23,20,24,20,20,24,20,25,70,18,23,22,23,23,18,71,21,24,22,24,23,18,18,24,2
16,74,12,73,10,71,14,10,73,12,74,16,14,71,69,69,10,77,12,78,17,17,78,12,77,10,14,14,16,12,17,12,12,16,12,17,78,10,16,12,16,14,10,78,12,16,14,16,16,10,10,16,1
16,73,15,72,11,73,15,13,74,15,75,16,15,70,73,68,12,76,12,77,17,17,77,14,76,14,16,16,17,15,18,15,13,17,13,18,77,14,16,15,16,16,11,77,15,16,16,16,17,14,11,17,3
18,70,16,69,10,74,14,10,75,13,76,15,17,68,73,64,11,75,12,76,19,16,79,12,78,11,17,14,18,12,19,12,12,15,12,16,79,11,18,13,18,14,11,76,16,15,17,15,18,11,11,15,3
15,71,16,70,11,71,15,10,73,14,74,13,17,68,69,65,13,75,12,76,18,16,78,11,77,12,18,16,18,12,19,12,13,16,13,17,78,10,17,14,15,16,11,76,16,15,18,13,18,10,11,16,3
19,69,20,68,15,70,18,14,71,18,72,17,20,66,69,64,17,72,16,73,21,19,75,15,74,16,21,19,21,16,22,16,17,19,17,20,75,15,20,18,19,19,15,73,20,18,21,17,21,15,15,19,4
21,69,21,68,19,66,21,18,67,21,68,21,21,66,65,66,20,70,20,71,23,23,71,19,70,19,22,22,23,20,24,20,21,23,21,24,71,19,22,21,21,22,19,71,21,22,22,21,23,19,19,23,4
21,70,20,69,18,65,21,18,67,21,68,22,20,67,64,67,19,71,19,72,22,23,71,19,70,19,21,22,22,20,23,20,20,23,20,24,71,18,21,21,21,22,18,72,20,22,21,22,22,18,18,23,2
17,71,18,70,15,68,17,13,68,19,69,17,17,68,65,67,16,73,15,74,19,19,74,13,73,15,19,19,20,15,21,15,17,20,17,21,74,15,18,19,17,19,15,74,19,18,19,17,20,15,15,20,4
20,71,21,70,17,70,19,15,72,19,73,18,21,68,70,68,19,72,19,73,22,20,75,17,74,17,21,19,21,17,22,17,19,19,19,20,75,15,21,19,20,19,17,73,21,19,21,18,21,15,17,19,4
16,74,18,73,14,70,17,13,72,18,73,16,17,71,69,71,16,75,15,76,18,18,76,14,75,15,18,18,18,15,19,15,16,18,16,19,76,13,17,18,16,18,14,76,18,17,18,16,18,13,14,18,4
23,67,21,66,17,64,23,19,66,22,67,24,22,64,63,62,18,70,19,71,24,25,70,21,69,20,22,23,23,21,24,21,19,24,19,25,70,19,23,22,23,23,17,71,21,24,22,24,23,19,17,24,3
16,73,15,72,11,68,17,12,69,17,70,18,15,70,65,68,12,76,12,77,17,19,75,13,74,13,16,18,17,14,18,14,13,19,13,20,75,13,16,17,16,18,11,77,15,18,16,18,17,13,11,19,2
19,72,18,71,16,67,19,15,68,19,69,20,18,69,65,69,17,73,17,74,20,21,73,16,72,16,19,20,20,17,21,17,18,21,18,22,73,16,19,19,19,20,16,74,18,20,19,20,20,16,16,21,2
18,73,16,72,13,71,17,13,73,15,74,18,17,70,71,69,14,75,15,76,19,19,77,16,75,14,17,16,18,15,19,16,15,17,15,19,76,13,18,15,18,17,13,76,16,18,17,18,18,13,13,18,2
21,69,17,68,15,66,18,13,69,16,70,20,19,66,65,64,15,72,17,73,22,21,74,16,73,14,19,18,21,16,22,16,17,20,17,21,74,13,21,16,21,18,15,73,17,20,19,20,21,13,15,20,1
23,68,18,67,16,67,19,16,69,17,70,22,20,65,66,63,16,71,18,72,23,22,73,18,72,16,20,19,22,18,23,18,18,21,18,22,73,16,22,17,23,19,16,72,18,21,20,22,22,16,16,21,1
17,72,20,71,16,65,20,16,68,22,69,19,18,69,65,69,18,73,16,74,19,21,72,17,71,19,20,22,20,19,21,19,18,22,18,23,72,16,18,22,17,22,16,74,20,20,20,19,20,16,16,22,4
16,72,19,71,14,67,18,14,69,20,70,17,17,69,65,68,16,74,14,75,18,19,74,14,73,16,19,20,19,16,20,16,16,20,16,21,74,14,17,20,16,20,14,75,19,18,19,17,19,14,14,20,4
18,73,17,72,13,71,17,12,73,16,74,17,18,70,70,69,15,75,15,76,19,18,77,14,76,14,18,17,18,14,19,14,15,17,15,18,77,12,18,16,18,17,13,76,17,17,18,17,18,12,13,17,3
20,70,15,69,12,70,16,13,72,14,73,19,17,68,69,65,12,74,14,75,20,19,76,15,75,13,17,16,19,15,20,15,14,18,14,19,76,13,19,14,20,16,13,75,15,18,17,19,19,13,13,18,1
19,73,15,72,15,65,20,16,67,18,68,22,17,70,63,70,15,74,17,75,20,23,72,18,71,16,17,20,19,18,20,18,17,22,17,23,72,16,19,18,19,20,15,75,15,22,17,22,19,16,15,22,1
19,68,21,67,13,73,15,12,75,16,76,14,20,65,73,63,16,72,15,73,21,16,78,13,77,14,21,16,21,14,22,14,16,16,16,17,78,12,20,16,19,16,14,73,21,15,21,14,21,12,14,16,4
19,69,21,68,15,68,20,16,69,20,70,19,20,66,66,64,17,72,16,73,21,21,74,17,72,17,21,20,21,17,22,18,17,20,17,22,73,16,20,20,19,21,15,73,21,20,21,19,21,16,15,21,4
21,68,21,67,17,68,20,18,69,19,70,20,21,64,67,64,19,70,19,71,23,22,73,19,71,18,22,20,23,19,24,20,20,21,20,23,72,18,22,19,21,21,17,71,21,21,22,20,23,18,17,22,4
20,68,17,67,12,66,19,14,67,18,68,21,18,66,63,62,13,73,14,74,20,21,73,16,72,15,19,20,20,16,21,16,14,21,14,22,73,15,19,18,21,20,13,74,17,20,19,22,20,15,13,21,1
21,68,19,67,16,68,18,15,70,17,71,19,20,65,67,63,17,71,17,72,22,20,74,16,73,16,21,19,22,17,23,17,18,20,18,21,74,15,21,17,21,19,16,72,19,19,21,19,22,15,16,20,3
13,76,13,75,10,73,13,10,75,13,76,13,13,73,72,72,11,78,11,79,15,15,79,11,78,11,14,14,15,12,16,12,12,15,12,16,79,10,14,13,13,14,10,79,13,14,14,13,15,10,10,15,2
20,67,18,66,14,69,17,13,70,16,71,18,20,64,67,61,15,71,16,73,22,19,75,15,74,14,20,18,21,15,23,15,16,19,17,20,75,14,21,16,21,18,14,72,18,18,21,18,22,14,14,19,3
16,74,15,73,12,71,15,11,73,14,74,16,15,71,70,70,13,76,13,77,17,17,78,13,76,12,16,15,17,13,18,14,14,16,14,18,77,11,16,14,16,16,12,77,15,16,16,16,17,11,12,17,3
22,69,21,68,19,63,24,20,65,23,66,24,22,66,62,66,20,70,21,71,24,26,69,22,68,21,22,24,23,22,24,22,21,25,21,26,69,20,23,23,22,24,19,71,21,25,22,24,23,20,19,25,2
15,69,20,68,13,63,18,12,67,21,68,15,17,66,62,63,15,73,13,74,18,19,73,13,72,16,20,21,20,16,21,16,15,21,15,22,73,12,17,21,15,21,13,74,20,18,20,16,20,12,13,21,4
20,70,19,69,16,70,17,15,72,17,73,18,19,67,70,66,17,72,17,73,21,19,75,16,74,16,20,18,21,17,22,17,18,19,18,20,75,15,20,17,20,18,16,73,19,18,20,18,21,15,16,19,3
16,73,12,72,8,69,15,10,71,14,72,17,14,70,66,67,9,77,11,79,16,17,77,12,76,11,14,16,15,12,17,12,10,17,11,18,77,10,15,14,17,16,8,78,12,16,15,18,16,10,8,17,1
24,65,21,65,18,64,22,18,65,20,66,24,22,63,62,62,19,69,20,69,25,24,70,20,69,18,23,22,25,20,25,20,21,24,21,25,70,19,24,20,24,22,19,69,21,24,23,24,25,19,19,24,1
18,75,13,74,13,69,18,15,70,16,71,21,15,72,68,72,13,76,15,77,18,21,74,17,73,15,15,18,17,17,18,17,15,20,15,21,74,16,17,16,18,18,13,77,13,20,15,21,17,16,13,20,1
16,76,12,75,12,73,14,12,75,12,76,16,14,73,73,73,12,77,14,78,17,17,78,14,77,12,14,14,16,14,17,14,14,16,14,17,78,12,16,12,16,14,12,78,12,16,14,16,16,12,12,16,1
21,71,17,70,15,67,20,16,69,18,70,22,19,68,66,67,16,73,17,74,21,22,73,18,72,17,19,20,20,18,21,18,17,21,17,22,73,16,20,18,21,20,15,74,17,21,19,22,20,16,15,21,1
18,71,17,70,13,69,16,12,72,16,73,17,17,68,69,66,14,74,14,75,19,18,76,14,75,14,18,17,19,15,20,15,15,18,15,19,76,12,18,16,18,17,13,75,17,17,18,17,19,12,13,18,3
18,71,16,70,13,68,17,11,70,15,71,17,18,68,65,66,14,74,15,75,20,19,76,13,75,12,18,17,19,13,20,13,15,18,15,19,76,11,19,15,18,17,13,75,16,18,18,17,19,11,13,18,3
15,74,17,73,14,68,17,13,70,18,71,16,16,71,66,71,16,75,14,76,17,18,75,13,74,15,18,19,18,15,19,15,16,19,16,20,75,13,16,18,15,19,14,76,17,17,18,16,18,13,14,19,4
22,65,24,64,18,67,18,16,69,19,70,18,22,61,66,60,21,68,19,69,24,20,73,16,72,17,24,20,25,18,26,18,21,21,21,22,73,16,23,20,22,20,18,69,24,19,24,18,25,16,18,21,4
21,71,19,70,17,66,21,17,68,20,69,22,20,68,65,68,18,72,19,73,22,23,72,19,71,18,20,21,21,19,22,19,19,22,19,23,72,17,21,20,21,21,17,73,19,22,20,22,21,17,17,22,2
20,69,15,68,13,67,19,16,69,16,70,21,18,66,66,63,13,73,15,74,21,22,73,18,72,16,18,19,20,18,21,18,15,21,15,22,73,16,20,16,20,19,13,74,15,21,18,21,20,16,13,21,1
19,68,19,67,14,65,19,15,67,20,67,20,19,66,62,63,15,72,15,73,20,21,72,16,72,16,20,21,21,17,22,17,16,22,16,22,72,15,20,20,20,21,15,73,19,20,20,20,21,15,15,22,3
22,71,21,70,20,64,24,19,66,23,67,24,22,69,63,69,21,71,21,72,23,25,70,21,69,21,22,24,22,21,23,21,21,24,21,25,70,19,22,23,22,24,20,72,21,24,22,24,22,19,20,24,3
20,69,17,68,12,66,19,13,68,18,68,20,19,65,64,63,14,73,15,74,20,21,73,15,73,15,19,20,20,16,21,16,15,21,15,21,73,14,20,18,20,20,12,74,17,20,19,20,20,14,12,21,1
21,72,17,71,16,67,20,16,69,18,70,22,19,69,66,69,17,73,18,74,21,22,73,18,72,17,19,20,20,18,21,18,18,21,18,22,73,16,20,18,21,20,16,74,17,21,19,22,20,16,16,21,1
21,69,19,68,15,66,20,15,68,19,69,21,20,66,64,64,16,72,17,73,22,22,73,17,72,16,20,20,21,17,22,17,17,21,17,22,73,15,21,19,21,20,15,73,19,21,20,21,21,15,15,21,2
21,69,16,68,15,65,20,18,67,18,68,22,18,66,64,64,15,72,17,73,21,23,71,19,70,18,19,21,21,20,22,20,17,23,17,24,71,18,20,18,21,21,15,73,16,22,19,23,21,18,15,23,1
18,71,19,71,15,66,22,17,67,21,68,21,19,69,63,68,17,74,16,74,20,22,72,18,71,18,20,22,20,18,20,18,17,22,17,23,72,17,19,21,18,22,15,74,19,22,20,21,20,17,15,22,2
18,63,19,62,10,72,12,9,74,12,75,12,19,59,70,53,12,71,11,72,21,14,79,10,78,10,21,14,22,11,23,11,13,15,13,16,79,9,20,12,19,14,10,72,19,13,21,12,22,9,10,15,2
16,75,16,74,13,69,18,14,71,18,72,18,16,72,68,72,15,76,14,77,17,19,75,15,74,16,17,19,17,16,18,16,15,19,15,20,75,14,16,18,16,19,13,77,16,18,17,18,17,14,13,19,2
19,72,19,71,16,64,22,17,66,22,67,22,19,69,62,69,18,73,17,74,20,23,71,18,70,19,20,23,20,19,21,19,18,23,18,24,71,17,19,22,19,23,16,74,19,22,20,22,20,17,16,23,3
16,71,18,71,15,64,20,14,65,20,66,19,17,69,60,68,16,74,15,74,19,21,72,15,71,15,19,21,20,16,20,16,17,22,17,23,72,15,18,20,16,21,15,74,18,21,19,19,20,15,15,22,2
16,75,15,74,10,72,17,12,73,15,74,17,16,71,70,71,13,77,13,78,17,18,78,14,76,13,16,16,16,13,17,14,13,16,13,18,77,12,16,15,16,17,10,78,15,17,16,17,16,12,10,17,3
17,72,17,72,14,66,20,15,68,19,69,20,17,70,64,69,15,75,15,75,19,21,73,17,72,16,18,20,19,17,19,17,16,21,16,22,73,15,18,19,17,20,14,75,17,21,18,20,19,15,14,21,2
20,69,23,68,19,60,24,19,62,26,63,23,21,66,57,66,21,70,19,71,22,25,68,19,67,21,23,26,23,21,24,21,21,26,21,27,68,19,21,26,20,26,19,71,23,24,23,23,23,19,19,26,4
21,70,20,69,18,70,19,19,71,19,72,20,20,67,70,67,19,71,19,72,22,21,73,19,72,19,21,20,22,20,23,20,20,21,20,22,73,19,21,19,21,20,18,72,20,20,21,20,22,19,18,21,2
18,70,20,69,14,69,18,14,71,19,72,17,19,67,68,65,16,73,15,74,20,19,75,15,74,16,20,19,20,16,21,16,16,19,16,20,75,14,19,19,18,19,14,74,20,18,20,17,20,14,14,19,4
19,71,18,70,15,71,17,16,72,17,73,18,18,68,70,67,16,73,16,74,20,19,75,16,74,16,19,18,20,17,21,17,17,19,17,20,75,16,19,17,19,18,15,74,18,18,19,18,20,16,15,19,2
18,72,18,71,16,63,22,18,66,22,67,22,18,69,63,69,17,73,17,74,20,24,70,20,69,20,19,23,20,21,21,21,18,24,18,25,70,18,19,22,18,23,16,74,18,23,19,22,20,18,16,24,2
18,69,20,68,12,67,18,11,68,19,69,17,19,65,63,63,15,73,14,74,20,19,75,12,74,13,20,19,20,13,21,13,15,19,15,20,75,12,19,19,18,19,12,74,20,18,20,17,20,12,12,19,4
20,73,17,72,15,68,21,16,69,19,70,22,19,70,67,70,17,74,17,75,20,22,73,18,72,18,19,21,19,18,20,18,17,21,17,22,73,17,19,19,20,21,15,75,17,21,19,22,19,17,15,21,1
24,68,20,67,18,66,22,19,68,20,69,24,22,65,66,64,19,70,20,71,24,24,71,21,70,20,22,22,23,21,24,21,20,23,20,24,71,19,23,20,24,22,18,71,20,23,22,24,23,19,18,23,1
18,71,20,70,15,70,18,15,72,19,73,17,19,68,70,67,17,73,16,74,20,19,75,16,74,17,20,19,20,17,21,17,17,19,17,20,75,15,19,19,18,19,15,74,20,18,20,17,20,15,15,19,4
18,71,17,70,12,71,15,12,73,15,74,16,17,67,70,66,14,74,14,75,19,17,77,13,76,13,18,16,19,14,20,14,15,17,15,18,77,12,18,15,18,16,12,75,17,16,18,16,19,12,12,17,3
20,67,23,66,17,66,20,16,67,22,68,19,21,65,64,63,19,70,17,71,22,21,72,16,71,18,23,22,23,18,24,18,19,22,19,23,72,17,21,22,20,22,18,71,23,20,23,19,23,17,18,22,4
15,74,18,73,14,70,17,14,71,19,72,16,16,71,69,71,16,75,14,76,17,18,75,14,74,16,18,19,18,16,19,16,16,19,16,20,75,15,16,19,15,19,14,76,18,17,18,16,18,15,14,19,4
22,70,17,69,16,63,21,16,65,19,66,24,19,67,60,66,16,72,18,73,22,24,71,18,70,16,19,21,21,18,22,18,18,23,18,24,71,16,21,19,22,21,16,73,17,23,19,24,21,16,16,23,1
14,73,17,72,11,74,12,9,76,14,77,11,15,70,73,68,13,76,11,77,16,13,80,9,79,11,17,14,17,11,18,11,13,14,13,15,80,9,15,14,14,14,11,77,17,12,17,11,17,9,11,14,4
17,73,13,72,10,70,14,10,72,13,72,17,15,69,67,68,11,76,13,77,17,17,77,12,77,10,15,15,17,12,18,12,13,17,13,17,77,10,17,13,18,15,10,77,13,16,15,17,17,10,10,17,1
21,70,19,69,16,67,20,15,68,19,69,21,20,67,65,66,17,72,18,73,22,22,73,17,72,16,20,20,21,17,22,17,18,21,18,22,73,16,21,19,21,20,16,73,19,21,20,21,21,16,16,21,2
19,73,15,72,13,68,19,15,70,17,71,21,17,70,67,69,14,75,15,76,19,21,74,17,73,16,17,19,18,17,19,17,15,20,15,21,74,15,18,17,19,19,13,76,15,20,17,21,18,15,13,20,1
19,71,18,70,13,69,18,12,71,17,72,18,19,69,67,67,15,74,15,75,20,19,76,14,75,14,19,18,19,14,20,14,15,18,15,19,76,12,19,17,19,18,14,75,18,18,19,18,19,12,14,18,3
16,74,13,73,12,69,16,14,71,15,72,18,14,71,68,70,12,76,13,77,17,19,75,15,74,14,15,17,17,16,18,16,14,19,14,20,75,14,16,15,16,17,12,77,13,18,15,18,17,14,12,19,1
22,68,16,67,14,65,18,14,68,16,69,22,18,65,64,62,14,72,16,73,22,22,73,17,72,15,18,18,21,17,22,17,16,21,16,22,73,14,21,17,22,18,14,73,17,21,18,22,21,14,14,21,1
15,73,18,72,13,68,18,14,69,19,70,17,16,71,65,70,15,75,13,76,17,19,75,14,73,15,18,19,18,15,19,16,15,19,15,21,74,14,16,19,15,20,14,76,18,18,18,17,18,14,14,20,4
15,76,14,75,12,67,17,11,69,17,70,18,14,73,65,73,13,77,13,78,16,19,75,13,74,13,15,18,16,14,17,14,14,19,14,20,75,12,15,17,15,18,12,78,14,18,15,18,16,12,12,19,2
19,70,18,69,14,68,18,14,69,18,70,19,18,67,66,65,15,73,15,74,20,20,74,15,73,15,19,19,20,16,21,16,16,20,16,21,74,15,19,18,19,19,14,74,18,19,19,19,20,15,14,20,3
16,72,19,71,14,69,16,12,71,18,72,15,17,69,67,68,16,74,14,75,18,17,76,12,75,14,19,18,19,14,20,14,16,18,16,19,76,12,17,18,16,18,14,75,19,16,19,15,19,12,14,18,4
16,70,14,69,10,68,14,11,70,14,71,16,14,67,65,63,10,75,11,76,17,17,76,12,75,11,16,16,18,13,19,13,12,18,12,19,76,11,16,14,17,16,10,76,14,16,16,17,18,11,10,18,1
20,72,20,71,19,68,20,17,70,20,71,20,20,70,68,70,20,72,19,73,21,21,73,18,72,19,21,21,21,19,22,19,20,21,20,22,73,17,20,20,20,21,19,73,20,20,21,20,21,17,19,21,3
23,68,19,67,16,65,22,18,67,20,68,24,21,65,64,63,17,71,18,72,23,24,71,20,70,19,21,22,22,20,23,20,18,23,18,24,71,18,22,20,23,22,16,72,19,23,21,24,22,18,16,23,1
16,73,13,72,9,72,14,9,74,12,75,15,15,71,70,68,10,77,11,78,17,16,79,11,78,10,15,14,16,11,17,11,11,15,11,16,79,9,16,12,16,14,10,78,13,15,15,15,16,9,10,15,1
18,69,17,68,13,70,15,11,72,14,73,15,18,66,68,63,14,73,14,74,20,17,77,12,76,12,19,16,20,13,21,13,15,17,15,18,77,11,19,14,18,16,13,74,17,16,19,15,20,11,13,17,4
15,72,16,72,12,70,16,12,71,16,72,16,15,70,68,68,13,76,12,76,17,17,76,13,75,13,17,17,18,14,18,14,14,18,14,19,76,13,16,16,15,17,12,76,16,17,17,16,18,13,12,18,2
19,71,19,70,15,71,18,15,72,17,73,18,19,68,70,67,17,73,16,74,20,19,76,16,74,16,20,18,20,16,21,17,17,18,17,20,75,15,19,17,19,19,15,74,19,18,20,18,20,15,15,19,3
16,74,16,74,14,71,18,16,72,17,73,18,16,72,70,72,15,76,15,76,18,19,75,17,74,16,17,18,18,17,18,17,16,19,16,20,75,16,17,17,16,18,14,76,16,19,17,18,18,16,14,19,2
19,72,18,71,17,71,16,14,73,16,74,17,18,70,71,69,17,73,17,74,20,18,76,15,75,15,19,17,20,16,21,16,18,18,18,19,76,14,19,16,19,17,17,74,18,17,19,17,20,14,17,18,3
21,67,19,66,17,66,19,17,68,18,69,20,20,64,65,62,17,70,18,71,23,22,72,18,71,17,21,20,23,19,24,19,19,22,19,23,72,17,22,18,21,20,17,71,19,21,21,20,23,17,17,22,1
22,70,18,69,16,65,22,18,67,20,68,24,20,67,64,66,17,72,18,73,22,24,71,20,70,19,20,22,21,20,22,20,18,23,18,24,71,18,21,20,22,22,16,73,18,23,20,24,21,18,16,23,1
21,69,20,68,16,65,21,17,67,21,68,22,20,66,65,66,18,71,18,72,22,23,71,19,70,19,21,22,22,20,23,20,19,23,19,24,71,18,21,21,21,22,17,72,20,22,21,22,22,18,17,23,3
16,76,14,75,12,68,18,13,71,17,72,19,15,73,68,73,13,77,14,78,17,20,75,16,74,15,15,18,16,16,17,16,14,19,14,20,75,13,16,17,16,18,12,78,14,19,15,19,16,13,12,19,3
18,73,15,72,15,67,18,16,69,17,70,20,16,70,66,70,15,74,16,75,19,21,73,17,72,16,17,19,19,18,20,18,17,21,17,22,73,16,18,17,18,19,15,75,15,20,17,20,19,16,15,21,1
22,68,18,67,15,69,17,15,71,16,71,19,20,64,68,63,16,71,18,72,22,20,74,16,74,15,20,18,22,17,23,17,18,20,18,20,74,15,22,16,22,18,15,72,18,19,20,19,22,15,15,20,1
19,71,18,70,15,69,17,14,71,17,72,18,18,69,68,68,16,73,16,74,20,19,75,15,74,15,19,18,20,16,21,16,17,19,17,20,75,14,19,17,19,18,16,74,18,18,19,18,20,14,16,19,3
14,72,11,71,9,67,13,10,69,13,70,16,12,68,63,66,9,76,10,77,16,17,76,11,75,10,14,15,17,12,18,12,12,18,12,19,76,10,15,13,15,15,9,77,12,16,14,16,17,10,9,18,1
19,71,19,70,15,69,19,16,71,19,72,19,19,68,69,67,17,73,16,74,20,20,74,17,73,18,20,20,20,18,21,18,17,20,17,21,74,16,19,19,19,20,15,74,19,19,20,19,20,16,15,20,2
16,72,17,71,13,64,18,12,67,18,68,18,16,68,62,68,15,74,14,75,18,20,74,14,72,14,18,19,19,15,20,16,16,20,16,22,73,12,17,18,16,20,13,75,17,19,18,18,19,12,13,21,4
17,73,17,72,13,64,21,13,66,20,67,20,18,70,60,69,15,75,15,76,19,22,73,15,72,15,18,21,18,15,19,15,15,21,15,22,73,13,18,20,17,21,13,76,17,21,18,20,18,13,13,21,4
20,71,18,70,17,65,21,18,67,20,68,22,19,68,64,68,18,72,18,73,21,23,71,19,70,19,20,22,21,20,22,20,19,23,19,24,71,18,20,20,20,22,17,73,18,22,20,22,21,18,17,23,3
19,70,19,69,14,66,21,15,68,20,69,20,20,67,64,65,16,73,16,74,21,22,73,17,72,17,20,21,20,17,21,17,16,21,16,22,73,15,20,20,19,21,14,74,19,21,20,20,20,15,14,21,3
21,72,17,71,16,68,20,17,70,18,71,22,19,69,68,69,17,73,18,74,21,22,73,19,72,18,19,20,20,19,21,19,18,21,18,22,73,17,20,18,21,20,16,74,17,21,19,22,20,17,16,21,1
23,69,18,68,17,64,21,17,66,19,67,24,20,67,62,66,17,71,19,72,23,24,71,19,70,17,20,21,22,19,23,19,19,23,19,24,71,17,22,19,23,21,18,72,18,23,20,24,22,17,18,23,1
17,70,16,69,12,72,15,12,73,14,74,15,17,67,71,64,13,74,13,75,19,17,77,13,76,13,18,16,19,14,20,14,14,17,14,18,77,13,18,14,17,16,12,75,16,16,18,15,19,13,12,17,3
23,69,18,68,17,66,20,17,68,18,69,23,20,66,65,65,17,71,19,72,23,23,72,19,71,17,20,20,22,19,23,19,19,22,19,23,72,17,22,18,23,20,17,72,18,22,20,23,22,17,17,22,1
20,71,19,70,17,65,21,18,67,21,68,22,19,68,64,68,18,72,18,73,21,23,71,19,70,19,20,22,21,20,22,20,19,23,19,24,71,18,20,21,20,22,17,73,19,22,20,22,21,18,17,23,2
19,70,16,69,14,66,18,13,68,16,69,19,18,67,63,65,14,73,16,74,21,21,74,15,73,13,18,18,20,15,21,15,16,20,16,21,74,13,20,16,19,18,14,74,16,20,18,19,20,13,14,20,1
14,76,12,75,12,69,14,11,71,15,71,15,13,73,66,73,12,77,13,78,15,17,76,11,76,12,14,16,16,13,17,13,14,18,14,18,76,11,15,15,14,16,12,78,13,16,14,15,16,11,12,18,3
20,70,16,69,14,68,18,15,70,16,71,20,18,67,67,65,14,73,16,74,21,21,74,17,73,15,18,18,20,17,21,17,16,20,16,21,74,15,20,16,20,18,14,74,16,20,18,20,20,15,14,20,1
18,69,19,69,15,65,19,14,67,19,68,19,18,67,62,65,16,73,15,73,20,20,73,15,72,15,20,20,21,16,21,16,17,21,17,22,73,14,19,19,18,20,15,73,19,20,20,19,21,14,15,21,2
18,67,20,66,15,61,20,15,62,23,63,20,18,64,56,61,16,71,15,72,20,22,70,15,69,17,21,23,22,17,23,17,17,24,17,25,70,16,19,23,19,23,15,72,21,21,21,21,22,16,15,24,4
22,67,24,66,18,68,20,17,70,21,71,19,23,63,68,63,21,69,20,70,24,21,73,18,72,19,24,21,24,19,25,19,21,21,21,22,73,17,23,21,22,21,18,70,24,20,24,19,24,17,18,21,4
21,64,18,63,10,72,14,12,73,13,74,17,19,60,71,56,12,71,13,72,22,17,77,14,76,12,20,15,22,14,23,14,14,17,14,18,77,13,21,13,22,15,11,72,18,16,20,17,22,13,11,17,1
21,69,20,68,17,63,22,18,66,22,67,23,20,66,63,65,18,71,18,72,22,24,70,20,69,20,21,23,22,21,23,21,19,24,19,25,70,18,21,22,21,23,17,72,20,23,21,23,22,18,17,24,2
19,71,15,70,11,69,17,12,71,15,72,19,17,69,67,66,12,75,13,76,19,19,76,14,75,13,17,17,18,14,19,14,13,18,13,19,76,12,18,15,19,17,12,76,15,18,17,19,18,12,12,18,1
14,73,14,72,9,71,14,10,73,14,74,14,14,70,69,67,10,77,10,78,16,16,78,11,77,11,15,15,16,12,17,12,11,16,11,17,78,10,15,14,14,15,9,78,14,15,15,14,16,10,9,16,2
22,70,20,69,18,67,20,16,69,19,70,21,21,67,66,67,19,71,20,72,23,22,73,18,72,17,21,20,22,18,23,18,20,21,20,22,73,16,22,19,22,20,18,72,20,21,21,21,22,16,18,21,2
19,69,18,68,13,66,19,13,68,18,69,19,19,66,63,63,15,73,15,74,21,21,74,15,73,15,19,19,20,15,21,15,15,20,15,21,74,13,20,19,19,19,13,74,19,20,19,19,20,13,13,20,3
20,70,19,69,16,63,21,16,65,21,66,22,19,67,60,66,17,72,17,73,21,23,71,17,70,17,20,22,21,18,22,18,18,23,18,24,71,16,20,21,20,22,16,73,19,22,20,22,21,16,16,23,2
19,70,22,69,18,65,21,18,67,23,68,20,20,67,64,67,20,71,18,72,21,22,71,18,70,20,22,23,22,20,23,20,20,23,20,24,71,18,20,23,19,23,18,72,22,21,22,20,22,18,18,23,4
16,73,15,72,11,67,17,12,69,17,70,18,15,70,64,68,12,76,12,77,17,19,75,13,74,13,16,18,17,14,18,14,13,19,13,20,75,12,16,17,16,18,11,77,15,18,16,18,17,12,11,19,3
15,73,17,72,13,62,21,14,64,22,65,20,16,70,59,69,15,75,13,76,17,22,71,15,70,17,18,23,18,17,19,17,15,23,15,24,71,15,16,22,15,23,13,76,17,21,18,20,18,15,13,23,4
