@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute destClass {1.0,2.0}

@data
31,66,57,38,46,49,93,21,20,79,34,61,49,45,94,2,22,73,60,34,27,61,34,61,48,46,93,1,60,34,22,73,40,58,25,71,51,43,67,31,1,12,27,68,53,41,42,52,71,24,14,81,27,61,43,46,54,35,43,41,27,68,54,40,43,52,70,24,14,81,49,35,49,41,43,46,49,41,71,2,34,52,61,25,49,25,27,52,43,35,54,25,34,46,54,2,61,2,54,34,34,52,22,61,22,68,22,52,60,24,27,46,34,41,22,68,43,41,27,2,49,24,27,52,22,25,34,46,54,24,34,35,54,1,27,41,49,34,22,35,22,34,34,2,22,61,43,24,14,73,34,25,34,1,70,1,49,1,27,25,22,41,60,1,34,41,43,25,34,34,2.0
31,64,59,40,43,53,92,19,24,81,33,62,45,50,93,3,25,70,62,33,30,62,33,61,45,50,92,2,62,32,25,70,38,60,29,69,49,48,69,29,2,8,30,65,52,43,40,55,73,22,11,84,30,62,40,50,52,33,40,43,29,65,52,43,40,55,72,22,11,84,45,33,45,43,40,50,45,43,73,3,33,55,63,23,45,23,30,55,40,33,52,23,33,50,52,3,63,3,52,32,33,55,25,62,25,65,25,55,62,22,30,50,33,43,25,65,40,43,30,3,45,22,30,55,25,23,33,50,52,22,33,33,52,2,30,43,45,32,25,33,25,32,33,3,25,62,40,22,11,70,33,23,33,2,72,2,45,2,30,23,25,43,62,2,33,43,40,23,33,32,1.0
33,66,67,27,53,43,83,15,11,86,36,59,56,39,85,10,12,83,70,24,26,59,36,59,56,39,85,10,70,23,12,83,46,56,23,82,61,36,75,21,8,7,26,69,64,31,49,46,78,17,8,87,26,59,49,39,64,25,49,31,26,69,63,30,49,46,77,17,8,87,56,25,56,30,49,39,56,31,78,10,36,46,71,17,56,18,26,46,49,25,65,18,36,39,65,10,71,10,64,24,36,46,12,59,12,69,12,46,70,17,26,39,36,31,12,69,49,30,26,10,56,17,26,46,12,18,36,39,64,17,36,25,64,10,26,31,56,24,12,25,12,24,36,10,12,59,49,17,8,83,36,18,36,10,77,10,56,10,26,18,12,31,70,10,36,30,49,18,36,24,2.0
36,60,62,33,47,49,80,18,23,85,38,57,50,45,82,12,26,69,65,29,33,57,38,57,50,45,82,13,65,29,26,69,40,55,31,66,55,42,70,26,11,6,33,62,58,37,43,52,73,21,8,87,33,57,43,45,58,30,43,37,33,62,58,36,43,52,73,21,8,87,50,30,50,36,43,45,50,37,74,12,38,52,65,21,50,22,33,52,43,30,58,22,38,45,59,13,66,12,58,29,38,52,26,57,26,62,26,52,65,21,33,45,38,37,26,62,43,36,33,13,50,21,33,52,26,22,38,45,58,21,38,30,58,13,33,37,50,29,26,30,26,29,38,13,26,57,43,21,8,69,38,22,38,13,73,13,50,13,33,22,26,37,65,13,38,36,43,22,38,29,2.0
36,59,62,35,44,50,86,17,19,82,38,57,47,47,88,7,22,73,65,29,34,57,38,57,47,48,87,7,65,30,22,73,41,55,32,70,54,45,73,27,6,9,34,61,56,38,42,52,75,20,11,84,34,57,43,48,57,30,43,38,34,61,57,38,43,52,75,19,11,84,47,30,47,38,43,48,47,38,76,8,38,52,65,20,47,20,34,52,43,30,57,20,38,48,57,8,65,8,57,30,38,52,22,57,22,61,22,52,65,19,34,48,38,38,22,61,43,38,34,8,47,19,34,52,22,20,38,48,57,19,38,30,57,7,34,38,47,30,22,30,22,30,38,8,22,57,43,19,11,73,38,20,38,7,75,7,47,7,34,20,22,38,65,7,38,38,43,20,38,30,1.0
31,66,60,36,43,49,86,13,18,80,34,61,46,47,89,6,19,76,64,30,26,61,34,61,47,46,88,6,64,31,19,76,40,58,23,75,51,44,73,27,4,11,26,69,54,39,42,52,77,18,13,82,26,61,43,48,55,31,43,40,26,69,55,40,41,52,77,17,13,82,47,31,47,40,43,48,47,40,78,7,34,52,64,18,47,18,26,52,43,31,55,18,34,48,55,7,64,7,55,31,34,52,19,61,19,69,19,52,64,17,26,48,34,40,19,69,43,40,26,7,47,17,26,52,19,18,34,48,55,17,34,31,55,6,26,40,47,31,19,31,19,31,34,7,19,61,43,17,13,76,34,18,34,6,77,6,47,6,26,18,19,40,64,6,34,40,43,18,34,31,2.0
36,60,63,38,47,49,82,21,24,83,38,57,49,46,85,10,26,69,65,30,33,57,38,57,49,46,84,10,65,29,26,69,42,55,31,67,53,44,69,27,8,8,33,62,55,40,44,51,71,23,10,85,33,57,44,46,55,30,44,40,33,62,55,40,44,51,71,23,10,85,49,30,49,40,44,46,49,40,72,10,38,51,65,24,49,24,33,51,44,30,55,24,38,46,55,11,66,11,55,29,38,51,26,57,26,62,26,51,65,23,33,46,38,40,26,62,44,40,33,11,49,23,33,51,26,24,38,46,55,23,38,30,55,10,33,40,49,29,26,30,26,29,38,11,26,57,44,23,10,69,38,24,38,10,71,10,49,10,33,24,26,40,65,10,38,40,44,24,38,29,2.0
33,66,61,35,45,49,87,18,20,80,36,59,48,47,89,6,22,73,63,32,27,59,36,59,48,46,88,6,63,32,22,73,40,56,25,71,56,44,70,30,5,11,27,68,58,37,43,52,73,22,13,82,27,59,43,47,58,32,43,37,27,68,58,37,42,52,73,21,13,82,48,32,48,37,43,47,48,37,74,7,36,52,63,22,48,22,27,52,43,32,58,22,36,47,58,7,63,7,58,32,36,52,22,59,22,68,22,52,63,21,27,47,36,37,22,68,43,37,27,7,48,21,27,52,22,22,36,47,58,21,36,32,58,6,27,37,48,32,22,32,22,32,36,7,22,59,43,21,13,73,36,22,36,6,73,6,48,6,27,22,22,37,63,6,36,37,43,22,36,32,2.0
36,60,62,35,47,50,82,20,23,83,38,57,49,46,85,10,25,70,64,31,33,57,38,57,49,46,84,10,64,30,25,70,41,55,31,68,56,44,70,28,8,8,33,62,58,37,43,52,72,22,10,85,33,57,43,46,58,31,43,37,33,62,58,37,43,52,72,22,10,85,49,31,49,37,43,46,49,37,73,10,38,52,64,23,49,23,33,52,43,31,58,23,38,46,58,11,65,11,58,30,38,52,25,57,25,62,25,52,64,22,33,46,38,37,25,62,43,37,33,11,49,22,33,52,25,23,38,46,58,22,38,31,58,10,33,37,49,30,25,31,25,30,38,11,25,57,43,22,10,70,38,23,38,10,72,10,49,10,33,23,25,37,64,10,38,37,43,23,38,30,2.0
35,62,63,35,48,51,86,20,23,83,37,58,51,44,89,6,25,70,65,30,31,58,37,58,51,44,88,6,65,29,25,70,40,56,29,68,56,41,70,27,4,8,31,64,58,37,42,53,72,22,10,85,31,58,42,44,58,30,42,37,31,64,58,37,42,53,72,22,10,85,51,30,51,37,42,44,51,37,73,6,37,53,65,23,51,23,31,53,42,30,58,23,37,44,58,7,66,7,58,29,37,53,25,58,25,64,25,53,65,22,31,44,37,37,25,64,42,37,31,7,51,22,31,53,25,23,37,44,58,22,37,30,58,6,31,37,51,29,25,30,25,29,37,7,25,58,42,22,10,70,37,23,37,6,72,6,51,6,31,23,25,37,65,6,37,37,42,23,37,29,2.0
36,58,63,37,47,46,81,16,20,85,38,55,49,44,83,12,23,72,66,29,33,55,39,55,49,45,83,12,66,29,23,72,44,52,30,69,52,43,73,26,10,6,33,62,55,39,45,47,76,19,8,87,33,56,47,44,55,29,47,40,33,61,55,40,46,48,76,19,8,87,50,29,49,40,46,45,50,40,76,12,39,48,66,19,50,19,33,49,47,29,55,19,40,45,55,12,66,12,55,29,38,48,23,56,23,62,23,49,66,19,34,46,40,40,23,61,46,40,34,12,49,19,33,48,23,19,39,45,55,19,40,29,55,12,34,40,49,29,23,29,23,29,40,12,23,55,46,19,8,72,40,19,39,12,76,12,49,12,34,19,23,40,66,12,39,40,47,19,39,29,1.0
26,68,58,38,37,60,93,18,19,78,28,67,40,53,94,1,21,74,62,34,25,67,28,66,41,53,94,1,61,32,21,74,30,65,23,72,52,49,71,30,0,13,25,70,55,39,32,63,74,21,15,80,25,67,33,54,55,34,33,41,24,70,53,40,32,62,74,21,15,80,42,34,41,40,32,53,42,41,74,1,28,62,62,21,42,21,25,63,33,34,55,21,28,54,55,1,62,1,54,33,28,63,21,67,21,70,21,63,61,21,25,54,28,41,21,70,32,40,25,1,41,21,25,62,21,21,28,53,54,21,28,34,54,1,25,41,41,33,21,34,21,33,28,1,21,67,32,21,15,74,28,21,28,1,74,1,41,1,25,21,21,41,61,1,28,40,33,21,28,33,1.0
31,66,62,33,43,56,86,17,18,81,33,62,46,48,88,6,19,76,65,29,27,62,33,62,46,49,88,7,65,28,19,76,35,60,25,75,55,46,73,26,5,12,27,68,58,37,36,58,75,19,13,82,27,62,37,49,58,30,37,37,27,68,57,36,37,58,75,19,13,82,46,30,46,36,37,49,46,37,76,6,33,58,65,19,46,20,27,58,37,30,58,20,33,49,59,7,66,6,58,29,33,58,19,62,19,68,19,58,65,19,27,49,33,37,19,68,37,36,27,7,46,19,27,58,19,20,33,49,58,19,33,30,58,7,27,37,46,29,19,30,19,29,33,7,19,62,37,19,13,76,33,20,33,7,75,7,46,7,27,20,19,37,65,7,33,36,37,20,33,29,2.0
31,67,61,36,42,50,90,13,13,83,34,60,46,47,92,3,14,81,64,30,24,61,34,60,46,48,91,3,65,28,14,81,39,58,20,80,51,45,73,26,2,10,23,71,55,40,40,53,77,17,11,84,24,61,42,49,55,30,42,40,23,71,53,40,41,53,77,17,11,84,46,30,46,40,42,49,46,40,78,4,34,53,65,18,46,18,24,53,42,30,55,18,34,49,55,4,65,4,55,30,34,53,14,61,14,71,14,53,65,17,24,49,34,40,14,71,42,40,24,4,46,17,24,53,14,18,34,49,55,17,34,30,55,3,24,40,46,30,14,30,14,30,34,4,14,61,42,17,11,81,34,18,34,3,77,3,46,3,24,18,14,40,65,3,34,40,42,18,34,30,1.0
30,67,61,35,43,52,89,12,12,83,33,60,46,47,91,4,14,81,66,28,26,62,32,62,47,47,90,4,65,29,14,81,37,59,24,79,52,44,78,24,3,10,24,69,55,38,39,55,80,15,11,84,26,62,40,48,56,29,40,39,26,69,56,39,39,54,80,13,11,84,47,29,47,39,40,48,47,39,81,5,33,55,66,15,47,15,26,55,40,29,56,15,33,48,56,5,66,5,56,29,33,55,14,62,14,69,14,55,66,14,26,48,33,39,14,69,40,39,26,5,47,14,26,55,14,15,33,48,56,14,33,29,56,4,26,39,47,29,14,29,14,29,33,5,14,62,40,14,11,81,33,15,33,4,80,4,47,4,26,15,14,39,66,4,33,39,40,15,33,29,1.0
34,62,64,35,45,50,81,18,22,81,36,59,47,48,84,11,24,71,66,29,31,59,36,59,47,48,83,11,66,28,24,71,41,57,29,69,54,46,72,26,9,10,31,64,57,38,43,52,74,20,12,83,31,59,43,48,57,29,43,38,31,64,57,38,43,52,74,20,12,83,47,29,47,38,43,48,47,38,75,11,36,52,66,21,47,21,31,52,43,29,57,21,36,48,57,12,67,12,57,28,36,52,24,59,24,64,24,52,66,20,31,48,36,38,24,64,43,38,31,12,47,20,31,52,24,21,36,48,57,20,36,29,57,11,31,38,47,28,24,29,24,28,36,12,24,59,43,20,12,71,36,21,36,11,74,11,47,11,31,21,24,38,66,11,36,38,43,21,36,28,1.0
33,68,62,30,52,43,83,17,15,84,37,58,55,40,85,10,16,79,66,28,24,58,37,58,55,38,85,10,65,28,16,79,44,54,21,78,58,36,73,26,8,9,24,71,60,33,48,47,76,20,10,85,24,58,48,40,62,29,48,34,24,71,60,33,47,47,75,19,10,85,56,30,55,33,48,39,55,34,76,10,37,47,66,20,56,20,24,47,48,30,62,20,37,40,62,10,66,10,61,29,37,47,16,58,16,71,16,47,65,19,24,40,37,34,16,71,48,33,24,10,55,19,24,47,16,20,37,39,61,19,37,30,61,10,24,34,55,29,16,30,16,29,37,10,16,58,48,19,10,79,37,20,37,10,75,10,55,10,24,20,16,34,65,10,37,33,48,20,37,29,1.0
28,66,62,33,45,50,87,12,12,84,31,63,49,45,89,7,13,82,67,27,26,64,31,63,47,46,88,6,67,28,13,82,37,61,23,81,54,42,77,23,5,9,25,69,57,37,40,54,80,15,10,85,26,64,41,46,58,28,41,37,25,69,58,35,41,54,80,15,10,85,49,28,49,37,41,46,49,37,80,7,31,54,67,15,49,15,26,54,41,28,58,15,31,46,58,7,67,7,58,28,31,54,13,64,13,69,13,54,67,15,26,46,31,37,13,69,41,37,26,7,49,15,26,54,13,15,31,46,58,15,31,28,58,6,26,37,49,28,13,28,13,28,31,7,13,64,41,15,10,82,31,15,31,6,80,6,49,6,26,15,13,37,67,6,31,37,41,15,31,28,1.0
32,68,63,33,48,50,87,17,15,84,34,61,51,43,88,7,16,79,66,29,23,60,33,60,51,43,88,7,66,29,16,78,38,58,20,77,56,40,72,26,6,9,24,71,59,35,41,53,75,20,10,85,24,61,42,43,59,29,42,36,23,71,59,36,41,52,75,20,10,85,52,29,51,36,41,43,52,36,75,7,34,53,66,20,52,20,24,54,42,29,59,20,35,44,59,7,66,7,59,29,34,54,17,61,17,72,17,54,66,20,24,44,35,36,16,71,41,36,24,7,51,20,23,53,17,20,34,43,59,20,35,29,59,7,24,36,51,29,17,29,16,29,35,7,16,60,41,20,10,79,35,20,34,7,75,7,51,7,24,20,17,36,66,7,34,36,42,20,34,29,2.0
37,69,62,31,51,44,83,17,14,85,40,55,54,41,85,10,15,80,66,29,23,55,40,55,54,40,85,10,65,28,15,80,45,52,20,79,57,37,73,26,8,8,23,72,60,34,48,47,76,20,9,86,23,55,48,41,61,29,48,35,23,72,59,34,48,47,75,19,9,86,55,30,54,34,48,40,54,35,76,10,40,47,66,20,55,20,23,47,48,30,61,20,40,41,61,10,66,10,60,29,40,47,15,55,15,72,15,47,65,19,23,41,40,35,15,72,48,34,23,10,54,19,23,47,15,20,40,40,60,19,40,30,60,10,23,35,54,29,15,30,15,29,40,10,15,55,48,19,9,80,40,20,40,10,75,10,54,10,23,20,15,35,65,10,40,34,48,20,40,29,1.0
38,63,66,30,51,44,80,17,17,86,41,54,54,41,83,12,20,75,68,27,29,54,41,54,54,40,82,12,68,27,20,75,45,51,26,72,59,38,73,25,10,5,29,66,62,33,48,47,75,20,7,88,29,54,48,41,62,27,48,33,29,66,62,33,47,47,75,19,7,88,54,27,54,33,48,41,54,33,76,13,41,47,68,20,54,20,29,47,48,27,62,20,41,41,62,13,68,13,62,27,41,47,20,54,20,66,20,47,68,19,29,41,41,33,20,66,48,33,29,13,54,19,29,47,20,20,41,41,62,19,41,27,62,12,29,33,54,27,20,27,20,27,41,13,20,54,48,19,7,75,41,20,41,12,75,12,54,12,29,20,20,33,68,12,41,33,48,20,41,27,1.0
31,68,68,30,51,49,85,16,16,85,34,61,54,40,86,9,17,78,70,25,25,61,34,61,53,40,86,9,70,24,17,78,37,58,23,77,58,37,74,22,8,8,25,70,62,33,41,54,77,18,9,86,25,61,41,41,62,25,42,34,25,70,61,32,41,53,76,18,9,86,55,25,54,33,41,40,55,33,77,9,34,53,71,19,55,19,25,54,42,25,62,19,34,41,62,9,71,9,61,24,34,54,17,61,17,70,17,54,70,18,25,41,34,34,17,70,41,33,25,9,54,18,25,53,17,19,34,40,61,18,34,25,61,9,25,34,54,24,17,25,17,24,34,9,17,61,41,18,9,78,34,19,34,9,76,9,54,9,25,19,17,34,70,9,34,33,42,19,34,24,1.0
33,69,65,31,48,48,84,19,15,82,35,58,52,43,86,9,16,79,68,27,23,58,36,57,51,43,86,9,68,27,16,79,40,55,21,78,58,40,72,24,7,11,23,72,61,34,43,50,74,21,12,83,24,59,44,43,61,27,44,34,22,71,61,34,43,51,74,21,12,83,52,27,51,34,43,43,52,34,74,9,36,51,68,21,52,21,24,52,44,27,61,21,37,44,61,9,68,9,61,27,36,52,16,59,16,72,16,52,68,21,24,44,37,34,16,71,43,34,24,9,51,21,23,51,16,21,36,43,61,21,37,27,61,9,24,34,51,27,16,27,16,27,37,9,16,58,43,21,12,79,37,21,36,9,74,9,51,9,24,21,16,34,68,9,36,34,44,21,36,27,1.0
36,61,64,32,47,51,86,14,18,86,38,57,50,45,87,8,21,74,68,26,32,57,38,57,50,44,87,8,68,26,21,74,40,55,30,71,56,42,74,22,7,7,32,63,59,36,42,53,78,17,8,87,32,57,42,45,59,27,42,36,32,63,59,35,41,53,77,17,8,87,50,27,50,35,42,45,50,36,78,8,38,53,69,17,50,18,32,53,42,27,60,18,38,45,60,8,69,8,59,26,38,53,21,57,21,63,21,53,68,17,32,45,38,36,21,63,42,35,32,8,50,17,32,53,21,18,38,45,59,17,38,27,59,8,32,36,50,26,21,27,21,26,38,8,21,57,42,17,8,74,38,18,38,8,77,8,50,8,32,18,21,36,68,8,38,35,42,18,38,26,2.0
34,62,65,31,48,47,82,17,20,85,36,59,51,44,84,12,23,72,67,28,31,59,36,59,51,44,83,11,67,27,23,72,42,57,29,69,58,41,73,25,10,8,31,64,61,34,45,50,76,19,9,86,31,59,45,44,61,28,45,34,31,64,61,34,45,50,75,19,9,86,51,28,51,34,45,44,51,34,76,12,36,50,68,20,51,20,31,50,45,28,61,20,36,44,61,12,68,12,61,27,36,50,23,59,23,64,23,50,67,19,31,44,36,34,23,64,45,34,31,12,51,19,31,50,23,20,36,44,61,19,36,28,61,11,31,34,51,27,23,28,23,27,36,12,23,59,45,19,9,72,36,20,36,11,75,11,51,11,31,20,23,34,67,11,36,34,45,20,36,27,1.0
35,63,64,34,46,51,87,19,21,87,37,58,49,46,90,5,23,72,66,29,30,58,37,58,49,46,89,5,66,28,23,72,40,56,28,70,55,43,71,26,3,6,30,65,58,37,42,53,73,21,7,88,30,58,42,46,58,29,42,37,30,65,58,37,42,53,73,21,7,88,49,29,49,37,42,46,49,37,74,5,37,53,66,22,49,22,30,53,42,29,58,22,37,46,58,6,67,6,58,28,37,53,23,58,23,65,23,53,66,21,30,46,37,37,23,65,42,37,30,6,49,21,30,53,23,22,37,46,58,21,37,29,58,5,30,37,49,28,23,29,23,28,37,6,23,58,42,21,7,72,37,22,37,5,73,5,49,5,30,22,23,37,66,5,37,37,42,22,37,28,1.0
29,68,66,27,46,50,82,18,15,83,31,64,51,44,84,11,16,79,69,25,25,63,31,63,50,44,84,11,68,26,16,79,38,61,23,78,61,40,73,24,9,10,25,70,63,31,41,53,75,20,11,84,25,64,42,44,65,27,42,31,25,70,64,30,41,53,75,20,11,84,51,27,50,30,41,44,51,31,75,11,31,53,69,20,51,20,25,54,42,27,65,20,32,45,65,11,69,11,64,26,31,54,16,64,16,70,16,54,68,20,25,45,32,31,16,70,41,30,25,11,50,20,25,53,16,20,31,44,64,20,32,27,64,11,25,31,50,26,16,27,16,26,32,11,16,63,41,20,11,79,32,20,31,11,75,11,50,11,25,20,16,31,68,11,31,30,42,20,31,26,2.0
36,59,64,31,49,51,84,17,18,87,38,57,52,43,86,9,21,74,67,27,34,57,38,57,52,43,86,9,67,27,21,74,40,55,32,71,57,40,73,24,7,6,34,61,60,35,42,53,76,19,7,88,34,57,42,43,60,28,42,35,34,61,60,34,42,53,75,19,7,88,52,28,52,34,42,43,52,35,76,9,38,53,68,19,52,20,34,53,42,28,61,20,38,43,61,9,68,9,60,27,38,53,21,57,21,61,21,53,67,19,34,43,38,35,21,61,42,34,34,9,52,19,34,53,21,20,38,43,60,19,38,28,60,9,34,35,52,27,21,28,21,27,38,9,21,57,42,19,7,74,38,20,38,9,75,9,52,9,34,20,21,35,67,9,38,34,42,20,38,27,1.0
38,59,61,35,49,47,80,22,24,87,40,55,51,44,83,12,26,69,63,32,34,55,40,55,51,44,82,12,63,31,26,69,44,53,32,67,56,42,68,29,10,4,34,61,58,37,46,49,70,24,6,89,34,55,46,44,58,32,46,37,34,61,58,37,46,49,70,24,6,89,51,32,51,37,46,44,51,37,71,12,40,49,63,25,51,25,34,49,46,32,58,25,40,44,58,13,64,13,58,31,40,49,26,55,26,61,26,49,63,24,34,44,40,37,26,61,46,37,34,13,51,24,34,49,26,25,40,44,58,24,40,32,58,12,34,37,51,31,26,32,26,31,40,13,26,55,46,24,6,69,40,25,40,12,70,12,51,12,34,25,26,37,63,12,40,37,46,25,40,31,2.0
36,58,60,37,47,48,82,17,20,85,38,55,50,45,84,11,23,72,63,32,33,55,39,55,49,45,84,11,63,32,23,72,42,52,30,69,52,43,74,29,9,6,33,62,55,40,44,49,76,19,8,87,33,56,45,45,55,32,45,40,33,61,55,40,44,50,76,19,8,87,50,32,49,40,44,45,50,40,76,11,39,50,63,19,50,19,34,51,45,32,55,19,40,46,55,11,63,11,55,32,39,50,23,56,23,62,23,51,63,19,34,46,40,40,23,61,44,40,34,11,49,19,33,50,23,19,39,45,55,19,40,32,55,11,34,40,49,32,23,32,23,32,40,11,23,55,44,19,8,72,40,19,39,11,76,11,49,11,34,19,23,40,63,11,39,40,45,19,39,32,1.0
35,61,63,34,47,51,81,21,23,83,37,58,50,45,84,11,25,70,65,30,32,58,37,58,50,45,83,11,65,29,25,70,40,56,30,68,57,42,69,27,9,8,32,63,59,36,42,53,71,23,10,85,32,58,42,45,59,30,42,36,32,63,59,36,42,53,71,23,10,85,50,30,50,36,42,45,50,36,72,11,37,53,65,24,50,24,32,53,42,30,59,24,37,45,59,12,66,12,59,29,37,53,25,58,25,63,25,53,65,23,32,45,37,36,25,63,42,36,32,12,50,23,32,53,25,24,37,45,59,23,37,30,59,11,32,36,50,29,25,30,25,29,37,12,25,58,42,23,10,70,37,24,37,11,71,11,50,11,32,24,25,36,65,11,37,36,42,24,37,29,2.0
32,67,57,39,43,51,89,15,19,80,34,60,46,49,91,4,21,74,60,35,26,60,35,60,46,48,90,4,60,34,21,74,38,57,24,72,50,46,75,31,3,11,26,69,53,42,41,53,77,17,13,82,26,60,41,49,53,35,41,42,26,69,53,42,40,54,77,17,13,82,46,35,46,42,41,49,46,42,78,4,35,54,60,18,46,18,26,54,41,35,53,18,35,49,53,5,61,5,53,34,35,54,21,60,21,69,21,54,60,17,26,49,35,42,21,69,41,42,26,5,46,17,26,54,21,18,35,49,53,17,35,35,53,4,26,42,46,34,21,35,21,34,35,5,21,60,41,17,13,74,35,18,35,4,77,4,46,4,26,18,21,42,60,4,35,42,41,18,35,34,2.0
34,61,64,33,47,49,83,19,19,81,37,58,50,45,87,9,22,73,67,28,31,58,37,57,50,45,86,8,67,28,22,73,40,55,28,70,56,42,70,25,5,8,31,64,59,36,43,52,73,22,11,84,31,58,43,45,59,28,43,36,30,64,59,36,43,52,73,22,11,84,50,28,50,36,43,45,50,36,73,9,37,52,67,22,50,22,31,52,43,28,59,22,37,45,59,9,67,9,59,28,37,52,22,58,22,64,22,52,67,22,31,45,37,36,22,64,43,36,31,9,50,22,31,52,22,22,37,45,59,22,37,28,59,8,31,36,50,28,22,28,22,28,37,9,22,58,43,22,11,73,37,22,37,8,73,8,50,8,31,22,22,36,67,8,37,36,43,22,37,28,2.0
