@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
17,76,15,16,76,55,53,36,57,36,55,59,33,59,33,38,55,34,75,16,77,16,77,36,54,75,18,16,75,18,57,34,76,17,76,17,57,35,59,17,37,18,74,31,38,53,37,35,37,18,36,35,17,56,59,18,55,35,17,75,16,56,17,35,59,31,34,56,17,35,37,33,76,16,38,35,74,18,15,77,59,18,57,18,5
13,79,9,13,79,71,42,46,46,45,46,72,19,73,20,48,44,44,77,11,81,11,81,46,44,77,15,14,77,16,72,19,78,15,78,15,72,21,73,15,47,16,76,19,47,42,47,20,48,16,46,21,13,46,73,15,71,20,13,77,11,46,13,20,73,19,44,46,13,21,47,20,78,14,48,21,76,16,9,81,73,16,72,15,5
8,84,6,9,85,71,22,68,23,69,25,72,22,71,21,69,22,67,83,7,85,7,86,70,23,73,21,20,72,20,72,22,74,21,72,20,71,21,73,21,71,22,72,21,70,22,71,23,71,22,69,23,9,25,73,22,71,22,8,83,7,25,9,23,72,21,68,24,9,23,71,22,73,20,69,21,72,21,6,86,71,20,72,22,6
10,82,6,10,82,73,27,58,32,58,33,74,20,73,19,61,29,55,80,8,84,8,84,61,30,75,19,18,74,18,74,20,76,19,74,18,73,19,75,19,62,20,74,19,61,27,62,21,62,20,58,21,10,33,75,20,73,20,10,80,8,33,10,21,74,19,56,33,10,21,62,20,75,18,61,19,74,19,6,84,73,18,74,20,6
14,79,12,13,79,58,44,39,51,39,50,61,30,62,30,43,47,37,78,13,80,13,80,42,47,70,22,21,70,23,60,31,71,22,71,22,60,32,62,22,43,23,69,28,43,46,43,32,43,23,39,32,14,51,62,23,58,32,14,78,13,51,14,32,62,28,38,51,14,32,43,30,71,21,43,32,69,23,12,80,62,23,60,23,7
9,84,7,9,84,72,36,50,40,51,42,73,19,74,19,52,38,48,83,8,85,8,85,53,39,78,14,13,78,15,73,19,79,14,79,14,73,20,74,14,54,15,77,18,53,36,54,20,54,15,51,20,9,42,74,15,72,20,9,83,8,42,9,20,74,18,48,41,9,20,54,19,79,13,52,20,77,15,7,85,74,15,73,15,2
9,84,7,8,84,67,43,48,45,48,44,70,21,71,21,49,44,47,83,8,85,8,85,48,44,79,13,12,79,14,69,22,80,13,80,13,69,23,71,13,49,14,78,19,49,43,49,23,49,14,48,23,9,45,71,14,67,23,9,83,8,45,9,23,71,19,47,45,9,23,49,21,80,12,49,23,78,14,7,85,71,14,69,14,3
13,80,11,12,80,56,44,47,46,47,45,59,32,60,32,48,45,46,79,12,81,12,81,47,45,73,19,18,73,20,58,33,74,19,74,19,58,34,60,19,48,20,72,30,48,44,48,34,48,20,47,34,13,46,60,20,56,34,13,79,12,46,13,34,60,30,46,46,13,34,48,32,74,18,48,34,72,20,11,81,60,20,58,20,4
17,75,13,16,75,59,40,51,42,51,41,62,31,61,30,52,41,50,73,15,77,15,77,51,41,78,14,13,78,15,61,32,79,14,79,14,60,31,63,14,52,15,77,29,52,40,52,33,52,15,51,33,17,42,63,15,59,32,17,73,15,42,17,33,62,29,50,42,17,33,52,31,79,13,52,31,77,15,13,77,61,15,61,15,4
7,86,5,6,86,70,32,53,38,53,37,71,21,72,21,56,35,50,85,6,87,6,87,55,35,77,15,14,77,16,71,21,78,15,78,15,71,22,72,15,56,16,76,20,56,32,56,22,56,16,53,22,7,38,72,16,70,22,7,85,6,38,7,22,72,20,50,38,7,22,56,21,78,14,56,22,76,16,5,87,72,16,71,16,4
9,83,5,9,83,73,33,56,35,57,37,74,18,75,18,57,34,55,81,7,85,7,85,58,35,78,14,13,78,15,74,18,79,14,79,14,74,19,75,14,59,15,77,17,58,33,59,19,59,15,57,19,9,37,75,15,73,19,9,81,7,37,9,19,75,17,55,36,9,19,59,18,79,13,57,19,77,15,5,85,75,15,74,15,3
9,84,7,8,84,66,28,63,30,63,29,67,25,68,25,64,29,62,83,8,85,8,85,63,29,72,20,19,72,21,67,25,73,20,73,20,67,26,68,20,64,21,71,24,64,28,64,26,64,21,63,26,9,30,68,21,66,26,9,83,8,30,9,26,68,24,62,30,9,26,64,25,73,19,64,26,71,21,7,85,68,21,67,21,6
16,76,12,15,76,68,42,45,46,46,46,69,23,70,23,47,44,43,74,14,78,14,78,47,44,76,16,15,76,17,69,23,77,16,77,16,69,24,70,16,48,17,75,22,48,42,48,24,48,17,46,24,16,47,70,17,68,24,16,74,14,47,16,24,70,22,43,46,16,24,48,23,77,15,47,24,75,17,12,78,70,17,69,17,7
9,84,7,8,84,71,27,63,29,64,29,71,20,73,20,64,28,62,83,8,85,8,85,64,28,77,14,14,77,16,71,20,78,14,78,15,72,21,73,15,65,16,76,19,65,27,64,21,65,15,64,21,9,30,72,15,71,21,9,83,8,30,9,21,72,19,62,29,9,21,64,20,78,14,64,21,76,15,7,85,73,16,72,15,5
20,72,16,20,72,64,40,46,45,46,45,66,27,66,27,49,42,43,70,18,74,18,74,48,42,69,24,22,69,24,65,27,70,23,70,23,65,28,66,23,49,24,68,26,49,40,49,28,49,24,46,28,20,45,66,24,64,28,20,70,18,45,20,28,66,26,44,45,20,28,49,27,70,22,49,28,68,24,16,74,66,24,65,24,2
15,77,11,14,77,57,42,49,44,49,43,59,31,61,31,50,43,48,75,13,79,13,79,49,43,79,12,12,79,14,58,32,80,12,80,13,59,33,61,13,50,14,78,29,50,42,49,33,50,13,49,33,15,44,60,13,57,33,15,75,13,44,15,33,60,29,48,44,15,33,49,31,80,12,50,33,78,13,11,79,61,14,59,13,5
19,73,15,19,73,60,45,46,47,46,47,62,30,62,29,47,46,45,71,17,75,17,75,46,46,78,13,13,78,15,61,31,79,13,79,14,61,30,64,14,47,15,77,28,47,45,46,32,47,14,46,32,19,47,63,14,60,31,19,71,17,47,19,32,62,28,45,47,19,32,46,30,79,13,47,30,77,14,15,75,62,15,62,14,4
20,73,18,19,73,56,55,33,59,33,58,59,32,60,32,35,57,31,72,19,74,19,74,34,57,68,24,23,68,25,58,33,69,24,69,24,58,34,60,24,35,25,67,30,35,55,35,34,35,25,33,34,20,59,60,25,56,34,20,72,19,59,20,34,60,30,31,59,20,34,35,32,69,23,35,34,67,25,18,74,60,25,58,25,4
20,72,16,20,72,69,48,41,50,42,52,70,22,71,22,42,49,40,70,18,74,18,74,43,50,77,15,14,77,16,70,22,78,15,78,15,70,23,71,15,44,16,76,21,43,48,44,23,44,16,42,23,20,52,71,16,69,23,20,70,18,52,20,23,71,21,40,51,20,23,44,22,78,14,42,23,76,16,16,74,71,16,70,16,5
22,71,20,22,71,52,57,31,61,31,61,56,35,56,35,33,59,29,70,21,72,21,72,32,59,70,22,21,70,23,55,37,71,22,71,22,54,37,57,22,33,23,69,33,33,57,33,38,33,23,31,38,22,61,57,23,52,37,22,70,21,61,22,38,57,33,29,61,22,38,33,35,71,21,33,37,69,23,20,72,56,23,55,23,5
14,79,12,13,79,61,42,50,42,51,43,64,29,63,28,50,42,50,78,13,80,13,80,51,43,71,21,20,71,22,63,30,72,21,72,21,62,29,65,21,52,22,70,27,51,42,52,31,52,22,51,31,14,44,65,22,61,30,14,78,13,44,14,31,64,27,50,43,14,31,52,29,72,20,50,29,70,22,12,80,63,22,63,22,6
11,81,7,11,81,72,36,50,40,51,42,73,19,74,19,52,38,48,79,9,83,9,83,53,39,76,16,15,76,17,73,19,77,16,77,16,73,20,74,16,54,17,75,18,53,36,54,20,54,17,51,20,11,42,74,17,72,20,11,79,9,42,11,20,74,18,48,41,11,20,54,19,77,15,52,20,75,17,7,83,74,17,73,17,3
22,70,18,21,70,65,47,41,51,41,50,66,26,67,26,43,49,39,68,20,72,20,72,43,49,70,22,21,70,23,66,27,71,22,71,22,66,27,67,22,43,23,69,25,43,47,43,27,43,23,41,27,22,51,67,23,65,27,22,68,20,51,22,27,67,25,39,51,22,27,43,26,71,21,43,27,69,23,18,72,67,23,66,23,2
9,84,7,8,84,65,41,50,43,50,42,67,23,69,23,51,42,49,83,8,85,8,85,50,42,79,12,12,79,14,66,24,80,12,80,13,67,25,69,13,51,14,78,21,51,41,50,25,51,13,50,25,9,43,68,13,65,25,9,83,8,43,9,25,68,21,49,43,9,25,50,23,80,12,51,25,78,13,7,85,69,14,67,13,5
10,83,8,9,83,67,32,57,36,57,34,68,24,69,24,59,34,55,82,9,84,9,84,57,33,73,19,18,73,20,68,24,74,19,74,19,68,25,69,19,58,20,72,23,59,32,58,25,58,20,57,25,10,35,69,20,67,25,10,82,9,35,10,25,69,23,55,35,10,25,58,24,74,18,59,25,72,20,8,84,69,20,68,20,7
20,73,18,19,73,66,55,33,59,33,58,67,25,68,25,35,57,31,72,19,74,19,74,34,57,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,35,22,70,24,35,55,35,26,35,22,33,26,20,59,68,22,66,26,20,72,19,59,20,26,68,24,31,59,20,26,35,25,72,20,35,26,70,22,18,74,68,22,67,22,5
20,72,14,19,71,63,37,51,41,51,41,65,28,65,28,53,39,49,69,17,75,17,74,52,39,70,23,21,70,23,64,28,71,22,71,22,64,29,65,22,53,23,69,27,53,37,53,29,53,23,51,29,19,41,65,23,63,29,20,69,17,41,19,29,65,27,49,41,19,29,53,28,71,21,53,29,69,23,14,74,65,23,64,23,1
11,82,9,10,82,63,44,47,46,47,45,66,25,67,25,48,45,46,81,10,83,10,83,47,45,75,17,16,75,18,65,26,76,17,76,17,65,27,67,17,48,18,74,23,48,44,48,27,48,18,47,27,11,46,67,18,63,27,11,81,10,46,11,27,67,23,46,46,11,27,48,25,76,16,48,27,74,18,9,83,67,18,65,18,6
21,71,17,21,71,61,44,47,46,46,46,64,28,63,28,48,45,46,69,19,73,19,73,46,45,78,14,13,78,15,63,29,79,14,79,14,62,29,65,14,47,15,77,27,47,44,47,30,48,15,47,31,21,46,65,14,61,29,21,69,19,46,21,30,64,27,46,46,21,31,47,29,79,13,48,29,77,15,17,73,63,15,63,14,4
21,72,15,19,71,63,35,53,39,53,39,65,28,65,28,55,37,51,69,18,75,17,73,54,37,69,24,22,69,24,64,28,70,23,70,23,64,29,65,23,55,24,68,27,55,35,55,29,55,24,53,29,19,39,65,24,63,29,20,69,17,39,19,29,65,27,51,39,19,29,55,28,70,22,55,29,68,24,15,74,65,24,64,24,1
15,78,13,14,78,58,56,32,60,31,59,61,29,62,30,34,58,30,77,14,79,14,79,32,58,71,21,20,71,22,60,30,72,21,72,21,60,32,62,21,33,22,70,28,33,56,33,31,34,22,32,31,14,60,62,21,58,31,15,77,14,60,15,31,62,28,30,60,15,32,33,30,72,20,34,32,70,22,13,79,62,22,60,21,3
7,86,5,6,86,70,35,53,39,53,38,71,21,72,21,55,37,51,85,6,87,6,87,54,37,78,14,13,78,15,71,21,79,14,79,14,71,22,72,14,55,15,77,20,55,35,55,22,55,15,53,22,7,39,72,15,70,22,7,85,6,39,7,22,72,20,51,39,7,22,55,21,79,13,55,22,77,15,5,87,72,15,71,15,5
19,74,17,18,74,53,53,35,57,35,56,56,35,57,35,37,55,33,73,18,75,18,75,36,55,69,23,22,69,24,55,36,70,23,70,23,55,37,57,23,37,24,68,33,37,53,37,37,37,24,35,37,19,57,57,24,53,37,19,73,18,57,19,37,57,33,33,57,19,37,37,35,70,22,37,37,68,24,17,75,57,24,55,24,4
9,84,7,8,84,71,27,63,29,64,29,71,20,73,20,64,28,62,83,8,85,8,85,64,28,77,14,14,77,16,71,20,78,14,78,15,72,21,73,15,65,16,76,19,65,27,64,21,65,15,64,21,9,30,72,15,71,21,9,83,8,30,9,21,72,19,62,29,9,21,64,20,78,14,64,21,76,15,7,85,73,16,72,15,5
21,71,17,20,71,63,45,46,47,46,46,66,25,67,25,47,46,45,69,19,73,19,73,46,46,75,17,16,75,18,65,26,76,17,76,17,65,27,67,17,47,18,74,24,47,45,47,27,47,18,46,27,21,47,67,18,64,27,21,69,19,47,21,27,67,24,45,47,21,27,47,25,76,16,47,27,74,18,17,73,67,18,65,18,6
13,80,11,12,80,55,41,48,45,48,43,58,33,59,33,50,43,46,79,12,81,12,81,48,42,68,24,23,68,25,57,34,69,24,69,24,57,35,59,24,49,25,67,31,50,41,49,35,49,25,48,35,13,44,59,25,55,35,13,79,12,44,13,35,59,31,46,44,13,35,49,33,69,23,50,35,67,25,11,81,59,25,57,25,1
11,82,9,10,82,69,49,39,53,39,52,70,21,71,21,41,51,37,81,10,83,10,83,40,51,76,15,15,76,17,70,22,77,15,77,16,70,22,72,16,41,17,75,20,41,49,40,23,41,16,39,23,11,53,71,16,69,22,11,81,10,53,11,23,71,20,37,53,11,23,40,21,77,15,41,22,75,16,9,83,71,17,71,16,5
15,77,11,15,77,66,53,35,57,34,57,69,21,70,22,37,55,33,75,13,79,13,79,35,55,77,15,14,77,16,68,22,78,15,78,15,68,24,70,15,36,16,76,21,36,53,36,23,37,16,35,24,15,57,70,15,67,23,15,75,13,57,15,23,70,21,33,57,15,24,36,22,78,14,37,24,76,16,11,79,70,16,68,15,5
15,78,13,14,78,60,47,44,49,44,48,63,28,64,27,45,48,43,77,14,79,14,79,44,48,72,19,19,72,21,61,29,73,19,73,20,62,29,65,20,45,21,71,25,45,47,44,30,45,20,44,30,15,49,64,20,60,30,15,77,14,49,15,30,63,25,43,49,15,30,44,28,73,19,45,29,71,20,13,79,64,21,62,20,4
5,88,3,5,88,68,39,50,41,50,43,70,21,70,22,51,40,49,87,4,89,4,89,51,41,77,15,14,77,16,70,22,78,15,78,15,69,23,71,15,52,16,76,21,51,39,52,23,53,16,51,24,5,43,71,15,68,22,5,87,4,43,5,23,71,21,49,42,5,24,52,22,78,14,51,23,76,16,3,89,70,16,70,15,3
9,84,7,9,84,61,44,48,44,48,46,64,26,65,27,48,44,48,83,8,85,8,85,48,45,79,13,12,79,14,63,27,80,13,80,13,63,29,65,13,49,14,78,25,48,44,49,28,50,14,49,29,9,46,65,13,61,28,9,83,8,46,9,28,65,25,48,45,9,29,49,27,80,12,48,29,78,14,7,85,65,14,63,13,5
18,74,14,18,74,69,47,41,51,40,51,70,21,71,22,43,49,39,72,16,76,16,76,41,49,76,16,15,76,17,70,21,77,16,77,16,70,23,71,16,42,17,75,21,42,47,42,22,43,17,41,23,18,51,71,16,69,22,18,72,16,51,18,22,71,21,39,51,18,23,42,22,77,15,43,23,75,17,14,76,71,17,70,16,5
20,71,14,20,71,66,49,41,53,40,51,68,25,68,25,43,51,39,68,17,74,17,74,40,50,71,22,20,71,22,67,25,72,21,72,21,67,26,68,21,41,22,70,24,42,49,41,26,41,22,40,26,20,51,68,22,66,26,20,68,17,51,20,26,68,24,39,52,20,26,41,25,72,20,43,26,70,22,14,74,68,22,67,22,3
23,69,19,23,69,64,46,40,52,39,51,66,27,66,27,43,49,37,67,21,71,21,71,41,49,70,23,21,70,23,65,27,71,22,71,22,65,28,66,22,42,23,69,26,42,46,42,28,42,23,39,28,23,51,66,23,64,28,23,67,21,51,23,28,66,26,37,52,23,28,42,27,71,21,43,28,69,23,19,71,66,23,65,23,7
16,77,14,16,77,65,43,45,47,45,47,68,25,67,25,47,45,43,76,15,78,15,78,46,45,72,21,19,72,21,67,26,73,20,73,20,66,26,68,20,47,21,71,24,47,43,47,27,47,21,45,27,16,47,68,21,65,26,16,76,15,47,16,27,68,24,43,47,16,27,47,25,73,19,47,26,71,21,14,78,67,21,67,21,3
13,80,11,12,80,65,42,46,46,46,45,66,26,67,26,48,44,44,79,12,81,12,81,47,44,75,17,16,75,18,66,26,76,17,76,17,66,27,67,17,48,18,74,25,48,42,48,27,48,18,46,27,13,46,67,18,65,27,13,79,12,46,13,27,67,25,44,46,13,27,48,26,76,16,48,27,74,18,11,81,67,18,66,18,5
15,77,11,15,77,68,41,47,45,47,45,68,23,70,23,49,43,45,75,13,79,13,79,48,43,76,15,15,76,17,68,23,77,15,77,16,69,24,70,16,49,17,75,22,49,41,48,24,49,16,47,24,15,45,69,16,68,24,15,75,13,45,15,24,69,22,45,45,15,24,48,23,77,15,49,24,75,16,11,79,70,17,69,16,7
20,72,16,20,72,60,41,50,43,49,43,63,29,62,29,51,42,49,70,18,74,18,74,49,42,78,14,13,78,15,62,30,79,14,79,14,61,30,64,14,50,15,77,28,50,41,50,31,51,15,50,32,20,43,64,14,60,30,20,70,18,43,20,31,63,28,49,43,20,32,50,30,79,13,51,30,77,15,16,74,62,15,62,14,6
12,81,10,11,81,59,43,48,45,48,44,61,29,63,29,49,44,47,80,11,82,11,82,48,44,79,12,12,79,14,60,30,80,12,80,13,61,31,63,13,49,14,78,27,49,43,48,31,49,13,48,31,12,45,62,13,59,31,12,80,11,45,12,31,62,27,47,45,12,31,48,29,80,12,49,31,78,13,10,82,63,14,61,13,1
16,76,12,15,76,66,46,42,50,42,49,68,24,68,24,44,48,40,74,14,78,14,78,43,48,72,20,19,72,21,68,25,73,20,73,20,67,25,69,20,44,21,71,23,44,46,44,26,44,21,42,26,16,50,69,21,66,25,16,74,14,50,16,26,69,23,40,50,16,26,44,24,73,19,44,25,71,21,12,78,68,21,68,21,6
6,87,4,5,87,72,29,57,33,58,34,73,19,74,19,59,31,55,86,5,88,5,88,60,32,78,14,13,78,15,73,19,79,14,79,14,73,20,74,14,61,15,77,18,60,29,61,20,61,15,58,20,6,35,74,15,72,20,6,86,5,35,6,20,74,18,55,34,6,20,61,19,79,13,59,20,77,15,4,88,74,15,73,15,3
11,82,9,9,82,64,43,48,45,48,43,67,24,67,24,49,44,47,81,10,83,9,83,48,43,80,12,11,80,13,66,26,81,12,81,12,65,26,68,12,49,13,79,22,49,43,49,26,49,13,48,26,10,44,68,13,64,26,10,81,10,45,11,27,68,23,47,44,10,27,49,24,81,11,49,26,79,13,9,83,67,13,66,13,3
21,72,19,21,72,65,44,42,48,43,50,67,25,67,25,44,46,40,71,20,73,20,73,45,47,70,22,21,70,23,67,26,71,22,71,22,66,26,68,22,46,23,69,24,45,44,46,27,46,23,43,27,21,50,68,23,65,26,21,71,20,50,21,27,68,24,40,49,21,27,46,25,71,21,44,26,69,23,19,73,67,23,67,23,6
15,77,11,15,77,69,35,53,39,53,39,71,24,69,23,55,37,51,75,13,79,13,79,54,37,72,23,21,71,21,70,24,73,22,71,21,69,23,71,22,55,23,71,23,55,35,55,25,55,23,53,25,15,39,71,23,69,24,15,75,13,39,15,25,70,23,51,39,15,25,55,24,72,21,55,23,71,22,11,79,69,21,70,23,5
22,71,20,22,71,53,52,36,56,36,56,57,35,57,35,38,54,34,70,21,72,21,72,38,54,71,22,20,71,22,55,37,72,21,72,21,55,37,57,21,38,22,70,33,38,52,38,37,38,22,36,37,22,56,57,22,53,37,22,70,21,56,22,37,57,33,34,56,22,37,38,35,72,20,38,37,70,22,20,72,57,22,55,22,3
15,78,13,14,78,57,45,46,47,46,46,61,31,61,30,47,46,45,77,14,79,14,79,46,46,72,20,19,72,21,59,32,73,20,73,20,59,32,62,20,47,21,71,28,47,45,47,33,47,21,46,33,15,47,62,21,57,33,15,77,14,47,15,33,61,28,45,47,15,33,47,31,73,19,47,32,71,21,13,79,61,21,59,21,1
17,76,15,16,76,60,50,38,54,38,53,63,28,64,28,40,52,36,75,16,77,16,77,39,52,69,23,22,69,24,62,29,70,23,70,23,62,30,64,23,40,24,68,26,40,50,40,30,40,24,38,30,17,54,64,24,60,30,17,75,16,54,17,30,64,26,36,54,17,30,40,28,70,22,40,30,68,24,15,77,64,24,62,24,7
17,74,12,17,74,64,40,48,44,48,44,66,27,66,27,50,42,46,71,14,77,14,77,50,42,69,24,22,69,24,65,28,70,23,70,23,65,28,66,23,50,24,68,26,50,40,50,28,50,24,48,28,17,44,66,24,64,28,17,72,14,44,17,28,66,26,46,44,17,28,50,27,70,22,50,28,68,24,12,77,66,24,65,24,2
14,79,12,14,79,64,38,49,42,50,43,66,27,66,27,51,40,47,78,13,80,13,80,51,40,72,21,19,72,21,65,27,73,20,73,20,65,28,66,20,52,21,71,26,52,38,52,28,52,21,50,28,14,43,66,21,64,28,14,78,13,43,14,28,66,26,47,42,14,28,52,27,73,19,51,28,71,21,12,80,66,21,65,21,1
26,65,22,26,65,44,51,37,55,37,54,46,44,48,44,38,53,35,63,24,67,25,68,38,53,73,17,15,73,19,45,45,75,16,75,17,46,45,48,17,39,19,71,42,39,51,38,46,39,18,37,46,27,55,47,18,44,46,27,63,25,55,27,46,47,42,35,55,27,46,38,44,75,15,39,46,71,18,22,67,48,19,46,18,1
12,81,10,11,81,63,42,49,44,48,43,66,26,65,26,50,43,48,80,11,82,11,82,48,43,77,15,11,76,15,65,27,79,13,78,13,64,27,67,13,49,16,74,25,49,42,49,28,50,16,49,28,11,44,67,15,63,27,12,80,11,44,12,28,66,25,48,44,12,29,49,27,79,11,50,27,74,15,10,82,65,15,65,15,1
14,79,12,13,79,58,41,50,43,50,42,61,30,62,30,51,42,49,78,13,80,13,80,50,42,69,23,22,69,24,60,31,70,23,70,23,60,32,62,23,51,24,68,28,51,41,51,32,51,24,50,32,14,43,62,24,58,32,14,78,13,43,14,32,62,28,49,43,14,32,51,30,70,22,51,32,68,24,12,80,62,24,60,24,1
11,82,9,11,82,68,39,48,43,49,44,69,23,70,23,50,41,46,81,10,83,10,83,50,41,73,19,18,73,20,69,23,74,19,74,19,69,24,70,19,51,20,72,22,51,39,51,24,51,20,49,24,11,44,70,20,68,24,11,81,10,44,11,24,70,22,46,43,11,24,51,23,74,18,50,24,72,20,9,83,70,20,69,20,5
17,76,15,17,76,71,42,43,48,43,48,73,20,73,20,46,45,40,75,16,77,16,77,45,45,79,14,12,79,14,72,20,80,13,80,13,72,21,73,13,46,14,78,19,46,42,46,21,46,14,43,21,17,48,73,14,71,21,17,75,16,48,17,21,73,19,40,48,17,21,46,20,80,12,46,21,78,14,15,77,73,14,72,14,2
6,87,4,6,87,76,39,49,43,49,43,77,17,76,16,51,41,47,86,5,88,5,88,51,41,78,16,15,77,15,77,18,79,16,77,15,76,16,78,16,51,17,77,16,51,39,51,18,51,17,49,18,6,43,78,17,76,17,6,86,5,43,6,18,77,16,47,43,6,18,51,17,78,15,51,16,77,16,4,88,76,15,77,17,3
20,71,18,22,72,69,43,46,45,47,47,71,24,69,23,47,44,45,70,19,72,20,74,49,45,73,22,20,72,20,70,25,74,21,72,20,69,23,71,21,49,22,72,23,48,43,49,25,49,22,47,25,22,47,71,22,69,24,21,70,20,47,22,25,70,23,45,46,22,25,49,24,73,20,47,23,72,21,18,73,69,20,70,22,3
7,86,5,7,86,66,28,63,30,63,30,66,25,68,25,64,29,62,85,6,87,6,87,63,29,71,20,20,71,22,66,25,72,20,72,21,67,26,68,21,64,22,70,24,64,28,63,26,64,21,63,26,7,30,67,21,66,26,7,85,6,30,7,26,67,24,62,30,7,26,63,25,72,20,64,26,70,21,5,87,68,22,67,21,7
19,74,17,19,74,56,49,37,53,38,55,59,32,60,32,39,51,35,73,18,75,18,75,40,52,71,21,20,71,22,58,33,72,21,72,21,58,34,60,21,41,22,70,30,40,49,41,34,41,22,38,34,19,55,60,22,56,34,19,73,18,55,19,34,60,30,35,54,19,34,41,32,72,20,39,34,70,22,17,75,60,22,58,22,5
8,85,6,8,85,67,29,59,32,58,33,68,25,67,25,61,30,57,84,7,86,7,86,60,31,71,21,20,71,22,68,25,72,21,72,21,67,25,69,21,61,22,70,25,60,29,61,26,62,22,59,27,8,33,69,21,67,25,8,84,7,33,8,26,68,25,58,33,8,27,61,26,72,20,61,25,70,22,6,86,67,22,68,21,6
9,84,7,9,84,72,36,50,40,51,42,73,19,74,19,52,38,48,83,8,85,8,85,53,39,78,14,13,78,15,73,19,79,14,79,14,73,20,74,14,54,15,77,18,53,36,54,20,54,15,51,20,9,42,74,15,72,20,9,83,8,42,9,20,74,18,48,41,9,20,54,19,79,13,52,20,77,15,7,85,74,15,73,15,2
11,82,9,10,82,67,44,47,46,47,45,68,24,69,24,48,45,46,81,10,83,10,83,47,45,75,17,16,75,18,68,24,76,17,76,17,68,25,69,17,48,18,74,23,48,44,48,25,48,18,47,25,11,46,69,18,67,25,11,81,10,46,11,25,69,23,46,46,11,25,48,24,76,16,48,25,74,18,9,83,69,18,68,18,6
3,90,1,3,90,69,34,54,38,54,38,70,22,71,22,56,36,52,89,2,91,2,91,55,36,76,16,15,76,17,70,22,77,16,77,16,70,23,71,16,56,17,75,21,56,34,56,23,56,17,54,23,3,38,71,17,69,23,3,89,2,38,3,23,71,21,52,38,3,23,56,22,77,15,56,23,75,17,1,91,71,17,70,17,2
14,79,12,13,79,65,39,49,43,49,42,66,26,67,26,51,41,47,78,13,80,13,80,51,41,69,23,22,69,24,66,27,70,23,70,23,66,27,67,23,51,24,68,25,51,39,51,27,51,24,49,27,14,43,67,24,65,27,14,78,13,43,14,27,67,25,47,43,14,27,51,26,70,22,51,27,68,24,12,80,67,24,66,24,7
13,80,11,12,80,56,42,49,44,49,43,59,34,58,33,50,43,48,79,12,81,12,81,49,43,71,21,20,71,22,58,35,72,21,72,21,57,34,60,21,50,22,70,32,50,42,50,36,50,22,49,36,13,44,60,22,56,35,13,79,12,44,13,36,59,32,48,44,13,36,50,34,72,20,50,34,70,22,11,81,58,22,58,22,5
12,81,10,12,81,76,51,37,55,37,55,77,15,78,15,39,53,35,80,11,82,11,82,38,53,85,9,8,84,8,77,15,86,9,84,8,77,16,78,9,39,10,84,14,39,51,39,16,39,10,37,16,12,55,78,10,76,16,12,80,11,55,12,16,78,14,35,55,12,16,39,15,85,8,39,16,84,9,10,82,78,8,77,10,1
