@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute destClass {1,2}

@data
28,29,66,40,65,78,50,12,29,67,30,66,42,53,81,14,43,15,28,66,80,14,42,52,29,65,30,53,30,15,29,15,29,66,29,53,29,52,28,65,42,14,1.0
25,32,67,42,62,82,48,10,27,69,33,63,44,51,84,11,45,12,26,68,83,11,44,50,32,62,33,51,33,12,27,12,27,63,27,51,32,50,26,62,44,11,2.0
24,31,68,42,61,83,50,7,26,70,32,63,43,51,86,9,44,9,25,69,85,9,43,51,32,62,32,52,33,10,26,10,26,63,26,52,32,51,25,62,43,9,1.0
24,29,68,50,65,79,38,13,26,70,30,66,53,42,81,14,54,15,25,69,80,14,53,41,29,65,30,42,30,15,26,15,26,66,26,42,29,41,25,65,53,14,2.0
24,32,68,54,62,76,38,16,26,70,33,63,55,40,78,17,56,18,25,69,77,17,55,39,32,62,33,40,33,18,26,18,26,63,26,40,32,39,25,62,55,17,2.0
24,32,68,42,60,75,48,15,26,70,33,62,44,50,78,17,45,17,25,69,77,17,44,50,33,61,33,51,34,18,26,18,26,62,26,51,33,50,25,61,44,17,1.0
12,45,80,63,45,74,27,16,13,82,47,47,65,29,77,18,66,19,13,81,76,17,64,29,47,47,48,29,48,19,14,19,13,48,14,30,47,29,13,47,65,18,2.0
24,32,68,44,60,82,46,8,26,70,33,62,46,48,85,10,47,10,25,69,84,10,46,48,33,61,33,49,34,11,26,11,26,62,26,49,33,48,25,61,46,10,1.0
11,38,81,57,52,73,33,19,12,83,40,54,60,35,75,21,60,21,12,82,74,20,59,35,40,54,41,35,41,21,13,21,12,55,13,36,40,35,12,54,59,20,2.0
20,29,72,62,57,76,30,16,20,74,33,60,64,31,78,18,64,18,21,73,77,17,63,31,33,61,34,32,34,18,22,18,22,62,22,32,33,31,21,61,63,17,2.0
24,32,68,46,60,78,42,12,26,70,33,62,49,45,81,14,50,14,25,69,80,14,49,45,33,61,33,46,34,15,26,15,26,62,26,46,33,45,25,61,49,14,1.0
23,31,69,48,61,78,42,12,25,71,32,63,50,44,81,14,51,14,24,70,80,14,50,44,32,62,32,45,33,15,25,15,25,63,25,45,32,44,24,62,50,14,1.0
24,34,68,44,58,78,46,12,26,70,34,60,46,47,81,14,47,14,25,69,80,14,46,48,35,59,35,49,36,15,26,15,26,60,26,49,35,48,25,59,46,14,1.0
28,31,66,41,61,79,49,11,29,67,32,63,43,51,82,13,44,13,28,66,81,13,43,51,32,62,32,52,33,14,29,14,29,63,29,52,32,51,28,62,43,13,1.0
24,32,68,45,60,83,45,9,26,70,33,62,47,47,85,10,48,10,25,69,84,10,47,47,33,61,33,48,34,11,26,11,26,62,26,48,33,47,25,61,47,10,1.0
24,29,68,45,65,79,45,13,26,70,30,66,47,48,81,14,48,15,25,69,80,14,47,47,29,65,30,48,30,15,26,15,26,66,26,48,29,47,25,65,47,14,1.0
24,34,68,47,58,83,43,9,26,70,35,60,49,45,85,10,50,10,25,69,84,10,49,45,35,59,35,46,36,11,26,11,26,60,26,46,35,45,25,59,49,10,1.0
24,29,68,39,65,79,53,13,26,70,30,66,40,55,81,14,41,15,25,69,80,14,40,54,29,65,30,55,30,15,26,15,26,66,26,55,29,54,25,65,40,14,2.0
16,41,76,58,49,75,34,17,17,78,44,51,59,36,77,18,60,19,17,77,76,18,59,35,43,51,44,36,44,19,18,19,18,52,18,36,43,35,17,51,59,18,1.0
24,34,68,50,58,79,42,13,26,70,36,60,51,44,81,14,52,15,25,69,80,14,51,43,35,59,36,44,36,15,26,15,26,60,26,44,35,43,25,59,51,14,2.0
17,31,73,65,59,79,25,13,18,76,33,60,67,27,81,14,68,15,19,75,80,14,67,27,33,61,34,27,34,15,20,15,19,62,20,28,33,27,19,61,67,14,2.0
23,32,69,50,62,79,40,13,25,71,33,63,52,43,81,14,53,15,24,70,80,14,52,42,32,62,33,43,33,15,25,15,25,63,25,43,32,42,24,62,52,14,2.0
24,35,68,41,57,87,51,5,26,70,35,59,42,51,89,6,43,6,25,69,88,6,42,52,36,58,36,53,37,7,26,7,26,59,26,53,36,52,25,58,42,6,1.0
17,37,75,63,53,79,27,13,18,77,40,55,65,30,81,14,66,15,18,76,80,14,65,29,39,55,40,30,40,15,19,15,19,56,19,30,39,29,18,55,65,14,2.0
20,31,72,60,57,79,30,13,21,74,35,60,62,33,81,14,63,15,21,73,80,14,62,32,34,60,35,33,35,15,22,15,22,61,22,33,34,32,21,60,62,14,2.0
20,34,72,57,56,75,35,17,21,74,37,58,58,37,77,18,59,19,21,73,76,18,58,36,36,58,37,37,37,19,22,19,22,59,22,37,36,36,21,58,58,18,1.0
24,31,68,42,61,75,48,15,26,70,32,63,44,50,78,17,45,17,25,69,77,17,44,50,32,62,32,51,33,18,26,18,26,63,26,51,32,50,25,62,44,17,1.0
28,31,66,42,61,86,50,6,29,67,32,63,43,51,88,7,44,7,28,66,87,7,43,51,32,62,32,52,33,8,29,8,29,63,29,52,32,51,28,62,43,7,1.0
24,28,68,60,64,79,30,13,24,70,30,64,62,33,81,14,63,15,25,69,80,14,62,32,29,65,30,33,30,15,26,15,26,66,26,33,29,32,25,65,62,14,2.0
21,29,71,48,65,79,42,13,23,73,30,66,49,45,81,13,51,15,22,72,80,14,50,44,29,65,30,45,30,15,23,15,23,66,23,45,29,44,22,65,50,14,2.0
24,32,68,44,60,75,46,15,26,70,33,62,46,48,78,17,47,17,25,69,77,17,46,48,33,61,33,49,34,18,26,18,26,62,26,49,33,48,25,61,46,17,1.0
20,37,70,60,55,68,32,24,23,73,39,57,60,34,70,24,62,26,22,72,69,25,61,33,38,56,39,34,39,26,23,26,23,57,23,34,38,33,22,56,61,25,2.0
16,42,74,60,48,79,32,13,18,77,45,50,61,34,81,14,62,15,18,76,80,14,61,33,44,50,45,34,45,15,19,15,19,51,19,34,44,33,18,50,61,14,1.0
12,34,78,62,56,84,28,10,14,81,36,58,65,30,85,11,65,11,14,80,84,10,64,30,36,58,37,30,37,11,15,11,14,59,15,31,36,30,14,58,64,10,2.0
24,34,68,40,58,83,50,9,26,70,34,60,42,51,85,10,43,10,25,69,84,10,42,52,35,59,35,53,36,11,26,11,26,60,26,53,35,52,25,59,42,10,2.0
19,39,73,64,55,75,28,17,21,75,40,56,65,30,77,18,66,19,20,74,76,18,65,29,39,55,40,30,40,19,21,19,21,56,21,30,39,29,20,55,65,18,1.0
24,32,68,47,62,79,45,13,26,70,33,63,48,47,81,14,49,15,25,69,80,14,48,46,32,62,33,47,33,15,26,15,26,63,26,47,32,46,25,62,48,14,2.0
10,46,82,67,44,80,23,14,11,84,48,46,70,25,81,15,70,15,11,83,80,14,69,25,48,46,49,25,49,15,12,15,11,47,12,26,48,25,11,46,69,14,2.0
23,31,69,52,61,71,38,19,25,71,31,63,54,39,74,21,55,21,24,70,73,21,54,40,32,62,32,41,33,22,25,22,25,63,25,41,32,40,24,62,54,21,1.0
28,32,66,39,62,86,53,6,29,67,33,63,40,55,88,7,41,8,28,66,87,7,40,54,32,62,33,55,33,8,29,8,29,63,29,55,32,54,28,62,40,7,1.0
24,31,68,42,61,84,50,8,26,70,32,63,43,51,86,9,44,9,25,69,85,9,43,51,32,62,32,52,33,10,26,10,26,63,26,52,32,51,25,62,43,9,1.0
24,29,68,44,65,79,46,13,26,70,30,66,46,49,81,14,47,15,25,69,80,14,46,48,29,65,30,49,30,15,26,15,26,66,26,49,29,48,25,65,46,14,2.0
24,32,68,39,62,82,53,8,26,70,33,63,40,55,85,10,41,11,25,69,84,10,40,54,32,62,33,55,33,11,26,11,26,63,26,55,32,54,25,62,40,10,1.0
21,38,71,60,52,77,32,13,22,73,41,54,62,34,80,16,62,16,22,72,79,15,61,33,40,54,41,34,41,16,23,16,23,55,23,34,40,33,22,54,61,15,2.0
24,29,68,42,65,79,48,13,26,70,30,66,44,51,81,14,45,15,25,69,80,14,44,50,29,65,30,51,30,15,26,15,26,66,26,51,29,50,25,65,44,14,2.0
24,32,68,49,62,76,41,16,26,70,33,63,51,44,78,17,52,18,25,69,77,17,51,43,32,62,33,44,33,18,26,18,26,63,26,44,32,43,25,62,51,17,2.0
13,48,77,60,42,76,30,18,15,80,50,44,62,32,77,18,63,19,15,79,76,18,62,32,50,44,51,32,51,19,16,19,15,45,16,33,50,32,15,44,62,18,2.0
20,36,72,55,58,76,35,16,22,74,37,59,57,38,78,17,58,18,21,73,77,17,57,37,36,58,37,38,37,18,22,18,22,59,22,38,36,37,21,58,57,17,1.0
7,44,83,70,44,80,20,14,9,86,47,47,72,22,81,14,73,15,9,85,80,14,72,22,47,47,48,22,48,15,10,15,9,48,10,23,47,22,9,47,72,14,2.0
24,35,68,51,57,75,41,17,26,70,37,59,52,43,77,18,53,19,25,69,76,18,52,42,36,58,37,43,37,19,26,19,26,59,26,43,36,42,25,58,52,18,2.0
24,29,68,40,65,83,50,9,26,70,30,66,42,53,85,10,43,11,25,69,84,10,42,52,29,65,30,53,30,11,26,11,26,66,26,53,29,52,25,65,42,10,1.0
24,34,68,41,58,84,49,8,26,70,35,60,43,51,86,9,44,9,25,69,85,9,43,51,35,59,35,52,36,10,26,10,26,60,26,52,35,51,25,59,43,9,1.0
20,32,72,52,62,79,38,13,22,74,33,63,54,41,81,14,55,15,21,73,80,14,54,40,32,62,33,41,33,15,22,15,22,63,22,41,32,40,21,62,54,14,2.0
17,32,73,60,58,73,30,17,19,76,34,60,62,32,76,19,63,20,19,75,75,19,62,32,34,60,35,32,35,20,20,20,19,61,20,33,34,32,19,60,62,19,2.0
24,34,68,45,58,77,45,13,26,70,35,60,47,47,80,15,48,15,25,69,79,15,47,47,35,59,35,48,36,16,26,16,26,60,26,48,35,47,25,59,47,15,1.0
24,35,68,42,57,82,50,8,26,70,36,59,43,51,85,10,44,10,25,69,84,10,43,51,36,58,36,52,37,11,26,11,26,59,26,52,36,51,25,58,43,10,1.0
25,32,67,47,62,83,43,9,27,69,33,63,49,46,85,10,50,11,26,68,84,10,49,45,32,62,33,46,33,11,27,11,27,63,27,46,32,45,26,62,49,10,2.0
24,34,68,41,58,74,49,16,26,70,35,60,43,51,77,18,44,18,25,69,76,18,43,51,35,59,35,52,36,19,26,19,26,60,26,52,35,51,25,59,43,18,1.0
5,49,87,69,41,76,23,16,6,89,50,43,69,23,78,16,71,16,6,88,77,17,70,24,51,43,50,24,52,17,7,18,6,44,6,25,51,24,6,43,70,17,2.0
20,31,72,61,59,76,29,16,20,74,34,60,63,32,78,17,64,18,21,73,77,17,63,31,33,61,34,32,34,18,22,18,22,62,22,32,33,31,21,61,63,17,2.0
20,31,70,62,59,79,28,13,21,73,33,60,63,30,81,13,65,15,22,72,80,14,64,30,33,61,34,31,34,15,23,15,23,62,23,31,33,30,22,61,64,14,2.0
20,30,72,61,58,76,27,16,20,74,33,60,64,30,78,17,65,18,21,73,77,17,64,30,33,61,34,30,34,18,22,18,21,62,22,31,33,30,21,61,64,17,2.0
22,36,68,52,58,78,38,14,25,71,37,59,54,41,80,15,55,16,24,70,79,15,54,40,36,58,37,41,37,16,25,16,25,59,25,41,36,40,24,58,54,15,1.0
9,45,83,61,45,80,29,12,10,85,47,47,63,31,82,13,64,13,10,84,81,13,63,31,47,47,47,31,48,13,11,14,10,48,10,32,47,31,10,47,63,13,2.0
24,29,68,44,65,75,44,15,26,70,30,66,46,48,78,16,48,18,25,69,77,17,47,47,29,65,30,48,30,18,26,18,26,66,26,48,29,47,25,65,47,17,1.0
24,32,68,49,62,82,41,10,26,70,33,63,51,44,84,11,52,12,25,69,83,11,51,43,32,62,33,44,33,12,26,12,26,63,26,44,32,43,25,62,51,11,2.0
25,32,67,53,62,75,39,15,27,69,33,63,53,41,78,16,55,18,26,68,77,17,54,40,32,62,33,41,33,18,27,18,27,63,27,41,32,40,26,62,54,17,2.0
23,32,69,45,62,82,45,10,25,71,32,63,47,47,84,11,48,12,24,70,83,11,47,47,32,62,33,48,33,12,25,12,25,63,25,48,32,47,24,62,47,11,2.0
24,29,68,41,65,79,49,13,26,70,30,66,43,52,81,14,44,15,25,69,80,14,43,51,29,65,30,52,30,15,26,15,26,66,26,52,29,51,25,65,43,14,2.0
20,32,72,52,60,73,38,17,22,74,32,62,54,39,76,19,55,19,21,73,75,19,54,40,33,61,33,41,34,20,22,20,22,62,22,41,33,40,21,61,54,19,1.0
24,31,68,43,61,78,47,12,26,70,32,63,45,49,81,14,46,14,25,69,80,14,45,49,32,62,32,50,33,15,26,15,26,63,26,50,32,49,25,62,45,14,1.0
11,45,79,56,45,74,34,16,13,82,47,47,59,36,77,19,59,19,13,81,76,18,58,36,47,47,48,36,48,19,14,19,13,48,14,37,47,36,13,47,58,18,2.0
28,34,66,39,58,75,53,15,29,67,35,60,40,54,78,17,41,17,28,66,77,17,40,54,35,59,35,55,36,18,29,18,29,60,29,55,35,54,28,59,40,17,1.0
20,33,70,45,61,75,43,17,23,73,34,62,47,47,77,17,49,19,22,72,76,18,48,46,33,61,34,47,34,19,23,19,23,62,23,47,33,46,22,61,48,18,2.0
28,32,66,42,62,83,50,9,29,67,33,63,43,52,85,10,44,11,28,66,84,10,43,51,32,62,33,52,33,11,29,11,29,63,29,52,32,51,28,62,43,10,1.0
24,32,68,53,62,79,39,13,26,70,32,63,54,40,81,14,55,15,25,69,80,14,54,40,32,62,33,41,33,15,26,15,26,63,26,41,32,40,25,62,54,14,2.0
24,27,68,63,65,79,27,13,24,70,28,65,65,29,81,14,66,15,25,69,80,14,65,29,28,66,29,29,29,15,26,15,25,67,26,30,28,29,25,66,65,14,2.0
25,31,69,41,61,83,51,9,26,70,32,63,42,52,85,10,43,10,25,69,84,10,42,52,32,62,32,53,33,11,26,11,26,63,26,53,32,52,25,62,42,10,1.0
24,32,68,42,60,75,50,15,26,70,33,62,43,51,78,17,44,17,25,69,77,17,43,51,33,61,33,52,34,18,26,18,26,62,26,52,33,51,25,61,43,17,1.0
24,32,68,50,62,79,40,13,26,70,33,63,52,43,81,14,53,15,25,69,80,14,52,42,32,62,33,43,33,15,26,15,26,63,26,43,32,42,25,62,52,14,2.0
24,34,68,42,58,77,48,13,26,70,35,60,44,50,80,15,45,15,25,69,79,15,44,50,35,59,35,51,36,16,26,16,26,60,26,51,35,50,25,59,44,15,1.0
24,31,68,45,61,79,45,11,26,70,32,63,47,47,82,13,48,13,25,69,81,13,47,47,32,62,32,48,33,14,26,14,26,63,26,48,32,47,25,62,47,13,1.0
24,32,68,41,60,80,51,10,26,70,33,62,42,52,83,12,43,12,25,69,82,12,42,52,33,61,33,53,34,13,26,13,26,62,26,53,33,52,25,61,42,12,1.0
23,29,69,49,65,79,41,13,25,71,30,66,51,44,81,14,52,15,24,70,80,14,51,43,29,65,30,44,30,15,25,15,25,66,25,44,29,43,24,65,51,14,2.0
9,45,81,57,45,75,33,17,11,84,46,47,59,34,77,18,60,18,11,83,76,18,59,35,47,47,47,35,48,19,12,19,11,48,12,36,47,35,11,47,59,18,1.0
24,34,68,45,58,79,45,13,26,70,35,60,47,47,81,14,48,14,25,69,80,14,47,47,35,59,35,48,36,15,26,15,26,60,26,48,35,47,25,59,47,14,2.0
24,35,68,42,57,75,50,13,26,70,36,59,43,51,79,16,44,16,25,69,78,16,43,51,36,58,36,52,37,17,26,17,26,59,26,52,36,51,25,58,43,16,1.0
8,38,82,72,50,76,20,16,10,85,41,53,72,21,78,16,74,17,10,84,77,17,73,21,41,53,41,21,42,17,11,18,10,54,10,22,41,21,10,53,73,17,2.0
28,32,66,39,62,86,53,6,29,67,33,63,40,55,88,7,41,8,28,66,87,7,40,54,32,62,33,55,33,8,29,8,29,63,29,55,32,54,28,62,40,7,2.0
25,32,67,37,62,83,55,9,27,69,33,63,38,57,85,10,39,11,26,68,84,10,38,56,32,62,33,57,33,11,27,11,27,63,27,57,32,56,26,62,38,10,2.0
23,32,69,51,60,72,39,18,25,71,33,62,53,41,75,20,54,20,24,70,74,20,53,41,33,61,33,42,34,21,25,21,25,62,25,42,33,41,24,61,53,20,1.0
23,34,69,49,58,76,41,16,25,71,35,60,51,43,78,17,52,17,24,70,77,17,51,43,35,59,35,44,36,18,25,18,25,60,25,44,35,43,24,59,51,17,2.0
16,39,76,57,51,76,35,16,17,78,42,53,59,37,78,18,59,18,17,77,77,17,58,36,41,53,42,37,42,18,18,18,18,54,18,37,41,36,17,53,58,17,1.0
24,32,68,48,62,81,42,9,26,70,33,63,50,45,84,11,51,12,25,69,83,11,50,44,32,62,33,45,33,12,26,12,26,63,26,45,32,44,25,62,50,11,2.0
28,35,66,43,57,85,49,7,29,67,36,59,44,50,87,8,45,8,28,66,86,8,44,50,36,58,36,51,37,9,29,9,29,59,29,51,36,50,28,58,44,8,1.0
20,44,72,59,46,71,31,19,22,74,45,49,60,32,74,20,62,21,21,73,73,21,61,33,46,48,46,34,47,22,22,22,22,49,22,34,46,33,21,48,61,21,1.0
25,32,67,50,62,76,42,16,27,69,33,63,51,44,78,17,52,18,26,68,77,17,51,43,32,62,33,44,33,18,27,18,27,63,27,44,32,43,26,62,51,17,2.0
20,31,72,52,61,73,38,15,22,74,32,63,53,40,77,17,55,18,21,73,76,18,54,40,32,62,32,41,33,19,22,19,22,63,22,41,32,40,21,62,54,18,1.0
25,32,67,50,62,79,40,13,27,69,33,63,52,43,81,14,53,15,26,68,80,14,52,42,32,62,33,43,33,15,27,15,27,63,27,43,32,42,26,62,52,14,2.0
24,31,68,44,61,78,46,12,26,70,32,63,46,48,81,14,47,14,25,69,80,14,46,48,32,62,32,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,1.0
21,32,71,45,62,76,45,16,23,73,33,63,47,48,78,17,48,18,22,72,77,17,47,47,32,62,33,48,33,18,23,18,23,63,23,48,32,47,22,62,47,17,2.0
24,32,68,43,62,79,45,13,26,70,32,63,46,48,81,14,47,15,25,69,80,14,46,48,32,62,33,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,2.0
24,32,68,48,62,76,42,16,26,70,33,63,50,45,78,17,51,18,25,69,77,17,50,44,32,62,33,45,33,18,26,18,26,63,26,45,32,44,25,62,50,17,2.0
25,34,67,40,58,82,50,8,27,69,35,60,42,52,85,10,43,10,26,68,84,10,42,52,35,59,35,53,36,11,27,11,27,60,27,53,35,52,26,59,42,10,2.0
21,39,71,57,53,78,35,14,23,73,41,55,58,37,80,15,59,16,22,72,79,15,58,36,40,54,41,37,41,16,23,16,23,55,23,37,40,36,22,54,58,15,2.0
24,35,68,45,57,78,45,12,26,70,36,59,47,47,81,14,48,14,25,69,80,14,47,47,36,58,36,48,37,15,26,15,26,59,26,48,36,47,25,58,47,14,1.0
12,44,76,61,46,73,31,19,15,80,46,48,63,32,75,21,63,21,15,79,74,20,62,32,46,48,47,33,47,21,16,21,16,49,16,33,46,32,15,48,62,20,1.0
24,33,68,50,59,79,42,13,26,70,35,61,51,44,81,14,52,15,25,69,80,14,51,43,34,60,35,44,35,15,26,15,26,61,26,44,34,43,25,60,51,14,2.0
23,35,69,54,57,75,38,17,25,71,37,59,55,40,77,18,56,19,24,70,76,18,55,39,36,58,37,40,37,19,25,19,25,59,25,40,36,39,24,58,55,18,2.0
24,32,68,41,60,76,51,14,26,70,33,62,42,52,79,16,43,16,25,69,78,16,42,52,33,61,33,53,34,17,26,17,26,62,26,53,33,52,25,61,42,16,1.0
25,32,67,50,62,86,42,6,27,69,33,63,51,44,88,7,52,8,26,68,87,7,51,43,32,62,33,44,33,8,27,8,27,63,27,44,32,43,26,62,51,7,2.0
16,26,74,63,64,76,25,16,17,77,28,65,65,28,78,16,67,18,18,76,77,17,66,28,28,66,29,28,29,18,19,18,18,67,19,29,28,28,18,66,66,17,2.0
20,33,72,56,57,74,34,16,22,74,36,60,57,37,77,17,59,19,21,73,76,18,58,36,35,59,36,37,36,19,22,19,22,60,22,37,35,36,21,59,58,18,1.0
17,43,75,56,47,70,34,20,19,77,45,50,57,36,73,21,59,22,18,76,72,22,58,36,45,49,45,37,46,23,19,23,19,50,19,37,45,36,18,49,58,22,1.0
24,35,68,50,57,79,42,13,26,70,37,59,51,44,81,14,52,15,25,69,80,14,51,43,36,58,37,44,37,15,26,15,26,59,26,44,36,43,25,58,51,14,2.0
24,34,68,39,58,78,53,12,26,70,35,60,40,54,81,14,41,14,25,69,80,14,40,54,35,59,35,55,36,15,26,15,26,60,26,55,35,54,25,59,40,14,2.0
23,34,69,54,58,75,38,17,25,71,36,60,54,40,77,17,56,19,24,70,76,18,55,39,35,59,36,40,36,19,25,19,25,60,25,40,35,39,24,59,55,18,2.0
24,32,68,43,60,76,47,14,26,70,33,62,45,49,79,16,46,16,25,69,78,16,45,49,33,61,33,50,34,17,26,17,26,62,26,50,33,49,25,61,45,16,1.0
16,38,76,60,52,76,32,16,17,78,41,54,62,34,78,18,62,18,17,77,77,17,61,33,40,54,41,34,41,18,18,18,18,55,18,34,40,33,17,54,61,17,1.0
24,32,68,50,62,75,42,17,26,70,33,63,51,44,77,18,52,19,25,69,76,18,51,43,32,62,33,44,33,19,26,19,26,63,26,44,32,43,25,62,51,18,2.0
21,36,71,56,58,75,34,17,23,73,37,59,58,37,77,18,59,19,22,72,76,18,58,36,36,58,37,37,37,19,23,19,23,59,23,37,36,36,22,58,58,18,1.0
17,45,75,62,45,75,26,15,18,77,47,47,65,29,78,17,66,18,18,76,77,17,65,29,47,47,48,29,48,18,19,18,18,48,19,30,47,29,18,47,65,17,2.0
24,32,68,41,62,79,49,13,26,70,33,63,43,52,81,14,44,15,25,69,80,14,43,51,32,62,33,52,33,15,26,15,26,63,26,52,32,51,25,62,43,14,2.0
24,31,68,44,61,78,46,12,26,70,32,63,46,48,81,14,47,14,25,69,80,14,46,48,32,62,32,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,1.0
20,38,72,60,52,74,30,18,21,74,40,54,63,32,76,20,63,20,21,73,75,19,62,32,40,54,41,32,41,20,22,20,21,55,22,33,40,32,21,54,62,19,2.0
22,33,70,54,57,80,38,12,23,72,35,59,56,39,82,14,56,14,23,71,81,13,55,39,35,59,36,40,36,14,24,14,24,60,24,40,35,39,23,59,55,13,2.0
23,32,69,53,60,79,39,13,25,71,34,62,54,41,81,14,55,15,24,70,80,14,54,40,33,61,34,41,34,15,25,15,25,62,25,41,33,40,24,61,54,14,2.0
28,31,66,38,61,83,54,7,29,67,32,63,39,55,86,9,40,9,28,66,85,9,39,55,32,62,32,56,33,10,29,10,29,63,29,56,32,55,28,62,39,9,1.0
24,29,68,44,65,79,46,13,26,70,30,66,46,49,81,14,47,15,25,69,80,14,46,48,29,65,30,49,30,15,26,15,26,66,26,49,29,48,25,65,46,14,1.0
24,35,68,50,57,76,42,16,26,70,37,59,51,44,78,17,52,18,25,69,77,17,51,43,36,58,37,44,37,18,26,18,26,59,26,44,36,43,25,58,51,17,2.0
21,32,71,52,62,79,40,13,23,73,33,63,53,42,81,14,54,15,22,72,80,14,53,41,32,62,33,42,33,15,23,15,23,63,23,42,32,41,22,62,53,14,2.0
20,32,72,49,62,79,41,13,22,74,32,63,51,43,81,14,52,15,21,73,80,14,51,43,32,62,33,44,33,15,22,15,22,63,22,44,32,43,21,62,51,14,2.0
24,32,68,52,62,76,40,16,26,70,32,63,53,41,78,17,54,18,25,69,77,17,53,41,32,62,33,42,33,18,26,18,26,63,26,42,32,41,25,62,53,17,2.0
24,35,68,45,57,82,47,8,26,70,35,59,46,47,85,10,47,10,25,69,84,10,46,48,36,58,36,49,37,11,26,11,26,59,26,49,36,48,25,58,46,10,1.0
24,32,68,43,62,75,47,15,26,70,32,63,45,49,78,17,46,18,25,69,77,17,45,49,32,62,33,50,33,18,26,18,26,63,26,50,32,49,25,62,45,17,2.0
24,31,68,41,61,83,49,9,26,70,32,63,43,51,85,10,44,10,25,69,84,10,43,51,32,62,32,52,33,11,26,11,26,63,26,52,32,51,25,62,43,10,1.0
25,33,67,50,59,76,42,16,27,69,35,61,51,44,78,17,52,18,26,68,77,17,51,43,34,60,35,44,35,18,27,18,27,61,27,44,34,43,26,60,51,17,2.0
13,42,79,68,48,73,24,21,14,81,45,50,69,26,74,21,70,22,14,80,73,21,69,25,44,50,45,26,45,22,15,22,15,51,15,26,44,25,14,50,69,21,1.0
23,31,69,39,61,78,53,12,25,71,32,63,40,54,81,14,41,14,24,70,80,14,40,54,32,62,32,55,33,15,25,15,25,63,25,55,32,54,24,62,40,14,1.0
24,32,68,47,60,75,43,15,26,70,33,62,49,45,78,17,50,17,25,69,77,17,49,45,33,61,33,46,34,18,26,18,26,62,26,46,33,45,25,61,49,17,1.0
21,32,71,54,62,75,38,17,23,73,33,63,55,40,77,18,56,19,22,72,76,18,55,39,32,62,33,40,33,19,23,19,23,63,23,40,32,39,22,62,55,18,2.0
24,32,68,48,62,86,42,6,26,70,33,63,50,45,88,7,51,8,25,69,87,7,50,44,32,62,33,45,33,8,26,8,26,63,26,45,32,44,25,62,50,7,2.0
21,35,71,51,57,78,41,12,23,73,37,59,52,43,81,14,53,15,22,72,80,14,52,42,36,58,37,43,37,15,23,15,23,59,23,43,36,42,22,58,52,14,2.0
24,34,68,51,58,76,39,14,26,70,34,60,53,40,79,16,54,16,25,69,78,16,53,41,35,59,35,42,36,17,26,17,26,60,26,42,35,41,25,59,53,16,1.0
24,32,68,48,62,79,42,13,26,70,33,63,50,45,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
15,42,75,60,48,80,30,14,17,78,44,50,63,32,81,15,63,15,17,77,80,14,62,32,44,50,45,32,45,15,18,15,17,51,18,33,44,32,17,50,62,14,2.0
16,33,74,66,55,72,24,18,17,77,36,57,67,26,75,19,69,20,18,76,74,20,68,26,36,58,36,26,37,20,19,21,18,59,18,27,36,26,18,58,68,20,2.0
21,38,71,53,54,76,39,16,23,73,40,56,54,41,78,17,55,18,22,72,77,17,54,40,39,55,40,41,40,18,23,18,23,56,23,41,39,40,22,55,54,17,2.0
24,32,68,43,62,78,47,12,26,70,32,63,45,49,81,14,46,15,25,69,80,14,45,49,32,62,33,50,33,15,26,15,26,63,26,50,32,49,25,62,45,14,1.0
18,33,74,63,57,75,25,17,19,76,34,59,66,27,77,18,67,19,19,75,76,18,66,28,35,59,36,28,36,19,20,19,19,60,20,29,35,28,19,59,66,18,2.0
25,32,67,50,62,76,42,16,27,69,33,63,51,44,78,17,52,18,26,68,77,17,51,43,32,62,33,44,33,18,27,18,27,63,27,44,32,43,26,62,51,17,2.0
17,37,75,57,51,75,35,17,18,77,41,54,58,37,77,18,59,19,18,76,76,18,58,36,40,54,41,37,41,19,19,19,19,55,19,37,40,36,18,54,58,18,1.0
